yr,r,s,value
2013,NV,ppd,0.0013477495778294309
1999,NV,ppd,0.0008706268681850714
2002,NV,ppd,0.0012546286373143925
2017,NV,ppd,0.0016620838918778298
2016,NV,ppd,0.0016376230580075987
2015,NV,ppd,0.001341916215998063
1998,NV,ppd,0.0007590798663016877
2004,NV,ppd,0.0011280861213176045
2000,NV,ppd,0.0010677026383832666
1997,NV,ppd,0.0007802213878187936
2007,NV,ppd,0.0009780661926485316
2010,NV,ppd,0.001266294888644194
2003,NV,ppd,0.0012875284157717333
2011,NV,ppd,0.0013595560025328715
2001,NV,ppd,0.0011550905288183872
2008,SD,ppd,0.0010840583094918355
2009,SD,ppd,0.0010982874476373322
2005,SD,ppd,0.0010715542953079848
2006,SD,ppd,0.0010312104997232286
2012,SD,ppd,0.001051340128350321
2014,SD,ppd,0.0011951811986362947
2013,SD,ppd,0.001131115258336426
1999,SD,ppd,0.0009160948090767482
2002,SD,ppd,0.0009405095381340585
2017,SD,ppd,0.0011273264657953976
2016,SD,ppd,0.001094612684103715
2015,SD,ppd,0.0011518954986950792
1998,SD,ppd,0.0008879802209566913
2004,SD,ppd,0.001023809252960515
2000,SD,ppd,0.0009278078649806399
1997,SD,ppd,0.0008325973606121848
2007,SD,ppd,0.0010193423805951668
2010,SD,ppd,0.0010283095940041914
2003,SD,ppd,0.0009622168221368661
2011,SD,ppd,0.0009852125004656013
2001,SD,ppd,0.0009868734615147386
2008,MN,ppd,0.02773982600572196
2009,MN,ppd,0.027440315416008006
2005,MN,ppd,0.029471611548028458
2006,MN,ppd,0.026451066647582948
2012,MN,ppd,0.030558701396753495
2014,MN,ppd,0.024899608304922806
2013,MN,ppd,0.025452756849284663
1999,MN,ppd,0.02305224603208016
2002,MN,ppd,0.024438465916229977
2017,MN,ppd,0.028479446164741424
2016,MN,ppd,0.0282124820213733
2015,MN,ppd,0.02653899965022736
1998,MN,ppd,0.02510871491717257
2004,MN,ppd,0.03148782235771896
2000,MN,ppd,0.02560717547628542
1997,MN,ppd,0.024567943376155206
2007,MN,ppd,0.0272709979146552
2010,MN,ppd,0.033074627925975916
2003,MN,ppd,0.02940346476444305
2011,MN,ppd,0.03275785003911052
2001,MN,ppd,0.026182051986550114
2008,VT,ppd,0.0018411475058873901
2009,VT,ppd,0.0018979621790967726
2005,VT,ppd,0.0019226082482601751
2006,VT,ppd,0.0018537646943185132
2012,VT,ppd,0.001162702906757267
2014,VT,ppd,0.0012674561678753628
2013,VT,ppd,0.001143545096340123
1999,VT,ppd,0.002406432871637267
2002,VT,ppd,0.002145248671460986
2017,VT,ppd,0.0014290308244297425
2016,VT,ppd,0.0014159511015721527
2015,VT,ppd,0.001252791454785159
1998,VT,ppd,0.002475960978998194
2004,VT,ppd,0.0019111106055262948
2000,VT,ppd,0.002522929878950821
1997,VT,ppd,0.0026585321362714446
2007,VT,ppd,0.0017443675949621517
2010,VT,ppd,0.001939402550349874
2003,VT,ppd,0.0019107156855059967
2011,VT,ppd,0.0018437814280925244
2001,VT,ppd,0.002287752115329622
2008,MO,ppd,0.026753079932270683
2009,MO,ppd,0.02646855878031046
2005,MO,ppd,0.025351736730328082
2006,MO,ppd,0.024493836016837363
2012,MO,ppd,0.021089090222725558
2014,MO,ppd,0.01979276474673793
2013,MO,ppd,0.01830027292372874
1999,MO,ppd,0.021959331452869112
