yr,r,s,value
2004,NH,pub,0.0
2000,NH,pub,0.0
1997,NH,pub,0.0
2007,NH,pub,0.0
2010,NH,pub,0.0
2003,NH,pub,0.0
2011,NH,pub,0.0
2001,NH,pub,0.0
2008,OK,pub,0.0
2009,OK,pub,0.0
2005,OK,pub,0.0
2006,OK,pub,0.0
2012,OK,pub,0.0
2014,OK,pub,0.0
2013,OK,pub,0.0
1999,OK,pub,0.0
2002,OK,pub,0.0
2017,OK,pub,0.0
2016,OK,pub,0.0
2015,OK,pub,0.0
1998,OK,pub,0.0
2004,OK,pub,0.0
2000,OK,pub,0.0
1997,OK,pub,0.0
2007,OK,pub,0.0
2010,OK,pub,0.0
2003,OK,pub,0.0
2011,OK,pub,0.0
2001,OK,pub,0.0
2008,NE,pub,0.0
2009,NE,pub,0.0
2005,NE,pub,0.0
2006,NE,pub,0.0
2012,NE,pub,0.0
2014,NE,pub,0.0
2013,NE,pub,0.0
1999,NE,pub,0.0
2002,NE,pub,0.0
2017,NE,pub,0.0
2016,NE,pub,0.0
2015,NE,pub,0.0
1998,NE,pub,0.0
2004,NE,pub,0.0
2000,NE,pub,0.0
1997,NE,pub,0.0
2007,NE,pub,0.0
2010,NE,pub,0.0
2003,NE,pub,0.0
2011,NE,pub,0.0
2001,NE,pub,0.0
2008,KY,pub,0.0
2009,KY,pub,0.0
2005,KY,pub,0.0
2006,KY,pub,0.0
2012,KY,pub,0.0
2014,KY,pub,0.0
2013,KY,pub,0.0
1999,KY,pub,0.0
2002,KY,pub,0.0
2017,KY,pub,0.0
2016,KY,pub,0.0
2015,KY,pub,0.0
1998,KY,pub,0.0
2004,KY,pub,0.0
2000,KY,pub,0.0
1997,KY,pub,0.0
2007,KY,pub,0.0
2010,KY,pub,0.0
2003,KY,pub,0.0
2011,KY,pub,0.0
2001,KY,pub,0.0
2008,NM,pub,0.0
2009,NM,pub,0.0
2005,NM,pub,0.0
2006,NM,pub,0.0
2012,NM,pub,0.0
2014,NM,pub,0.0
2013,NM,pub,0.0
1999,NM,pub,0.0
2002,NM,pub,0.0
2017,NM,pub,0.0
2016,NM,pub,0.0
2015,NM,pub,0.0
1998,NM,pub,0.0
2004,NM,pub,0.0
2000,NM,pub,0.0
1997,NM,pub,0.0
2007,NM,pub,0.0
2010,NM,pub,0.0
2003,NM,pub,0.0
2011,NM,pub,0.0
2001,NM,pub,0.0
2008,IL,pub,0.0
2009,IL,pub,0.0
2005,IL,pub,0.0
2006,IL,pub,0.0
2012,IL,pub,0.0
2014,IL,pub,0.0
2013,IL,pub,0.0
1999,IL,pub,0.0
2002,IL,pub,0.0
2017,IL,pub,0.0
2016,IL,pub,0.0
2015,IL,pub,0.0
1998,IL,pub,0.0
2004,IL,pub,0.0
2000,IL,pub,0.0
1997,IL,pub,0.0
2007,IL,pub,0.0
2010,IL,pub,0.0
2003,IL,pub,0.0
2011,IL,pub,0.0
2001,IL,pub,0.0
2008,NC,pub,0.0
2009,NC,pub,0.0
2005,NC,pub,0.0
2006,NC,pub,0.0
2012,NC,pub,0.0
2014,NC,pub,0.0
2013,NC,pub,0.0
1999,NC,pub,0.0
2002,NC,pub,0.0
2017,NC,pub,0.0
2016,NC,pub,0.0
2015,NC,pub,0.0
1998,NC,pub,0.0
2004,NC,pub,0.0
2000,NC,pub,0.0
1997,NC,pub,0.0
2007,NC,pub,0.0
2010,NC,pub,0.0
2003,NC,pub,0.0
2011,NC,pub,0.0
2001,NC,pub,0.6700112759312095
2008,VA,pub,0.0
2009,VA,pub,0.0
2005,VA,pub,0.0
2006,VA,pub,0.0
2012,VA,pub,0.0
2014,VA,pub,0.0
2013,VA,pub,0.0
1999,VA,pub,0.0
2002,VA,pub,0.0
2017,VA,pub,0.0
2016,VA,pub,0.0
2015,VA,pub,0.0
1998,VA,pub,0.0
2004,VA,pub,0.0
2000,VA,pub,0.0
1997,VA,pub,0.0
2007,VA,pub,0.0
2010,VA,pub,0.0
2003,VA,pub,0.0
2011,VA,pub,0.0
2001,VA,pub,0.0
2008,CT,pub,0.0
2009,CT,pub,0.0
2005,CT,pub,0.0
2006,CT,pub,0.0
2012,CT,pub,0.0
2014,CT,pub,0.0
2013,CT,pub,0.0
1999,CT,pub,0.0
2002,CT,pub,0.0
2017,CT,pub,0.0
2016,CT,pub,0.0
2015,CT,pub,0.0
1998,CT,pub,0.0
2004,CT,pub,0.0
2000,CT,pub,0.0
1997,CT,pub,0.0
2007,CT,pub,0.0
2010,CT,pub,0.0
2003,CT,pub,0.0
2011,CT,pub,0.0
2001,CT,pub,0.0
2008,MI,pub,0.0
2009,MI,pub,0.0
2005,MI,pub,0.0
2006,MI,pub,0.0
2012,MI,pub,0.0
2014,MI,pub,0.0
2013,MI,pub,0.0
1999,MI,pub,0.0
2002,MI,pub,0.0
2017,MI,pub,0.0
2016,MI,pub,0.0
2015,MI,pub,0.0
1998,MI,pub,0.0
2004,MI,pub,0.0
2000,MI,pub,0.0
1997,MI,pub,0.0
2007,MI,pub,0.0
2010,MI,pub,0.0
2003,MI,pub,0.0
2011,MI,pub,0.0
2001,MI,pub,0.0
2008,DE,pub,0.0
2009,DE,pub,0.0
2005,DE,pub,0.0
2006,DE,pub,0.0
2012,DE,pub,0.0
2014,DE,pub,0.0
2013,DE,pub,0.0
1999,DE,pub,0.0
2002,DE,pub,0.5186573559977609
2017,DE,pub,0.0
2016,DE,pub,0.0
2015,DE,pub,0.0
1998,DE,pub,0.0
2004,DE,pub,0.0
2000,DE,pub,0.0
1997,DE,pub,0.0
2007,DE,pub,0.0
2010,DE,pub,0.0
2003,DE,pub,0.0
2011,DE,pub,0.0
2001,DE,pub,0.6700112759312095
2008,HI,pub,0.0
2009,HI,pub,0.0
2005,HI,pub,0.0
2006,HI,pub,0.0
2012,HI,pub,0.0
2014,HI,pub,0.0
2013,HI,pub,0.0
1999,HI,pub,0.0
2002,HI,pub,0.0
2017,HI,pub,0.0
2016,HI,pub,0.0
2015,HI,pub,0.0
1998,HI,pub,0.0
2004,HI,pub,0.0
2000,HI,pub,0.0
1997,HI,pub,0.0
2007,HI,pub,0.0
2010,HI,pub,0.0
2003,HI,pub,0.0
2011,HI,pub,0.0
2001,HI,pub,0.0
2008,GA,pub,0.0
2009,GA,pub,0.0
2005,GA,pub,0.0
2006,GA,pub,0.0
2012,GA,pub,0.0
2014,GA,pub,0.0
2013,GA,pub,0.0
1999,GA,pub,0.0
2002,GA,pub,0.0
2017,GA,pub,0.0
2016,GA,pub,0.0
2015,GA,pub,0.0
1998,GA,pub,0.0
2004,GA,pub,0.0
2000,GA,pub,0.0
1997,GA,pub,0.0
2007,GA,pub,0.0
2010,GA,pub,0.0
2003,GA,pub,0.0
2011,GA,pub,0.0
2001,GA,pub,0.0
2008,CA,pub,0.0
2009,CA,pub,0.0
2005,CA,pub,0.0
2006,CA,pub,0.0
2012,CA,pub,0.0
2014,CA,pub,0.0
2013,CA,pub,0.0
1999,CA,pub,0.0
2002,CA,pub,0.0
2017,CA,pub,0.0
2016,CA,pub,0.0
2015,CA,pub,0.0
1998,CA,pub,0.0
2004,CA,pub,0.0
2000,CA,pub,0.0
1997,CA,pub,0.0
2007,CA,pub,0.0
2010,CA,pub,0.0
2003,CA,pub,0.0
2011,CA,pub,0.0
2001,CA,pub,0.0
2008,ME,pub,0.0
2009,ME,pub,0.0
2005,ME,pub,0.0
2006,ME,pub,0.0
2012,ME,pub,0.0
2014,ME,pub,0.0
2013,ME,pub,0.0
1999,ME,pub,0.0
2002,ME,pub,0.0
2017,ME,pub,0.0
2016,ME,pub,0.0
2015,ME,pub,0.0
1998,ME,pub,0.0
2004,ME,pub,0.0
2000,ME,pub,0.0
1997,ME,pub,0.0
2007,ME,pub,0.0
2010,ME,pub,0.0
2003,ME,pub,0.0
2011,ME,pub,0.0
2001,ME,pub,0.0
2008,MA,pub,0.0
2009,MA,pub,0.0
2005,MA,pub,0.0
2006,MA,pub,0.0
2012,MA,pub,0.0
2014,MA,pub,0.0
2013,MA,pub,0.0
1999,MA,pub,0.0
2002,MA,pub,0.0
2017,MA,pub,0.0
2016,MA,pub,0.0
2015,MA,pub,0.0
1998,MA,pub,0.0
2004,MA,pub,0.0
2000,MA,pub,0.0
1997,MA,pub,0.0
2007,MA,pub,0.0
2010,MA,pub,0.0
2003,MA,pub,0.0
2011,MA,pub,0.0
2001,MA,pub,0.0
2008,MS,pub,0.0
2009,MS,pub,0.0
2005,MS,pub,0.0
2006,MS,pub,0.0
2012,MS,pub,0.0
2014,MS,pub,0.0
2013,MS,pub,0.0
1999,MS,pub,0.0
2002,MS,pub,0.0
2017,MS,pub,0.0
2016,MS,pub,0.0
2015,MS,pub,0.0
1998,MS,pub,0.0
2004,MS,pub,0.0
2000,MS,pub,0.0
1997,MS,pub,0.0
2007,MS,pub,0.0
2010,MS,pub,0.0
2003,MS,pub,0.0
2011,MS,pub,0.0
2001,MS,pub,0.0
2008,WA,pub,0.0
2009,WA,pub,0.0
2005,WA,pub,0.0
2006,WA,pub,0.0
2012,WA,pub,0.0
2014,WA,pub,0.0
2013,WA,pub,0.0
1999,WA,pub,0.0
2002,WA,pub,0.0
2017,WA,pub,0.0
2016,WA,pub,0.0
2015,WA,pub,0.0
1998,WA,pub,0.0
2004,WA,pub,0.0
2000,WA,pub,0.0
1997,WA,pub,0.0
2007,WA,pub,0.0
2010,WA,pub,0.0
2003,WA,pub,0.0
2011,WA,pub,0.0
2001,WA,pub,0.0
2008,TX,pub,0.0
2009,TX,pub,0.0
2005,TX,pub,0.0
2006,TX,pub,0.0
2012,TX,pub,0.0
2014,TX,pub,0.0
2013,TX,pub,0.0
1999,TX,pub,0.0
2002,TX,pub,0.0
2017,TX,pub,0.0
2016,TX,pub,0.0
2015,TX,pub,0.0
1998,TX,pub,0.0
2004,TX,pub,0.0
2000,TX,pub,0.0
1997,TX,pub,0.0
2007,TX,pub,0.0
2010,TX,pub,0.0
2003,TX,pub,0.0
2011,TX,pub,0.0
2001,TX,pub,0.0
2008,AL,pub,0.0
2009,AL,pub,0.0
2005,AL,pub,0.0
2006,AL,pub,0.0
2012,AL,pub,0.0
2014,AL,pub,0.0
2013,AL,pub,0.0
1999,AL,pub,0.0
2002,AL,pub,0.0
2017,AL,pub,0.0
2016,AL,pub,0.0
2015,AL,pub,0.0
1998,AL,pub,0.0
2004,AL,pub,0.0
2000,AL,pub,0.0
1997,AL,pub,0.0
2007,AL,pub,0.0
2010,AL,pub,0.0
2003,AL,pub,0.0
2011,AL,pub,0.0
2001,AL,pub,0.0
2008,NV,pub,0.0
2009,NV,pub,0.0
2005,NV,pub,0.0
2006,NV,pub,0.0
2012,NV,pub,0.0
2014,NV,pub,0.0
2013,NV,pub,0.0
1999,NV,pub,0.0
2002,NV,pub,0.0
2017,NV,pub,0.0
2016,NV,pub,0.0
2015,NV,pub,0.0
1998,NV,pub,0.0
2004,NV,pub,0.0
2000,NV,pub,0.0
1997,NV,pub,0.0
2007,NV,pub,0.0
2010,NV,pub,0.0
2003,NV,pub,0.0
2011,NV,pub,0.0
2001,NV,pub,0.0
2008,SD,pub,0.0
2009,SD,pub,0.0
2005,SD,pub,0.4382903642764959
2006,SD,pub,0.4916618420733227
2012,SD,pub,0.0
2014,SD,pub,0.0
2013,SD,pub,0.0
1999,SD,pub,0.0
2002,SD,pub,0.5186573559977609
2017,SD,pub,0.0
2016,SD,pub,0.0
2015,SD,pub,0.0
1998,SD,pub,0.0
2004,SD,pub,0.458197907679524
2000,SD,pub,0.0
1997,SD,pub,0.0
2007,SD,pub,0.0
2010,SD,pub,0.0
2003,SD,pub,0.5017345415553116
2011,SD,pub,0.0
2001,SD,pub,0.6700112759312095
2008,MN,pub,0.0
2009,MN,pub,0.0
2005,MN,pub,0.0
2006,MN,pub,0.0
2012,MN,pub,0.0
2014,MN,pub,0.0
2013,MN,pub,0.0
1999,MN,pub,0.0
2002,MN,pub,0.0
2017,MN,pub,0.0
2016,MN,pub,0.0
2015,MN,pub,0.0
1998,MN,pub,0.0
2004,MN,pub,0.0
2000,MN,pub,0.0
1997,MN,pub,0.0
2007,MN,pub,0.0
2010,MN,pub,0.0
2003,MN,pub,0.0
2011,MN,pub,0.0
2001,MN,pub,0.0
2008,VT,pub,0.0
2009,VT,pub,0.0
2005,VT,pub,0.4382903642764959
2006,VT,pub,0.0
2012,VT,pub,0.0
2014,VT,pub,0.0
2013,VT,pub,0.0
1999,VT,pub,0.0
2002,VT,pub,0.5186573559977609
2017,VT,pub,0.0
2016,VT,pub,0.0
2015,VT,pub,0.0
1998,VT,pub,0.0
2004,VT,pub,0.458197907679524
2000,VT,pub,0.0
1997,VT,pub,0.0
2007,VT,pub,0.0
2010,VT,pub,0.0
2003,VT,pub,0.0
2011,VT,pub,0.0
2001,VT,pub,0.0
2008,MO,pub,0.0
2009,MO,pub,0.0
2005,MO,pub,0.0
2006,MO,pub,0.0
2012,MO,pub,0.0
2014,MO,pub,0.0
2013,MO,pub,0.0
1999,MO,pub,0.0
2002,MO,pub,0.0
2017,MO,pub,0.0
2016,MO,pub,0.0
2015,MO,pub,0.0
1998,MO,pub,0.0
2004,MO,pub,0.0
2000,MO,pub,0.0
1997,MO,pub,0.0
2007,MO,pub,0.0
2010,MO,pub,0.0
2003,MO,pub,0.0
2011,MO,pub,0.0
2001,MO,pub,0.0
2008,IN,pub,0.0
2009,IN,pub,0.0
2005,IN,pub,0.0
2006,IN,pub,0.0
2012,IN,pub,0.0
2014,IN,pub,0.0
2013,IN,pub,0.0
1999,IN,pub,0.0
2002,IN,pub,0.0
2017,IN,pub,0.0
2016,IN,pub,0.0
2015,IN,pub,0.0
1998,IN,pub,0.0
2004,IN,pub,0.0
2000,IN,pub,0.0
1997,IN,pub,0.0
2007,IN,pub,0.0
2010,IN,pub,0.0
2003,IN,pub,0.0
2011,IN,pub,0.0
2001,IN,pub,0.0
2008,LA,pub,0.0
2009,LA,pub,0.0
2005,LA,pub,0.0
2006,LA,pub,0.0
2012,LA,pub,0.0
2014,LA,pub,0.0
2013,LA,pub,0.0
1999,LA,pub,0.0
2002,LA,pub,0.0
2017,LA,pub,0.0
2016,LA,pub,0.0
2015,LA,pub,0.0
1998,LA,pub,0.0
2004,LA,pub,0.0
2000,LA,pub,0.0
1997,LA,pub,0.0
2007,LA,pub,0.0
2010,LA,pub,0.0
2003,LA,pub,0.0
2011,LA,pub,0.0
2001,LA,pub,0.0
2008,KS,pub,0.0
2009,KS,pub,0.0
2005,KS,pub,0.0
2006,KS,pub,0.0
2012,KS,pub,0.0
2014,KS,pub,0.0
2013,KS,pub,0.0
1999,KS,pub,0.0
2002,KS,pub,0.0
2017,KS,pub,0.0
2016,KS,pub,0.0
2015,KS,pub,0.0
1998,KS,pub,0.0
2004,KS,pub,0.0
2000,KS,pub,0.0
1997,KS,pub,0.0
2007,KS,pub,0.0
2010,KS,pub,0.0
2003,KS,pub,0.0
2011,KS,pub,0.0
2001,KS,pub,0.0
2008,AR,pub,0.0
2009,AR,pub,0.0
2005,AR,pub,0.4382903642764959
2006,AR,pub,0.0
2012,AR,pub,0.0
2014,AR,pub,0.0
2013,AR,pub,0.0
1999,AR,pub,0.0
2002,AR,pub,0.5186573559977609
2017,AR,pub,0.0
2016,AR,pub,0.0
2015,AR,pub,0.0
1998,AR,pub,0.0
2004,AR,pub,0.458197907679524
2000,AR,pub,0.0
1997,AR,pub,0.0
2007,AR,pub,0.0
2010,AR,pub,0.0
2003,AR,pub,0.5017345415553116
2011,AR,pub,0.0
2001,AR,pub,0.6700112759312095
2008,NY,pub,0.0
2009,NY,pub,0.0
2005,NY,pub,0.0
2006,NY,pub,0.0
2012,NY,pub,0.0
2014,NY,pub,0.0
2013,NY,pub,0.0
1999,NY,pub,0.0
2002,NY,pub,0.0
2017,NY,pub,0.0
2016,NY,pub,0.0
2015,NY,pub,0.0
1998,NY,pub,0.0
2004,NY,pub,0.0
2000,NY,pub,0.0
1997,NY,pub,0.0
2007,NY,pub,0.0
2010,NY,pub,0.0
2003,NY,pub,0.0
2011,NY,pub,0.0
2001,NY,pub,0.0
2008,OR,pub,0.0
2009,OR,pub,0.0
2005,OR,pub,0.0
2006,OR,pub,0.0
2012,OR,pub,0.0
2014,OR,pub,0.0
2013,OR,pub,0.0
1999,OR,pub,0.0
2002,OR,pub,0.0
2017,OR,pub,0.0
2016,OR,pub,0.0
2015,OR,pub,0.0
1998,OR,pub,0.0
2004,OR,pub,0.0
2000,OR,pub,0.0
1997,OR,pub,0.0
2007,OR,pub,0.0
2010,OR,pub,0.0
2003,OR,pub,0.0
2011,OR,pub,0.0
2001,OR,pub,0.0
2008,ND,pub,0.0
2009,ND,pub,0.0
2005,ND,pub,0.4382903642764959
2006,ND,pub,0.4916618420733227
2012,ND,pub,0.0
2014,ND,pub,0.0
2013,ND,pub,0.0
1999,ND,pub,0.0
2002,ND,pub,0.5186573559977609
2017,ND,pub,0.0
2016,ND,pub,0.0
2015,ND,pub,0.0
1998,ND,pub,0.0
2004,ND,pub,0.0
2000,ND,pub,0.0
1997,ND,pub,0.0
2007,ND,pub,0.0
2010,ND,pub,0.0
2003,ND,pub,0.0
2011,ND,pub,0.0
2001,ND,pub,0.6700112759312095
2008,SC,pub,0.0
2009,SC,pub,0.0
2005,SC,pub,0.0
2006,SC,pub,0.0
2012,SC,pub,0.0
2014,SC,pub,0.0
2013,SC,pub,0.0
1999,SC,pub,0.0
2002,SC,pub,0.0
2017,SC,pub,0.0
2016,SC,pub,0.0
2015,SC,pub,0.0
1998,SC,pub,0.0
2004,SC,pub,0.0
2000,SC,pub,0.0
1997,SC,pub,0.0
2007,SC,pub,0.0
2010,SC,pub,0.0
2003,SC,pub,0.0
2011,SC,pub,0.0
2001,SC,pub,0.0
2008,ID,pub,0.0
2009,ID,pub,0.0
2005,ID,pub,0.0
2006,ID,pub,0.0
2012,ID,pub,0.0
2014,ID,pub,0.0
2013,ID,pub,0.0
1999,ID,pub,0.0
2002,ID,pub,0.0
2017,ID,pub,0.0
2016,ID,pub,0.0
2015,ID,pub,0.0
1998,ID,pub,0.0
2004,ID,pub,0.0
2000,ID,pub,0.0
1997,ID,pub,0.0
2007,ID,pub,0.0
2010,ID,pub,0.0
2003,ID,pub,0.0
2011,ID,pub,0.0
2001,ID,pub,0.0
2008,NJ,pub,0.0
2009,NJ,pub,0.0
2005,NJ,pub,0.0
2006,NJ,pub,0.0
2012,NJ,pub,0.0
2014,NJ,pub,0.0
2013,NJ,pub,0.0
1999,NJ,pub,0.0
2002,NJ,pub,0.0
2017,NJ,pub,0.0
2016,NJ,pub,0.0
2015,NJ,pub,0.0
1998,NJ,pub,0.0
2004,NJ,pub,0.0
2000,NJ,pub,0.0
1997,NJ,pub,0.0
2007,NJ,pub,0.0
2010,NJ,pub,0.0
2003,NJ,pub,0.0
2011,NJ,pub,0.0
2001,NJ,pub,0.0
2008,UT,pub,0.0
2009,UT,pub,0.0
2005,UT,pub,0.0
2006,UT,pub,0.0
2012,UT,pub,0.0
2014,UT,pub,0.0
2013,UT,pub,0.0
1999,UT,pub,0.0
2002,UT,pub,0.0
2017,UT,pub,0.0
2016,UT,pub,0.0
2015,UT,pub,0.0
1998,UT,pub,0.0
2004,UT,pub,0.0
2000,UT,pub,0.0
1997,UT,pub,0.0
2007,UT,pub,0.0
2010,UT,pub,0.0
2003,UT,pub,0.0
2011,UT,pub,0.0
2001,UT,pub,0.0
2008,MT,pub,0.0
2009,MT,pub,0.0
2005,MT,pub,0.0
2006,MT,pub,0.0
2012,MT,pub,0.0
2014,MT,pub,0.0
2013,MT,pub,0.0
1999,MT,pub,0.0
2002,MT,pub,0.0
2017,MT,pub,0.0
2016,MT,pub,0.0
2015,MT,pub,0.0
1998,MT,pub,0.0
2004,MT,pub,0.0
2000,MT,pub,0.0
1997,MT,pub,0.0
2007,MT,pub,0.0
2010,MT,pub,0.0
2003,MT,pub,0.0
2011,MT,pub,0.0
2001,MT,pub,0.0
2008,DC,pub,0.0
2009,DC,pub,0.0
2005,DC,pub,0.0
2006,DC,pub,0.0
2012,DC,pub,0.0
2014,DC,pub,0.0
2013,DC,pub,0.0
1999,DC,pub,0.0
2002,DC,pub,0.5186573559977609
2017,DC,pub,0.0
2016,DC,pub,0.0
2015,DC,pub,0.0
1998,DC,pub,0.0
2004,DC,pub,0.0
2000,DC,pub,0.0
1997,DC,pub,0.0
2007,DC,pub,0.0
2010,DC,pub,0.0
2003,DC,pub,0.0
2011,DC,pub,0.0
2001,DC,pub,0.6700112759312095
2008,PA,pub,0.0
2009,PA,pub,0.0
2005,PA,pub,0.0
2006,PA,pub,0.0
2012,PA,pub,0.0
2014,PA,pub,0.0
2013,PA,pub,0.0
1999,PA,pub,0.0
2002,PA,pub,0.0
2017,PA,pub,0.0
2016,PA,pub,0.0
2015,PA,pub,0.0
1998,PA,pub,0.0
2004,PA,pub,0.0
2000,PA,pub,0.0
1997,PA,pub,0.0
2007,PA,pub,0.0
2010,PA,pub,0.0
2003,PA,pub,0.0
2011,PA,pub,0.0
2001,PA,pub,0.0
2008,WY,pub,0.0
2009,WY,pub,0.0
2005,WY,pub,0.0
2006,WY,pub,0.4916618420733227
2012,WY,pub,0.0
2014,WY,pub,0.0
2013,WY,pub,0.0
1999,WY,pub,0.0
2002,WY,pub,0.5186573559977609
2017,WY,pub,0.0
2016,WY,pub,0.0
2015,WY,pub,0.0
1998,WY,pub,0.0
2004,WY,pub,0.0
2000,WY,pub,0.0
1997,WY,pub,0.0
2007,WY,pub,0.0
2010,WY,pub,0.0
2003,WY,pub,0.0
2011,WY,pub,0.0
2001,WY,pub,0.6700112759312095
2008,CO,pub,0.0
2009,CO,pub,0.0
2005,CO,pub,0.0
2006,CO,pub,0.0
2012,CO,pub,0.0
2014,CO,pub,0.0
2013,CO,pub,0.0
1999,CO,pub,0.0
2002,CO,pub,0.0
2017,CO,pub,0.0
2016,CO,pub,0.0
2015,CO,pub,0.0
1998,CO,pub,0.0
2004,CO,pub,0.0
2000,CO,pub,0.0
1997,CO,pub,0.0
2007,CO,pub,0.0
2010,CO,pub,0.0
2003,CO,pub,0.0
2011,CO,pub,0.0
2001,CO,pub,0.0
2008,IA,hou,0.0
2009,IA,hou,0.0
2005,IA,hou,0.0
2006,IA,hou,0.0
2012,IA,hou,0.0
2014,IA,hou,0.0
2013,IA,hou,0.0
1999,IA,hou,0.0
2002,IA,hou,0.0
2017,IA,hou,0.0
2016,IA,hou,0.0
2015,IA,hou,0.0
1998,IA,hou,0.0
2004,IA,hou,0.0
2000,IA,hou,0.0
1997,IA,hou,0.0
2007,IA,hou,0.0
2010,IA,hou,0.0
2003,IA,hou,0.0
2011,IA,hou,0.0
2001,IA,hou,0.0
2008,FL,hou,0.0
2009,FL,hou,0.0
2005,FL,hou,0.0
2006,FL,hou,0.0
2012,FL,hou,0.0
2014,FL,hou,0.0
2013,FL,hou,0.0
1999,FL,hou,0.0
2002,FL,hou,0.0
2017,FL,hou,0.0
2016,FL,hou,0.0
2015,FL,hou,0.0
1998,FL,hou,0.0
2004,FL,hou,0.0
2000,FL,hou,0.0
1997,FL,hou,0.0
2007,FL,hou,0.0
2010,FL,hou,0.0
2003,FL,hou,0.0
2011,FL,hou,0.0
2001,FL,hou,0.0
2008,MD,hou,0.0
2009,MD,hou,0.0
2005,MD,hou,0.0
2006,MD,hou,0.0
2012,MD,hou,0.0
2014,MD,hou,0.0
2013,MD,hou,0.0
1999,MD,hou,0.0
2002,MD,hou,0.0
2017,MD,hou,0.0
2016,MD,hou,0.0
2015,MD,hou,0.0
1998,MD,hou,0.0
2004,MD,hou,0.0
2000,MD,hou,0.0
1997,MD,hou,0.0
2007,MD,hou,0.0
2010,MD,hou,0.0
2003,MD,hou,0.0
2011,MD,hou,0.0
2001,MD,hou,0.0
2008,OH,hou,0.0
2009,OH,hou,0.0
2005,OH,hou,0.0
2006,OH,hou,0.0
2012,OH,hou,0.0
2014,OH,hou,0.0
2013,OH,hou,0.0
1999,OH,hou,0.0
2002,OH,hou,0.0
2017,OH,hou,0.0
2016,OH,hou,0.0
2015,OH,hou,0.0
1998,OH,hou,0.0
2004,OH,hou,0.0
2000,OH,hou,0.0
1997,OH,hou,0.0
2007,OH,hou,0.0
2010,OH,hou,0.0
2003,OH,hou,0.0
2011,OH,hou,0.0
2001,OH,hou,0.0
2008,TN,hou,0.0
2009,TN,hou,0.0
2005,TN,hou,0.0
2006,TN,hou,0.0
2012,TN,hou,0.0
2014,TN,hou,0.0
2013,TN,hou,0.0
1999,TN,hou,0.0
2002,TN,hou,0.0
2017,TN,hou,0.0
2016,TN,hou,0.0
2015,TN,hou,0.0
1998,TN,hou,0.0
2004,TN,hou,0.0
2000,TN,hou,0.0
1997,TN,hou,0.0
2007,TN,hou,0.0
2010,TN,hou,0.0
2003,TN,hou,0.0
2011,TN,hou,0.0
2001,TN,hou,0.0
2008,WI,hou,0.0
2009,WI,hou,0.0
2005,WI,hou,0.0
2006,WI,hou,0.0
2012,WI,hou,0.0
2014,WI,hou,0.0
2013,WI,hou,0.0
1999,WI,hou,0.0
2002,WI,hou,0.0
2017,WI,hou,0.0
2016,WI,hou,0.0
2015,WI,hou,0.0
1998,WI,hou,0.0
2004,WI,hou,0.0
2000,WI,hou,0.0
1997,WI,hou,0.0
2007,WI,hou,0.0
2010,WI,hou,0.0
2003,WI,hou,0.0
2011,WI,hou,0.0
2001,WI,hou,0.0
2008,RI,hou,0.0
2009,RI,hou,0.0
2005,RI,hou,0.0
2006,RI,hou,0.0
2012,RI,hou,0.0
2014,RI,hou,0.0
2013,RI,hou,0.0
1999,RI,hou,0.0
2002,RI,hou,0.0
2017,RI,hou,0.0
2016,RI,hou,0.0
2015,RI,hou,0.0
1998,RI,hou,0.0
2004,RI,hou,0.0
2000,RI,hou,0.0
1997,RI,hou,0.0
2007,RI,hou,0.0
2010,RI,hou,0.0
2003,RI,hou,0.0
2011,RI,hou,0.0
2001,RI,hou,0.0
2008,AK,hou,0.0
2009,AK,hou,0.0
2005,AK,hou,0.0
2006,AK,hou,0.0
2012,AK,hou,0.0
2014,AK,hou,0.0
2013,AK,hou,0.0
1999,AK,hou,0.0
2002,AK,hou,0.013184741117483056
2017,AK,hou,0.0
2016,AK,hou,0.0
2015,AK,hou,0.0
1998,AK,hou,0.0
2004,AK,hou,0.0
2000,AK,hou,0.0
1997,AK,hou,0.0
2007,AK,hou,0.0
2010,AK,hou,0.0
2003,AK,hou,0.0
2011,AK,hou,0.0
2001,AK,hou,0.0
2008,WV,hou,0.0
2009,WV,hou,0.0
2005,WV,hou,0.0
2006,WV,hou,0.0
2012,WV,hou,0.0
2014,WV,hou,0.0
2013,WV,hou,0.0
1999,WV,hou,0.0
2002,WV,hou,0.0
2017,WV,hou,0.0
2016,WV,hou,0.0
2015,WV,hou,0.0
1998,WV,hou,0.0
2004,WV,hou,0.0
2000,WV,hou,0.0
1997,WV,hou,0.0
2007,WV,hou,0.0
2010,WV,hou,0.0
2003,WV,hou,0.0
2011,WV,hou,0.0
2001,WV,hou,0.0
2008,AZ,hou,0.0
2009,AZ,hou,0.0
2005,AZ,hou,0.0
2006,AZ,hou,0.0
2012,AZ,hou,0.0
2014,AZ,hou,0.0
2013,AZ,hou,0.0
1999,AZ,hou,0.0
2002,AZ,hou,0.0
2017,AZ,hou,0.0
2016,AZ,hou,0.0
2015,AZ,hou,0.0
1998,AZ,hou,0.0
2004,AZ,hou,0.0
2000,AZ,hou,0.0
1997,AZ,hou,0.0
2007,AZ,hou,0.0
2010,AZ,hou,0.0
2003,AZ,hou,0.0
2011,AZ,hou,0.0
2001,AZ,hou,0.0
2008,NH,hou,0.0
2009,NH,hou,0.0
2005,NH,hou,0.0
2006,NH,hou,0.0
