yr,j,i,value
2008,ppd,ppd,172.163
2008,ppd,com,0.077
2008,ppd,con,0.068
2008,ppd,use,0.363
2008,ppd,tex,0.20800000000000002
2008,ppd,nmp,0.183
2008,ppd,pla,1.326
2008,ppd,tsv,0.5680000000000001
2008,ppd,fpd,0.003
2008,ppd,pri,0.51
2008,ppd,fmt,0.068
2008,ppd,cep,0.229
2008,ppd,pmt,0.003
2008,ppd,wpd,0.10300000000000001
2008,ppd,wht,0.8130000000000001
2008,ppd,che,0.375
2008,ppd,mmf,0.2
2008,res,res,494.29
2008,res,com,0.008
2008,res,rec,0.86
2008,res,con,0.47700000000000004
2008,res,use,0.10400000000000001
2008,res,fbt,0.47800000000000004
2008,res,amd,0.133
2008,res,tsv,0.003
2008,res,ott,1.342
2008,com,com,238.889
2008,com,con,0.002
2008,com,pub,1.289
2008,com,brd,0.121
2008,com,edu,1.063
2008,com,dat,18.448
2008,com,rnt,0.051000000000000004
2008,com,tsv,11.872
2008,com,osv,0.37
2008,com,adm,2.583
2008,com,wht,3.843
2008,com,ott,1.058
2008,amb,res,0.17200000000000001
2008,amb,com,0.495
2008,amb,amb,732.673
2008,amb,con,0.59
2008,amb,rnt,3.446
2008,amb,tsv,0.244
2008,amb,ott,6.923
2008,fbp,ppd,0.5740000000000001
2008,fbp,com,0.098
2008,fbp,fbp,750.37
2008,fbp,con,0.06
2008,fbp,use,0.001
2008,fbp,pla,0.002
2008,fbp,tsv,1.774
2008,fbp,wht,7.168
2008,fbp,che,2.623
2008,rec,res,12.542
2008,rec,com,0.029
2008,rec,rec,92.086
2008,rec,con,0.337
2008,rec,ore,0.028
2008,rec,edu,1.264
2008,rec,amd,0.388
2008,rec,rnt,0.277
2008,rec,tsv,0.148
2008,rec,art,0.179
2008,rec,osv,0.852
2008,rec,mvt,0.343
2008,rec,soc,0.162
2008,rec,ott,1.704
2008,con,com,0.201
2008,con,con,1273.8790000000001
2008,con,tsv,0.277
2008,agr,rec,2.052
2008,agr,agr,334.44100000000003
2008,agr,use,0.045
2008,agr,fof,3.794
2008,agr,wpd,0.011
2008,eec,ppd,0.014
2008,eec,com,0.294
2008,eec,con,0.022
2008,eec,eec,118.85600000000001
2008,eec,tex,0.006
2008,eec,nmp,0.34500000000000003
2008,eec,ote,0.123
2008,eec,mch,0.734
2008,eec,pla,0.046
2008,eec,tsv,1.842
2008,eec,fpd,0.004
2008,eec,fmt,0.537
2008,eec,pet,0.001
2008,eec,cep,1.827
2008,eec,mot,0.073
2008,eec,pmt,0.41200000000000003
2008,eec,wht,1.714
2008,eec,che,0.025
2008,eec,mmf,0.09
2008,fnd,com,2.517
2008,fnd,con,0.382
2008,fnd,agr,0.5690000000000001
2008,fnd,fnd,295.695
2008,fnd,pub,0.24
2008,fnd,fen,0.596
2008,fnd,uti,0.07
2008,fnd,hos,1.782
2008,fnd,fof,0.137
2008,fnd,fin,0.107
2008,fnd,tsv,11.565
2008,fnd,pri,0.011
2008,fnd,pmt,0.001
2008,fnd,oth,1.98
2008,fnd,che,0.009000000000000001
2008,fnd,mmf,0.082
2008,pub,com,6.939
2008,pub,con,0.004
2008,pub,pub,204.88400000000001
2008,pub,edu,1.697
2008,pub,dat,9.536
2008,pub,rnt,0.016
2008,pub,tsv,84.506
2008,pub,pri,1.483
2008,pub,adm,0.7000000000000001
2008,pub,wht,1.958
2008,pub,ott,0.14100000000000001
2008,hou,com,0.014
2008,hou,con,24.122
2008,hou,hou,1549.3790000000001
2008,hou,tsv,0.005
2008,fbt,res,11.933
2008,fbt,com,0.005
2008,fbt,fbp,8.424
2008,fbt,rec,0.022
2008,fbt,con,0.002
2008,fbt,fbt,154.67000000000002
2008,fbt,bnk,0.523
2008,fbt,rnt,1.733
2008,fbt,tsv,0.012
2008,fbt,osv,0.029
2008,fbt,adm,0.088
2008,fbt,wrh,0.024
2008,ins,com,1.8800000000000001
2008,ins,con,0.004
2008,ins,ins,695.4300000000001
2008,ins,leg,0.181
2008,ins,tsv,0.394
2008,ins,sec,1.0210000000000001
2008,tex,ppd,0.035
2008,tex,com,0.017
2008,tex,con,0.03
2008,tex,use,0.005
2008,tex,tex,50.872
2008,tex,ote,0.009000000000000001
2008,tex,mch,0.013000000000000001
2008,tex,pla,0.20500000000000002
2008,tex,tsv,0.327
2008,tex,fpd,0.099
2008,tex,pri,0.10200000000000001
2008,tex,fmt,0.121
2008,tex,mot,0.163
2008,tex,alt,0.272
2008,tex,pmt,0.006
2008,tex,wht,0.844
2008,tex,che,3.142
2008,tex,mmf,0.229
2008,leg,com,0.28
2008,leg,leg,276.862
2008,leg,tsv,0.14100000000000001
2008,fen,res,2.2520000000000002
2008,fen,com,0.64
2008,fen,rec,0.001
2008,fen,ins,6.619
2008,fen,tex,0.003
2008,fen,fen,77.732
2008,fen,uti,13.332
2008,fen,ore,0.726
2008,fen,mov,0.101
2008,fen,osv,0.001
2008,fen,mvt,-0.015
2008,fen,gmt,3.971
2008,fen,wht,0.001
2008,fen,wrh,0.013000000000000001
2008,fen,ott,-0.165
2008,uti,com,0.516
2008,uti,con,2.399
2008,uti,uti,489.724
2008,uti,oil,0.032
2008,uti,tsv,0.164
2008,uti,pip,1.326
2008,uti,sle,1.44
2008,uti,ott,0.029
2008,nmp,ppd,0.1
2008,nmp,com,0.031
2008,nmp,con,0.367
2008,nmp,eec,0.038
2008,nmp,use,0.021
2008,nmp,tex,0.279
2008,nmp,nmp,110.21000000000001
2008,nmp,ote,0.051000000000000004
2008,nmp,mch,0.025
2008,nmp,oil,0.008
2008,nmp,pla,0.302
2008,nmp,tsv,0.9420000000000001
2008,nmp,fpd,0.028
2008,nmp,smn,0.002
2008,nmp,fmt,0.234
2008,nmp,pet,0.03
2008,nmp,cep,0.002
2008,nmp,mot,0.002
2008,nmp,wpd,0.013000000000000001
2008,nmp,wht,1.063
2008,nmp,che,0.107
2008,nmp,mmf,0.007
2008,nmp,min,0.461
2008,brd,com,1.363
2008,brd,con,2.245
2008,brd,brd,543.428
2008,brd,rnt,11.482000000000001
2008,brd,tsv,79.096
2008,brd,mov,0.399
2008,brd,osv,1.581
2008,brd,wht,3.254
2008,brd,ott,0.767
2008,bnk,com,2.654
2008,bnk,con,0.002
2008,bnk,bnk,602.134
2008,bnk,rnt,54.786
2008,bnk,tsv,0.293
2008,bnk,sec,39.624
2008,bnk,ott,0.428
2008,ore,com,0.11
2008,ore,con,0.9460000000000001
2008,ore,ins,0.23600000000000002
2008,ore,ore,814.022
2008,ore,amd,0.04
2008,ore,tsv,0.125
2008,ore,osv,0.074
2008,edu,res,7.662
2008,edu,com,3.299
2008,edu,con,0.886
2008,edu,ins,0.018000000000000002
2008,edu,ore,0.079
2008,edu,edu,207.889
2008,edu,amd,14.122
2008,edu,rnt,0.06
2008,edu,tsv,21.105
2008,edu,art,0.9540000000000001
2008,edu,osv,0.009000000000000001
2008,edu,ott,0.635
2008,ote,com,0.498
2008,ote,con,0.354
2008,ote,eec,0.41500000000000004
2008,ote,use,0.273
2008,ote,tex,0.003
2008,ote,ote,232.357
2008,ote,mch,1.825
2008,ote,pla,0.034
2008,ote,tsv,30.362000000000002
2008,ote,fmt,0.668
2008,ote,cep,1.172
2008,ote,mot,0.059000000000000004
2008,ote,wht,1.2590000000000001
2008,ote,che,0.004
2008,man,com,7.703
2008,man,con,0.08
2008,man,man,419.22200000000004
2008,man,tsv,4.71
2008,mch,ppd,0.015
2008,mch,com,0.647
2008,mch,fbp,0.068
2008,mch,con,0.47300000000000003
2008,mch,eec,1.054
2008,mch,use,0.246
2008,mch,tex,0.019
2008,mch,nmp,0.091
2008,mch,ote,1.5030000000000001
2008,mch,mch,329.444
2008,mch,rnt,0.15
2008,mch,pla,0.271
2008,mch,tsv,6.654
2008,mch,fpd,0.108
2008,mch,fmt,3.36
2008,mch,cep,2.079
2008,mch,mot,0.847
2008,mch,pmt,0.058
2008,mch,wht,6.0680000000000005
2008,mch,che,0.367
2008,mch,mmf,0.331
2008,dat,com,8.38
2008,dat,con,0.074
2008,dat,pub,5.315
2008,dat,brd,0.097
2008,dat,edu,0.225
2008,dat,dat,92.07300000000001
2008,dat,rnt,0.07100000000000001
2008,dat,tsv,30.785
2008,dat,adm,0.149
2008,dat,wht,0.226
2008,dat,ott,0.106
2008,amd,res,29.697
2008,amd,com,0.027
2008,amd,rec,29.233
2008,amd,con,1.172
2008,amd,fbt,0.328
2008,amd,brd,0.23700000000000002
2008,amd,ore,0.76
2008,amd,amd,117.026
2008,amd,rnt,0.869
2008,amd,tsv,0.007
2008,amd,art,1.079
2008,amd,osv,0.9540000000000001
2008,amd,mvt,0.011
2008,amd,gmt,0.377
2008,amd,ott,0.6970000000000001
2008,oil,com,0.065
2008,oil,con,0.447
2008,oil,mch,0.043000000000000003
2008,oil,oil,311.589
2008,oil,tsv,0.836
2008,oil,smn,27.371000000000002
2008,oil,fmt,0.005
2008,oil,pet,28.515
2008,oil,wht,0.221
2008,oil,che,0.423
2008,oil,min,0.184
2008,hos,res,1.313
2008,hos,com,1.586
2008,hos,amb,2.7840000000000003
2008,hos,con,1.612
2008,hos,hos,554.052
2008,hos,rnt,0.708
2008,hos,tsv,3.974
2008,hos,ott,1.577
2008,rnt,com,0.127
2008,rnt,con,0.062
2008,rnt,use,0.032
2008,rnt,fbt,1.383
2008,rnt,ins,0.607
2008,rnt,ore,1.496
2008,rnt,edu,0.003
2008,rnt,rnt,274.78000000000003
2008,rnt,tsv,0.013000000000000001
2008,rnt,sec,0.022
2008,rnt,grd,0.017
2008,rnt,osv,1.481
2008,rnt,mvt,0.029
2008,rnt,trk,0.507
2008,rnt,wht,0.112
2008,rnt,ott,0.462
2008,pla,ppd,1.038
2008,pla,com,0.156
2008,pla,con,0.052000000000000005
2008,pla,eec,0.156
2008,pla,use,0.068
2008,pla,tex,0.655
2008,pla,nmp,0.3
2008,pla,ote,0.659
2008,pla,mch,1.183
2008,pla,pla,186.927
2008,pla,tsv,1.202
2008,pla,fpd,0.241
2008,pla,pri,0.148
2008,pla,fmt,1.199
2008,pla,pet,0.032
2008,pla,cep,0.381
2008,pla,mot,0.623
2008,pla,pmt,0.017
2008,pla,wpd,0.445
2008,pla,wht,2.016
2008,pla,che,0.647
2008,pla,mmf,0.49
2008,fof,con,0.488
2008,fof,agr,0.014
2008,fof,fof,43.501
2008,fin,com,0.08700000000000001
2008,fin,con,0.005
2008,fin,fin,118.239
2008,fin,tsv,0.014
2008,tsv,com,7.47
2008,tsv,con,0.552
2008,tsv,dat,0.449
2008,tsv,rnt,0.022
2008,tsv,tsv,1031.243
2008,tsv,sec,0.101
2008,tsv,art,0.007
2008,tsv,pri,0.5680000000000001
2008,tsv,osv,1.022
2008,tsv,adm,1.659
2008,tsv,gmt,0.513
2008,tsv,ott,2.97
2008,nrs,res,0.396
2008,nrs,com,0.015
2008,nrs,amb,0.777
2008,nrs,con,0.024
2008,nrs,ore,0.089
2008,nrs,tsv,0.035
2008,nrs,nrs,178.246
2008,nrs,soc,0.293
2008,nrs,ott,0.021
2008,sec,com,0.976
2008,sec,con,0.005
2008,sec,ins,2.551
2008,sec,bnk,13.694
2008,sec,tsv,0.182
2008,sec,sec,438.964
2008,art,res,2.247
2008,art,com,0.021
2008,art,rec,2.614
2008,art,con,0.46900000000000003
2008,art,use,0.04
2008,art,ore,0.191
2008,art,edu,0.026000000000000002
2008,art,amd,0.003
2008,art,rnt,2.619
2008,art,tsv,5.482
2008,art,art,111.857
2008,art,osv,0.252
2008,art,ott,0.9450000000000001
2008,mov,com,0.187
2008,mov,rec,0.055
2008,mov,con,0.018000000000000002
2008,mov,ore,0.097
2008,mov,rnt,0.095
2008,mov,tsv,0.428
2008,mov,mov,127.176
2008,mov,cep,0.058
2008,mov,wht,0.015
2008,mov,ott,0.405
2008,fpd,ppd,0.036000000000000004
2008,fpd,com,0.041
2008,fpd,con,0.231
2008,fpd,eec,0.006
2008,fpd,tex,0.088
2008,fpd,nmp,0.22
2008,fpd,mch,0.096
2008,fpd,pla,0.178
2008,fpd,tsv,0.444
2008,fpd,fpd,72.682
2008,fpd,pri,0.003
2008,fpd,fmt,0.327
2008,fpd,mot,0.01
2008,fpd,pmt,0.004
2008,fpd,wpd,0.727
2008,fpd,wht,1.603
2008,fpd,che,0.014
2008,fpd,mmf,0.242
2008,slg,ppd,0.515
2008,slg,res,15.815
2008,slg,com,7.101
2008,slg,amb,22.378
2008,slg,fbp,1.567
2008,slg,rec,2.206
2008,slg,con,16.19
2008,slg,agr,0.41100000000000003
2008,slg,use,3.467
2008,slg,pub,0.404
2008,slg,uti,0.88
2008,slg,edu,73.776
2008,slg,dat,1.858
2008,slg,amd,7.83
2008,slg,hos,136.03300000000002
2008,slg,fof,2.4010000000000002
2008,slg,fin,20.400000000000002
2008,slg,tsv,41.216
2008,slg,art,2.552
2008,slg,mov,0.001
2008,slg,slg,1473.499
2008,slg,pri,1.232
2008,slg,osv,0.935
2008,slg,wst,12.109
2008,slg,adm,6.113
2008,slg,soc,3.2720000000000002
2008,slg,alt,1.353
2008,slg,wpd,0.155
2008,slg,che,0.079
2008,slg,mmf,1.316
2008,slg,min,0.396
2008,pri,ppd,0.521
2008,pri,com,0.215
2008,pri,con,0.003
2008,pri,use,0.18
2008,pri,tex,0.214
2008,pri,pla,0.464
2008,pri,tsv,26.026
2008,pri,pri,69.19500000000001
2008,pri,fmt,0.061
2008,pri,cep,0.126
2008,pri,adm,0.806
2008,pri,alt,0.169
2008,pri,wht,0.738
2008,pri,mmf,0.389
2008,grd,con,0.01
2008,grd,fbt,0.001
2008,grd,ore,0.004
2008,grd,tsv,0.02
2008,grd,grd,44.619
2008,grd,osv,0.001
2008,grd,wht,0.008
2008,grd,ott,0.021
2008,grd,otr,0.17300000000000001
2008,pip,com,0.015
2008,pip,con,0.036000000000000004
2008,pip,uti,0.601
2008,pip,tsv,0.004
2008,pip,pip,30.547
2008,sle,rec,25.997
2008,sle,hou,22.174
2008,sle,fbt,2.505
2008,sle,ins,0.006
2008,sle,uti,92.537
2008,sle,bnk,0.018000000000000002
2008,sle,ore,17.6
2008,sle,art,0.369
2008,sle,grd,12.681000000000001
2008,sle,sle,70.307
2008,sle,osv,1.973
2008,sle,trn,0.134
2008,sle,wtt,0.218
2008,sle,otr,9.96
2008,osv,res,3.6670000000000003
2008,osv,com,0.489
2008,osv,con,0.802
2008,osv,ore,0.35100000000000003
2008,osv,edu,0.008
2008,osv,dat,0.34700000000000003
2008,osv,rnt,0.266
2008,osv,tsv,0.87
2008,osv,osv,530.106
2008,osv,mvt,1.327
2008,osv,soc,0.099
2008,osv,gmt,0.068
2008,osv,wht,0.491
2008,osv,ott,2.697
2008,trn,com,0.096
2008,trn,con,1.235
2008,trn,rnt,0.315
2008,trn,tsv,0.008
2008,trn,trn,67.83800000000001
2008,smn,com,0.052000000000000005
2008,smn,con,3.966
2008,smn,oil,0.686
2008,smn,tsv,0.339
2008,smn,smn,103.108
2008,smn,fmt,0.677
2008,smn,pet,0.017
2008,smn,wht,0.394
2008,smn,min,0.036000000000000004
2008,fmt,ppd,0.004
2008,fmt,com,0.275
2008,fmt,con,1.395
2008,fmt,eec,0.188
2008,fmt,use,1.281
2008,fmt,tex,0.004
2008,fmt,nmp,0.145
2008,fmt,ote,1.236
2008,fmt,mch,5.649
2008,fmt,pla,1.045
2008,fmt,tsv,2.5140000000000002
2008,fmt,fpd,0.316
2008,fmt,pri,0.201
2008,fmt,osv,0.08600000000000001
2008,fmt,fmt,334.521
2008,fmt,pet,0.007
2008,fmt,cep,0.615
2008,fmt,mot,1.377
2008,fmt,pmt,2.138
2008,fmt,wpd,0.395
2008,fmt,wht,3.5780000000000003
2008,fmt,che,0.176
2008,fmt,mmf,0.261
2008,pet,ppd,0.024
2008,pet,com,0.045
2008,pet,con,0.083
2008,pet,eec,0.001
2008,pet,tex,0.001
2008,pet,nmp,0.20700000000000002
2008,pet,mch,0.02
2008,pet,oil,0.316
2008,pet,pla,0.005
2008,pet,tsv,0.8280000000000001
2008,pet,pet,682.279
2008,pet,wht,4.861
2008,pet,che,43.898
2008,pet,min,0.646
2008,mvt,com,0.035
2008,mvt,rec,0.23
2008,mvt,con,0.008
2008,mvt,ins,0.217
2008,mvt,bnk,2.888
2008,mvt,edu,0.039
2008,mvt,rnt,1.131
2008,mvt,tsv,0.024
2008,mvt,osv,60.596000000000004
2008,mvt,mvt,89.46600000000001
2008,mvt,trk,0.034
2008,mvt,wrh,0.29
2008,mvt,otr,0.45
2008,cep,ppd,0.029
2008,cep,com,1.415
2008,cep,con,0.015
2008,cep,eec,0.624
2008,cep,tex,0.01
2008,cep,nmp,0.083
2008,cep,ote,5.777
2008,cep,mch,0.531
2008,cep,pla,0.097
2008,cep,tsv,42.25
2008,cep,fpd,0.017
2008,cep,pri,0.034
2008,cep,fmt,0.203
2008,cep,cep,364.547
2008,cep,mot,0.007
2008,cep,pmt,0.028
2008,cep,wpd,0.001
2008,cep,wht,6.835
2008,cep,che,0.246
2008,cep,mmf,0.304
2008,wst,com,0.04
2008,wst,con,0.002
2008,wst,use,1.264
2008,wst,oil,0.146
2008,wst,rnt,0.122
2008,wst,tsv,0.078
2008,wst,wst,76.71000000000001
2008,wst,ott,0.097
2008,wst,otr,0.003
2008,mot,com,0.296
2008,mot,con,0.259
2008,mot,eec,0.594
2008,mot,use,0.917
2008,mot,tex,0.023
2008,mot,nmp,0.035
2008,mot,ote,0.912
2008,mot,mch,2.748
2008,mot,pla,0.28500000000000003
2008,mot,tsv,8.678
2008,mot,fpd,0.018000000000000002
2008,mot,fmt,1.004
2008,mot,cep,0.7030000000000001
2008,mot,mot,406.786
2008,mot,pmt,0.063
2008,mot,wht,1.5350000000000001
2008,mot,che,0.054
2008,mot,mmf,0.023
2008,adm,com,5.79
2008,adm,amb,0.006
2008,adm,con,1.985
2008,adm,ins,0.048
2008,adm,ore,0.461
2008,adm,edu,0.035
2008,adm,rnt,0.025
2008,adm,tsv,7.001
2008,adm,pri,2.235
2008,adm,osv,0.006
2008,adm,wst,0.053
2008,adm,adm,579.7860000000001
2008,adm,soc,0.056
2008,adm,ott,1.096
2008,soc,com,0.04
2008,soc,amb,0.11900000000000001
2008,soc,con,0.201
2008,soc,tsv,0.041
2008,soc,nrs,2.067
2008,soc,soc,142.161
2008,soc,gmt,0.033
2008,soc,ott,0.066
2008,alt,com,0.041
2008,alt,tex,0.056
2008,alt,tsv,0.226
2008,alt,alt,23.958000000000002
2008,alt,wht,2.407
2008,pmt,ppd,0.196
2008,pmt,com,0.051000000000000004
2008,pmt,con,0.111
2008,pmt,eec,1.1300000000000001
2008,pmt,use,1.5110000000000001
2008,pmt,tex,0.05
2008,pmt,nmp,0.224
2008,pmt,mch,0.677
2008,pmt,pla,0.069
2008,pmt,tsv,0.498
2008,pmt,fpd,0.016
2008,pmt,fmt,3.686
2008,pmt,pet,1.965
2008,pmt,cep,0.099
2008,pmt,pmt,268.32
2008,pmt,wht,0.502
2008,pmt,che,1.105
2008,trk,com,0.089
2008,trk,con,0.211
2008,trk,rnt,0.195
2008,trk,tsv,0.095
2008,trk,wst,1.475
2008,trk,trk,274.779
2008,trk,wrh,4.013
2008,trk,otr,2.34
2008,fdd,com,2.1590000000000003
2008,fdd,con,0.004
2008,fdd,use,0.023
2008,fdd,edu,0.23600000000000002
2008,fdd,mch,0.002
2008,fdd,dat,0.014
2008,fdd,hos,1.5
2008,fdd,tsv,18.896
2008,fdd,art,0.021
2008,fdd,mov,0.042
2008,fdd,fdd,583.2
2008,fdd,mmf,0.001
2008,gmt,res,3.239
2008,gmt,amb,0.785
2008,gmt,fbp,2.763
2008,gmt,con,1.8980000000000001
2008,gmt,rnt,0.266
2008,gmt,tsv,0.266
2008,gmt,osv,2.109
2008,gmt,adm,0.11900000000000001
2008,gmt,alt,0.01
2008,gmt,gmt,154.67000000000002
2008,wtt,com,0.007
2008,wtt,rec,0.23700000000000002
2008,wtt,con,0.004
2008,wtt,use,0.056
2008,wtt,tsv,0.001
2008,wtt,wtt,51.366
2008,wtt,otr,1.325
2008,wpd,ppd,0.033
2008,wpd,com,0.026000000000000002
2008,wpd,con,0.11
2008,wpd,use,0.023
2008,wpd,tex,0.009000000000000001
2008,wpd,nmp,0.012
2008,wpd,pla,0.076
2008,wpd,tsv,0.169
2008,wpd,fpd,0.38
2008,wpd,fmt,0.228
2008,wpd,wpd,87.336
2008,wpd,wht,0.591
2008,wpd,che,0.011
2008,wpd,mmf,0.007
2008,wht,com,11.301
2008,wht,fbp,3.241
2008,wht,con,3.815
2008,wht,ote,0.017
2008,wht,mch,0.374
2008,wht,rnt,9.342
2008,wht,fof,0.72
2008,wht,tsv,1.805
2008,wht,fpd,0.006
2008,wht,pip,0.245
2008,wht,osv,52.387
2008,wht,fmt,0.003
2008,wht,cep,0.097
2008,wht,mot,0.12
2008,wht,adm,0.037
2008,wht,wht,1078.974
2008,wht,wrh,0.151
2008,wht,mmf,1.739
2008,wht,otr,0.989
2008,wrh,com,0.122
2008,wrh,con,0.04
2008,wrh,rnt,0.006
2008,wrh,tsv,0.034
2008,wrh,trk,1.347
2008,wrh,wrh,75.115
2008,wrh,ott,0.006
2008,wrh,otr,0.162
2008,ott,res,11.197000000000001
2008,ott,com,1.409
2008,ott,amb,0.396
2008,ott,fbp,0.004
2008,ott,rec,0.131
2008,ott,con,3.844
2008,ott,agr,0.167
2008,ott,ins,0.001
2008,ott,brd,0.022
2008,ott,bnk,0.1
2008,ott,edu,0.17300000000000001
2008,ott,rnt,3.67
2008,ott,tsv,0.839
2008,ott,pri,0.033
2008,ott,osv,12.831
2008,ott,adm,1.687
2008,ott,alt,0.289
2008,ott,wrh,0.021
2008,ott,ott,576.576
2008,ott,mmf,2.206
2008,ott,otr,2.769
2008,che,ppd,0.384
2008,che,com,0.503
2008,che,fbp,8.33
2008,che,con,0.076
2008,che,eec,0.28600000000000003
2008,che,tex,0.008
2008,che,nmp,0.10400000000000001
2008,che,ote,0.016
2008,che,mch,0.499
2008,che,pla,5.74
2008,che,tsv,40.105000000000004
2008,che,pri,0.012
2008,che,fmt,0.332
2008,che,pet,1.066
2008,che,cep,2.411
2008,che,mot,0.001
2008,che,pmt,0.084
2008,che,wpd,0.011
2008,che,wht,16.051000000000002
2008,che,che,658.287
2008,che,mmf,0.684
2008,che,min,0.008
2008,air,com,0.167
2008,air,amb,0.066
2008,air,con,0.017
2008,air,use,0.324
2008,air,rnt,0.08600000000000001
2008,air,fof,0.519
2008,air,tsv,0.794
2008,air,wht,0.049
2008,air,air,155.654
2008,air,otr,0.644
2008,mmf,ppd,0.181
2008,mmf,com,0.297
2008,mmf,con,0.769
2008,mmf,eec,0.078
2008,mmf,tex,0.138
2008,mmf,nmp,0.01
2008,mmf,ote,0.463
2008,mmf,mch,0.35100000000000003
2008,mmf,pla,0.687
2008,mmf,tsv,7.899
2008,mmf,fpd,0.47300000000000003
2008,mmf,pri,0.20500000000000002
2008,mmf,fmt,0.441
2008,mmf,pet,0.003
2008,mmf,cep,1.911
2008,mmf,mot,0.011
2008,mmf,alt,0.017
2008,mmf,pmt,0.032
2008,mmf,wpd,0.101
2008,mmf,wht,4.091
2008,mmf,che,0.325
2008,mmf,mmf,150.978
2008,otr,res,0.079
2008,otr,com,0.153
2008,otr,amb,0.005
2008,otr,con,0.21
2008,otr,fbt,0.007
2008,otr,ins,0.038
2008,otr,rnt,0.077
2008,otr,tsv,0.16
2008,otr,grd,0.17400000000000002
2008,otr,osv,0.293
2008,otr,wst,0.002
2008,otr,adm,0.033
2008,otr,trk,0.526
2008,otr,wtt,1.153
2008,otr,wht,0.065
2008,otr,wrh,0.493
2008,otr,ott,0.004
2008,otr,air,0.251
2008,otr,otr,173.203
2008,min,com,0.01
2008,min,con,11.197000000000001
2008,min,use,0.029
2008,min,nmp,0.298
2008,min,tsv,0.077
2008,min,smn,6.54
2008,min,pet,0.23600000000000002
2008,min,wht,0.14300000000000002
2008,min,che,2.504
2008,min,min,92.157
2009,ppd,ppd,155.744
2009,ppd,com,0.058
2009,ppd,con,0.463
2009,ppd,use,0.26
2009,ppd,tex,0.169
2009,ppd,nmp,0.08
2009,ppd,pla,0.896
2009,ppd,tsv,0.617
2009,ppd,fpd,0.002
2009,ppd,pri,0.323
2009,ppd,fmt,0.019
2009,ppd,cep,0.265
2009,ppd,pmt,0.001
2009,ppd,wpd,0.122
2009,ppd,wht,0.746
2009,ppd,che,0.5640000000000001
2009,ppd,mmf,0.108
2009,res,res,491.47700000000003
2009,res,rec,0.8270000000000001
2009,res,con,0.34400000000000003
2009,res,use,0.105
2009,res,fbt,0.504
2009,res,amd,0.127
2009,res,ott,1.2550000000000001
2009,com,com,238.662
2009,com,con,0.007
2009,com,pub,1.306
2009,com,brd,0.122
2009,com,edu,1.092
2009,com,dat,16.823
2009,com,rnt,0.096
2009,com,tsv,11.964
2009,com,osv,0.624
2009,com,adm,2.507
2009,com,wht,3.404
2009,com,ott,0.863
2009,amb,res,0.17200000000000001
2009,amb,com,0.52
2009,amb,amb,760.942
2009,amb,con,0.402
2009,amb,rnt,3.248
2009,amb,tsv,0.076
2009,amb,ott,7.09
2009,fbp,ppd,0.47800000000000004
2009,fbp,com,0.073
2009,fbp,fbp,736.083
2009,fbp,con,0.456
2009,fbp,use,0.001
2009,fbp,tsv,2.122
2009,fbp,alt,0.001
2009,fbp,wht,6.415
2009,fbp,che,2.592
2009,rec,res,11.392
2009,rec,com,0.042
2009,rec,rec,88.87
2009,rec,con,0.23500000000000001
2009,rec,ore,0.05
2009,rec,edu,1.156
2009,rec,amd,0.355
2009,rec,rnt,0.267
2009,rec,tsv,0.127
2009,rec,art,0.167
2009,rec,osv,0.782
2009,rec,mvt,0.28200000000000003
2009,rec,soc,0.279
2009,rec,ott,1.581
2009,con,com,0.201
2009,con,con,1097.545
2009,con,tsv,0.065
2009,agr,rec,1.6540000000000001
2009,agr,agr,303.277
2009,agr,use,0.036000000000000004
2009,agr,fof,4.566
2009,agr,wpd,0.007
2009,eec,ppd,0.033
2009,eec,com,0.28800000000000003
2009,eec,con,0.176
2009,eec,eec,95.20700000000001
2009,eec,tex,0.009000000000000001
2009,eec,nmp,0.521
2009,eec,ote,0.082
2009,eec,mch,0.47500000000000003
2009,eec,pla,0.041
2009,eec,tsv,1.976
2009,eec,fpd,0.011
2009,eec,fmt,0.452
2009,eec,pet,0.005
2009,eec,cep,1.893
2009,eec,mot,0.019
2009,eec,pmt,0.297
2009,eec,wht,1.29
2009,eec,che,0.064
2009,eec,mmf,0.108
2009,fnd,com,2.557
2009,fnd,con,0.405
2009,fnd,agr,0.2
2009,fnd,fnd,321.258
2009,fnd,pub,0.29
2009,fnd,fen,0.72
2009,fnd,uti,0.084
2009,fnd,hos,2.15
2009,fnd,fof,0.165
2009,fnd,fin,0.129
2009,fnd,tsv,11.877
2009,fnd,pri,0.013000000000000001
2009,fnd,pmt,0.001
2009,fnd,oth,2.072
2009,fnd,che,0.011
2009,fnd,mmf,0.099
2009,pub,com,7.12
2009,pub,con,0.011
2009,pub,pub,191.879
2009,pub,edu,2.378
2009,pub,dat,9.897
2009,pub,rnt,0.01
2009,pub,tsv,70.729
2009,pub,pri,1.41
2009,pub,adm,0.664
2009,pub,wht,3.166
2009,pub,ott,0.124
2009,hou,com,0.022
2009,hou,con,14.252
2009,hou,hou,1596.964
2009,hou,tsv,0.009000000000000001
2009,fbt,res,11.881
2009,fbt,fbp,8.147
2009,fbt,rec,0.028
2009,fbt,con,0.001
2009,fbt,fbt,151.99
2009,fbt,bnk,0.46
2009,fbt,rnt,1.425
2009,fbt,tsv,0.008
2009,fbt,osv,0.027
2009,fbt,adm,0.106
2009,fbt,wrh,0.023
2009,ins,com,2.025
