yr,j,value
2014,osv,0.014728330986123556
2013,osv,0.015708230387379014
1999,osv,0.014094178294006124
2002,osv,0.013488802500730559
2017,osv,0.015491072281384409
2016,osv,0.015102605138879222
2015,osv,0.01481622427298386
1998,osv,0.013871160802715974
2004,osv,0.014741784623837859
2000,osv,0.014329155586295718
1997,osv,0.014052914940604204
2007,osv,0.016385894279397382
2010,osv,0.017204317424598072
2003,osv,0.013969974076782925
2011,osv,0.016390646206789136
2001,osv,0.012913690025556675
2008,trn,0.01106602198814252
2009,trn,0.014675573875346458
2005,trn,0.012818816055661646
2006,trn,0.011630258899676378
2012,trn,0.01360467871260584
2014,trn,0.012797482901357848
2013,trn,0.01272069568550416
1999,trn,0.014704391035391945
2002,trn,0.01380452788514633
2017,trn,0.016729715220295392
2016,trn,0.016572841584679327
2015,trn,0.014340205687798752
1998,trn,0.013910036388035821
2004,trn,0.014067695455708074
2000,trn,0.014492753623188406
1997,trn,0.01229602684632528
2007,trn,0.012020087477725578
2010,trn,0.012413652096446775
2003,trn,0.013696695848630331
2011,trn,0.012709946858716594
2001,trn,0.014358670712752571
2008,smn,0.013122855181880574
2009,smn,0.02112547805499909
2005,smn,0.015578647309368733
2006,smn,0.012915472946218523
2012,smn,0.01625543109977279
2014,smn,0.01398108170462411
2013,smn,0.01584757395671508
1999,smn,0.039360465116279074
2002,smn,0.028280496351568624
2017,smn,0.021996138254988085
2016,smn,0.032560052648897664
2015,smn,0.017138630073225667
1998,smn,0.028708338681384504
2004,smn,0.019065939417551376
2000,smn,0.035106696823679805
1997,smn,0.029354473386183466
2007,smn,0.013501292676958432
2010,smn,0.01904750253844365
2003,smn,0.02462526766595289
2011,smn,0.017184218112927804
2001,smn,0.022303664921465967
2008,fmt,0.007076147206325852
2009,fmt,0.0094800138959025
2005,fmt,0.0077700889901671805
2006,fmt,0.007237834480485734
2012,fmt,0.00763776348967688
2014,fmt,0.007616059211864666
2013,fmt,0.007636697458259224
1999,fmt,0.007136419148545989
2002,fmt,0.0077501422417296595
2017,fmt,0.00842794206031065
2016,fmt,0.008671225457813332
2015,fmt,0.007980531387995498
1998,fmt,0.006932641383688969
2004,fmt,0.008247923559216159
2000,fmt,0.007249644972399166
1997,fmt,0.006857048666913917
2007,fmt,0.0073175236514912085
2010,fmt,0.008819126438030194
2003,fmt,0.008145275904277606
2011,fmt,0.007865704482159069
2001,fmt,0.007062971212139258
2008,pet,0.003375549293930558
2009,pet,0.005649143399896724
2005,pet,0.004280054556082354
2006,pet,0.0038648531299906265
2012,pet,0.0033059576837416484
2014,pet,0.004121511551318688
2013,pet,0.0035236284732223433
1999,pet,0.009820732657833202
2002,pet,0.0075281722699867834
2017,pet,0.00676234399915972
2016,pet,0.007942937446120053
2015,pet,0.006442333622988643
1998,pet,0.01143041369304943
2004,pet,0.005631018940420188
2000,pet,0.006960576770309554
1997,pet,0.008724274210999874
2007,pet,0.0038453226788256506
2010,pet,0.004553877955412483
2003,pet,0.006874250035591531
2011,pet,0.0032845468317349432
2001,pet,0.006946738611753479
2008,mvt,0.019046638525687224
2009,mvt,0.024716836244960644
2005,mvt,0.014368230246455059
2006,mvt,0.015150266242437234
2012,mvt,0.016157654369014823
2014,mvt,0.014541120381406439
2013,mvt,0.015628545924928513
1999,mvt,0.0030471515884525286
2002,mvt,0.010888242680589518
2017,mvt,0.013428445192986697
2016,mvt,0.013221266982523298
2015,mvt,0.01355053465696527
1998,mvt,0.003077063788642956
2004,mvt,0.01265437699475892
2000,mvt,0.0031762494328126008
1997,mvt,0.0030038658447393164
2007,mvt,0.015827000349406012
2010,mvt,0.018041742707509766
2003,mvt,0.011507158427446297
2011,mvt,0.018058164156428327
2001,mvt,0.011552945682006766
2008,cep,0.015997995523019573
2009,cep,0.020217836040092807
2005,cep,0.014557294350307438
2006,cep,0.01435567403788564
2012,cep,0.019314536075189036
2014,cep,0.02109369148243537
2013,cep,0.01969303209003179
1999,cep,0.007921097558467203
2002,cep,0.013901530399021608
2017,cep,0.023372798692621308
2016,cep,0.023129203706316732
2015,cep,0.021911415196254946
1998,cep,0.007713211512538814
2004,cep,0.01416617051155476
2000,cep,0.007819067364693484
1997,cep,0.0071102798547133545
2007,cep,0.014940561959654174
2010,cep,0.019422376027238734
2003,cep,0.014179714600360556
2011,cep,0.019097486619022174
2001,cep,0.011212542815166147
2008,wst,0.021010907018316535
2009,wst,0.02357642083293284
2005,wst,0.022390466391264952
2006,wst,0.021689609391377266
2012,wst,0.021239306811775376
2014,wst,0.019517205957883924
2013,wst,0.021049460810892227
1999,wst,0.02435971104908882
2002,wst,0.02241938561343255
2017,wst,0.0194389512955903
2016,wst,0.019772364044749687
2015,wst,0.01994139578368887
1998,wst,0.025915976251213405
2004,wst,0.022584588950568328
2000,wst,0.024673723756041245
1997,wst,0.02848866498740554
2007,wst,0.02168233361165729
2010,wst,0.021322705193672936
2003,wst,0.021697625037917313
2011,wst,0.021416600946372242
2001,wst,0.02111689159355743
2008,mot,0.006542205954492283
2009,mot,0.00838238646659613
2005,mot,0.005073897001805543
2006,mot,0.005153666555486728
2012,mot,0.005510212051392197
2014,mot,0.004962466863784666
2013,mot,0.005156794919050724
1999,mot,0.003428202841307256
2002,mot,0.004723580356449932
2017,mot,0.005004486149278201
2016,mot,0.004825771766017987
2015,mot,0.0047819493249491385
1998,mot,0.0035854326690659077
2004,mot,0.005000926827921579
2000,mot,0.0037300575802989857
1997,mot,0.0034178257048393624
2007,mot,0.005499914063842752
2010,mot,0.0065630643912867204
2003,mot,0.004904300584050166
2011,mot,0.005590548171454207
2001,mot,0.004587015754357774
2008,adm,0.0044655461314471005
2009,adm,0.005129064035860225
2005,adm,0.0049231529353637666
2006,adm,0.00475372793795597
2012,adm,0.004530300954468649
2014,adm,0.00432051840904983
2013,adm,0.004542940492295389
1999,adm,0.0047853145755975095
2002,adm,0.004945466210436271
2017,adm,0.0044213418059261345
2016,adm,0.004376720804511929
2015,adm,0.004307176301435061
1998,adm,0.004625090400793527
2004,adm,0.00500977098189797
2000,adm,0.004824367337034869
1997,adm,0.004660833009664373
2007,adm,0.004648530729198723
2010,adm,0.005052410865671438
2003,adm,0.0048173349946963005
2011,adm,0.004731615884504319
2001,adm,0.0046149963344430155
2008,soc,0.005956000221104417
2009,soc,0.006020154430048424
2005,soc,0.006485641391277457
2006,soc,0.006400477816250596
2012,soc,0.005605560526424944
2014,soc,0.005549042594763579
2013,soc,0.005821155042771823
1999,soc,0.00736154578854266
2002,soc,0.006121552257884119
2017,soc,0.005574439807045977
2016,soc,0.005628326351078974
2015,soc,0.0056071556964945885
1998,soc,0.007629196815113075
2004,soc,0.006363793842254498
2000,soc,0.00688281108494838
1997,soc,0.007401007449912785
2007,soc,0.006429904300841582
2010,soc,0.005798300647137283
2003,soc,0.005924863671528577
2011,soc,0.005686468525915883
2001,soc,0.006110176123146848
2008,alt,0.01142835731414868
2009,alt,0.012582482888642974
2005,alt,0.007568050420585097
2006,alt,0.007756882957821948
2012,alt,0.014411780063704244
2014,alt,0.014179927524814874
2013,alt,0.013937282229965159
1999,alt,0.0038706619621886353
2002,alt,0.005484999803405026
2017,alt,0.014610048349800293
2016,alt,0.014839061647572285
2015,alt,0.014426686688834067
1998,alt,0.0035940723117224974
2004,alt,0.007425553088876979
2000,alt,0.004049819417888251
1997,alt,0.0030748755134353705
2007,alt,0.010388739946380699
2010,alt,0.012680536451169188
2003,alt,0.00614576142866686
2011,alt,0.011481287515610523
2001,alt,0.004645701449867265
2008,pmt,0.007872292329717723
2009,pmt,0.014184226369656832
2005,pmt,0.009502495955856814
2006,pmt,0.008416180786285893
2012,pmt,0.008450199782869039
2014,pmt,0.008605708932106318
2013,pmt,0.008681137770189933
1999,pmt,0.012619490601141977
2002,pmt,0.012850652628542585
2017,pmt,0.01093555783909428
2016,pmt,0.011474200153445436
2015,pmt,0.01013892942102424
1998,pmt,0.011784562524488382
2004,pmt,0.010271172206506364
2000,pmt,0.012941601507057884
1997,pmt,0.011392011851993454
2007,pmt,0.008187175777252356
2010,pmt,0.009869908296011943
2003,pmt,0.013037895259079833
2011,pmt,0.008170622880599679
2001,pmt,0.012582912801075388
2008,trk,0.010706328103758163
2009,trk,0.013651995391585313
2005,trk,0.010972670068559622
2006,trk,0.011152075086477236
2012,trk,0.011825102859891877
2014,trk,0.010574875585282272
2013,trk,0.01168296633285211
1999,trk,0.009973138868811963
2002,trk,0.009800198272758211
2017,trk,0.0118165332338175
2016,trk,0.011807006610701762
2015,trk,0.011186624165513923
1998,trk,0.01035532761171263
2004,trk,0.010176296643166226
2000,trk,0.009741029924645815
1997,trk,0.010891481018764767
2007,trk,0.010920134401654175
2010,trk,0.012906463987380348
2003,trk,0.009841726618705035
2011,trk,0.012128060805850261
2001,trk,0.009308216561790072
2008,fdd,0.0
2009,fdd,0.0
2005,fdd,0.0
2006,fdd,0.0
2012,fdd,0.0
2014,fdd,0.0
2013,fdd,0.0
1999,fdd,0.0
2002,fdd,0.0
2017,fdd,0.0
2016,fdd,0.0
2015,fdd,0.0
1998,fdd,0.0
2004,fdd,0.0
2000,fdd,0.0
1997,fdd,0.0
2007,fdd,0.0
2010,fdd,0.0
2003,fdd,0.0
2011,fdd,0.0
2001,fdd,0.0
2008,gmt,0.017047404063205415
2009,gmt,0.01703487131579099
2005,gmt,0.01664441180397917
2006,gmt,0.01724182938289652
2012,gmt,0.016477588889267425
2014,gmt,0.016011480537908348
2013,gmt,0.016392355025791006
1999,gmt,0.0048011358329130005
2002,gmt,0.016680735816538287
2017,gmt,0.017585472735540945
2016,gmt,0.016860243368495845
2015,gmt,0.016059990626464613
1998,gmt,0.0046814696005212765
2004,gmt,0.015828781629695688
2000,gmt,0.004845295345249977
1997,gmt,0.004886891258719019
2007,gmt,0.016873560704108108
2010,gmt,0.016091304155026385
2003,gmt,0.01554739797020082
2011,gmt,0.016247223237634622
2001,gmt,0.015541446838951981
2008,wtt,0.011125802795617678
2009,wtt,0.01451847806298926
2005,wtt,0.014132617141665147
2006,wtt,0.013054525957526169
2012,wtt,0.012848603458912122
2014,wtt,0.013980093338289349
2013,wtt,0.014141368063316834
1999,wtt,0.025474738845093395
2002,wtt,0.019340375408465692
2017,wtt,0.01776428006822815
2016,wtt,0.016868706304919504
2015,wtt,0.01542706634892763
1998,wtt,0.025646211722826745
2004,wtt,0.014556646148727335
2000,wtt,0.024968834787709903
1997,wtt,0.024540125328481908
2007,wtt,0.012148284211405192
2010,wtt,0.013784571883007864
2003,wtt,0.01699268919185932
2011,wtt,0.013259497859947933
2001,wtt,0.018197253801860325
2008,wpd,0.006967231536836428
2009,wpd,0.009633647870416802
2005,wpd,0.004901447758590615
2006,wpd,0.005158244448330127
2012,wpd,0.007228676643810987
2014,wpd,0.005951586918822405
2013,wpd,0.006655390092092026
1999,wpd,0.005196157497677552
2002,wpd,0.005198902453926393
2017,wpd,0.005930417618763948
2016,wpd,0.00596142162818955
2015,wpd,0.005971333630908098
1998,wpd,0.0053441525155689335
2004,wpd,0.00488035115872941
2000,wpd,0.005553799135841501
1997,wpd,0.0052891555395164205
2007,wpd,0.006001143998371255
2010,wpd,0.0085517702442965
2003,wpd,0.00514555655247711
2011,wpd,0.008109888300354034
2001,wpd,0.005051539354222131
2008,wht,0.008696860978081507
2009,wht,0.010479651307101935
2005,wht,0.00978462517745495
2006,wht,0.009319227755356018
2012,wht,0.007397714716972937
2014,wht,0.006811048568631947
2013,wht,0.007258393631010604
1999,wht,0.01099203469548072
2002,wht,0.009551754930381521
2017,wht,0.007477805804935247
2016,wht,0.007439079415457054
2015,wht,0.00696829144573345
1998,wht,0.011316002987743809
2004,wht,0.00936608382473901
2000,wht,0.010929150558883055
1997,wht,0.010996463385262839
2007,wht,0.009035109167468917
2010,wht,0.008807164449869027
2003,wht,0.009360847140949587
2011,wht,0.007909226349540773
2001,wht,0.0094792478751765
2008,wrh,0.0073016451478550605
2009,wrh,0.007651664650837099
2005,wrh,0.008434052486915923
2006,wrh,0.007926819343392417
2012,wrh,0.005376393496861472
2014,wrh,0.005631716726370901
2013,wrh,0.005337494569409595
1999,wrh,0.011205203335801913
2002,wrh,0.008926770223925762
2017,wrh,0.0060703863178771
2016,wrh,0.005860997081365826
2015,wrh,0.005692615435905985
1998,wrh,0.011609203440800055
2004,wrh,0.008420119654331929
2000,wrh,0.010953551022824831
1997,wrh,0.011897069443916528
2007,wrh,0.007669445451250454
2010,wrh,0.0067759414486261455
2003,wrh,0.008205060155697098
2011,wrh,0.005997662449506859
2001,wrh,0.008898316758037412
2008,ott,0.016339863996183486
2009,ott,0.017926175545394638
2005,ott,0.01477981148490421
2006,ott,0.014788244918507332
2012,ott,0.01532872992428227
2014,ott,0.01399707004336916
2013,ott,0.01461968102011657
1999,ott,0.003991886259091985
2002,ott,0.013927778364137939
2017,ott,0.013620209199951537
2016,ott,0.01354190822720365
2015,ott,0.013532839863858597
1998,ott,0.003822336057043652
2004,ott,0.014335875155169356
2000,ott,0.003832772021835446
1997,ott,0.003893154536606466
2007,ott,0.015181331720540694
2010,ott,0.016935970105112493
2003,ott,0.013830542028105734
2011,ott,0.016180437151263383
2001,ott,0.013351893288928206
2008,che,0.013013640853444497
2009,che,0.017342242162873004
2005,che,0.012811310922552038
2006,che,0.012472600600891939
2012,che,0.0143317366953521
2014,che,0.014256409635783828
2013,che,0.014195417657750042
1999,che,0.00877017489171044
2002,che,0.013467949126271313
2017,che,0.01793392697457083
2016,che,0.017086858628863607
2015,che,0.01580827871097199
1998,che,0.008589236309496996
2004,che,0.013450024717578777
2000,che,0.008665404429571574
1997,che,0.008216885495890358
2007,che,0.012588618877709382
2010,che,0.015407740925107672
2003,che,0.01380026468492314
2011,che,0.014249369746820496
2001,che,0.013044228472317147
2008,air,0.019538469328337426
2009,air,0.024195602979303725
2005,air,0.022136179927806747
2006,air,0.020512163527921314
2012,air,0.016801873103812162
2014,air,0.015967332273318605
2013,air,0.016971751534421237
1999,air,0.023792119807452307
2002,air,0.026847295507993914
2017,air,0.018428298030750474
2016,air,0.018112528226804016
2015,air,0.016772610799544688
1998,air,0.02242165029322775
2004,air,0.023561493502714477
2000,air,0.024473529860759596
1997,air,0.019631343255848522
2007,air,0.020388922425779846
2010,air,0.020785845011331124
2003,air,0.024122268598084945
2011,air,0.01695906755481482
2001,air,0.023027811789400037
2008,mmf,0.008715869728138037
2009,mmf,0.009834859181280714
2005,mmf,0.009036570820164829
2006,mmf,0.008831252001280819
2012,mmf,0.010178231572449977
2014,mmf,0.008807293927929043
2013,mmf,0.009731363775961847
1999,mmf,0.006858555351500962
2002,mmf,0.008954871229424274
2017,mmf,0.009234534935469513
2016,mmf,0.00900081390338488
2015,mmf,0.008768046956954103
1998,mmf,0.006495964758315696
2004,mmf,0.009455028865471221
2000,mmf,0.0063390827339525
1997,mmf,0.0064631015656072596
2007,mmf,0.009296449246667044
2010,mmf,0.009822345836778672
2003,mmf,0.009121193495268664
2011,mmf,0.009619188921859544
2001,mmf,0.008753048011435297
2008,otr,0.010885907102404394
2009,otr,0.013122661877500212
2005,otr,0.01228980994663201
2006,otr,0.01155881840519546
2012,otr,0.01048223664052379
2014,otr,0.009246792714123599
2013,otr,0.009898338603520553
1999,otr,0.01715234931181775
2002,otr,0.013815583978728004
2017,otr,0.009520813040367556
2016,otr,0.00959291987593577
2015,otr,0.009459676863321918
1998,otr,0.018463958060288336
2004,otr,0.01286639882299683
2000,otr,0.016072539478281623
1997,otr,0.019850825160039935
2007,otr,0.011051061194618027
2010,otr,0.012048925941702671
2003,otr,0.013434678601743962
2011,otr,0.011012423407723874
2001,otr,0.01380677126341866
2008,min,0.016993336985913998
2009,min,0.019962588414099487
2005,min,0.01900031728211261
2006,min,0.017155118062193657
2012,min,0.019072646288353947
2014,min,0.02204937793654425
2013,min,0.02215738700003613
1999,min,0.030559054355198137
2002,min,0.025645864392066578
2017,min,0.028642689679253753
2016,min,0.030976930161511335
2015,min,0.026236955917946277
1998,min,0.02873563218390805
2004,min,0.022191994375582693
2000,min,0.030521997666629035
1997,min,0.027529476281875513
2007,min,0.018337360284440257
2010,min,0.018847117794486216
2003,min,0.0243310751316286
2011,min,0.017179777756791637
2001,min,0.02485473289597001
