yr,m,i,value
2015,trn,uti,-9.974936224006447e-9
1998,trn,uti,-9.974935274784914e-9
2004,trn,uti,-9.974934465895185e-9
2000,trn,uti,-9.990906953744657e-9
1997,trn,uti,-9.974936493737761e-9
2007,trn,uti,-9.974934562621517e-9
2010,trn,uti,-9.974934955311608e-9
2003,trn,uti,-9.990906821888872e-9
2011,trn,uti,-9.974934893053945e-9
2001,trn,uti,-9.990906877712194e-9
2008,trd,uti,-9.974939446957732e-9
2009,trd,uti,-9.974939934524784e-9
2005,trd,uti,-9.974939267020467e-9
2006,trd,uti,-9.974939221956524e-9
2012,trd,uti,-9.990908397021882e-9
2014,trd,uti,-9.990908392111785e-9
2013,trd,uti,-9.990908419273984e-9
1999,trd,uti,-9.97493885204988e-9
2002,trd,uti,-9.990908378061682e-9
2017,trd,uti,-9.990908313284963e-9
2016,trd,uti,-9.974938894926495e-9
2015,trd,uti,-9.974938938127893e-9
1998,trd,uti,-9.974938896868672e-9
2004,trd,uti,-9.97493914473305e-9
2000,trd,uti,-9.990908395756612e-9
1997,trd,uti,-9.974938815166904e-9
2007,trd,uti,-9.974939085536638e-9
2010,trd,uti,-9.97493920154995e-9
2003,trd,uti,-9.990908420652179e-9
2011,trd,uti,-9.974939149576222e-9
2001,trd,uti,-9.990908530697305e-9
2008,trn,nmp,18.66289676299348
2009,trn,nmp,15.208368946920531
2005,trn,nmp,17.33888793438025
2006,trn,nmp,19.6915838305365
2012,trn,nmp,17.46948383793802
2014,trn,nmp,20.742562312527
2013,trn,nmp,17.988959919479395
1999,trn,nmp,11.80712912429177
2002,trn,nmp,14.09213753677951
2017,trn,nmp,26.101126279493457
2016,trn,nmp,24.161303082512518
2015,trn,nmp,24.012138517866966
1998,trn,nmp,10.687367405363238
2004,trn,nmp,15.251909671512017
2000,trn,nmp,12.72445347674015
1997,trn,nmp,9.681548364973915
2007,trn,nmp,21.144496689236696
2010,trn,nmp,14.236175414976826
2003,trn,nmp,14.822423019863008
2011,trn,nmp,15.863640785381314
2001,trn,nmp,13.289924516541916
2008,trd,nmp,31.804844504974
2009,trd,nmp,25.89757510572078
2005,trd,nmp,33.46995202323623
2006,trd,nmp,36.34086607285995
2012,trd,nmp,30.479105772991215
2014,trd,nmp,35.966406095758536
2013,trd,nmp,33.11305506767446
1999,trd,nmp,23.599717695917505
2002,trd,nmp,25.945419989957013
2017,trd,nmp,45.600910987956155
2016,trd,nmp,41.49357694444948
2015,trd,nmp,38.45531224275692
1998,trd,nmp,22.32212934582777
2004,trd,nmp,30.378455555812685
2000,trd,nmp,25.380550110284215
1997,trd,nmp,20.2422167265097
2007,trd,nmp,37.02338928306093
2010,trd,nmp,27.72536411157308
2003,trd,nmp,27.740238102213045
2011,trd,nmp,29.403541960135765
2001,trd,nmp,25.386311256642298
2008,trn,brd,-9.974934836040736e-9
2009,trn,brd,-9.974935403702011e-9
2005,trn,brd,-9.974934524238034e-9
2006,trn,brd,-9.974934546617513e-9
2012,trn,brd,-9.990907294120362e-9
2014,trn,brd,-9.990907417788258e-9
2013,trn,brd,-9.990907455376524e-9
1999,trn,brd,-9.97493410519886e-9
2002,trn,brd,-9.99090663058457e-9
2017,trn,brd,-9.990907381822647e-9
2016,trn,brd,-9.974936252778533e-9
2015,trn,brd,-9.974936231374087e-9
1998,trn,brd,-9.97493481191763e-9
2004,trn,brd,-9.97493419695917e-9
2000,trn,brd,-9.990906876279868e-9
1997,trn,brd,-9.974936031879097e-9
2007,trn,brd,-9.974934309187342e-9
2010,trn,brd,-9.974934714180977e-9
2003,trn,brd,-9.990906726469612e-9
2011,trn,brd,-9.97493476168292e-9
2001,trn,brd,-9.99090679861248e-9
2008,trd,brd,-9.97493928448941e-9
2009,trd,brd,-9.97493972486551e-9
2005,trd,brd,-9.974939030977494e-9
2006,trd,brd,-9.974938958203676e-9
2012,trd,brd,-9.990908391438612e-9
2014,trd,brd,-9.990908390910665e-9
2013,trd,brd,-9.990908386714537e-9
1999,trd,brd,-9.97493847824205e-9
2002,trd,brd,-9.990908296829305e-9
2017,trd,brd,-9.990908344591327e-9
2016,trd,brd,-9.97493895725356e-9
2015,trd,brd,-9.974938945493936e-9
1998,trd,brd,-9.974938434135158e-9
2004,trd,brd,-9.974938875897428e-9
2000,trd,brd,-9.99090831831639e-9
1997,trd,brd,-9.974938353393792e-9
2007,trd,brd,-9.974938832193916e-9
2010,trd,brd,-9.974938960501013e-9
2003,trd,brd,-9.99090832526647e-9
2011,trd,brd,-9.974939018249812e-9
2001,trd,brd,-9.990908451626346e-9
2008,trn,bnk,-9.974935721352732e-9
2009,trn,bnk,-9.97493558141281e-9
2005,trn,bnk,-9.974934666611816e-9
2006,trn,bnk,-9.974934688364675e-9
2012,trn,bnk,-9.990907345027794e-9
2014,trn,bnk,-9.990907453170445e-9
2013,trn,bnk,-9.990907498221205e-9
1999,trn,bnk,-9.974934424123195e-9
2002,trn,bnk,-9.990906703504564e-9
2017,trn,bnk,-9.990907378220275e-9
2016,trn,bnk,-9.974936261003177e-9
2015,trn,bnk,-9.97493630191152e-9
1998,trn,bnk,-9.974935169746552e-9
2004,trn,bnk,-9.974934361703634e-9
2000,trn,bnk,-9.990906977105641e-9
1997,trn,bnk,-9.974936412224409e-9
2007,trn,bnk,-9.974934645738522e-9
2010,trn,bnk,-9.974934920978591e-9
2003,trn,bnk,-9.990906795547535e-9
2011,trn,bnk,-9.974935112486618e-9
2001,trn,bnk,-9.990906866167456e-9
2008,trd,bnk,-9.974940169487196e-9
2009,trd,bnk,-9.97493990251504e-9
2005,trd,bnk,-9.974939173300084e-9
2006,trd,bnk,-9.974939099900947e-9
2012,trd,bnk,-9.990908442333758e-9
2014,trd,bnk,-9.99090842628528e-9
2013,trd,bnk,-9.99090842955044e-9
1999,trd,bnk,-9.974938797055113e-9
2002,trd,bnk,-9.99090836972258e-9
2017,trd,bnk,-9.990908340989718e-9
2016,trd,bnk,-9.97493896547643e-9
2015,trd,bnk,-9.974939016016095e-9
1998,trd,bnk,-9.974938791860666e-9
2004,trd,bnk,-9.974939040580393e-9
2000,trd,bnk,-9.990908419110185e-9
1997,trd,bnk,-9.974938733668652e-9
2007,trd,bnk,-9.97493916862365e-9
2010,trd,bnk,-9.974939167228567e-9
2003,trd,bnk,-9.990908394320105e-9
2011,trd,bnk,-9.974939368934372e-9
2001,trd,bnk,-9.990908519156764e-9
2008,trn,ore,-9.974935204141645e-9
2009,trn,ore,-9.974935641146856e-9
2005,trn,ore,-9.974934778308276e-9
2006,trn,ore,-9.974934811672485e-9
2012,trn,ore,-9.990907377161725e-9
2014,trn,ore,-9.990907490924146e-9
2013,trn,ore,-9.990907541423157e-9
1999,trn,ore,-9.974934492373869e-9
2002,trn,ore,-9.990906726420408e-9
2017,trn,ore,-9.990907432704343e-9
2016,trn,ore,-9.974936390724765e-9
2015,trn,ore,-9.97493641413278e-9
1998,trn,ore,-9.974935266676934e-9
2004,trn,ore,-9.974934460899157e-9
2000,trn,ore,-9.990906984584058e-9
1997,trn,ore,-9.974936511733466e-9
2007,trn,ore,-9.974934625692192e-9
2010,trn,ore,-9.974935000826472e-9
2003,trn,ore,-9.990906826190457e-9
2011,trn,ore,-9.974935030009235e-9
2001,trn,ore,-9.99090691168766e-9
2008,trd,ore,-9.974939652459673e-9
2009,trd,ore,-9.974939962228492e-9
2005,trd,ore,-9.974939284956383e-9
2006,trd,ore,-9.974939223165356e-9
2012,trd,ore,-9.990908474459934e-9
2014,trd,ore,-9.990908464030902e-9
2013,trd,ore,-9.990908472743542e-9
1999,trd,ore,-9.974938865281976e-9
2002,trd,ore,-9.990908392630026e-9
2017,trd,ore,-9.99090839546225e-9
2016,trd,ore,-9.974939095170025e-9
2015,trd,ore,-9.974939128213052e-9
1998,trd,ore,-9.974938888763038e-9
2004,trd,ore,-9.974939139738887e-9
2000,trd,ore,-9.990908426586232e-9
1997,trd,ore,-9.974938833159274e-9
2007,trd,ore,-9.974939148584555e-9
2010,trd,ore,-9.974939247049395e-9
2003,trd,ore,-9.990908424952253e-9
2011,trd,ore,-9.974939286485001e-9
2001,trd,ore,-9.990908564660418e-9
2008,trn,edu,-9.974935027932507e-9
2009,trn,edu,-9.97493582252768e-9
2005,trn,edu,-9.974934838370434e-9
2006,trn,edu,-9.97493488809041e-9
2012,trn,edu,-9.99090741564911e-9
2014,trn,edu,-9.990907518131946e-9
2013,trn,edu,-9.990907570284728e-9
1999,trn,edu,-9.974934512251487e-9
2002,trn,edu,-9.990906738918916e-9
2017,trn,edu,-9.990907442343462e-9
2016,trn,edu,-9.974936464141991e-9
2015,trn,edu,-9.974936455217613e-9
1998,trn,edu,-9.974935296649299e-9
2004,trn,edu,-9.974934532668938e-9
2000,trn,edu,-9.990906962754368e-9
1997,trn,edu,-9.974936499291116e-9
2007,trn,edu,-9.974934640531985e-9
2010,trn,edu,-9.974935092907981e-9
2003,trn,edu,-9.990906842734296e-9
2011,trn,edu,-9.97493505755751e-9
2001,trn,edu,-9.990906916895844e-9
2008,trd,edu,-9.974939476313073e-9
2009,trd,edu,-9.97494014354678e-9
2005,trd,edu,-9.974939344996945e-9
2006,trd,edu,-9.974939299556384e-9
2012,trd,edu,-9.990908512938028e-9
2014,trd,edu,-9.990908491232879e-9
2013,trd,edu,-9.990908501599202e-9
1999,trd,edu,-9.97493888515266e-9
2002,trd,edu,-9.990908405123954e-9
2017,trd,edu,-9.990908405099327e-9
2016,trd,edu,-9.974939168571407e-9
2015,trd,edu,-9.974939169288986e-9
1998,trd,edu,-9.974938918726739e-9
2004,trd,edu,-9.974939211481876e-9
2000,trd,edu,-9.990908404763466e-9
1997,trd,edu,-9.97493882071923e-9
2007,trd,edu,-9.97493916341899e-9
2010,trd,edu,-9.974939339099708e-9
2003,trd,edu,-9.990908441490275e-9
2011,trd,edu,-9.974939314023921e-9
2001,trd,edu,-9.99090856986671e-9
2008,trn,ote,4.009750585308656
2009,trn,ote,2.3478950343152505
2005,trn,ote,2.725269555893451
2006,trn,ote,3.143587930296247
2012,trn,ote,3.8075587197296907
2014,trn,ote,4.529085593946991
2013,trn,ote,4.086182410233212
1999,trn,ote,1.7580120457702957
2002,trn,ote,1.735900024766256
2017,trn,ote,4.360716325599839
2016,trn,ote,3.990675967203256
2015,trn,ote,4.172602413429744
1998,trn,ote,1.6446957636108535
2004,trn,ote,2.000075496771531
2000,trn,ote,2.829408854524645
1997,trn,ote,1.5015385442210822
2007,trn,ote,3.5595917392768768
2010,trn,ote,1.9883866707081022
2003,trn,ote,1.7473976024912292
2011,trn,ote,2.315126807566054
2001,trn,ote,1.578077224130351
2008,trd,ote,16.47732452732318
2009,trd,ote,11.825082620721098
2005,trd,ote,15.992464078397216
2006,trd,ote,16.36447216231493
2012,trd,ote,24.02942689889222
2014,trd,ote,24.414185233528492
2013,trd,ote,23.68145371607881
1999,trd,ote,12.907330242824237
2002,trd,ote,14.201777813429263
2017,trd,ote,27.868679139904906
2016,trd,ote,26.37707815933488
2015,trd,ote,25.45205107127932
1998,trd,ote,11.022400764525793
2004,trd,ote,15.822343540192215
2000,trd,ote,14.838009898618845
1997,trd,ote,10.176176810289087
2007,trd,ote,18.36835417743584
2010,trd,ote,17.766180460271475
2003,trd,ote,15.381408333731466
2011,trd,ote,19.482509137059377
2001,trd,ote,12.045708273914178
2008,trn,man,-9.974935328045396e-9
2009,trn,man,-9.974935601371268e-9
2005,trn,man,-9.974934795601114e-9
2006,trn,man,-9.974934833708562e-9
2012,trn,man,-9.99090739505332e-9
2014,trn,man,-9.99090750432268e-9
2013,trn,man,-9.99090755058603e-9
1999,trn,man,-9.974934536652158e-9
2002,trn,man,-9.990906738783511e-9
2017,trn,man,-9.990907445325216e-9
2016,trn,man,-9.974936432556358e-9
2015,trn,man,-9.974936459702037e-9
1998,trn,man,-9.974935305327873e-9
2004,trn,man,-9.974934492805597e-9
2000,trn,man,-9.990906995101494e-9
1997,trn,man,-9.97493652420135e-9
2007,trn,man,-9.974934643504324e-9
2010,trn,man,-9.974935015826507e-9
2003,trn,man,-9.990906832871736e-9
2011,trn,man,-9.974935052732816e-9
2001,trn,man,-9.99090689186494e-9
2008,trd,man,-9.97493977631945e-9
2009,trd,man,-9.974939922466617e-9
2005,trd,man,-9.974939302243003e-9
2006,trd,man,-9.974939245193677e-9
2012,trd,man,-9.99090849234721e-9
2014,trd,man,-9.990908477426568e-9
2013,trd,man,-9.99090848190454e-9
1999,trd,man,-9.974938909544818e-9
2002,trd,man,-9.9909084049886e-9
2017,trd,man,-9.99090840808045e-9
2016,trd,man,-9.97493913699259e-9
2015,trd,man,-9.974939173772438e-9
1998,trd,man,-9.974938927402807e-9
2004,trd,man,-9.974939171633415e-9
2000,trd,man,-9.990908437100333e-9
1997,trd,man,-9.974938845624851e-9
2007,trd,man,-9.97493916639026e-9
2010,trd,man,-9.97493926204435e-9
2003,trd,man,-9.990908431631182e-9
2011,trd,man,-9.974939309200864e-9
2001,trd,man,-9.990908544844906e-9
2008,trn,mch,10.841458565044135
2009,trn,mch,8.71806821337524
2005,trn,mch,9.023489935563978
2006,trn,mch,10.03249127112503
2012,trn,mch,15.461884564332454
2014,trn,mch,17.33781575813854
2013,trn,mch,15.117756828990418
1999,trn,mch,5.871173332604636
2002,trn,mch,7.290543814488979
2017,trn,mch,16.27051036521125
2016,trn,mch,15.42137748276475
2015,trn,mch,16.63157477961823
1998,trn,mch,5.981065684342992
2004,trn,mch,8.091651034828947
2000,trn,mch,6.539351509421728
1997,trn,mch,5.612051765190216
2007,trn,mch,10.607659003507388
2010,trn,mch,12.211485642453964
2003,trn,mch,7.403488131027349
2011,trn,mch,14.03099734104737
2001,trn,mch,6.7695279050660195
2008,trd,mch,111.68128645230988
2009,trd,mch,94.26813053516555
2005,trd,mch,97.91093769748704
2006,trd,mch,102.54810932752339
2012,trd,mch,152.7274697828124
2014,trd,mch,163.67323975979852
2013,trd,mch,155.10299798439695
1999,trd,mch,79.06821585073396
2002,trd,mch,77.4549890882544
2017,trd,mch,170.06265745876138
2016,trd,mch,161.08483939156568
2015,trd,mch,164.2077502438659
1998,trd,mch,76.26027876694134
2004,trd,mch,89.98962814364685
2000,trd,mch,83.53797101139008
1997,trd,mch,67.63411274597046
2007,trd,mch,105.74283825078447
2010,trd,mch,117.12478240401042
2003,trd,mch,82.28304941865328
2011,trd,mch,134.65895108150826
2001,trd,mch,78.90717693846969
2008,trn,dat,-9.97493512796984e-9
2009,trn,dat,-9.974935593193856e-9
2005,trn,dat,-9.974934670153523e-9
2006,trn,dat,-9.974934720894772e-9
2012,trn,dat,-9.990907370168815e-9
2014,trn,dat,-9.990907482491826e-9
2013,trn,dat,-9.990907531918197e-9
1999,trn,dat,-9.974937519099685e-9
2002,trn,dat,-9.990906695507822e-9
2017,trn,dat,-9.990907428166698e-9
2016,trn,dat,-9.974936386307475e-9
2015,trn,dat,-9.97493639375937e-9
1998,trn,dat,-9.974935173779628e-9
2004,trn,dat,-9.974934353120769e-9
2000,trn,dat,-9.990908633531128e-9
1997,trn,dat,-9.974936397384129e-9
2007,trn,dat,-9.974934531865688e-9
2010,trn,dat,-9.974934935813915e-9
2003,trn,dat,-9.990906785466478e-9
2011,trn,dat,-9.974934973921946e-9
2001,trn,dat,-9.990908146250461e-9
2008,trd,dat,-9.974939576314901e-9
2009,trd,dat,-9.974939914292026e-9
2005,trd,dat,-9.974939176840517e-9
2006,trd,dat,-9.974939132419594e-9
2012,trd,dat,-9.990908467468711e-9
2014,trd,dat,-9.990908455600385e-9
2013,trd,dat,-9.99090846324053e-9
1999,trd,dat,-9.974941890951868e-9
2002,trd,dat,-9.990908361728767e-9
2017,trd,dat,-9.990908390925564e-9
2016,trd,dat,-9.974939090753688e-9
2015,trd,dat,-9.974939107844053e-9
1998,trd,dat,-9.974938795892577e-9
2004,trd,dat,-9.97493903200073e-9
2000,trd,dat,-9.9909100750104e-9
1997,trd,dat,-9.974938718831121e-9
2007,trd,dat,-9.974939054791907e-9
2010,trd,dat,-9.974939182058865e-9
2003,trd,dat,-9.990908384242594e-9
2011,trd,dat,-9.974939230416758e-9
2001,trd,dat,-9.990909798774444e-9
2008,trn,amd,-9.97493516453052e-9
2009,trn,amd,-9.974935731654959e-9
2005,trn,amd,-9.974934773656527e-9
2006,trn,amd,-9.974934822255427e-9
2012,trn,amd,-9.990907385372845e-9
2014,trn,amd,-9.99090749415586e-9
2013,trn,amd,-9.990907543624761e-9
1999,trn,amd,-9.974934512108563e-9
2002,trn,amd,-9.99090672418826e-9
2017,trn,amd,-9.990907430908538e-9
2016,trn,amd,-9.974936403817749e-9
2015,trn,amd,-9.974936410873064e-9
1998,trn,amd,-9.974935254634564e-9
2004,trn,amd,-9.97493446208601e-9
2000,trn,amd,-9.990906999255738e-9
1997,trn,amd,-9.974936480524626e-9
2007,trn,amd,-9.974934606811949e-9
2010,trn,amd,-9.974935016833196e-9
2003,trn,amd,-9.990906824467336e-9
2011,trn,amd,-9.974935025909258e-9
2001,trn,amd,-9.990906913508867e-9
2008,trd,amd,-9.974939612862606e-9
2009,trd,amd,-9.97494005270539e-9
2005,trd,amd,-9.974939280306306e-9
2006,trd,amd,-9.974939233744574e-9
2012,trd,amd,-9.990908482669071e-9
2014,trd,amd,-9.990908467261924e-9
2013,trd,amd,-9.990908474944696e-9
1999,trd,amd,-9.974938885009785e-9
2002,trd,amd,-9.990908390398697e-9
2017,trd,amd,-9.990908393666824e-9
2016,trd,amd,-9.974939108260183e-9
2015,trd,amd,-9.974939124954041e-9
1998,trd,amd,-9.974938876724145e-9
2004,trd,amd,-9.974939140925296e-9
2000,trd,amd,-9.99090844125326e-9
1997,trd,amd,-9.974938801956216e-9
2007,trd,amd,-9.974939129711124e-9
2010,trd,amd,-9.974939263050696e-9
2003,trd,amd,-9.990908423229737e-9
2011,trd,amd,-9.974939282386415e-9
2001,trd,amd,-9.990908566480963e-9
2008,trn,oil,35.82634909383625
2009,trn,oil,29.665799068841025
2005,trn,oil,24.35269127398264
2006,trn,oil,26.174614425090443
2012,trn,oil,45.13294449266769
2014,trn,oil,54.012840388971526
2013,trn,oil,48.83729003430806
1999,trn,oil,24.948547301321035
2002,trn,oil,22.989953204398493
2017,trn,oil,53.2472197675629
2016,trn,oil,50.660834189287286
2015,trn,oil,52.73906032990962
1998,trn,oil,24.48291466305204
2004,trn,oil,24.170519408176617
2000,trn,oil,24.0704673154754
1997,trn,oil,24.648255699131028
2007,trn,oil,28.061076485294123
2010,trn,oil,36.73550264541783
2003,trn,oil,23.43424077742528
2011,trn,oil,42.519021668017956
2001,trn,oil,23.429719781770345
2008,trd,oil,10.365171476838137
2009,trd,oil,7.49278537458141
2005,trd,oil,5.78688926904278
2006,trd,oil,7.060019861297339
2012,trd,oil,12.582214591563543
2014,trd,oil,13.020168109517956
2013,trd,oil,13.446957034821738
1999,trd,oil,3.370696774221326
2002,trd,oil,3.055639841165363
2017,trd,oil,10.26188981014712
2016,trd,oil,8.81723757785949
2015,trd,oil,9.993932881359337
1998,trd,oil,3.203374998297402
2004,trd,oil,5.018813765074839
2000,trd,oil,4.1012682935078235
1997,trd,oil,3.7640791785141285
2007,trd,oil,8.121491694642142
2010,trd,oil,8.518514619683094
2003,trd,oil,3.967765380335812
2011,trd,oil,11.139512890481063
2001,trd,oil,3.5914127980655888
2008,trn,hos,-9.974935064076106e-9
2009,trn,hos,-9.974935873922768e-9
2005,trn,hos,-9.974934896774901e-9
2006,trn,hos,-9.974934936099726e-9
2012,trn,hos,-9.990907430449713e-9
2014,trn,hos,-9.990907539596683e-9
2013,trn,hos,-9.990907589228125e-9
1999,trn,hos,-9.974934575771419e-9
2002,trn,hos,-9.990906765694645e-9
2017,trn,hos,-9.990907478036969e-9
2016,trn,hos,-9.974936524337586e-9
2015,trn,hos,-9.974936523816028e-9
1998,trn,hos,-9.974935359507028e-9
2004,trn,hos,-9.974934597060073e-9
2000,trn,hos,-9.990906979866179e-9
1997,trn,hos,-9.974936587088847e-9
2007,trn,hos,-9.974934684848848e-9
2010,trn,hos,-9.974935132343783e-9
2003,trn,hos,-9.990906869668129e-9
2011,trn,hos,-9.974935101490134e-9
2001,trn,hos,-9.990906942469574e-9
2008,trd,hos,-9.974939512443846e-9
2009,trd,hos,-9.974940194924151e-9
2005,trd,hos,-9.974939403380411e-9
2006,trd,hos,-9.974939347548802e-9
2012,trd,hos,-9.99090852773506e-9
2014,trd,hos,-9.99090851269302e-9
2013,trd,hos,-9.990908520538718e-9
1999,trd,hos,-9.97493894865043e-9
2002,trd,hos,-9.990908431889871e-9
2017,trd,hos,-9.990908440785276e-9
2016,trd,hos,-9.974939228754011e-9
2015,trd,hos,-9.974939237872546e-9
1998,trd,hos,-9.974938981566304e-9
2004,trd,hos,-9.974939275848975e-9
2000,trd,hos,-9.990908421869849e-9
1997,trd,hos,-9.974938908500697e-9
2007,trd,hos,-9.974939207719862e-9
2010,trd,hos,-9.97493937852215e-9
2003,trd,hos,-9.990908468414638e-9
2011,trd,hos,-9.974939357941625e-9
2001,trd,hos,-9.990908595431141e-9
2008,trn,rnt,-9.974935241146418e-9
2009,trn,rnt,-9.97493560368537e-9
2005,trn,rnt,-9.974934779973748e-9
2006,trn,rnt,-9.974934806504253e-9
2012,trn,rnt,-9.990907371874294e-9
2014,trn,rnt,-9.990907483834044e-9
2013,trn,rnt,-9.990907532151215e-9
1999,trn,rnt,-9.974934514763992e-9
2002,trn,rnt,-9.99090675558676e-9
2017,trn,rnt,-9.990907422656284e-9
2016,trn,rnt,-9.974936373883553e-9
2015,trn,rnt,-9.974936397336877e-9
1998,trn,rnt,-9.974935232475039e-9
2004,trn,rnt,-9.974934476138417e-9
2000,trn,rnt,-9.990907003531825e-9
1997,trn,rnt,-9.974936464906397e-9
2007,trn,rnt,-9.974934617240402e-9
2010,trn,rnt,-9.974934978143239e-9
2003,trn,rnt,-9.990906830258808e-9
2011,trn,rnt,-9.974935029122653e-9
2001,trn,rnt,-9.990906904230329e-9
2008,trd,rnt,-9.974939689451312e-9
2009,trd,rnt,-9.974939924779921e-9
2005,trd,rnt,-9.974939286621256e-9
2006,trd,rnt,-9.974939217998943e-9
2012,trd,rnt,-9.990908469173778e-9
2014,trd,rnt,-9.990908456942316e-9
2013,trd,rnt,-9.9909084634735e-9
1999,trd,rnt,-9.974938887664289e-9
2002,trd,rnt,-9.990908421785691e-9
2017,trd,rnt,-9.990908385416318e-9
2016,trd,rnt,-9.974939078332448e-9
2015,trd,rnt,-9.974939111420786e-9
1998,trd,rnt,-9.974938854571026e-9
2004,trd,rnt,-9.974939154972457e-9
2000,trd,rnt,-9.99090844552799e-9
1997,trd,rnt,-9.974938786340881e-9
2007,trd,rnt,-9.974939140135813e-9
2010,trd,rnt,-9.974939224373847e-9
2003,trd,rnt,-9.990908429019172e-9
2011,trd,rnt,-9.974939285598718e-9
2001,trd,rnt,-9.990908557205798e-9
2008,trn,pla,5.098731332693019
2009,trn,pla,4.130471530942181
2005,trn,pla,4.769387730486317
2006,trn,pla,5.07890218849477
2012,trn,pla,5.1449670549226205
2014,trn,pla,5.837808538373538
2013,trn,pla,5.395829247932216
1999,trn,pla,4.2248038522114735
2002,trn,pla,3.6420796679965393
2017,trn,pla,6.2489259116968805
2016,trn,pla,6.091230366549199
2015,trn,pla,6.281826503914211
1998,trn,pla,3.8986469573959015
2004,trn,pla,4.322234640556149
2000,trn,pla,4.359101958208501
1997,trn,pla,3.5474040308739627
2007,trn,pla,5.326804438137904
2010,trn,pla,4.072581412659602
2003,trn,pla,3.853393875102423
2011,trn,pla,4.532367866303946
2001,trn,pla,3.946158484762801
2008,trd,pla,68.14560141629947
2009,trd,pla,61.90613186870012
2005,trd,pla,59.37143099243998
2006,trd,pla,64.79617118251947
2012,trd,pla,83.60546432841427
2014,trd,pla,91.62677115846247
2013,trd,pla,87.11638682954666
1999,trd,pla,46.11949495243048
2002,trd,pla,47.75429011029949
2017,trd,pla,96.68187945762377
2016,trd,pla,95.11963222575156
2015,trd,pla,94.0515195992854
1998,trd,pla,42.851862033952116
2004,trd,pla,54.48566076150046
2000,trd,pla,47.19295552443189
1997,trd,pla,43.14212423444463
2007,trd,pla,66.7691276436812
2010,trd,pla,68.87284057676338
2003,trd,pla,49.08935932587059
2011,trd,pla,74.16616821930265
2001,trd,pla,46.45904063907932
2008,trn,fof,3.018664974591096
2009,trn,fof,2.73263164470363
2005,trn,fof,3.3840001872564915
2006,trn,fof,3.500372087181319
2012,trn,fof,3.2531439256301478
2014,trn,fof,3.5819234516143763
2013,trn,fof,3.3075394623549594
1999,trn,fof,2.6062313577031895
2002,trn,fof,2.107755412257301
2017,trn,fof,4.5452773211333
2016,trn,fof,4.486982792574257
2015,trn,fof,4.142249358000807
1998,trn,fof,2.412413874801154
2004,trn,fof,2.966806089764046
2000,trn,fof,2.0885906984292713
1997,trn,fof,2.094708758147967
2007,trn,fof,2.924371955502143
2010,trn,fof,3.0359647875258275
2003,trn,fof,2.437737487264014
2011,trn,fof,3.2836635568378223
2001,trn,fof,2.261417144550987
2008,trd,fof,6.984535145690337
2009,trd,fof,5.581143934532913
2005,trd,fof,7.3996998968652195
2006,trd,fof,7.398535404323241
2012,trd,fof,9.664594323998916
2014,trd,fof,10.503284123717004
2013,trd,fof,9.687396512439747
1999,trd,fof,7.173747016589905
2002,trd,fof,6.814486677699616
2017,trd,fof,10.50908140573715
2016,trd,fof,9.417880942031243
2015,trd,fof,9.243083992371501
1998,trd,fof,6.328199095549492
2004,trd,fof,7.3191612754037285
2000,trd,fof,6.433461522405534
1997,trd,fof,6.360878545440485
2007,trd,fof,7.17052883253655
2010,trd,fof,7.828452100650457
2003,trd,fof,6.779199377544402
2011,trd,fof,9.805964804441567
2001,trd,fof,6.022091641762636
2008,trn,fin,-9.974935687157402e-9
2009,trn,fin,-9.974935698895384e-9
2005,trn,fin,-9.97493473284496e-9
2006,trn,fin,-9.974934755014903e-9
2012,trn,fin,-9.99090737167938e-9
2014,trn,fin,-9.990907481438757e-9
2013,trn,fin,-9.990907521239426e-9
1999,trn,fin,-9.97493444455695e-9
2002,trn,fin,-9.990906714385693e-9
2017,trn,fin,-9.990907405006106e-9
2016,trn,fin,-9.974936323223357e-9
2015,trn,fin,-9.974936362565124e-9
1998,trn,fin,-9.974935205771111e-9
2004,trn,fin,-9.974934425873763e-9
2000,trn,fin,-9.990906970124318e-9
1997,trn,fin,-9.974936441297068e-9
2007,trn,fin,-9.974934675282563e-9
2010,trn,fin,-9.974934990441073e-9
2003,trn,fin,-9.990906814092448e-9
2011,trn,fin,-9.974935163425351e-9
2001,trn,fin,-9.99090687886274e-9
2008,trd,fin,-9.974940135304003e-9
2009,trd,fin,-9.974940019957111e-9
2005,trd,fin,-9.974939239509414e-9
2006,trd,fin,-9.974939166527717e-9
2012,trd,fin,-9.990908468978913e-9
2014,trd,fin,-9.990908454547543e-9
2013,trd,fin,-9.990908452563945e-9
1999,trd,fin,-9.97493881748174e-9
2002,trd,fin,-9.990908380599722e-9
2017,trd,fin,-9.990908367769876e-9
2016,trd,fin,-9.974939027683183e-9
2015,trd,fin,-9.974939076656563e-9
1998,trd,fin,-9.974938827874814e-9
2004,trd,fin,-9.974939104726567e-9
2000,trd,fin,-9.990908412131077e-9
1997,trd,fin,-9.974938762735924e-9
2007,trd,fin,-9.97493919815703e-9
2010,trd,fin,-9.974939236667516e-9
2003,trd,fin,-9.990908412858498e-9
2011,trd,fin,-9.974939419855808e-9
2001,trd,fin,-9.99090853184743e-9
2008,trn,tsv,-9.974935154363682e-9
2009,trn,tsv,-9.974935624643819e-9
2005,trn,tsv,-9.974934757645546e-9
2006,trn,tsv,-9.974934797993269e-9
2012,trn,tsv,-9.990907377129972e-9
