yr,i,j,value
2006,sle,brd,0.060675657902025705
2012,sle,brd,0.0939682327426235
2014,sle,brd,0.108968999571401
2013,sle,brd,0.0929569281641284
1999,sle,brd,0.05987188155543542
2002,sle,brd,0.055576276780748134
2017,sle,brd,0.1802084180430943
2016,sle,brd,0.13495425356967997
2015,sle,brd,0.12800716937788045
1998,sle,brd,0.0599706673603319
2004,sle,brd,0.0525874183548639
2000,sle,brd,0.05657659470950625
1997,sle,brd,0.058983323749985765
2007,sle,brd,0.05463402473128547
2010,sle,brd,0.08503425041173071
2003,sle,brd,0.06066213522371869
2011,sle,brd,0.09902930557310274
2001,sle,brd,0.050573942176882034
2008,osv,brd,3.5940783349303196
2009,osv,brd,3.8536566989469274
2005,osv,brd,3.8646967373470145
2006,osv,brd,4.43384243295911
2012,osv,brd,4.539607855482599
2014,osv,brd,4.561498491406792
2013,osv,brd,4.019359181865393
1999,osv,brd,11.508551965940306
2002,osv,brd,5.749208662367086
2017,osv,brd,4.106904483866161
2016,osv,brd,4.4863732791904125
2015,osv,brd,4.150058269091331
1998,osv,brd,10.418185730748464
2004,osv,brd,4.521611901107038
2000,osv,brd,9.896419918956479
1997,osv,brd,9.345008309415508
2007,osv,brd,3.6421419399491954
2010,osv,brd,3.931454732327416
2003,osv,brd,5.138921622159386
2011,osv,brd,4.731732185770059
2001,osv,brd,9.518741932821477
2008,trn,brd,0.18301802393512315
2009,trn,brd,0.21065054322990123
2005,trn,brd,0.1190925076017712
2006,trn,brd,0.16211571500458968
2012,trn,brd,0.26878232573380245
2014,trn,brd,0.32293936062173484
2013,trn,brd,0.25031504984579855
1999,trn,brd,0.11220845946663767
2002,trn,brd,0.1213713258868935
2017,trn,brd,0.2471262190984948
2016,trn,brd,0.318966529224904
2015,trn,brd,0.29618669016896304
1998,trn,brd,0.10541501736314643
2004,trn,brd,0.1425031804853841
2000,trn,brd,0.11439131306163217
1997,trn,brd,0.09533927892301797
2007,trn,brd,0.17929499944040939
2010,trn,brd,0.2569832128843431
2003,trn,brd,0.11590530860523265
2011,trn,brd,0.3204396774855055
2001,trn,brd,0.11028695519359573
2008,smn,brd,0.0
2009,smn,brd,0.0
2005,smn,brd,0.0
2006,smn,brd,0.0
2012,smn,brd,0.0
2014,smn,brd,0.0
2013,smn,brd,0.0
1999,smn,brd,0.0
2002,smn,brd,0.0
2017,smn,brd,0.0
2016,smn,brd,0.0
2015,smn,brd,0.0
1998,smn,brd,0.0
2004,smn,brd,0.0
2000,smn,brd,0.0
1997,smn,brd,0.0
2007,smn,brd,0.0
2010,smn,brd,0.0
2003,smn,brd,0.0
2011,smn,brd,0.0
2001,smn,brd,0.0
2008,fmt,brd,9.462666186276808
2009,fmt,brd,7.945043391747514
2005,fmt,brd,6.843500370971228
2006,fmt,brd,9.04283022966238
2012,fmt,brd,12.7930787860356
2014,fmt,brd,13.888591874624648
2013,fmt,brd,11.789097504788696
1999,fmt,brd,5.673544510052381
2002,fmt,brd,6.046062855288235
2017,fmt,brd,15.12794091964096
2016,fmt,brd,13.277505409233438
2015,fmt,brd,13.161675967472648
1998,fmt,brd,4.50950891551585
2004,fmt,brd,7.349977565281154
2000,fmt,brd,6.353974141222767
1997,fmt,brd,3.8877804213974847
2007,fmt,brd,8.553376686085034
2010,fmt,brd,9.742112349206101
2003,fmt,brd,6.755096769709802
2011,fmt,brd,11.853492474730038
2001,fmt,brd,6.356441867227293
2008,pet,brd,0.7512386616642692
2009,pet,brd,0.6484913687985916
2005,pet,brd,0.7981805600619112
2006,pet,brd,0.8657540167363581
2012,pet,brd,0.8909071353317625
2014,pet,brd,0.7984842665969905
2013,pet,brd,0.8924917982664649
1999,pet,brd,0.3691043373175451
2002,pet,brd,0.44028711216565386
2017,pet,brd,1.0088061106034827
2016,pet,brd,0.6587877097260685
2015,pet,brd,0.7026688775475252
1998,pet,brd,0.24926125649750522
2004,pet,brd,0.6534520186000755
2000,pet,brd,0.581632730206472
1997,pet,brd,0.2869072810474495
2007,pet,brd,0.7976937673879797
2010,pet,brd,0.7988243485723237
2003,pet,brd,0.5501003141730291
2011,pet,brd,1.0975920296867954
2001,pet,brd,0.5657290427965019
2008,mvt,brd,0.0
2009,mvt,brd,0.0
2005,mvt,brd,0.0
2006,mvt,brd,0.0
2012,mvt,brd,0.0
2014,mvt,brd,0.0
2013,mvt,brd,0.0
1999,mvt,brd,0.0
2002,mvt,brd,0.0
2017,mvt,brd,0.0
2016,mvt,brd,0.0
2015,mvt,brd,0.0
1998,mvt,brd,0.0
2004,mvt,brd,0.0
2000,mvt,brd,0.0
1997,mvt,brd,0.0
2007,mvt,brd,0.0
2010,mvt,brd,0.0
2003,mvt,brd,0.0
2011,mvt,brd,0.0
2001,mvt,brd,0.0
2008,cep,brd,15.752386044838678
2009,cep,brd,16.88168918073659
2005,cep,brd,15.763913075854306
2006,cep,brd,16.858883209741624
2012,cep,brd,19.806424341986055
2014,cep,brd,21.077580756699938
2013,cep,brd,18.35382299851884
1999,cep,brd,11.908671488094427
2002,cep,brd,11.482633000208061
2017,cep,brd,27.20274623995076
2016,cep,brd,24.749975337134092
2015,cep,brd,22.699387030676412
1998,cep,brd,9.55831439530911
2004,cep,brd,14.632751352376726
2000,cep,brd,14.8069343503644
1997,cep,brd,9.217829244004406
2007,cep,brd,19.10118458978214
2010,cep,brd,21.916479884560747
2003,cep,brd,13.188103592395988
2011,cep,brd,23.338271166037657
2001,cep,brd,11.273473927981902
2008,wst,brd,0.14922082783770813
2009,wst,brd,0.1652376018264433
2005,wst,brd,0.13984759200279337
2006,wst,brd,0.16839858856257225
2012,wst,brd,0.17510119468665306
2014,wst,brd,0.20112532312182133
2013,wst,brd,0.16497522481609203
1999,wst,brd,0.19396663626291283
2002,wst,brd,0.16397225820574837
2017,wst,brd,0.2874328037679359
2016,wst,brd,0.22295013401601713
2015,wst,brd,0.23025320688265066
1998,wst,brd,0.16998259715574093
2004,wst,brd,0.1388781586492712
2000,wst,brd,0.19998338332844476
1997,wst,brd,0.15595376310754078
2007,wst,brd,0.15541639061693274
2010,wst,brd,0.1927807678091754
2003,wst,brd,0.1721932333776931
2011,wst,brd,0.20052565235366318
2001,wst,brd,0.18956520615731726
2008,mot,brd,0.8769145228481094
2009,mot,brd,0.7371222304856921
2005,mot,brd,0.8982708143459921
2006,mot,brd,1.0583589867416132
2012,mot,brd,1.465827106106173
2014,mot,brd,1.774641403204917
2013,mot,brd,1.3212254439612685
1999,mot,brd,0.6269219778437969
2002,mot,brd,0.7360454626101344
2017,mot,brd,1.6602138884347466
2016,mot,brd,1.9172617683099327
2015,mot,brd,1.8501686045928685
1998,mot,brd,0.44519807430501046
2004,mot,brd,0.9193257402808197
2000,mot,brd,0.8036165226745264
1997,mot,brd,0.38714268343437286
2007,mot,brd,0.9010584680831776
2010,mot,brd,0.9470686179617588
2003,mot,brd,0.818254205687482
2011,mot,brd,1.1322010635524378
2001,mot,brd,0.6292597528600637
2008,adm,brd,9.351381668102395
2009,adm,brd,12.123070256466212
2005,adm,brd,5.619258995025795
2006,adm,brd,6.188252050383785
2012,adm,brd,31.174879113889418
2014,adm,brd,35.77232438032691
2013,adm,brd,30.29130709634841
1999,adm,brd,7.477039119900272
2002,adm,brd,9.4595411798134
2017,adm,brd,27.240470950343255
2016,adm,brd,32.86314324683276
2015,adm,brd,33.18380323824173
1998,adm,brd,5.154252853926756
2004,adm,brd,6.038896306418935
2000,adm,brd,8.59650467575961
1997,adm,brd,4.007260663407507
2007,adm,brd,6.019824603561168
2010,adm,brd,13.977140239773991
2003,adm,brd,7.988244288923023
2011,adm,brd,20.17526732098553
2001,adm,brd,9.750997673795677
2008,soc,brd,0.0
2009,soc,brd,0.0
2005,soc,brd,0.0
2006,soc,brd,0.0
2012,soc,brd,0.0
2014,soc,brd,0.0
2013,soc,brd,0.0
1999,soc,brd,0.0
2002,soc,brd,0.0
2017,soc,brd,0.0
2016,soc,brd,0.0
2015,soc,brd,0.0
1998,soc,brd,0.0
2004,soc,brd,0.0
2000,soc,brd,0.0
1997,soc,brd,0.0
2007,soc,brd,0.0
2010,soc,brd,0.0
2003,soc,brd,0.0
2011,soc,brd,0.0
2001,soc,brd,0.0
2008,alt,brd,2.0379715085451253
2009,alt,brd,1.141773596030305
2005,alt,brd,1.7820664078074087
2006,alt,brd,1.5989779507351511
2012,alt,brd,0.6499258384523338
2014,alt,brd,2.5283026563182074
2013,alt,brd,1.048722361705816
1999,alt,brd,0.99301170410769
2002,alt,brd,1.4173047764347269
2017,alt,brd,2.5960279032770153
2016,alt,brd,1.8921539510935192
2015,alt,brd,3.441025398424925
1998,alt,brd,1.0528807865130172
2004,alt,brd,1.7589039610676385
2000,alt,brd,0.9867276431893769
1997,alt,brd,0.9886500958400709
2007,alt,brd,2.1038748035467165
2010,alt,brd,1.918259036274915
2003,alt,brd,1.6541452640988592
2011,alt,brd,1.613697502885834
2001,alt,brd,2.0370452311134306
2008,pmt,brd,0.2298548223496075
2009,pmt,brd,0.14438518530874667
2005,pmt,brd,0.196516975845735
2006,pmt,brd,0.24796728179134572
2012,pmt,brd,0.2711521132749113
2014,pmt,brd,0.24827964246080664
2013,pmt,brd,0.22776506146500106
1999,pmt,brd,0.22382084410349912
2002,pmt,brd,0.1395015521774827
2017,pmt,brd,0.28788043371047584
2016,pmt,brd,0.23272169918392366
2015,pmt,brd,0.22804402592487774
1998,pmt,brd,0.14293951279326952
2004,pmt,brd,0.16918572056041706
2000,pmt,brd,0.2942343264441191
1997,pmt,brd,0.08840378238789728
2007,pmt,brd,0.23495749283102113
2010,pmt,brd,0.20866062322709727
2003,pmt,brd,0.18692662874002552
2011,pmt,brd,0.2579390597618613
2001,pmt,brd,0.18965255811932194
2008,trk,brd,0.001040323732439665
2009,trk,brd,0.0010325482698845486
2005,trk,brd,0.001039563656990996
2006,trk,brd,0.0010401124573363098
2012,trk,brd,0.0020644413510372307
2014,trk,brd,0.002057012136156634
2013,trk,brd,0.002059596918416558
1999,trk,brd,0.0010429528534009204
2002,trk,brd,0.0020876704023068886
2017,trk,brd,0.004102407421156834
2016,trk,brd,0.003084896374751837
2015,trk,brd,0.0020569623586275056
1998,trk,brd,0.001039599971141221
2004,trk,brd,0.00104048650131606
2000,trk,brd,0.0020709080510065273
1997,trk,brd,0.001034753858602937
2007,trk,brd,0.0010425252228693348
2010,trk,brd,0.0010410795706125376
2003,trk,brd,0.001038773522525464
2011,trk,brd,0.0010388045427607213
2001,trk,brd,0.002073183728372259
2008,fdd,brd,0.0
2009,fdd,brd,0.0
2005,fdd,brd,0.0
2006,fdd,brd,0.0
2012,fdd,brd,0.0
2014,fdd,brd,0.0
2013,fdd,brd,0.0
1999,fdd,brd,0.0
2002,fdd,brd,0.0
2017,fdd,brd,0.0
2016,fdd,brd,0.0
2015,fdd,brd,0.0
1998,fdd,brd,0.0
2004,fdd,brd,0.0
2000,fdd,brd,0.0
1997,fdd,brd,0.0
2007,fdd,brd,0.0
2010,fdd,brd,0.0
2003,fdd,brd,0.0
2011,fdd,brd,0.0
2001,fdd,brd,0.0
2008,gmt,brd,0.0
2009,gmt,brd,0.0
2005,gmt,brd,0.0
2006,gmt,brd,0.0
2012,gmt,brd,0.0
2014,gmt,brd,0.0
2013,gmt,brd,0.0
1999,gmt,brd,0.0
2002,gmt,brd,0.0
2017,gmt,brd,0.0
2016,gmt,brd,0.0
2015,gmt,brd,0.0
1998,gmt,brd,0.0
2004,gmt,brd,0.0
2000,gmt,brd,0.0
1997,gmt,brd,0.0
2007,gmt,brd,0.0
2010,gmt,brd,0.0
2003,gmt,brd,0.0
2011,gmt,brd,0.0
2001,gmt,brd,0.0
2008,wtt,brd,0.0
2009,wtt,brd,0.0010196783634114361
2005,wtt,brd,0.0010188200098891038
2006,wtt,brd,0.0010214770262663322
2012,wtt,brd,0.0
2014,wtt,brd,0.0
2013,wtt,brd,0.0
1999,wtt,brd,0.0
2002,wtt,brd,0.0
2017,wtt,brd,0.0010089145222972034
2016,wtt,brd,0.0
2015,wtt,brd,0.0
1998,wtt,brd,0.0
2004,wtt,brd,0.0
2000,wtt,brd,0.0010130984984715577
1997,wtt,brd,0.0010138830374622505
2007,wtt,brd,0.0
2010,wtt,brd,0.0
2003,wtt,brd,0.0
2011,wtt,brd,0.0010191389817860495
2001,wtt,brd,0.0
2008,wpd,brd,0.7267378560900182
2009,wpd,brd,0.5813995060584055
2005,wpd,brd,0.8312141245245067
2006,wpd,brd,1.0196237370764814
2012,wpd,brd,0.8061687474222444
2014,wpd,brd,0.9494134787747578
2013,wpd,brd,0.7937853292146355
1999,wpd,brd,0.7454856933440037
2002,wpd,brd,0.827611840141499
2017,wpd,brd,1.2075277935878543
2016,wpd,brd,0.8588796963507624
2015,wpd,brd,0.9268307959215157
1998,wpd,brd,0.5863250290166209
2004,wpd,brd,0.9714824573011335
2000,wpd,brd,0.7542587818681113
1997,wpd,brd,0.5158665250234509
2007,wpd,brd,1.05545787818608
2010,wpd,brd,0.7701389176663351
2003,wpd,brd,0.8370642570942082
2011,wpd,brd,0.8737694643141513
2001,wpd,brd,0.7826681984596471
2008,wht,brd,2.4148094731288334
2009,wht,brd,2.388520559632344
2005,wht,brd,0.5763900867255854
2006,wht,brd,2.071716440718796
2012,wht,brd,1.8204531641534403
2014,wht,brd,2.0136527260381194
2013,wht,brd,1.9670788368767402
1999,wht,brd,0.48364842662812557
2002,wht,brd,0.318230078416788
2017,wht,brd,1.4443207414284303
2016,wht,brd,1.4675331928040283
2015,wht,brd,1.6698897437606826
1998,wht,brd,0.4985880813908265
2004,wht,brd,0.4681257253779687
2000,wht,brd,0.5081156401333725
1997,wht,brd,0.4497042677411396
2007,wht,brd,2.3140571681149606
2010,wht,brd,2.2607694397996725
2003,wht,brd,0.412916524681287
2011,wht,brd,2.2246219206828766
2001,wht,brd,0.43193114391620485
2008,wrh,brd,0.32949247111276064
2009,wrh,brd,0.4756029042016681
2005,wrh,brd,0.2591502907043968
2006,wrh,brd,0.30613032049318367
2012,wrh,brd,0.4772499904060458
2014,wrh,brd,0.5151939323511424
2013,wrh,brd,0.42139173167346833
1999,wrh,brd,0.21669773924499963
2002,wrh,brd,0.2725114222703076
2017,wrh,brd,0.5989538970899708
2016,wrh,brd,0.6005954740190532
2015,wrh,brd,0.5819491435174033
1998,wrh,brd,0.20967069999505272
2004,wrh,brd,0.2360194325111858
2000,wrh,brd,0.2411902090873759
1997,wrh,brd,0.1739248738893761
2007,wrh,brd,0.31165409280133477
2010,wrh,brd,0.4467403108083732
2003,wrh,brd,0.2724770540730379
2011,wrh,brd,0.49277946594217203
2001,wrh,brd,0.2733019471169379
2008,ott,brd,0.0
2009,ott,brd,0.0
2005,ott,brd,0.0
2006,ott,brd,0.0
2012,ott,brd,0.0
2014,ott,brd,0.0
2013,ott,brd,0.0
1999,ott,brd,0.0
2002,ott,brd,0.0
2017,ott,brd,0.0
2016,ott,brd,0.0
2015,ott,brd,0.0
1998,ott,brd,0.0
2004,ott,brd,0.0
2000,ott,brd,0.0
1997,ott,brd,0.0
2007,ott,brd,0.0
2010,ott,brd,0.0
2003,ott,brd,0.0
2011,ott,brd,0.0
2001,ott,brd,0.0
2008,che,brd,0.7373347898691958
2009,che,brd,0.6614929753651685
2005,che,brd,0.6559190531197112
2006,che,brd,0.6717601402524811
2012,che,brd,0.7384001559574401
2014,che,brd,0.7368908657799115
2013,che,brd,0.6958798394330046
1999,che,brd,0.5192395924276537
2002,che,brd,0.5076648860803059
2017,che,brd,0.8989479731726565
2016,che,brd,0.6923875984648129
2015,che,brd,0.6809344921026503
1998,che,brd,0.3387867143608033
2004,che,brd,0.548655189388255
2000,che,brd,0.6630096933766224
1997,che,brd,0.2385166039913035
2007,che,brd,0.6306965736517542
2010,che,brd,0.8271160332139015
2003,che,brd,0.6581359068310637
2011,che,brd,0.8767952218875601
2001,che,brd,0.5698728863632515
2008,air,brd,0.704722659074366
2009,air,brd,0.7194944712078502
2005,air,brd,0.6638990360843661
2006,air,brd,0.7890277321245286
2012,air,brd,1.157424001782956
2014,air,brd,1.2889202951348095
2013,air,brd,1.062547580562292
1999,air,brd,0.6554393551544382
2002,air,brd,0.6088114251307949
2017,air,brd,1.797870033185889
2016,air,brd,1.4862632090086638
2015,air,brd,1.481457623986815
1998,air,brd,0.6140672863090819
2004,air,brd,0.619215019665504
2000,air,brd,0.7209386822321479
1997,air,brd,0.5331590689517837
2007,air,brd,0.7892207180678492
2010,air,brd,0.8522323606605303
2003,air,brd,0.6591083475857545
2011,air,brd,1.208172543952194
2001,air,brd,0.6678397118064971
2008,mmf,brd,0.12319435014094361
2009,mmf,brd,0.13540134266802745
2005,mmf,brd,0.15491547187158553
2006,mmf,brd,0.15707902835496212
2012,mmf,brd,0.24662287376729466
2014,mmf,brd,0.27995174672371315
2013,mmf,brd,0.22516685746258072
1999,mmf,brd,0.2263957198370426
2002,mmf,brd,0.2559605025813384
2017,mmf,brd,0.3598830195881642
2016,mmf,brd,0.26935394737485313
2015,mmf,brd,0.28481457218883177
1998,mmf,brd,0.19996785139697953
2004,mmf,brd,0.18570497671686417
2000,mmf,brd,0.24150022102904492
1997,mmf,brd,0.18772253800188127
2007,mmf,brd,0.1439383313339329
2010,mmf,brd,0.16944971446437804
2003,mmf,brd,0.23147669358264664
2011,mmf,brd,0.22423197846761098
2001,mmf,brd,0.23378871238877497
2008,otr,brd,0.1392242254204885
2009,otr,brd,0.19987144043701302
2005,otr,brd,0.11034090910404741
2006,otr,brd,0.13469840355774365
2012,otr,brd,0.22937021661331308
2014,otr,brd,0.25162143945581245
2013,otr,brd,0.2118249739624162
1999,otr,brd,0.10991483051882103
2002,otr,brd,0.12125808239313879
2017,otr,brd,0.3279264867826962
2016,otr,brd,0.28802786607127834
2015,otr,brd,0.3065607273061087
1998,otr,brd,0.10579773678393943
2004,otr,brd,0.09513657052441868
2000,otr,brd,0.12162807913506696
1997,otr,brd,0.09657078361565158
2007,otr,brd,0.14303305191628768
2010,otr,brd,0.19821086454813544
2003,otr,brd,0.11334538584429621
2011,otr,brd,0.21594977171183619
2001,otr,brd,0.13864367878053893
2008,min,brd,0.16992756336939605
2009,min,brd,0.15240816266503893
2005,min,brd,0.13372255712758813
2006,min,brd,0.23768899464399632
2012,min,brd,0.1992629594296336
2014,min,brd,0.18944192105336036
2013,min,brd,0.16687194517154122
1999,min,brd,0.11912343766077332
2002,min,brd,0.08527318825132277
2017,min,brd,0.2526356253120795
2016,min,brd,0.20098042223469637
2015,min,brd,0.18635989613341283
1998,min,brd,0.0823320692938007
2004,min,brd,0.12157663482279675
2000,min,brd,0.16335058902094032
1997,min,brd,0.061050526398883996
2007,min,brd,0.21037613206335384
2010,min,brd,0.1682295448676024
2003,min,brd,0.10342898319218033
2011,min,brd,0.18724144779211613
2001,min,brd,0.17035804360606144
2008,ppd,bnk,1.8362054946145039
2009,ppd,bnk,1.667007139064138
2005,ppd,bnk,1.2903585177178938
2006,ppd,bnk,1.5257932868092434
2012,ppd,bnk,1.4064794455519125
2014,ppd,bnk,1.4404811017863197
2013,ppd,bnk,1.5900441502429443
1999,ppd,bnk,1.0140516772449828
2002,ppd,bnk,0.9209911919368751
2017,ppd,bnk,1.9371863872081216
2016,ppd,bnk,1.2487570526757281
2015,ppd,bnk,1.2116457356706913
1998,ppd,bnk,1.0451488953092594
2004,ppd,bnk,1.2137523062099054
2000,ppd,bnk,1.136240973067218
1997,ppd,bnk,1.135228513177126
2007,ppd,bnk,1.7543809908510115
2010,ppd,bnk,1.9190902274847639
2003,ppd,bnk,1.0652077096909696
2011,ppd,bnk,1.5785217621159766
2001,ppd,bnk,1.25930155160195
2008,res,bnk,7.336021016038212
2009,res,bnk,6.773589746910662
2005,res,bnk,5.907586135171679
2006,res,bnk,6.340433363781108
2012,res,bnk,6.413308728477981
2014,res,bnk,6.860385825853739
2013,res,bnk,7.236683282662128
1999,res,bnk,3.319702649645178
2002,res,bnk,4.24923842149786
2017,res,bnk,7.997286201050834
2016,res,bnk,7.3673520900623855
2015,res,bnk,6.679133941285647
1998,res,bnk,3.157501754752294
2004,res,bnk,6.755258606132323
2000,res,bnk,4.00288925722701
1997,res,bnk,3.186013816660254
2007,res,bnk,6.851160430845598
2010,res,bnk,6.821972254105718
2003,res,bnk,4.728004186331737
2011,res,bnk,5.996877960538752
2001,res,bnk,4.205964759135507
2008,com,bnk,7.418693215574471
2009,com,bnk,7.213957488836053
2005,com,bnk,5.611019714837729
2006,com,bnk,5.900796182282095
2012,com,bnk,7.289516638090092
2014,com,bnk,7.97865536517275
2013,com,bnk,8.246486628395125
1999,com,bnk,4.11180396138108
2002,com,bnk,4.780152785062758
2017,com,bnk,10.294096039135665
2016,com,bnk,8.911160059738624
2015,com,bnk,7.614720760472411
1998,com,bnk,3.428149514120443
2004,com,bnk,5.389324034752738
2000,com,bnk,5.067781969574752
1997,com,bnk,2.9092435341761713
2007,com,bnk,6.775704098800203
2010,com,bnk,7.806360750130868
2003,com,bnk,4.883955070426589
2011,com,bnk,7.179819032205166
2001,com,bnk,5.366408224039765
2008,amb,bnk,0.0
2009,amb,bnk,0.0
2005,amb,bnk,0.0
2006,amb,bnk,0.0
2012,amb,bnk,0.0
2014,amb,bnk,0.0
2013,amb,bnk,0.0
1999,amb,bnk,0.0
2002,amb,bnk,0.0
2017,amb,bnk,0.0
2016,amb,bnk,0.0
2015,amb,bnk,0.0
1998,amb,bnk,0.0
2004,amb,bnk,0.0
2000,amb,bnk,0.0
1997,amb,bnk,0.0
2007,amb,bnk,0.0
2010,amb,bnk,0.0
2003,amb,bnk,0.0
2011,amb,bnk,0.0
2001,amb,bnk,0.0
2008,fbp,bnk,0.0
2009,fbp,bnk,0.0
2005,fbp,bnk,0.0
2006,fbp,bnk,0.0
2012,fbp,bnk,0.0
2014,fbp,bnk,0.0
2013,fbp,bnk,0.0
1999,fbp,bnk,0.0
2002,fbp,bnk,0.0
2017,fbp,bnk,0.0
2016,fbp,bnk,0.0
2015,fbp,bnk,0.0
1998,fbp,bnk,0.0
2004,fbp,bnk,0.0
2000,fbp,bnk,0.0
1997,fbp,bnk,0.0
2007,fbp,bnk,0.0
2010,fbp,bnk,0.0
2003,fbp,bnk,0.0
2011,fbp,bnk,0.0
2001,fbp,bnk,0.0
2008,rec,bnk,0.5124976601228614
2009,rec,bnk,0.4313338960559137
2005,rec,bnk,0.37470888300028626
2006,rec,bnk,0.40907642632023117
2012,rec,bnk,0.2400372601420289
2014,rec,bnk,0.23294998357602997
2013,rec,bnk,0.26318829887027473
1999,rec,bnk,0.19254716827516397
2002,rec,bnk,0.3522539859813495
2017,rec,bnk,0.1677895051237969
2016,rec,bnk,0.13863489024390785
2015,rec,bnk,0.1656550301138042
1998,rec,bnk,0.1525484614883274
2004,rec,bnk,0.4893753512172598
2000,rec,bnk,0.24312241191688058
1997,rec,bnk,0.1344067055845083
2007,rec,bnk,0.6146680034557309
2010,rec,bnk,0.4147853370854822
2003,rec,bnk,0.3262662614771133
2011,rec,bnk,0.39714386130551965
2001,rec,bnk,0.32637895661530575
2008,con,bnk,5.514597236395157
2009,con,bnk,5.5401399516909615
2005,con,bnk,2.9766601608284002
2006,con,bnk,2.887184471451429
2012,con,bnk,3.301207029286271
2014,con,bnk,4.1131676699629525
2013,con,bnk,3.9566220659329834
1999,con,bnk,6.547776038163671
2002,con,bnk,5.651134583616531
2017,con,bnk,2.662990638191944
2016,con,bnk,2.730226369446417
2015,con,bnk,3.2527307148281537
1998,con,bnk,5.403188158709823
2004,con,bnk,3.628329672568774
2000,con,bnk,6.550986316764455
1997,con,bnk,6.143162793901922
2007,con,bnk,6.268161966119722
2010,con,bnk,3.466304073058655
2003,con,bnk,5.506343122010284
2011,con,bnk,2.843944056155296
2001,con,bnk,7.169004996154895
2008,agr,bnk,0.000999076371787118
2009,agr,bnk,0.000989212706993773
2005,agr,bnk,0.0010158047791887287
2006,agr,bnk,0.0010108976983701614
2012,agr,bnk,0.0009830767356191642
2014,agr,bnk,0.0020235594679061902
2013,agr,bnk,0.0020287249419197514
1999,agr,bnk,0.001012168187626823
2002,agr,bnk,0.0
2017,agr,bnk,0.005050962625815785
2016,agr,bnk,0.002017332395096398
2015,agr,bnk,0.0010157422573513653
1998,agr,bnk,0.0010148816335200385
2004,agr,bnk,0.0010158906587660883
2000,agr,bnk,0.0010064598939603358
1997,agr,bnk,0.0010136033368843167
2007,agr,bnk,0.0010130626589677444
2010,agr,bnk,0.0009908309884762816
2003,agr,bnk,0.0
2011,agr,bnk,0.0010058173562510124
2001,agr,bnk,0.0010123641237670426
2008,eec,bnk,0.20499070321927992
2009,eec,bnk,0.13446504778717663
2005,eec,bnk,0.16775749829481493
2006,eec,bnk,0.18291768670987082
2012,eec,bnk,0.12611252250029337
2014,eec,bnk,0.13421200001482736
2013,eec,bnk,0.1393028055870627
1999,eec,bnk,0.16036714016645567
2002,eec,bnk,0.12920864976319466
2017,eec,bnk,0.22041304184275304
2016,eec,bnk,0.13544265223109003
2015,eec,bnk,0.1151629713484453
1998,eec,bnk,0.1512216284970917
2004,eec,bnk,0.1738587195756109
2000,eec,bnk,0.18521233695172715
1997,eec,bnk,0.14708748498149826
2007,eec,bnk,0.20736462109834583
2010,eec,bnk,0.1310837298355483
2003,eec,bnk,0.1342580584758643
2011,eec,bnk,0.1256220751063745
2001,eec,bnk,0.17350601785404404
2008,fnd,bnk,0.0
2009,fnd,bnk,0.0
2005,fnd,bnk,0.0
2006,fnd,bnk,0.0
2012,fnd,bnk,0.0
2014,fnd,bnk,0.0
2013,fnd,bnk,0.0
1999,fnd,bnk,0.0
2002,fnd,bnk,0.0
2017,fnd,bnk,0.0
2016,fnd,bnk,0.0
2015,fnd,bnk,0.0
1998,fnd,bnk,0.0
2004,fnd,bnk,0.0
2000,fnd,bnk,0.0
1997,fnd,bnk,0.0
2007,fnd,bnk,0.0
2010,fnd,bnk,0.0
2003,fnd,bnk,0.0
2011,fnd,bnk,0.0
2001,fnd,bnk,0.0
2008,pub,bnk,0.40926432441414956
2009,pub,bnk,0.3039196624238702
2005,pub,bnk,0.35006061837332947
2006,pub,bnk,0.3259605367827584
2012,pub,bnk,0.29988843683669825
2014,pub,bnk,0.3442401888436782
2013,pub,bnk,0.35755036778632815
1999,pub,bnk,0.3016177083322961
2002,pub,bnk,0.3042586219111531
2017,pub,bnk,0.45880487854677243
2016,pub,bnk,0.38373003157469765
2015,pub,bnk,0.315991960445114
1998,pub,bnk,0.2832854456111853
2004,pub,bnk,0.3672831826566017
2000,pub,bnk,0.37972819421650106
1997,pub,bnk,0.2741833677907852
2007,pub,bnk,0.3610527597779093
2010,pub,bnk,0.3037541793847369
2003,pub,bnk,0.2863296706532765
2011,pub,bnk,0.2796290119797317
2001,pub,bnk,0.3435244259683032
2008,hou,bnk,0.0
2009,hou,bnk,0.0
2005,hou,bnk,0.0
2006,hou,bnk,0.0
2012,hou,bnk,0.0
2014,hou,bnk,0.0
2013,hou,bnk,0.0
1999,hou,bnk,0.0
2002,hou,bnk,0.0
2017,hou,bnk,0.0
2016,hou,bnk,0.0
2015,hou,bnk,0.0
1998,hou,bnk,0.0
2004,hou,bnk,0.0
2000,hou,bnk,0.0
1997,hou,bnk,0.0
2007,hou,bnk,0.0
2010,hou,bnk,0.0
2003,hou,bnk,0.0
2011,hou,bnk,0.0
2001,hou,bnk,0.0
2008,fbt,bnk,0.0
2009,fbt,bnk,0.0
2005,fbt,bnk,0.0
2006,fbt,bnk,0.0
2012,fbt,bnk,0.0
2014,fbt,bnk,0.0
2013,fbt,bnk,0.0
1999,fbt,bnk,0.0
2002,fbt,bnk,0.0
2017,fbt,bnk,0.0
2016,fbt,bnk,0.0
2015,fbt,bnk,0.0
