yr,i,m,value
1998,wht,trn,-9.974945446790357e-9
2004,wht,trn,-9.974946376046268e-9
2000,wht,trn,-9.990910813355029e-9
1997,wht,trn,-9.97494417831794e-9
2007,wht,trn,-9.974946228143003e-9
2010,wht,trn,-9.974945895680188e-9
2003,wht,trn,-9.990910960806837e-9
2011,wht,trn,-9.974945895974212e-9
2001,wht,trn,-9.990910973054975e-9
2008,wrh,trn,-9.974946625706578e-9
2009,wrh,trn,-9.974946088789045e-9
2005,wrh,trn,-9.974946824874235e-9
2006,wrh,trn,-9.974946782740764e-9
2012,wrh,trn,-9.99091071225524e-9
2014,wrh,trn,-9.990910607682423e-9
2013,wrh,trn,-9.990910555095423e-9
1999,wrh,trn,-9.974947086620724e-9
2002,wrh,trn,-9.990911336125975e-9
2017,wrh,trn,-9.990910671075935e-9
2016,wrh,trn,-9.974945283913952e-9
2015,wrh,trn,-9.974945274328043e-9
1998,wrh,trn,-9.974946332135228e-9
2004,wrh,trn,-9.974947122373602e-9
2000,wrh,trn,-9.990911115409236e-9
1997,wrh,trn,-9.974945139643381e-9
2007,wrh,trn,-9.974946991914423e-9
2010,wrh,trn,-9.97494664004929e-9
2003,wrh,trn,-9.990911240061387e-9
2011,wrh,trn,-9.97494665937697e-9
2001,wrh,trn,-9.99091118863111e-9
2008,ott,trn,-9.974945960019414e-9
2009,ott,trn,-9.97494564705813e-9
2005,ott,trn,-9.97494607158123e-9
2006,ott,trn,-9.974946000818872e-9
2012,ott,trn,-9.990910417902719e-9
2014,ott,trn,-9.990910296354474e-9
2013,ott,trn,-9.990910252495945e-9
1999,ott,trn,-9.974946085977136e-9
2002,ott,trn,-9.990911006934316e-9
2017,ott,trn,-9.990910312118042e-9
2016,ott,trn,-9.974944361296565e-9
2015,ott,trn,-9.97494435764754e-9
1998,ott,trn,-9.974945311365315e-9
2004,ott,trn,-9.974946291256024e-9
2000,ott,trn,-9.990910778774322e-9
1997,ott,trn,-9.97494403655574e-9
2007,ott,trn,-9.974946158761418e-9
2010,ott,trn,-9.974945845985851e-9
2003,ott,trn,-9.990910926838995e-9
2011,ott,trn,-9.974945861620956e-9
2001,ott,trn,-9.990910936122082e-9
2008,che,trn,-9.974946677991197e-9
2009,che,trn,-9.974946156960847e-9
2005,che,trn,-9.974946701227129e-9
2006,che,trn,-9.974946644344917e-9
2012,che,trn,-9.990910633442346e-9
2014,che,trn,-9.990910510226963e-9
2013,che,trn,-9.990910466170486e-9
1999,che,trn,-9.97494694380775e-9
2002,che,trn,-9.990911284123464e-9
2017,che,trn,-9.99091055725719e-9
2016,che,trn,-9.974944989927517e-9
2015,che,trn,-9.974944965777635e-9
1998,che,trn,-9.974946163307783e-9
2004,che,trn,-9.97494697949555e-9
2000,che,trn,-9.990911072830678e-9
1997,che,trn,-9.974944958705096e-9
2007,che,trn,-9.974946841943362e-9
2010,che,trn,-9.9749464932432e-9
2003,che,trn,-9.990911188576576e-9
2011,che,trn,-9.974946501444131e-9
2001,che,trn,-9.990911161838868e-9
2008,air,trn,3.81927684607868
2009,air,trn,2.6871760995746787
2005,air,trn,2.7889527983655102
2006,air,trn,3.094951486253571
2012,air,trn,4.009188176149602
2014,air,trn,3.1579136081976116
2013,air,trn,3.2020961167695043
1999,air,trn,2.4976785696536252
2002,air,trn,1.6243310991866298
2017,air,trn,3.2640495548076918
2016,air,trn,3.162560853920828
2015,air,trn,2.8778871702399664
1998,air,trn,2.3362415012490163
2004,air,trn,2.200359412024181
2000,air,trn,2.4278931098039798
1997,air,trn,6.1710949024763835
2007,air,trn,3.546307075015911
2010,air,trn,3.307705311132204
2003,air,trn,1.7186072603381317
2011,air,trn,3.966847357709852
2001,air,trn,1.6942448298452184
2008,mmf,trn,-9.974946447042937e-9
2009,mmf,trn,-9.974946309247485e-9
2005,mmf,trn,-9.974946541587014e-9
2006,mmf,trn,-9.974946501472275e-9
2012,mmf,trn,-9.99091060788952e-9
2014,mmf,trn,-9.990910488769254e-9
2013,mmf,trn,-9.990910446549893e-9
1999,mmf,trn,-9.974946769756448e-9
2002,mmf,trn,-9.990911220403468e-9
2017,mmf,trn,-9.99091052716956e-9
2016,mmf,trn,-9.974944948667107e-9
2015,mmf,trn,-9.974944934178667e-9
1998,mmf,trn,-9.974946021380534e-9
2004,mmf,trn,-9.974946815483557e-9
2000,mmf,trn,-9.990911009959678e-9
1997,mmf,trn,-9.974944807190812e-9
2007,mmf,trn,-9.974946716933763e-9
2010,mmf,trn,-9.974946369939038e-9
2003,mmf,trn,-9.990911133768318e-9
2011,mmf,trn,-9.97494636558232e-9
2001,mmf,trn,-9.990911165088055e-9
2008,otr,trn,2.2884966680191554
2009,otr,trn,1.7754804366306491
2005,otr,trn,1.8999648120894808
2006,otr,trn,1.9405973747189353
2012,otr,trn,2.6083190896877344
2014,otr,trn,2.715384941292776
2013,otr,trn,2.3188754635772395
1999,otr,trn,0.986329265350063
2002,otr,trn,1.656989029639142
2017,otr,trn,2.9758646622507
2016,otr,trn,2.698601654673319
2015,otr,trn,2.792368059511911
1998,otr,trn,0.6860754496516334
2004,otr,trn,1.7148340536715203
2000,otr,trn,1.304561932943694
1997,otr,trn,0.5886184577485288
2007,otr,trn,2.1802479748822665
2010,otr,trn,2.2565505456092287
2003,otr,trn,1.6055885649806012
2011,otr,trn,2.4738363872026032
2001,otr,trn,1.3485837809621244
2008,min,trn,-9.974946379399829e-9
2009,min,trn,-9.974946063955758e-9
2005,min,trn,-9.974946446108e-9
2006,min,trn,-9.974946452373944e-9
2012,min,trn,-9.990910088474379e-9
2014,min,trn,-9.990910521425177e-9
2013,min,trn,-9.99091023607048e-9
1999,min,trn,-9.97494666596011e-9
2002,min,trn,-9.990911160946093e-9
2017,min,trn,-9.990910532716096e-9
2016,min,trn,-9.97494498301314e-9
2015,min,trn,-9.97494491469477e-9
1998,min,trn,-9.974946037113817e-9
2004,min,trn,-9.97494671681852e-9
2000,min,trn,-9.990910964724131e-9
1997,min,trn,-9.974944676383523e-9
2007,min,trn,-9.974946746632608e-9
2010,min,trn,-9.974945918199802e-9
2003,min,trn,-9.990911080841623e-9
2011,min,trn,-9.974945267185307e-9
2001,min,trn,-9.990911037424245e-9
2008,ppd,trd,-9.974942655274609e-9
2009,ppd,trd,-9.974942401815756e-9
2005,ppd,trd,-9.974942721271293e-9
2006,ppd,trd,-9.974942735457959e-9
2012,ppd,trd,-9.990909701762877e-9
2014,ppd,trd,-9.990909757290848e-9
2013,ppd,trd,-9.990909725921788e-9
1999,ppd,trd,-9.974943567251637e-9
2002,ppd,trd,-9.990909864381706e-9
2017,ppd,trd,-9.990909903641612e-9
2016,ppd,trd,-9.974942919023768e-9
2015,ppd,trd,-9.974942752941013e-9
1998,ppd,trd,-9.974943556837514e-9
2004,ppd,trd,-9.974943053462988e-9
2000,ppd,trd,-9.990909963504419e-9
1997,ppd,trd,-9.97494369399128e-9
2007,ppd,trd,-9.974942847854167e-9
2010,ppd,trd,-9.974942549032368e-9
2003,ppd,trd,-9.990909874028427e-9
2011,ppd,trd,-9.97494266280418e-9
2001,ppd,trd,-9.990909799740806e-9
2008,res,trd,-9.974942421929278e-9
2009,res,trd,-9.974941889642939e-9
2005,res,trd,-9.974942629881878e-9
2006,res,trd,-9.97494267436793e-9
2012,res,trd,-9.990909687792206e-9
2014,res,trd,-9.990909698957068e-9
2013,res,trd,-9.990909689827279e-9
1999,res,trd,-9.974943067308821e-9
2002,res,trd,-9.990909775479325e-9
2017,res,trd,-9.990909769100757e-9
2016,res,trd,-9.974942773571639e-9
2015,res,trd,-9.974942754688747e-9
1998,res,trd,-9.974943021973684e-9
2004,res,trd,-9.974942757433861e-9
2000,res,trd,-9.990909780247525e-9
1997,res,trd,-9.974943095839287e-9
2007,res,trd,-9.97494279091234e-9
2010,res,trd,-9.974942646572533e-9
2003,res,trd,-9.990909748153015e-9
2011,res,trd,-9.974942648540058e-9
2001,res,trd,-9.990909624891862e-9
2008,com,trd,-9.974942375636986e-9
2009,com,trd,-9.974941956259157e-9
2005,com,trd,-9.974942706208449e-9
2006,com,trd,-9.974942754713694e-9
2012,com,trd,-9.990909705417155e-9
2014,com,trd,-9.99090971777662e-9
2013,com,trd,-9.990909710560644e-9
1999,com,trd,-9.974942784706847e-9
2002,com,trd,-9.990909804433798e-9
2017,com,trd,-9.990909783566981e-9
2016,com,trd,-9.974942824508298e-9
2015,com,trd,-9.974942804562377e-9
1998,com,trd,-9.974943093830619e-9
2004,com,trd,-9.974942844729689e-9
2000,com,trd,-9.990908980748477e-9
1997,com,trd,-9.974943180276016e-9
2007,com,trd,-9.97494284564192e-9
2010,com,trd,-9.974942710250834e-9
2003,com,trd,-9.990909776320416e-9
2011,com,trd,-9.974942680624518e-9
2001,com,trd,-9.990909491792627e-9
2008,amb,trd,-9.974942406125137e-9
2009,amb,trd,-9.974941757414933e-9
2005,amb,trd,-9.974942527698386e-9
2006,amb,trd,-9.974942582077057e-9
2012,amb,trd,-9.99090965366626e-9
2014,amb,trd,-9.990909668461705e-9
2013,amb,trd,-9.990909660730187e-9
1999,amb,trd,-9.974942979574052e-9
2002,amb,trd,-9.990909748544419e-9
2017,amb,trd,-9.990909738187873e-9
2016,amb,trd,-9.974942695504464e-9
2015,amb,trd,-9.974942686166839e-9
1998,amb,trd,-9.974942950141116e-9
2004,amb,trd,-9.974942654953104e-9
2000,amb,trd,-9.990909757323791e-9
1997,amb,trd,-9.974943024083772e-9
2007,amb,trd,-9.974942719478879e-9
2010,amb,trd,-9.974942552197993e-9
2003,amb,trd,-9.990909713497266e-9
2011,amb,trd,-9.974942569776137e-9
2001,amb,trd,-9.990909590523638e-9
2008,fbp,trd,-9.974942045201428e-9
2009,fbp,trd,-9.974941792058649e-9
2005,fbp,trd,-9.974942137556445e-9
2006,fbp,trd,-9.974942198676016e-9
2012,fbp,trd,-9.990909608380588e-9
2014,fbp,trd,-9.990909529101955e-9
2013,fbp,trd,-9.990909517542416e-9
1999,fbp,trd,-9.974942523588584e-9
2002,fbp,trd,-9.990909608143104e-9
2017,fbp,trd,-9.99090958906676e-9
2016,fbp,trd,-9.974942305036934e-9
2015,fbp,trd,-9.97494222722264e-9
1998,fbp,trd,-9.974942476249133e-9
2004,fbp,trd,-9.974942239095107e-9
2000,fbp,trd,-9.990909617585793e-9
1997,fbp,trd,-9.974942550872079e-9
2007,fbp,trd,-9.974942250233542e-9
2010,fbp,trd,-9.974942318680592e-9
2003,fbp,trd,-9.990909571595778e-9
2011,fbp,trd,-9.974942202919157e-9
2001,fbp,trd,-9.99090948110669e-9
2008,rec,trd,-9.974942455258308e-9
2009,rec,trd,-9.974941967928095e-9
2005,rec,trd,-9.974942660297794e-9
2006,rec,trd,-9.974942677584942e-9
2012,rec,trd,-9.99090973442947e-9
2014,rec,trd,-9.990909748499223e-9
2013,rec,trd,-9.99090974418883e-9
1999,rec,trd,-9.97494308956484e-9
2002,rec,trd,-9.990909781105816e-9
2017,rec,trd,-9.990909816337003e-9
2016,rec,trd,-9.97494291146089e-9
2015,rec,trd,-9.974942875490804e-9
1998,rec,trd,-9.97494303480427e-9
2004,rec,trd,-9.974942752263766e-9
2000,rec,trd,-9.99090978395367e-9
1997,rec,trd,-9.974943164256113e-9
2007,rec,trd,-9.97494282271541e-9
2010,rec,trd,-9.974942705768306e-9
2003,rec,trd,-9.990909755528993e-9
2011,rec,trd,-9.974942765564564e-9
2001,rec,trd,-9.990909620210468e-9
2008,con,trd,-9.974942486983603e-9
2009,con,trd,-9.974942027660527e-9
2005,con,trd,-9.974942565559233e-9
2006,con,trd,-9.97494261185729e-9
2012,con,trd,-9.99090968408408e-9
2014,con,trd,-9.99090969844533e-9
2013,con,trd,-9.99090968960524e-9
1999,con,trd,-9.974943143615027e-9
2002,con,trd,-9.990909767655861e-9
2017,con,trd,-9.990909766560356e-9
2016,con,trd,-9.974942768928242e-9
2015,con,trd,-9.974942748043459e-9
1998,con,trd,-9.974943125941938e-9
2004,con,trd,-9.974942697411543e-9
2000,con,trd,-9.990909805455595e-9
1997,con,trd,-9.974943220677203e-9
2007,con,trd,-9.974942740642245e-9
2010,con,trd,-9.974942624030444e-9
2003,con,trd,-9.990909732015163e-9
2011,con,trd,-9.974942640013411e-9
2001,con,trd,-9.990909638950283e-9
2008,agr,trd,-9.97494189880155e-9
2009,agr,trd,-9.974942018188828e-9
2005,agr,trd,-9.974942008356759e-9
2006,agr,trd,-9.974942151936093e-9
2012,agr,trd,-9.990909772510002e-9
2014,agr,trd,-9.99090952278001e-9
2013,agr,trd,-9.990909501156447e-9
1999,agr,trd,-9.974942481255123e-9
2002,agr,trd,-9.990909651247417e-9
2017,agr,trd,-9.990909592775915e-9
2016,agr,trd,-9.974942318507714e-9
2015,agr,trd,-9.974942119147522e-9
1998,agr,trd,-9.974942428660648e-9
2004,agr,trd,-9.974942118751028e-9
2000,agr,trd,-9.990909622948661e-9
1997,agr,trd,-9.974942563448687e-9
2007,agr,trd,-9.974942131333168e-9
2010,agr,trd,-9.974942607691746e-9
2003,agr,trd,-9.99090953575283e-9
2011,agr,trd,-9.97494216973449e-9
2001,agr,trd,-9.990909447299499e-9
2008,eec,trd,-9.974942394684967e-9
2009,eec,trd,-9.974942592806434e-9
2005,eec,trd,-9.974942266578186e-9
2006,eec,trd,-9.974942358893784e-9
2012,eec,trd,-9.9909096165642e-9
2014,eec,trd,-9.9909096272162e-9
2013,eec,trd,-9.99090962019573e-9
1999,eec,trd,-9.974942722583829e-9
2002,eec,trd,-9.990909652472904e-9
2017,eec,trd,-9.990909652774496e-9
2016,eec,trd,-9.974942473444999e-9
2015,eec,trd,-9.97494243533162e-9
1998,eec,trd,-9.974942755286587e-9
2004,eec,trd,-9.974942392648947e-9
2000,eec,trd,-9.990909665168434e-9
1997,eec,trd,-9.974942844306186e-9
2007,eec,trd,-9.974942503126898e-9
2010,eec,trd,-9.974942489995647e-9
2003,eec,trd,-9.990909628775202e-9
2011,eec,trd,-9.974942486212067e-9
2001,eec,trd,-9.990909668996079e-9
2008,fnd,trd,-9.974942534119928e-9
2009,fnd,trd,-9.974941873626198e-9
2005,fnd,trd,-9.974942699117734e-9
2006,fnd,trd,-9.974942736742875e-9
2012,fnd,trd,-9.990909672661629e-9
2014,fnd,trd,-9.990909681370122e-9
2013,fnd,trd,-9.990909677966459e-9
1999,fnd,trd,-9.974943282528869e-9
2002,fnd,trd,-9.990909859526934e-9
2017,fnd,trd,-9.990909757912322e-9
2016,fnd,trd,-9.974942720577717e-9
2015,fnd,trd,-9.974942699783327e-9
1998,fnd,trd,-9.974943263022221e-9
2004,fnd,trd,-9.97494286762361e-9
2000,fnd,trd,-9.990909864997266e-9
1997,fnd,trd,-9.974943328523198e-9
2007,fnd,trd,-9.974942902266528e-9
2010,fnd,trd,-9.974942686531352e-9
2003,fnd,trd,-9.990909791868794e-9
2011,fnd,trd,-9.974942668625244e-9
2001,fnd,trd,-9.990909696040894e-9
2008,pub,trd,-9.974942214338674e-9
2009,pub,trd,-9.974941895884008e-9
2005,pub,trd,-9.974942391849849e-9
2006,pub,trd,-9.974942441970046e-9
2012,pub,trd,-9.990909588161528e-9
2014,pub,trd,-9.990909598617163e-9
2013,pub,trd,-9.990909592839136e-9
1999,pub,trd,-9.9749426510393e-9
2002,pub,trd,-9.990909695778776e-9
2017,pub,trd,-9.990909654959517e-9
2016,pub,trd,-9.9749424877427e-9
2015,pub,trd,-9.974942463667501e-9
1998,pub,trd,-9.974942770384785e-9
2004,pub,trd,-9.974942515080316e-9
2000,pub,trd,-9.990909585356662e-9
1997,pub,trd,-9.97494283902351e-9
2007,pub,trd,-9.974942537885984e-9
2010,pub,trd,-9.974942380638387e-9
2003,pub,trd,-9.990909662080238e-9
2011,pub,trd,-9.974942368611012e-9
2001,pub,trd,-9.990909494896692e-9
2008,hou,trd,-9.974942465255817e-9
2009,hou,trd,-9.974941733962737e-9
2005,hou,trd,-9.974942572505157e-9
2006,hou,trd,-9.974942616178787e-9
2012,hou,trd,-9.99090966782973e-9
2014,hou,trd,-9.990909683021361e-9
2013,hou,trd,-9.9909096760677e-9
1999,hou,trd,-9.974943043854798e-9
2002,hou,trd,-9.99090976759744e-9
2017,hou,trd,-9.990909752815819e-9
2016,hou,trd,-9.974942735477608e-9
2015,hou,trd,-9.974942729938767e-9
1998,hou,trd,-9.974942996363408e-9
2004,hou,trd,-9.97494269365031e-9
2000,hou,trd,-9.990909786356102e-9
1997,hou,trd,-9.97494306857816e-9
2007,hou,trd,-9.974942770094218e-9
2010,hou,trd,-9.974942590426613e-9
2003,hou,trd,-9.9909097291595e-9
2011,hou,trd,-9.974942617051504e-9
2001,hou,trd,-9.990909612435368e-9
2008,fbt,trd,157.6158637580437
2009,fbt,trd,155.82772487013636
2005,fbt,trd,142.90825809515837
2006,fbt,trd,150.25328573083152
2012,fbt,trd,169.8359374201357
2014,fbt,trd,177.32339656753078
2013,fbt,trd,171.36239005713503
1999,fbt,trd,116.81551336507862
2002,fbt,trd,127.79540094321156
2017,fbt,trd,195.20307716781002
2016,fbt,trd,187.9423415678686
2015,fbt,trd,185.1508337336394
1998,fbt,trd,110.96014674679648
2004,fbt,trd,138.1995791847199
2000,fbt,trd,117.00651267457994
1997,fbt,trd,107.99749607514521
2007,fbt,trd,151.59855040069843
2010,fbt,trd,160.7475197496362
2003,fbt,trd,131.10909289267715
2011,fbt,trd,166.65798857988742
2001,fbt,trd,126.61374117022713
2008,ins,trd,-9.974942280848719e-9
2009,ins,trd,-9.97494189077966e-9
2005,ins,trd,-9.974942663157438e-9
2006,ins,trd,-9.974942717302337e-9
2012,ins,trd,-9.99090969819738e-9
2014,ins,trd,-9.990909716726466e-9
2013,ins,trd,-9.990909699060795e-9
1999,ins,trd,-9.974943111816197e-9
2002,ins,trd,-9.990909797607285e-9
2017,ins,trd,-9.990909788395127e-9
2016,ins,trd,-9.97494282867408e-9
2015,ins,trd,-9.974942807713611e-9
1998,ins,trd,-9.9749430608844e-9
2004,ins,trd,-9.974942798609038e-9
2000,ins,trd,-9.99090979961959e-9
1997,ins,trd,-9.97494313448573e-9
2007,ins,trd,-9.974942799726698e-9
2010,ins,trd,-9.974942702371358e-9
2003,ins,trd,-9.990909761802642e-9
2011,ins,trd,-9.974942635542512e-9
2001,ins,trd,-9.990909635771056e-9
2008,tex,trd,-9.97494214466359e-9
2009,tex,trd,-9.974942057838103e-9
2005,tex,trd,-9.97494201578844e-9
2006,tex,trd,-9.974942054086863e-9
2012,tex,trd,-9.990909479649091e-9
2014,tex,trd,-9.990909482002432e-9
2013,tex,trd,-9.990909478251131e-9
1999,tex,trd,-9.97494243123769e-9
2002,tex,trd,-9.99090956310331e-9
2017,tex,trd,-9.990909529553908e-9
2016,tex,trd,-9.974942139614796e-9
2015,tex,trd,-9.974942106973867e-9
1998,tex,trd,-9.974942412645565e-9
2004,tex,trd,-9.974942112113097e-9
2000,tex,trd,-9.990909585833302e-9
1997,tex,trd,-9.974942481267952e-9
2007,tex,trd,-9.974942113364408e-9
2010,tex,trd,-9.974942052618753e-9
2003,tex,trd,-9.990909519743586e-9
2011,tex,trd,-9.974942030836092e-9
2001,tex,trd,-9.990909499475403e-9
2008,leg,trd,-9.97494229576571e-9
2009,leg,trd,-9.974941871400892e-9
2005,leg,trd,-9.974942639442748e-9
2006,leg,trd,-9.974942696011653e-9
2012,leg,trd,-9.990909693061451e-9
2014,leg,trd,-9.990909707378695e-9
2013,leg,trd,-9.99090969997217e-9
1999,leg,trd,-9.974943069986744e-9
2002,leg,trd,-9.990909785868772e-9
2017,leg,trd,-9.990909778234523e-9
2016,leg,trd,-9.974942799919155e-9
2015,leg,trd,-9.974942785490685e-9
1998,leg,trd,-9.97494304996396e-9
2004,leg,trd,-9.974942772190084e-9
2000,leg,trd,-9.990909763367315e-9
1997,leg,trd,-9.974943122241884e-9
2007,leg,trd,-9.974942798033494e-9
2010,leg,trd,-9.97494266417842e-9
2003,leg,trd,-9.990909753370826e-9
2011,leg,trd,-9.974942624758075e-9
2001,leg,trd,-9.990909621714329e-9
2008,fen,trd,-9.974942163893495e-9
2009,fen,trd,-9.974942140737657e-9
2005,fen,trd,-9.974942729897573e-9
2006,fen,trd,-9.974942767139324e-9
2012,fen,trd,-9.990909180410792e-9
2014,fen,trd,-9.990909789472594e-9
2013,fen,trd,-9.990909029219562e-9
1999,fen,trd,-9.974943062835649e-9
2002,fen,trd,-9.990909800003247e-9
2017,fen,trd,-9.990909883075778e-9
2016,fen,trd,-9.974943073133349e-9
2015,fen,trd,-9.974943062203363e-9
1998,fen,trd,-9.974943129626595e-9
2004,fen,trd,-9.97494284917883e-9
2000,fen,trd,-9.990909761171877e-9
1997,fen,trd,-9.974943210091342e-9
2007,fen,trd,-9.97494282892574e-9
2010,fen,trd,-9.974942850513352e-9
2003,fen,trd,-9.990909780239272e-9
2011,fen,trd,-9.974942736632282e-9
2001,fen,trd,-9.990909645711312e-9
2008,uti,trd,-9.974942484429658e-9
2009,uti,trd,-9.974942016269258e-9
2005,uti,trd,-9.974942683981047e-9
2006,uti,trd,-9.974942725112952e-9
2012,uti,trd,-9.990909820582359e-9
2014,uti,trd,-9.990909820086044e-9
2013,uti,trd,-9.990909786430146e-9
1999,uti,trd,-9.974943067676657e-9
2002,uti,trd,-9.990909807694667e-9
2017,uti,trd,-9.99090990931315e-9
2016,uti,trd,-9.974943134793157e-9
2015,uti,trd,-9.974943082272282e-9
1998,uti,trd,-9.974943020808203e-9
2004,uti,trd,-9.974942794064132e-9
2000,uti,trd,-9.990909787043102e-9
1997,uti,trd,-9.97494310294679e-9
2007,uti,trd,-9.974942861755642e-9
2010,uti,trd,-9.974942752191737e-9
2003,uti,trd,-9.990909762684729e-9
2011,uti,trd,-9.97494282672339e-9
2001,uti,trd,-9.990909647395498e-9
2008,nmp,trd,-9.974942177516465e-9
2009,nmp,trd,-9.97494218357905e-9
2005,nmp,trd,-9.974942012218081e-9
2006,nmp,trd,-9.974942055862329e-9
2012,nmp,trd,-9.990909497278633e-9
2014,nmp,trd,-9.990909531759763e-9
2013,nmp,trd,-9.990909527874209e-9
1999,nmp,trd,-9.974942516980225e-9
2002,nmp,trd,-9.990909551061195e-9
2017,nmp,trd,-9.990909566350398e-9
2016,nmp,trd,-9.974942220486871e-9
2015,nmp,trd,-9.974942187171605e-9
1998,nmp,trd,-9.97494257288978e-9
2004,nmp,trd,-9.974942137218786e-9
2000,nmp,trd,-9.990909590807771e-9
1997,nmp,trd,-9.974942739143541e-9
2007,nmp,trd,-9.974942191781332e-9
2010,nmp,trd,-9.974942158684386e-9
2003,nmp,trd,-9.990909526989668e-9
2011,nmp,trd,-9.974942093354383e-9
2001,nmp,trd,-9.990909495611004e-9
2008,brd,trd,-9.974942807790195e-9
2009,brd,trd,-9.974942329285689e-9
2005,brd,trd,-9.974942993444284e-9
2006,brd,trd,-9.974943074314388e-9
2012,brd,trd,-9.990909829286417e-9
2014,brd,trd,-9.990909825126512e-9
2013,brd,trd,-9.990909833781781e-9
1999,brd,trd,-9.974943594814139e-9
2002,brd,trd,-9.990909919254167e-9
2017,brd,trd,-9.990909864069186e-9
2016,brd,trd,-9.974943047694564e-9
2015,brd,trd,-9.974943067755709e-9
1998,brd,trd,-9.974943641653082e-9
2004,brd,trd,-9.974943152163078e-9
2000,brd,trd,-9.990909908560961e-9
1997,brd,trd,-9.974943731178052e-9
2007,brd,trd,-9.974943216936968e-9
2010,brd,trd,-9.974943090244576e-9
2003,brd,trd,-9.990909891232449e-9
2011,brd,trd,-9.974943025396203e-9
2001,brd,trd,-9.990909769190858e-9
2008,bnk,trd,-9.974941751753248e-9
2009,bnk,trd,-9.97494206226693e-9
2005,bnk,trd,-9.974942798395761e-9
2006,bnk,trd,-9.974942875049702e-9
2012,bnk,trd,-9.990909756060585e-9
2014,bnk,trd,-9.990909768817851e-9
2013,bnk,trd,-9.990909770161308e-9
1999,bnk,trd,-9.974943161455918e-9
2002,bnk,trd,-9.990909825360968e-9
2017,bnk,trd,-9.99090985476056e-9
2016,bnk,trd,-9.974943003714407e-9
2015,bnk,trd,-9.974942948812092e-9
1998,bnk,trd,-9.974943168002383e-9
2004,bnk,trd,-9.974942928529482e-9
2000,bnk,trd,-9.990909771982581e-9
1997,bnk,trd,-9.974943227730729e-9
2007,bnk,trd,-9.974942781332067e-9
2010,bnk,trd,-9.974942803665217e-9
2003,bnk,trd,-9.990909798936703e-9
2011,bnk,trd,-9.974942585770864e-9
2001,bnk,trd,-9.990909673694129e-9
2008,ore,trd,-9.974942346694423e-9
2009,ore,trd,-9.974941979845524e-9
2005,ore,trd,-9.974942670905088e-9
2006,ore,trd,-9.974942735877602e-9
2012,ore,trd,-9.990909716424135e-9
2014,ore,trd,-9.990909727069209e-9
2013,ore,trd,-9.990909718262602e-9
1999,ore,trd,-9.9749431086565e-9
2002,ore,trd,-9.990909801450729e-9
2017,ore,trd,-9.990909795417655e-9
2016,ore,trd,-9.97494285556076e-9
2015,ore,trd,-9.974942826400176e-9
1998,ore,trd,-9.974943075196768e-9
2004,ore,trd,-9.974942824861904e-9
2000,ore,trd,-9.99090977631475e-9
1997,ore,trd,-9.974943131816081e-9
2007,ore,trd,-9.974942815516062e-9
2010,ore,trd,-9.974942711623671e-9
2003,ore,trd,-9.990909767803554e-9
2011,ore,trd,-9.974942683594075e-9
2001,ore,trd,-9.990909623565753e-9
2008,edu,trd,-9.974942449987118e-9
2009,edu,trd,-9.974941822002336e-9
2005,edu,trd,-9.974942602968313e-9
2006,edu,trd,-9.974942644470269e-9
2012,edu,trd,-9.990909674674773e-9
2014,edu,trd,-9.990909699939953e-9
2013,edu,trd,-9.990909688179653e-9
1999,edu,trd,-9.974943060477846e-9
2002,edu,trd,-9.990909785618647e-9
2017,edu,trd,-9.99090979342668e-9
2016,edu,trd,-9.974942786772482e-9
2015,edu,trd,-9.974942787709446e-9
1998,edu,trd,-9.97494302937516e-9
2004,edu,trd,-9.974942739499373e-9
2000,edu,trd,-9.990909777519212e-9
1997,edu,trd,-9.974943138749145e-9
2007,edu,trd,-9.974942772849959e-9
2010,edu,trd,-9.974942603215635e-9
2003,edu,trd,-9.990909750351163e-9
2011,edu,trd,-9.974942625657758e-9
2001,edu,trd,-9.990909622416291e-9
2008,ote,trd,-9.9749426306413e-9
2009,ote,trd,-9.974942216964981e-9
2005,ote,trd,-9.974942511780476e-9
2006,ote,trd,-9.974942554923127e-9
2012,ote,trd,-9.990909658912408e-9
2014,ote,trd,-9.990909672509517e-9
2013,ote,trd,-9.990909669204773e-9
1999,ote,trd,-9.974942983129195e-9
2002,ote,trd,-9.99090974478856e-9
2017,ote,trd,-9.990909727001413e-9
2016,ote,trd,-9.974943028735591e-9
2015,ote,trd,-9.974942644601746e-9
1998,ote,trd,-9.97494294459818e-9
2004,ote,trd,-9.974942864345965e-9
2000,ote,trd,-9.990910222272286e-9
1997,ote,trd,-9.974943039074546e-9
2007,ote,trd,-9.974942688689073e-9
2010,ote,trd,-9.974942597596096e-9
2003,ote,trd,-9.990909793813243e-9
2011,ote,trd,-9.974942579660027e-9
2001,ote,trd,-9.990909638718171e-9
2008,man,trd,-9.97494228171165e-9
2009,man,trd,-9.97494203265713e-9
2005,man,trd,-9.974942680212132e-9
2006,man,trd,-9.974942740837735e-9
2012,man,trd,-9.990909703386771e-9
2014,man,trd,-9.990909717340066e-9
2013,man,trd,-9.990909715316664e-9
1999,man,trd,-9.974943077121504e-9
2002,man,trd,-9.990909797146502e-9
2017,man,trd,-9.990909785882653e-9
2016,man,trd,-9.974942830473688e-9
2015,man,trd,-9.974942796850301e-9
1998,man,trd,-9.974943050567247e-9
2004,man,trd,-9.974942809866844e-9
2000,man,trd,-9.990909768738505e-9
