yr,m,i,value
2011,trn,man,0.0
2001,trn,man,0.0
2008,trd,man,0.0
2009,trd,man,0.0
2005,trd,man,0.0
2006,trd,man,0.0
2012,trd,man,0.0
2014,trd,man,0.0
2013,trd,man,0.0
1999,trd,man,0.0
2002,trd,man,0.0
2017,trd,man,0.0
2016,trd,man,0.0
2015,trd,man,0.0
1998,trd,man,0.0
2004,trd,man,0.0
2000,trd,man,0.0
1997,trd,man,0.0
2007,trd,man,0.0
2010,trd,man,0.0
2003,trd,man,0.0
2011,trd,man,0.0
2001,trd,man,0.0
2008,trn,mch,0.0
2009,trn,mch,0.0
2005,trn,mch,0.0
2006,trn,mch,0.0
2012,trn,mch,0.0
2014,trn,mch,0.0
2013,trn,mch,0.0
1999,trn,mch,0.0
2002,trn,mch,0.0
2017,trn,mch,0.0
2016,trn,mch,0.0
2015,trn,mch,0.0
1998,trn,mch,0.0
2004,trn,mch,0.0
2000,trn,mch,0.0
1997,trn,mch,0.0
2007,trn,mch,0.0
2010,trn,mch,0.0
2003,trn,mch,0.0
2011,trn,mch,0.0
2001,trn,mch,0.0
2008,trd,mch,0.0
2009,trd,mch,0.0
2005,trd,mch,0.0
2006,trd,mch,0.0
2012,trd,mch,0.0
2014,trd,mch,0.0
2013,trd,mch,0.0
1999,trd,mch,0.0
2002,trd,mch,0.0
2017,trd,mch,0.0
2016,trd,mch,0.0
2015,trd,mch,0.0
1998,trd,mch,0.0
2004,trd,mch,0.0
2000,trd,mch,0.0
1997,trd,mch,0.0
2007,trd,mch,0.0
2010,trd,mch,0.0
2003,trd,mch,0.0
2011,trd,mch,0.0
2001,trd,mch,0.0
2008,trn,dat,0.0
2009,trn,dat,0.0
2005,trn,dat,0.0
2006,trn,dat,0.0
2012,trn,dat,0.0
2014,trn,dat,0.0
2013,trn,dat,0.0
1999,trn,dat,0.0
2002,trn,dat,0.0
2017,trn,dat,0.0
2016,trn,dat,0.0
2015,trn,dat,0.0
1998,trn,dat,0.0
2004,trn,dat,0.0
2000,trn,dat,0.0
1997,trn,dat,0.0
2007,trn,dat,0.0
2010,trn,dat,0.0
2003,trn,dat,0.0
2011,trn,dat,0.0
2001,trn,dat,0.0
2008,trd,dat,0.0
2009,trd,dat,0.0
2005,trd,dat,0.0
2006,trd,dat,0.0
2012,trd,dat,0.0
2014,trd,dat,0.0
2013,trd,dat,0.0
1999,trd,dat,0.0
2002,trd,dat,0.0
2017,trd,dat,0.0
2016,trd,dat,0.0
2015,trd,dat,0.0
1998,trd,dat,0.0
2004,trd,dat,0.0
2000,trd,dat,0.0
1997,trd,dat,0.0
2007,trd,dat,0.0
2010,trd,dat,0.0
2003,trd,dat,0.0
2011,trd,dat,0.0
2001,trd,dat,0.0
2008,trn,amd,0.0
2009,trn,amd,0.0
2005,trn,amd,0.0
2006,trn,amd,0.0
2012,trn,amd,0.0
2014,trn,amd,0.0
2013,trn,amd,0.0
1999,trn,amd,0.0
2002,trn,amd,0.0
2017,trn,amd,0.0
2016,trn,amd,0.0
2015,trn,amd,0.0
1998,trn,amd,0.0
2004,trn,amd,0.0
2000,trn,amd,0.0
1997,trn,amd,0.0
2007,trn,amd,0.0
2010,trn,amd,0.0
2003,trn,amd,0.0
2011,trn,amd,0.0
2001,trn,amd,0.0
2008,trd,amd,0.0
2009,trd,amd,0.0
2005,trd,amd,0.0
2006,trd,amd,0.0
2012,trd,amd,0.0
2014,trd,amd,0.0
2013,trd,amd,0.0
1999,trd,amd,0.0
2002,trd,amd,0.0
2017,trd,amd,0.0
2016,trd,amd,0.0
2015,trd,amd,0.0
1998,trd,amd,0.0
2004,trd,amd,0.0
2000,trd,amd,0.0
1997,trd,amd,0.0
2007,trd,amd,0.0
2010,trd,amd,0.0
2003,trd,amd,0.0
2011,trd,amd,0.0
2001,trd,amd,0.0
2008,trn,oil,0.0
2009,trn,oil,0.0
2005,trn,oil,0.0
2006,trn,oil,0.0
2012,trn,oil,0.0
2014,trn,oil,0.0
2013,trn,oil,0.0
1999,trn,oil,0.0
2002,trn,oil,0.0
2017,trn,oil,0.0
2016,trn,oil,0.0
2015,trn,oil,0.0
1998,trn,oil,0.0
2004,trn,oil,0.0
2000,trn,oil,0.0
1997,trn,oil,0.0
2007,trn,oil,0.0
2010,trn,oil,0.0
2003,trn,oil,0.0
2011,trn,oil,0.0
2001,trn,oil,0.0
2008,trd,oil,0.0
2009,trd,oil,0.0
2005,trd,oil,0.0
2006,trd,oil,0.0
2012,trd,oil,0.0
2014,trd,oil,0.0
2013,trd,oil,0.0
1999,trd,oil,0.0
2002,trd,oil,0.0
2017,trd,oil,0.0
2016,trd,oil,0.0
2015,trd,oil,0.0
1998,trd,oil,0.0
2004,trd,oil,0.0
2000,trd,oil,0.0
1997,trd,oil,0.0
2007,trd,oil,0.0
2010,trd,oil,0.0
2003,trd,oil,0.0
2011,trd,oil,0.0
2001,trd,oil,0.0
2008,trn,hos,0.0
2009,trn,hos,0.0
2005,trn,hos,0.0
2006,trn,hos,0.0
2012,trn,hos,0.0
2014,trn,hos,0.0
2013,trn,hos,0.0
1999,trn,hos,0.0
2002,trn,hos,0.0
2017,trn,hos,0.0
2016,trn,hos,0.0
2015,trn,hos,0.0
1998,trn,hos,0.0
2004,trn,hos,0.0
2000,trn,hos,0.0
1997,trn,hos,0.0
2007,trn,hos,0.0
2010,trn,hos,0.0
2003,trn,hos,0.0
2011,trn,hos,0.0
2001,trn,hos,0.0
2008,trd,hos,0.0
2009,trd,hos,0.0
2005,trd,hos,0.0
2006,trd,hos,0.0
2012,trd,hos,0.0
2014,trd,hos,0.0
2013,trd,hos,0.0
1999,trd,hos,0.0
2002,trd,hos,0.0
2017,trd,hos,0.0
2016,trd,hos,0.0
2015,trd,hos,0.0
1998,trd,hos,0.0
2004,trd,hos,0.0
2000,trd,hos,0.0
1997,trd,hos,0.0
2007,trd,hos,0.0
2010,trd,hos,0.0
2003,trd,hos,0.0
2011,trd,hos,0.0
2001,trd,hos,0.0
2008,trn,rnt,0.0
2009,trn,rnt,0.0
2005,trn,rnt,0.0
2006,trn,rnt,0.0
2012,trn,rnt,0.0
2014,trn,rnt,0.0
2013,trn,rnt,0.0
1999,trn,rnt,0.0
2002,trn,rnt,0.0
2017,trn,rnt,0.0
2016,trn,rnt,0.0
2015,trn,rnt,0.0
1998,trn,rnt,0.0
2004,trn,rnt,0.0
2000,trn,rnt,0.0
1997,trn,rnt,0.0
2007,trn,rnt,0.0
2010,trn,rnt,0.0
2003,trn,rnt,0.0
2011,trn,rnt,0.0
2001,trn,rnt,0.0
2008,trd,rnt,0.0
2009,trd,rnt,0.0
2005,trd,rnt,0.0
2006,trd,rnt,0.0
2012,trd,rnt,0.0
2014,trd,rnt,0.0
2013,trd,rnt,0.0
1999,trd,rnt,0.0
2002,trd,rnt,0.0
2017,trd,rnt,0.0
2016,trd,rnt,0.0
2015,trd,rnt,0.0
1998,trd,rnt,0.0
2004,trd,rnt,0.0
2000,trd,rnt,0.0
1997,trd,rnt,0.0
2007,trd,rnt,0.0
2010,trd,rnt,0.0
2003,trd,rnt,0.0
2011,trd,rnt,0.0
2001,trd,rnt,0.0
2008,trn,pla,0.0
2009,trn,pla,0.0
2005,trn,pla,0.0
2006,trn,pla,0.0
2012,trn,pla,0.0
2014,trn,pla,0.0
2013,trn,pla,0.0
1999,trn,pla,0.0
2002,trn,pla,0.0
2017,trn,pla,0.0
2016,trn,pla,0.0
2015,trn,pla,0.0
1998,trn,pla,0.0
2004,trn,pla,0.0
2000,trn,pla,0.0
1997,trn,pla,0.0
2007,trn,pla,0.0
2010,trn,pla,0.0
2003,trn,pla,0.0
2011,trn,pla,0.0
2001,trn,pla,0.0
2008,trd,pla,0.0
2009,trd,pla,0.0
2005,trd,pla,0.0
2006,trd,pla,0.0
2012,trd,pla,0.0
2014,trd,pla,0.0
2013,trd,pla,0.0
1999,trd,pla,0.0
2002,trd,pla,0.0
2017,trd,pla,0.0
2016,trd,pla,0.0
2015,trd,pla,0.0
1998,trd,pla,0.0
2004,trd,pla,0.0
2000,trd,pla,0.0
1997,trd,pla,0.0
2007,trd,pla,0.0
2010,trd,pla,0.0
2003,trd,pla,0.0
2011,trd,pla,0.0
2001,trd,pla,0.0
2008,trn,fof,0.0
2009,trn,fof,0.0
2005,trn,fof,0.0
2006,trn,fof,0.0
2012,trn,fof,0.0
2014,trn,fof,0.0
2013,trn,fof,0.0
1999,trn,fof,0.0
2002,trn,fof,0.0
2017,trn,fof,0.0
2016,trn,fof,0.0
2015,trn,fof,0.0
1998,trn,fof,0.0
2004,trn,fof,0.0
2000,trn,fof,0.0
1997,trn,fof,0.0
2007,trn,fof,0.0
2010,trn,fof,0.0
2003,trn,fof,0.0
2011,trn,fof,0.0
2001,trn,fof,0.0
2008,trd,fof,0.0
2009,trd,fof,0.0
2005,trd,fof,0.0
2006,trd,fof,0.0
2012,trd,fof,0.0
2014,trd,fof,0.0
2013,trd,fof,0.0
1999,trd,fof,0.0
2002,trd,fof,0.0
2017,trd,fof,0.0
2016,trd,fof,0.0
2015,trd,fof,0.0
1998,trd,fof,0.0
2004,trd,fof,0.0
2000,trd,fof,0.0
1997,trd,fof,0.0
2007,trd,fof,0.0
2010,trd,fof,0.0
2003,trd,fof,0.0
2011,trd,fof,0.0
2001,trd,fof,0.0
2008,trn,fin,0.0
2009,trn,fin,0.0
2005,trn,fin,0.0
2006,trn,fin,0.0
2012,trn,fin,0.0
2014,trn,fin,0.0
2013,trn,fin,0.0
1999,trn,fin,0.0
2002,trn,fin,0.0
2017,trn,fin,0.0
2016,trn,fin,0.0
2015,trn,fin,0.0
1998,trn,fin,0.0
2004,trn,fin,0.0
2000,trn,fin,0.0
1997,trn,fin,0.0
2007,trn,fin,0.0
2010,trn,fin,0.0
2003,trn,fin,0.0
2011,trn,fin,0.0
2001,trn,fin,0.0
2008,trd,fin,0.0
2009,trd,fin,0.0
2005,trd,fin,0.0
2006,trd,fin,0.0
2012,trd,fin,0.0
2014,trd,fin,0.0
2013,trd,fin,0.0
1999,trd,fin,0.0
2002,trd,fin,0.0
2017,trd,fin,0.0
2016,trd,fin,0.0
2015,trd,fin,0.0
1998,trd,fin,0.0
2004,trd,fin,0.0
2000,trd,fin,0.0
1997,trd,fin,0.0
2007,trd,fin,0.0
2010,trd,fin,0.0
2003,trd,fin,0.0
2011,trd,fin,0.0
2001,trd,fin,0.0
2008,trn,tsv,0.0
2009,trn,tsv,0.0
2005,trn,tsv,0.0
2006,trn,tsv,0.0
2012,trn,tsv,0.0
2014,trn,tsv,0.0
2013,trn,tsv,0.0
1999,trn,tsv,0.0
2002,trn,tsv,0.0
2017,trn,tsv,0.0
2016,trn,tsv,0.0
2015,trn,tsv,0.0
1998,trn,tsv,0.0
2004,trn,tsv,0.0
2000,trn,tsv,0.0
1997,trn,tsv,0.0
2007,trn,tsv,0.0
2010,trn,tsv,0.0
2003,trn,tsv,0.0
2011,trn,tsv,0.0
2001,trn,tsv,0.0
2008,trd,tsv,0.0
2009,trd,tsv,0.0
2005,trd,tsv,0.0
2006,trd,tsv,0.0
2012,trd,tsv,0.0
2014,trd,tsv,0.0
2013,trd,tsv,0.0
1999,trd,tsv,0.0
2002,trd,tsv,0.0
2017,trd,tsv,0.0
2016,trd,tsv,0.0
2015,trd,tsv,0.0
1998,trd,tsv,0.0
2004,trd,tsv,0.0
2000,trd,tsv,0.0
1997,trd,tsv,0.0
2007,trd,tsv,0.0
2010,trd,tsv,0.0
2003,trd,tsv,0.0
2011,trd,tsv,0.0
2001,trd,tsv,0.0
2008,trn,nrs,0.0
2009,trn,nrs,0.0
2005,trn,nrs,0.0
2006,trn,nrs,0.0
2012,trn,nrs,0.0
2014,trn,nrs,0.0
2013,trn,nrs,0.0
1999,trn,nrs,0.0
2002,trn,nrs,0.0
2017,trn,nrs,0.0
2016,trn,nrs,0.0
2015,trn,nrs,0.0
1998,trn,nrs,0.0
2004,trn,nrs,0.0
2000,trn,nrs,0.0
1997,trn,nrs,0.0
2007,trn,nrs,0.0
2010,trn,nrs,0.0
2003,trn,nrs,0.0
2011,trn,nrs,0.0
2001,trn,nrs,0.0
2008,trd,nrs,0.0
2009,trd,nrs,0.0
2005,trd,nrs,0.0
2006,trd,nrs,0.0
2012,trd,nrs,0.0
2014,trd,nrs,0.0
2013,trd,nrs,0.0
1999,trd,nrs,0.0
2002,trd,nrs,0.0
2017,trd,nrs,0.0
2016,trd,nrs,0.0
2015,trd,nrs,0.0
1998,trd,nrs,0.0
2004,trd,nrs,0.0
2000,trd,nrs,0.0
1997,trd,nrs,0.0
2007,trd,nrs,0.0
2010,trd,nrs,0.0
2003,trd,nrs,0.0
2011,trd,nrs,0.0
2001,trd,nrs,0.0
2008,trn,sec,0.0
2009,trn,sec,0.0
2005,trn,sec,0.0
2006,trn,sec,0.0
2012,trn,sec,0.0
2014,trn,sec,0.0
2013,trn,sec,0.0
1999,trn,sec,0.0
2002,trn,sec,0.0
2017,trn,sec,0.0
2016,trn,sec,0.0
2015,trn,sec,0.0
1998,trn,sec,0.0
2004,trn,sec,0.0
2000,trn,sec,0.0
1997,trn,sec,0.0
2007,trn,sec,0.0
2010,trn,sec,0.0
2003,trn,sec,0.0
2011,trn,sec,0.0
2001,trn,sec,0.0
2008,trd,sec,0.0
2009,trd,sec,0.0
2005,trd,sec,0.0
2006,trd,sec,0.0
2012,trd,sec,0.0
2014,trd,sec,0.0
2013,trd,sec,0.0
1999,trd,sec,0.0
2002,trd,sec,0.0
2017,trd,sec,0.0
2016,trd,sec,0.0
2015,trd,sec,0.0
1998,trd,sec,0.0
2004,trd,sec,0.0
2000,trd,sec,0.0
1997,trd,sec,0.0
2007,trd,sec,0.0
2010,trd,sec,0.0
2003,trd,sec,0.0
2011,trd,sec,0.0
2001,trd,sec,0.0
2008,trn,art,0.0
2009,trn,art,0.0
2005,trn,art,0.0
2006,trn,art,0.0
2012,trn,art,0.0
2014,trn,art,0.0
2013,trn,art,0.0
1999,trn,art,0.0
2002,trn,art,0.0
2017,trn,art,0.0
2016,trn,art,0.0
2015,trn,art,0.0
1998,trn,art,0.0
2004,trn,art,0.0
2000,trn,art,0.0
1997,trn,art,0.0
2007,trn,art,0.0
2010,trn,art,0.0
2003,trn,art,0.0
2011,trn,art,0.0
2001,trn,art,0.0
2008,trd,art,0.0
2009,trd,art,0.0
2005,trd,art,0.0
2006,trd,art,0.0
2012,trd,art,0.0
2014,trd,art,0.0
2013,trd,art,0.0
1999,trd,art,0.0
2002,trd,art,0.0
2017,trd,art,0.0
2016,trd,art,0.0
2015,trd,art,0.0
1998,trd,art,0.0
2004,trd,art,0.0
2000,trd,art,0.0
1997,trd,art,0.0
2007,trd,art,0.0
2010,trd,art,0.0
2003,trd,art,0.0
2011,trd,art,0.0
2001,trd,art,0.0
2008,trn,mov,0.0
2009,trn,mov,0.0
2005,trn,mov,0.0
2006,trn,mov,0.0
2012,trn,mov,0.0
2014,trn,mov,0.0
2013,trn,mov,0.0
1999,trn,mov,0.0
2002,trn,mov,0.0
2017,trn,mov,0.0
2016,trn,mov,0.0
2015,trn,mov,0.0
1998,trn,mov,0.0
2004,trn,mov,0.0
2000,trn,mov,0.0
1997,trn,mov,0.0
2007,trn,mov,0.0
2010,trn,mov,0.0
2003,trn,mov,0.0
2011,trn,mov,0.0
2001,trn,mov,0.0
2008,trd,mov,0.0
2009,trd,mov,0.0
2005,trd,mov,0.0
2006,trd,mov,0.0
2012,trd,mov,0.0
2014,trd,mov,0.0
2013,trd,mov,0.0
1999,trd,mov,0.0
2002,trd,mov,0.0
2017,trd,mov,0.0
2016,trd,mov,0.0
2015,trd,mov,0.0
1998,trd,mov,0.0
2004,trd,mov,0.0
2000,trd,mov,0.0
1997,trd,mov,0.0
2007,trd,mov,0.0
2010,trd,mov,0.0
2003,trd,mov,0.0
2011,trd,mov,0.0
2001,trd,mov,0.0
2008,trn,fpd,0.0
2009,trn,fpd,0.0
2005,trn,fpd,0.0
2006,trn,fpd,0.0
2012,trn,fpd,0.0
2014,trn,fpd,0.0
2013,trn,fpd,0.0
1999,trn,fpd,0.0
2002,trn,fpd,0.0
2017,trn,fpd,0.0
2016,trn,fpd,0.0
2015,trn,fpd,0.0
1998,trn,fpd,0.0
2004,trn,fpd,0.0
2000,trn,fpd,0.0
1997,trn,fpd,0.0
2007,trn,fpd,0.0
2010,trn,fpd,0.0
2003,trn,fpd,0.0
2011,trn,fpd,0.0
2001,trn,fpd,0.0
2008,trd,fpd,0.0
2009,trd,fpd,0.0
2005,trd,fpd,0.0
2006,trd,fpd,0.0
2012,trd,fpd,0.0
2014,trd,fpd,0.0
2013,trd,fpd,0.0
1999,trd,fpd,0.0
2002,trd,fpd,0.0
2017,trd,fpd,0.0
2016,trd,fpd,0.0
2015,trd,fpd,0.0
1998,trd,fpd,0.0
2004,trd,fpd,0.0
2000,trd,fpd,0.0
1997,trd,fpd,0.0
2007,trd,fpd,0.0
2010,trd,fpd,0.0
2003,trd,fpd,0.0
2011,trd,fpd,0.0
2001,trd,fpd,0.0
2008,trn,slg,0.0
2009,trn,slg,0.0
2005,trn,slg,0.0
2006,trn,slg,0.0
2012,trn,slg,0.0
2014,trn,slg,0.0
2013,trn,slg,0.0
1999,trn,slg,0.0
2002,trn,slg,0.0
2017,trn,slg,0.0
2016,trn,slg,0.0
2015,trn,slg,0.0
1998,trn,slg,0.0
2004,trn,slg,0.0
2000,trn,slg,0.0
1997,trn,slg,0.0
2007,trn,slg,0.0
2010,trn,slg,0.0
2003,trn,slg,0.0
2011,trn,slg,0.0
2001,trn,slg,0.0
2008,trd,slg,0.0
2009,trd,slg,0.0
2005,trd,slg,0.0
2006,trd,slg,0.0
2012,trd,slg,0.0
2014,trd,slg,0.0
2013,trd,slg,0.0
1999,trd,slg,0.0
2002,trd,slg,0.0
2017,trd,slg,0.0
2016,trd,slg,0.0
2015,trd,slg,0.0
1998,trd,slg,0.0
2004,trd,slg,0.0
2000,trd,slg,0.0
1997,trd,slg,0.0
2007,trd,slg,0.0
2010,trd,slg,0.0
2003,trd,slg,0.0
2011,trd,slg,0.0
2001,trd,slg,0.0
2008,trn,pri,0.0
2009,trn,pri,0.0
2005,trn,pri,0.0
2006,trn,pri,0.0
2012,trn,pri,0.0
2014,trn,pri,0.0
2013,trn,pri,0.0
1999,trn,pri,0.0
2002,trn,pri,0.0
2017,trn,pri,0.0
2016,trn,pri,0.0
2015,trn,pri,0.0
1998,trn,pri,0.0
2004,trn,pri,0.0
2000,trn,pri,0.0
1997,trn,pri,0.0
2007,trn,pri,0.0
2010,trn,pri,0.0
2003,trn,pri,0.0
2011,trn,pri,0.0
2001,trn,pri,0.0
2008,trd,pri,0.0
2009,trd,pri,0.0
2005,trd,pri,0.0
2006,trd,pri,0.0
2012,trd,pri,0.0
2014,trd,pri,0.0
2013,trd,pri,0.0
1999,trd,pri,0.0
2002,trd,pri,0.0
2017,trd,pri,0.0
2016,trd,pri,0.0
2015,trd,pri,0.0
1998,trd,pri,0.0
2004,trd,pri,0.0
2000,trd,pri,0.0
1997,trd,pri,0.0
2007,trd,pri,0.0
2010,trd,pri,0.0
2003,trd,pri,0.0
2011,trd,pri,0.0
2001,trd,pri,0.0
2008,trn,grd,0.0
2009,trn,grd,0.0
2005,trn,grd,0.0
2006,trn,grd,0.0
2012,trn,grd,0.0
2014,trn,grd,0.0
2013,trn,grd,0.0
1999,trn,grd,0.0
2002,trn,grd,0.0
2017,trn,grd,0.0
2016,trn,grd,0.0
2015,trn,grd,0.0
1998,trn,grd,0.0
2004,trn,grd,0.0
2000,trn,grd,0.0
1997,trn,grd,0.0
2007,trn,grd,0.0
2010,trn,grd,0.0
2003,trn,grd,0.0
2011,trn,grd,0.0
2001,trn,grd,0.0
2008,trd,grd,0.0
2009,trd,grd,0.0
2005,trd,grd,0.0
2006,trd,grd,0.0
2012,trd,grd,0.0
2014,trd,grd,0.0
2013,trd,grd,0.0
1999,trd,grd,0.0
2002,trd,grd,0.0
2017,trd,grd,0.0
2016,trd,grd,0.0
2015,trd,grd,0.0
1998,trd,grd,0.0
2004,trd,grd,0.0
2000,trd,grd,0.0
1997,trd,grd,0.0
2007,trd,grd,0.0
2010,trd,grd,0.0
2003,trd,grd,0.0
2011,trd,grd,0.0
2001,trd,grd,0.0
2008,trn,pip,0.0
2009,trn,pip,0.0
2005,trn,pip,0.0
2006,trn,pip,0.0
2012,trn,pip,0.0
2014,trn,pip,0.0
2013,trn,pip,0.0
1999,trn,pip,0.0
2002,trn,pip,0.0
2017,trn,pip,0.0
2016,trn,pip,0.0
2015,trn,pip,0.0
1998,trn,pip,0.0
2004,trn,pip,0.0
2000,trn,pip,0.0
1997,trn,pip,0.0
2007,trn,pip,0.0
2010,trn,pip,0.0
2003,trn,pip,0.0
2011,trn,pip,0.0
2001,trn,pip,0.0
2008,trd,pip,0.0
2009,trd,pip,0.0
2005,trd,pip,0.0
2006,trd,pip,0.0
2012,trd,pip,0.0
2014,trd,pip,0.0
2013,trd,pip,0.0
1999,trd,pip,0.0
2002,trd,pip,0.0
2017,trd,pip,0.0
2016,trd,pip,0.0
2015,trd,pip,0.0
1998,trd,pip,0.0
2004,trd,pip,0.0
2000,trd,pip,0.0
1997,trd,pip,0.0
2007,trd,pip,0.0
2010,trd,pip,0.0
2003,trd,pip,0.0
2011,trd,pip,0.0
2001,trd,pip,0.0
2008,trn,sle,0.0
2009,trn,sle,0.0
2005,trn,sle,0.0
2006,trn,sle,0.0
2012,trn,sle,0.0
2014,trn,sle,0.0
2013,trn,sle,0.0
1999,trn,sle,0.0
2002,trn,sle,0.0
2017,trn,sle,0.0
2016,trn,sle,0.0
2015,trn,sle,0.0
1998,trn,sle,0.0
2004,trn,sle,0.0
2000,trn,sle,0.0
1997,trn,sle,0.0
2007,trn,sle,0.0
2010,trn,sle,0.0
2003,trn,sle,0.0
2011,trn,sle,0.0
2001,trn,sle,0.0
2008,trd,sle,0.0
2009,trd,sle,0.0
2005,trd,sle,0.0
2006,trd,sle,0.0
2012,trd,sle,0.0
2014,trd,sle,0.0
2013,trd,sle,0.0
1999,trd,sle,0.0
2002,trd,sle,0.0
2017,trd,sle,0.0
2016,trd,sle,0.0
2015,trd,sle,0.0
1998,trd,sle,0.0
2004,trd,sle,0.0
2000,trd,sle,0.0
1997,trd,sle,0.0
2007,trd,sle,0.0
2010,trd,sle,0.0
2003,trd,sle,0.0
2011,trd,sle,0.0
2001,trd,sle,0.0
2008,trn,osv,0.0
2009,trn,osv,0.0
2005,trn,osv,0.0
2006,trn,osv,0.0
2012,trn,osv,0.0
2014,trn,osv,0.0
2013,trn,osv,0.0
1999,trn,osv,0.0
2002,trn,osv,0.0
2017,trn,osv,0.0
2016,trn,osv,0.0
2015,trn,osv,0.0
1998,trn,osv,0.0
2004,trn,osv,0.0
2000,trn,osv,0.0
1997,trn,osv,0.0
2007,trn,osv,0.0
2010,trn,osv,0.0
2003,trn,osv,0.0
2011,trn,osv,0.0
2001,trn,osv,0.0
2008,trd,osv,0.0
2009,trd,osv,0.0
2005,trd,osv,0.0
2006,trd,osv,0.0
2012,trd,osv,0.0
2014,trd,osv,0.0
2013,trd,osv,0.0
1999,trd,osv,0.0
2002,trd,osv,0.0
2017,trd,osv,0.0
2016,trd,osv,0.0
2015,trd,osv,0.0
1998,trd,osv,0.0
2004,trd,osv,0.0
2000,trd,osv,0.0
1997,trd,osv,0.0
2007,trd,osv,0.0
2010,trd,osv,0.0
2003,trd,osv,0.0
2011,trd,osv,0.0
2001,trd,osv,0.0
2008,trn,trn,0.0
2009,trn,trn,0.0
2005,trn,trn,0.0
2006,trn,trn,0.0
2012,trn,trn,0.0
2014,trn,trn,0.0
2013,trn,trn,0.0
1999,trn,trn,0.0
2002,trn,trn,0.0
2017,trn,trn,0.0
2016,trn,trn,0.0
2015,trn,trn,0.0
1998,trn,trn,0.0
2004,trn,trn,0.0
2000,trn,trn,0.0
1997,trn,trn,0.0
2007,trn,trn,0.0
2010,trn,trn,0.0
2003,trn,trn,0.0
2011,trn,trn,0.0
2001,trn,trn,0.0
2008,trd,trn,0.0
2009,trd,trn,0.0
2005,trd,trn,0.0
2006,trd,trn,0.0
2012,trd,trn,0.0
2014,trd,trn,0.0
2013,trd,trn,0.0
1999,trd,trn,0.0
2002,trd,trn,0.0
2017,trd,trn,0.0
2016,trd,trn,0.0
2015,trd,trn,0.0
1998,trd,trn,0.0
2004,trd,trn,0.0
2000,trd,trn,0.0
1997,trd,trn,0.0
2007,trd,trn,0.0
2010,trd,trn,0.0
2003,trd,trn,0.0
2011,trd,trn,0.0
2001,trd,trn,0.0
2008,trn,smn,0.0
2009,trn,smn,0.0
2005,trn,smn,0.0
2006,trn,smn,0.0
2012,trn,smn,0.0
2014,trn,smn,0.0
2013,trn,smn,0.0
1999,trn,smn,0.0
2002,trn,smn,0.0
2017,trn,smn,0.0
2016,trn,smn,0.0
2015,trn,smn,0.0
1998,trn,smn,0.0
2004,trn,smn,0.0
2000,trn,smn,0.0
1997,trn,smn,0.0
2007,trn,smn,0.0
2010,trn,smn,0.0
2003,trn,smn,0.0
2011,trn,smn,0.0
2001,trn,smn,0.0
2008,trd,smn,0.0
2009,trd,smn,0.0
2005,trd,smn,0.0
2006,trd,smn,0.0
2012,trd,smn,0.0
2014,trd,smn,0.0
2013,trd,smn,0.0
1999,trd,smn,0.0
2002,trd,smn,0.0
2017,trd,smn,0.0
2016,trd,smn,0.0
2015,trd,smn,0.0
1998,trd,smn,0.0
2004,trd,smn,0.0
2000,trd,smn,0.0
1997,trd,smn,0.0
2007,trd,smn,0.0
2010,trd,smn,0.0
2003,trd,smn,0.0
2011,trd,smn,0.0
2001,trd,smn,0.0
2008,trn,fmt,0.0
2009,trn,fmt,0.0
2005,trn,fmt,0.0
2006,trn,fmt,0.0
2012,trn,fmt,0.0
2014,trn,fmt,0.0
2013,trn,fmt,0.0
1999,trn,fmt,0.0
2002,trn,fmt,0.0
2017,trn,fmt,0.0
2016,trn,fmt,0.0
2015,trn,fmt,0.0
1998,trn,fmt,0.0
2004,trn,fmt,0.0
2000,trn,fmt,0.0
1997,trn,fmt,0.0
2007,trn,fmt,0.0
2010,trn,fmt,0.0
2003,trn,fmt,0.0
2011,trn,fmt,0.0
2001,trn,fmt,0.0
2008,trd,fmt,0.0
2009,trd,fmt,0.0
2005,trd,fmt,0.0
2006,trd,fmt,0.0
2012,trd,fmt,0.0
2014,trd,fmt,0.0
2013,trd,fmt,0.0
1999,trd,fmt,0.0
2002,trd,fmt,0.0
2017,trd,fmt,0.0
2016,trd,fmt,0.0
2015,trd,fmt,0.0
1998,trd,fmt,0.0
2004,trd,fmt,0.0
2000,trd,fmt,0.0
1997,trd,fmt,0.0
2007,trd,fmt,0.0
2010,trd,fmt,0.0
2003,trd,fmt,0.0
2011,trd,fmt,0.0
2001,trd,fmt,0.0
2008,trn,pet,0.0
2009,trn,pet,0.0
2005,trn,pet,0.0
2006,trn,pet,0.0
2012,trn,pet,0.0
2014,trn,pet,0.0
2013,trn,pet,0.0
1999,trn,pet,0.0
2002,trn,pet,0.0
2017,trn,pet,0.0
2016,trn,pet,0.0
2015,trn,pet,0.0
1998,trn,pet,0.0
2004,trn,pet,0.0
2000,trn,pet,0.0
1997,trn,pet,0.0
2007,trn,pet,0.0
2010,trn,pet,0.0
2003,trn,pet,0.0
2011,trn,pet,0.0
2001,trn,pet,0.0
2008,trd,pet,0.0
2009,trd,pet,0.0
2005,trd,pet,0.0
2006,trd,pet,0.0
2012,trd,pet,0.0
2014,trd,pet,0.0
2013,trd,pet,0.0
1999,trd,pet,0.0
2002,trd,pet,0.0
2017,trd,pet,0.0
2016,trd,pet,0.0
2015,trd,pet,0.0
1998,trd,pet,0.0
