yr,m,i,value
2003,trn,fbt,0.0
2011,trn,fbt,0.0
2001,trn,fbt,0.0
2008,trd,fbt,0.0
2009,trd,fbt,0.0
2005,trd,fbt,0.0
2006,trd,fbt,0.0
2012,trd,fbt,0.0
2014,trd,fbt,0.0
2013,trd,fbt,0.0
1999,trd,fbt,0.0
2002,trd,fbt,0.0
2017,trd,fbt,0.0
2016,trd,fbt,0.0
2015,trd,fbt,0.0
1998,trd,fbt,0.0
2004,trd,fbt,0.0
2000,trd,fbt,0.0
1997,trd,fbt,0.0
2007,trd,fbt,0.0
2010,trd,fbt,0.0
2003,trd,fbt,0.0
2011,trd,fbt,0.0
2001,trd,fbt,0.0
2008,trn,ins,0.0
2009,trn,ins,0.0
2005,trn,ins,0.0
2006,trn,ins,0.0
2012,trn,ins,0.0
2014,trn,ins,0.0
2013,trn,ins,0.0
1999,trn,ins,0.0
2002,trn,ins,0.0
2017,trn,ins,0.0
2016,trn,ins,0.0
2015,trn,ins,0.0
1998,trn,ins,0.0
2004,trn,ins,0.0
2000,trn,ins,0.0
1997,trn,ins,0.0
2007,trn,ins,0.0
2010,trn,ins,0.0
2003,trn,ins,0.0
2011,trn,ins,0.0
2001,trn,ins,0.0
2008,trd,ins,0.0
2009,trd,ins,0.0
2005,trd,ins,0.0
2006,trd,ins,0.0
2012,trd,ins,0.0
2014,trd,ins,0.0
2013,trd,ins,0.0
1999,trd,ins,0.0
2002,trd,ins,0.0
2017,trd,ins,0.0
2016,trd,ins,0.0
2015,trd,ins,0.0
1998,trd,ins,0.0
2004,trd,ins,0.0
2000,trd,ins,0.0
1997,trd,ins,0.0
2007,trd,ins,0.0
2010,trd,ins,0.0
2003,trd,ins,0.0
2011,trd,ins,0.0
2001,trd,ins,0.0
2008,trn,tex,0.0
2009,trn,tex,0.0
2005,trn,tex,0.0
2006,trn,tex,0.0
2012,trn,tex,0.0
2014,trn,tex,0.0
2013,trn,tex,0.0
1999,trn,tex,0.0
2002,trn,tex,0.0
2017,trn,tex,0.0
2016,trn,tex,0.0
2015,trn,tex,0.0
1998,trn,tex,0.0
2004,trn,tex,0.0
2000,trn,tex,0.0
1997,trn,tex,0.0
2007,trn,tex,0.0
2010,trn,tex,0.0
2003,trn,tex,0.0
2011,trn,tex,0.0
2001,trn,tex,0.0
2008,trd,tex,0.0
2009,trd,tex,0.0
2005,trd,tex,0.0
2006,trd,tex,0.0
2012,trd,tex,0.0
2014,trd,tex,0.0
2013,trd,tex,0.0
1999,trd,tex,0.0
2002,trd,tex,0.0
2017,trd,tex,0.0
2016,trd,tex,0.0
2015,trd,tex,0.0
1998,trd,tex,0.0
2004,trd,tex,0.0
2000,trd,tex,0.0
1997,trd,tex,0.0
2007,trd,tex,0.0
2010,trd,tex,0.0
2003,trd,tex,0.0
2011,trd,tex,0.0
2001,trd,tex,0.0
2008,trn,leg,0.0
2009,trn,leg,0.0
2005,trn,leg,0.0
2006,trn,leg,0.0
2012,trn,leg,0.0
2014,trn,leg,0.0
2013,trn,leg,0.0
1999,trn,leg,0.0
2002,trn,leg,0.0
2017,trn,leg,0.0
2016,trn,leg,0.0
2015,trn,leg,0.0
1998,trn,leg,0.0
2004,trn,leg,0.0
2000,trn,leg,0.0
1997,trn,leg,0.0
2007,trn,leg,0.0
2010,trn,leg,0.0
2003,trn,leg,0.0
2011,trn,leg,0.0
2001,trn,leg,0.0
2008,trd,leg,0.0
2009,trd,leg,0.0
2005,trd,leg,0.0
2006,trd,leg,0.0
2012,trd,leg,0.0
2014,trd,leg,0.0
2013,trd,leg,0.0
1999,trd,leg,0.0
2002,trd,leg,0.0
2017,trd,leg,0.0
2016,trd,leg,0.0
2015,trd,leg,0.0
1998,trd,leg,0.0
2004,trd,leg,0.0
2000,trd,leg,0.0
1997,trd,leg,0.0
2007,trd,leg,0.0
2010,trd,leg,0.0
2003,trd,leg,0.0
2011,trd,leg,0.0
2001,trd,leg,0.0
2008,trn,fen,0.0
2009,trn,fen,0.0
2005,trn,fen,0.0
2006,trn,fen,0.0
2012,trn,fen,0.0
2014,trn,fen,0.0
2013,trn,fen,0.0
1999,trn,fen,0.0
2002,trn,fen,0.0
2017,trn,fen,0.0
2016,trn,fen,0.0
2015,trn,fen,0.0
1998,trn,fen,0.0
2004,trn,fen,0.0
2000,trn,fen,0.0
1997,trn,fen,0.0
2007,trn,fen,0.0
2010,trn,fen,0.0
2003,trn,fen,0.0
2011,trn,fen,0.0
2001,trn,fen,0.0
2008,trd,fen,0.0
2009,trd,fen,0.0
2005,trd,fen,0.0
2006,trd,fen,0.0
2012,trd,fen,0.0
2014,trd,fen,0.0
2013,trd,fen,0.0
1999,trd,fen,0.0
2002,trd,fen,0.0
2017,trd,fen,0.0
2016,trd,fen,0.0
2015,trd,fen,0.0
1998,trd,fen,0.0
2004,trd,fen,0.0
2000,trd,fen,0.0
1997,trd,fen,0.0
2007,trd,fen,0.0
2010,trd,fen,0.0
2003,trd,fen,0.0
2011,trd,fen,0.0
2001,trd,fen,0.0
2008,trn,uti,0.0
2009,trn,uti,0.0
2005,trn,uti,0.0
2006,trn,uti,0.0
2012,trn,uti,0.0
2014,trn,uti,0.0
2013,trn,uti,0.0
1999,trn,uti,0.0
2002,trn,uti,0.0
2017,trn,uti,0.0
2016,trn,uti,0.0
2015,trn,uti,0.0
1998,trn,uti,0.0
2004,trn,uti,0.0
2000,trn,uti,0.0
1997,trn,uti,0.0
2007,trn,uti,0.0
2010,trn,uti,0.0
2003,trn,uti,0.0
2011,trn,uti,0.0
2001,trn,uti,0.0
2008,trd,uti,0.0
2009,trd,uti,0.0
2005,trd,uti,0.0
2006,trd,uti,0.0
2012,trd,uti,0.0
2014,trd,uti,0.0
2013,trd,uti,0.0
1999,trd,uti,0.0
2002,trd,uti,0.0
2017,trd,uti,0.0
2016,trd,uti,0.0
2015,trd,uti,0.0
1998,trd,uti,0.0
2004,trd,uti,0.0
2000,trd,uti,0.0
1997,trd,uti,0.0
2007,trd,uti,0.0
2010,trd,uti,0.0
2003,trd,uti,0.0
2011,trd,uti,0.0
2001,trd,uti,0.0
2008,trn,nmp,0.0
2009,trn,nmp,0.0
2005,trn,nmp,0.0
2006,trn,nmp,0.0
2012,trn,nmp,0.0
2014,trn,nmp,0.0
2013,trn,nmp,0.0
1999,trn,nmp,0.0
2002,trn,nmp,0.0
2017,trn,nmp,0.0
2016,trn,nmp,0.0
2015,trn,nmp,0.0
1998,trn,nmp,0.0
2004,trn,nmp,0.0
2000,trn,nmp,0.0
1997,trn,nmp,0.0
2007,trn,nmp,0.0
2010,trn,nmp,0.0
2003,trn,nmp,0.0
2011,trn,nmp,0.0
2001,trn,nmp,0.0
2008,trd,nmp,0.0
2009,trd,nmp,0.0
2005,trd,nmp,0.0
2006,trd,nmp,0.0
2012,trd,nmp,0.0
2014,trd,nmp,0.0
2013,trd,nmp,0.0
1999,trd,nmp,0.0
2002,trd,nmp,0.0
2017,trd,nmp,0.0
2016,trd,nmp,0.0
2015,trd,nmp,0.0
1998,trd,nmp,0.0
2004,trd,nmp,0.0
2000,trd,nmp,0.0
1997,trd,nmp,0.0
2007,trd,nmp,0.0
2010,trd,nmp,0.0
2003,trd,nmp,0.0
2011,trd,nmp,0.0
2001,trd,nmp,0.0
2008,trn,brd,0.0
2009,trn,brd,0.0
2005,trn,brd,0.0
2006,trn,brd,0.0
2012,trn,brd,0.0
2014,trn,brd,0.0
2013,trn,brd,0.0
1999,trn,brd,0.0
2002,trn,brd,0.0
2017,trn,brd,0.0
2016,trn,brd,0.0
2015,trn,brd,0.0
1998,trn,brd,0.0
2004,trn,brd,0.0
2000,trn,brd,0.0
1997,trn,brd,0.0
2007,trn,brd,0.0
2010,trn,brd,0.0
2003,trn,brd,0.0
2011,trn,brd,0.0
2001,trn,brd,0.0
2008,trd,brd,0.0
2009,trd,brd,0.0
2005,trd,brd,0.0
2006,trd,brd,0.0
2012,trd,brd,0.0
2014,trd,brd,0.0
2013,trd,brd,0.0
1999,trd,brd,0.0
2002,trd,brd,0.0
2017,trd,brd,0.0
2016,trd,brd,0.0
2015,trd,brd,0.0
1998,trd,brd,0.0
2004,trd,brd,0.0
2000,trd,brd,0.0
1997,trd,brd,0.0
2007,trd,brd,0.0
2010,trd,brd,0.0
2003,trd,brd,0.0
2011,trd,brd,0.0
2001,trd,brd,0.0
2008,trn,bnk,0.0
2009,trn,bnk,0.0
2005,trn,bnk,0.0
2006,trn,bnk,0.0
2012,trn,bnk,0.0
2014,trn,bnk,0.0
2013,trn,bnk,0.0
1999,trn,bnk,0.0
2002,trn,bnk,0.0
2017,trn,bnk,0.0
2016,trn,bnk,0.0
2015,trn,bnk,0.0
1998,trn,bnk,0.0
2004,trn,bnk,0.0
2000,trn,bnk,0.0
1997,trn,bnk,0.0
2007,trn,bnk,0.0
2010,trn,bnk,0.0
2003,trn,bnk,0.0
2011,trn,bnk,0.0
2001,trn,bnk,0.0
2008,trd,bnk,0.0
2009,trd,bnk,0.0
2005,trd,bnk,0.0
2006,trd,bnk,0.0
2012,trd,bnk,0.0
2014,trd,bnk,0.0
2013,trd,bnk,0.0
1999,trd,bnk,0.0
2002,trd,bnk,0.0
2017,trd,bnk,0.0
2016,trd,bnk,0.0
2015,trd,bnk,0.0
1998,trd,bnk,0.0
2004,trd,bnk,0.0
2000,trd,bnk,0.0
1997,trd,bnk,0.0
2007,trd,bnk,0.0
2010,trd,bnk,0.0
2003,trd,bnk,0.0
2011,trd,bnk,0.0
2001,trd,bnk,0.0
2008,trn,ore,0.0
2009,trn,ore,0.0
2005,trn,ore,0.0
2006,trn,ore,0.0
2012,trn,ore,0.0
2014,trn,ore,0.0
2013,trn,ore,0.0
1999,trn,ore,0.0
2002,trn,ore,0.0
2017,trn,ore,0.0
2016,trn,ore,0.0
2015,trn,ore,0.0
1998,trn,ore,0.0
2004,trn,ore,0.0
2000,trn,ore,0.0
1997,trn,ore,0.0
2007,trn,ore,0.0
2010,trn,ore,0.0
2003,trn,ore,0.0
2011,trn,ore,0.0
2001,trn,ore,0.0
2008,trd,ore,0.0
2009,trd,ore,0.0
2005,trd,ore,0.0
2006,trd,ore,0.0
2012,trd,ore,0.0
2014,trd,ore,0.0
2013,trd,ore,0.0
1999,trd,ore,0.0
2002,trd,ore,0.0
2017,trd,ore,0.0
2016,trd,ore,0.0
2015,trd,ore,0.0
1998,trd,ore,0.0
2004,trd,ore,0.0
2000,trd,ore,0.0
1997,trd,ore,0.0
2007,trd,ore,0.0
2010,trd,ore,0.0
2003,trd,ore,0.0
2011,trd,ore,0.0
2001,trd,ore,0.0
2008,trn,edu,0.0
2009,trn,edu,0.0
2005,trn,edu,0.0
2006,trn,edu,0.0
2012,trn,edu,0.0
2014,trn,edu,0.0
2013,trn,edu,0.0
1999,trn,edu,0.0
2002,trn,edu,0.0
2017,trn,edu,0.0
2016,trn,edu,0.0
2015,trn,edu,0.0
1998,trn,edu,0.0
2004,trn,edu,0.0
2000,trn,edu,0.0
1997,trn,edu,0.0
2007,trn,edu,0.0
2010,trn,edu,0.0
2003,trn,edu,0.0
2011,trn,edu,0.0
2001,trn,edu,0.0
2008,trd,edu,0.0
2009,trd,edu,0.0
2005,trd,edu,0.0
2006,trd,edu,0.0
2012,trd,edu,0.0
2014,trd,edu,0.0
2013,trd,edu,0.0
1999,trd,edu,0.0
2002,trd,edu,0.0
2017,trd,edu,0.0
2016,trd,edu,0.0
2015,trd,edu,0.0
1998,trd,edu,0.0
2004,trd,edu,0.0
2000,trd,edu,0.0
1997,trd,edu,0.0
2007,trd,edu,0.0
2010,trd,edu,0.0
2003,trd,edu,0.0
2011,trd,edu,0.0
2001,trd,edu,0.0
2008,trn,ote,0.0
2009,trn,ote,0.0
2005,trn,ote,0.0
2006,trn,ote,0.0
2012,trn,ote,0.0
2014,trn,ote,0.0
2013,trn,ote,0.0
1999,trn,ote,0.0
2002,trn,ote,0.0
2017,trn,ote,0.0
2016,trn,ote,0.0
2015,trn,ote,0.0
1998,trn,ote,0.0
2004,trn,ote,0.0
2000,trn,ote,0.0
1997,trn,ote,0.0
2007,trn,ote,0.0
2010,trn,ote,0.0
2003,trn,ote,0.0
2011,trn,ote,0.0
2001,trn,ote,0.0
2008,trd,ote,0.0
2009,trd,ote,0.0
2005,trd,ote,0.0
2006,trd,ote,0.0
2012,trd,ote,0.0
2014,trd,ote,0.0
2013,trd,ote,0.0
1999,trd,ote,0.0
2002,trd,ote,0.0
2017,trd,ote,0.0
2016,trd,ote,0.0
2015,trd,ote,0.0
1998,trd,ote,0.0
2004,trd,ote,0.0
2000,trd,ote,0.0
1997,trd,ote,0.0
2007,trd,ote,0.0
2010,trd,ote,0.0
2003,trd,ote,0.0
2011,trd,ote,0.0
2001,trd,ote,0.0
2008,trn,man,0.0
2009,trn,man,0.0
2005,trn,man,0.0
2006,trn,man,0.0
2012,trn,man,0.0
2014,trn,man,0.0
2013,trn,man,0.0
1999,trn,man,0.0
2002,trn,man,0.0
2017,trn,man,0.0
2016,trn,man,0.0
2015,trn,man,0.0
1998,trn,man,0.0
2004,trn,man,0.0
2000,trn,man,0.0
1997,trn,man,0.0
2007,trn,man,0.0
2010,trn,man,0.0
2003,trn,man,0.0
