yr,ir_supply,jc_supply,uni_3,value
2016,tsv,gmt,millions of us dollars (USD),491.0
2016,tsv,wtt,millions of us dollars (USD),5.0
2016,tsv,wpd,millions of us dollars (USD),112.0
2016,tsv,wht,millions of us dollars (USD),855.0
2016,tsv,wrh,millions of us dollars (USD),66.0
2016,tsv,ott,millions of us dollars (USD),4868.0
2016,tsv,che,millions of us dollars (USD),48468.0
2016,tsv,air,millions of us dollars (USD),1504.0
2016,tsv,mmf,millions of us dollars (USD),12305.0
2016,tsv,otr,millions of us dollars (USD),267.0
2016,tsv,min,millions of us dollars (USD),120.0
2016,tsv,Tax,millions of us dollars (USD),4887.0
2016,tsv,imports,millions of us dollars (USD),86583.0
2016,tsv,Output,millions of us dollars (USD),1950936.0
2016,tsv,BasicSupply,millions of us dollars (USD),2037519.0
2016,tsv,TaxLesSubsidies,millions of us dollars (USD),4887.0
2016,tsv,Supply,millions of us dollars (USD),2042405.0
2016,nrs,nrs,millions of us dollars (USD),236299.0
2016,nrs,soc,millions of us dollars (USD),2280.0
2016,nrs,Tax,millions of us dollars (USD),2741.0
2016,nrs,Output,millions of us dollars (USD),238579.0
2016,nrs,BasicSupply,millions of us dollars (USD),238579.0
2016,nrs,TaxLesSubsidies,millions of us dollars (USD),2741.0
2016,nrs,Supply,millions of us dollars (USD),241320.0
2016,sec,ins,millions of us dollars (USD),830.0
2016,sec,bnk,millions of us dollars (USD),34033.0
2016,sec,rnt,millions of us dollars (USD),7.0
2016,sec,tsv,millions of us dollars (USD),616.0
2016,sec,sec,millions of us dollars (USD),543239.0
2016,sec,Tax,millions of us dollars (USD),1239.0
2016,sec,imports,millions of us dollars (USD),58.0
2016,sec,Output,millions of us dollars (USD),578726.0
2016,sec,BasicSupply,millions of us dollars (USD),578784.0
2016,sec,TaxLesSubsidies,millions of us dollars (USD),1239.0
2016,sec,Supply,millions of us dollars (USD),580023.0
2016,art,rec,millions of us dollars (USD),217.0
2016,art,edu,millions of us dollars (USD),1559.0
2016,art,amd,millions of us dollars (USD),1453.0
2016,art,art,millions of us dollars (USD),151818.0
2016,art,slg,millions of us dollars (USD),3052.0
2016,art,sle,millions of us dollars (USD),176.0
2016,art,fdd,millions of us dollars (USD),19.0
2016,art,Tax,millions of us dollars (USD),5583.0
2016,art,imports,millions of us dollars (USD),1318.0
2016,art,Output,millions of us dollars (USD),158295.0
2016,art,BasicSupply,millions of us dollars (USD),159613.0
2016,art,TaxLesSubsidies,millions of us dollars (USD),5583.0
2016,art,Supply,millions of us dollars (USD),165196.0
2016,mov,fen,millions of us dollars (USD),17.0
2016,mov,brd,millions of us dollars (USD),846.0
2016,mov,mov,millions of us dollars (USD),142659.0
2016,mov,slg,millions of us dollars (USD),1.0
2016,mov,fdd,millions of us dollars (USD),39.0
2016,mov,ott,millions of us dollars (USD),812.0
2016,mov,Tax,millions of us dollars (USD),4024.0
2016,mov,imports,millions of us dollars (USD),7575.0
2016,mov,Output,millions of us dollars (USD),144374.0
2016,mov,BasicSupply,millions of us dollars (USD),151949.0
2016,mov,Margins,millions of us dollars (USD),9326.0
2016,mov,TrnCost,millions of us dollars (USD),122.0
2016,mov,TrdTrn,millions of us dollars (USD),9447.0
2016,mov,Duties,millions of us dollars (USD),1.0
2016,mov,TaxLesSubsidies,millions of us dollars (USD),4024.0
2016,mov,Supply,millions of us dollars (USD),165421.0
2016,fpd,eec,millions of us dollars (USD),2.0
2016,fpd,tex,millions of us dollars (USD),280.0
2016,fpd,nmp,millions of us dollars (USD),110.0
2016,fpd,mch,millions of us dollars (USD),6.0
2016,fpd,pla,millions of us dollars (USD),219.0
2016,fpd,fpd,millions of us dollars (USD),70390.0
2016,fpd,fmt,millions of us dollars (USD),120.0
2016,fpd,cep,millions of us dollars (USD),12.0
2016,fpd,mot,millions of us dollars (USD),40.0
2016,fpd,wpd,millions of us dollars (USD),455.0
2016,fpd,wht,millions of us dollars (USD),26.0
2016,fpd,mmf,millions of us dollars (USD),244.0
2016,fpd,Tax,millions of us dollars (USD),9486.0
2016,fpd,imports,millions of us dollars (USD),40853.0
2016,fpd,Output,millions of us dollars (USD),71904.0
2016,fpd,BasicSupply,millions of us dollars (USD),112757.0
2016,fpd,Margins,millions of us dollars (USD),77853.0
2016,fpd,TrnCost,millions of us dollars (USD),12820.0
2016,fpd,TrdTrn,millions of us dollars (USD),90673.0
2016,fpd,Duties,millions of us dollars (USD),62.0
2016,fpd,TaxLesSubsidies,millions of us dollars (USD),9548.0
2016,fpd,Supply,millions of us dollars (USD),212978.0
2016,slg,slg,millions of us dollars (USD),1702840.0
2016,slg,Output,millions of us dollars (USD),1702840.0
2016,slg,BasicSupply,millions of us dollars (USD),1702840.0
2016,slg,Supply,millions of us dollars (USD),1702840.0
2016,pri,ppd,millions of us dollars (USD),290.0
2016,pri,fnd,millions of us dollars (USD),13.0
2016,pri,pub,millions of us dollars (USD),1481.0
2016,pri,tex,millions of us dollars (USD),70.0
2016,pri,pla,millions of us dollars (USD),194.0
2016,pri,tsv,millions of us dollars (USD),574.0
2016,pri,fpd,millions of us dollars (USD),9.0
2016,pri,slg,millions of us dollars (USD),1550.0
2016,pri,pri,millions of us dollars (USD),63697.0
2016,pri,fmt,millions of us dollars (USD),160.0
2016,pri,cep,millions of us dollars (USD),8.0
2016,pri,adm,millions of us dollars (USD),2761.0
2016,pri,ott,millions of us dollars (USD),35.0
2016,pri,che,millions of us dollars (USD),1.0
2016,pri,mmf,millions of us dollars (USD),319.0
2016,pri,Tax,millions of us dollars (USD),1241.0
2016,pri,imports,millions of us dollars (USD),2604.0
2016,pri,Output,millions of us dollars (USD),71162.0
2016,pri,BasicSupply,millions of us dollars (USD),73766.0
2016,pri,Margins,millions of us dollars (USD),14553.0
2016,pri,TrnCost,millions of us dollars (USD),2832.0
2016,pri,TrdTrn,millions of us dollars (USD),17385.0
2016,pri,Duties,millions of us dollars (USD),2.0
2016,pri,TaxLesSubsidies,millions of us dollars (USD),1243.0
2016,pri,Supply,millions of us dollars (USD),92394.0
2016,grd,rnt,millions of us dollars (USD),34.0
2016,grd,grd,millions of us dollars (USD),71207.0
2016,grd,sle,millions of us dollars (USD),16754.0
2016,grd,otr,millions of us dollars (USD),387.0
2016,grd,Subsidies,millions of us dollars (USD),-68.0
2016,grd,Tax,millions of us dollars (USD),957.0
2016,grd,Output,millions of us dollars (USD),88382.0
2016,grd,BasicSupply,millions of us dollars (USD),88382.0
2016,grd,TaxLesSubsidies,millions of us dollars (USD),889.0
2016,grd,Supply,millions of us dollars (USD),89271.0
2016,pip,uti,millions of us dollars (USD),2348.0
2016,pip,pip,millions of us dollars (USD),44072.0
2016,pip,wht,millions of us dollars (USD),624.0
2016,pip,Tax,millions of us dollars (USD),73.0
2016,pip,Output,millions of us dollars (USD),47043.0
2016,pip,BasicSupply,millions of us dollars (USD),47043.0
2016,pip,TrnCost,millions of us dollars (USD),-46516.0
2016,pip,TrdTrn,millions of us dollars (USD),-46516.0
2016,pip,TaxLesSubsidies,millions of us dollars (USD),73.0
2016,pip,Supply,millions of us dollars (USD),600.0
2016,sle,uti,millions of us dollars (USD),1773.0
2016,sle,sle,millions of us dollars (USD),99678.0
2016,sle,Output,millions of us dollars (USD),101450.0
2016,sle,BasicSupply,millions of us dollars (USD),101450.0
2016,sle,Supply,millions of us dollars (USD),101450.0
2016,osv,com,millions of us dollars (USD),1854.0
2016,osv,rec,millions of us dollars (USD),1053.0
2016,osv,fbt,millions of us dollars (USD),22.0
2016,osv,brd,millions of us dollars (USD),2505.0
2016,osv,ore,millions of us dollars (USD),57.0
2016,osv,edu,millions of us dollars (USD),15.0
2016,osv,amd,millions of us dollars (USD),1654.0
2016,osv,rnt,millions of us dollars (USD),1750.0
2016,osv,tsv,millions of us dollars (USD),2325.0
2016,osv,art,millions of us dollars (USD),335.0
2016,osv,slg,millions of us dollars (USD),1108.0
2016,osv,sle,millions of us dollars (USD),3164.0
2016,osv,osv,millions of us dollars (USD),646319.0
2016,osv,fmt,millions of us dollars (USD),104.0
2016,osv,mvt,millions of us dollars (USD),75201.0
2016,osv,gmt,millions of us dollars (USD),3867.0
2016,osv,wht,millions of us dollars (USD),61644.0
2016,osv,ott,millions of us dollars (USD),15467.0
2016,osv,otr,millions of us dollars (USD),1063.0
2016,osv,Tax,millions of us dollars (USD),19249.0
2016,osv,imports,millions of us dollars (USD),4424.0
2016,osv,Output,millions of us dollars (USD),819508.0
2016,osv,BasicSupply,millions of us dollars (USD),823931.0
2016,osv,Duties,millions of us dollars (USD),1.0
2016,osv,TaxLesSubsidies,millions of us dollars (USD),19249.0
2016,osv,Supply,millions of us dollars (USD),843180.0
2016,trn,sle,millions of us dollars (USD),162.0
2016,trn,trn,millions of us dollars (USD),74596.0
2016,trn,Subsidies,millions of us dollars (USD),-1928.0
2016,trn,Tax,millions of us dollars (USD),769.0
2016,trn,Output,millions of us dollars (USD),74759.0
2016,trn,BasicSupply,millions of us dollars (USD),74406.0
2016,trn,TrnCost,millions of us dollars (USD),-64471.0
2016,trn,TrdTrn,millions of us dollars (USD),-64471.0
2016,trn,TaxLesSubsidies,millions of us dollars (USD),-1159.0
2016,trn,Supply,millions of us dollars (USD),8776.0
2016,trn,ciffob,millions of us dollars (USD),-352.0
2016,smn,nmp,millions of us dollars (USD),1.0
2016,smn,oil,millions of us dollars (USD),30225.0
2016,smn,smn,millions of us dollars (USD),51208.0
2016,smn,min,millions of us dollars (USD),4881.0
2016,smn,imports,millions of us dollars (USD),985.0
2016,smn,Output,millions of us dollars (USD),86315.0
2016,smn,BasicSupply,millions of us dollars (USD),87301.0
2016,smn,Supply,millions of us dollars (USD),87301.0
2016,fmt,ppd,millions of us dollars (USD),6.0
2016,fmt,eec,millions of us dollars (USD),273.0
2016,fmt,tex,millions of us dollars (USD),100.0
2016,fmt,nmp,millions of us dollars (USD),216.0
2016,fmt,ote,millions of us dollars (USD),313.0
2016,fmt,mch,millions of us dollars (USD),2649.0
2016,fmt,oil,millions of us dollars (USD),12.0
2016,fmt,pla,millions of us dollars (USD),465.0
2016,fmt,fpd,millions of us dollars (USD),259.0
2016,fmt,pri,millions of us dollars (USD),104.0
2016,fmt,smn,millions of us dollars (USD),442.0
2016,fmt,fmt,millions of us dollars (USD),315428.0
2016,fmt,cep,millions of us dollars (USD),174.0
2016,fmt,mot,millions of us dollars (USD),703.0
2016,fmt,pmt,millions of us dollars (USD),1061.0
2016,fmt,wpd,millions of us dollars (USD),327.0
2016,fmt,wht,millions of us dollars (USD),9.0
2016,fmt,che,millions of us dollars (USD),113.0
2016,fmt,mmf,millions of us dollars (USD),317.0
2016,fmt,Tax,millions of us dollars (USD),9584.0
2016,fmt,imports,millions of us dollars (USD),63146.0
2016,fmt,Output,millions of us dollars (USD),322973.0
2016,fmt,BasicSupply,millions of us dollars (USD),386119.0
2016,fmt,Margins,millions of us dollars (USD),93747.0
2016,fmt,TrnCost,millions of us dollars (USD),11399.0
2016,fmt,TrdTrn,millions of us dollars (USD),105146.0
2016,fmt,Duties,millions of us dollars (USD),1539.0
2016,fmt,TaxLesSubsidies,millions of us dollars (USD),11123.0
2016,fmt,Supply,millions of us dollars (USD),502388.0
2016,pet,nmp,millions of us dollars (USD),34.0
2016,pet,mch,millions of us dollars (USD),1.0
2016,pet,oil,millions of us dollars (USD),13451.0
2016,pet,pla,millions of us dollars (USD),16.0
2016,pet,smn,millions of us dollars (USD),1.0
2016,pet,fmt,millions of us dollars (USD),6.0
2016,pet,pet,millions of us dollars (USD),405801.0
2016,pet,pmt,millions of us dollars (USD),1908.0
2016,pet,che,millions of us dollars (USD),1558.0
2016,pet,mmf,millions of us dollars (USD),27.0
2016,pet,min,millions of us dollars (USD),95.0
2016,pet,Subsidies,millions of us dollars (USD),-88.0
2016,pet,Tax,millions of us dollars (USD),100278.0
2016,pet,imports,millions of us dollars (USD),49054.0
2016,pet,Output,millions of us dollars (USD),422899.0
2016,pet,BasicSupply,millions of us dollars (USD),471953.0
2016,pet,Margins,millions of us dollars (USD),120223.0
2016,pet,TrnCost,millions of us dollars (USD),27963.0
2016,pet,TrdTrn,millions of us dollars (USD),148186.0
2016,pet,Duties,millions of us dollars (USD),149.0
2016,pet,TaxLesSubsidies,millions of us dollars (USD),100339.0
2016,pet,Supply,millions of us dollars (USD),720478.0
2016,mvt,rec,millions of us dollars (USD),426.0
2016,mvt,amd,millions of us dollars (USD),14.0
2016,mvt,rnt,millions of us dollars (USD),60.0
2016,mvt,osv,millions of us dollars (USD),1827.0
2016,mvt,mvt,millions of us dollars (USD),172981.0
2016,mvt,Output,millions of us dollars (USD),175308.0
2016,mvt,BasicSupply,millions of us dollars (USD),175308.0
2016,mvt,Margins,millions of us dollars (USD),-175308.0
2016,mvt,TrdTrn,millions of us dollars (USD),-175308.0
2016,cep,ppd,millions of us dollars (USD),671.0
2016,cep,eec,millions of us dollars (USD),882.0
2016,cep,ote,millions of us dollars (USD),1287.0
2016,cep,mch,millions of us dollars (USD),1133.0
2016,cep,pla,millions of us dollars (USD),135.0
2016,cep,mov,millions of us dollars (USD),9.0
2016,cep,pri,millions of us dollars (USD),57.0
2016,cep,fmt,millions of us dollars (USD),484.0
2016,cep,cep,millions of us dollars (USD),276390.0
2016,cep,mot,millions of us dollars (USD),43.0
2016,cep,wht,millions of us dollars (USD),137.0
2016,cep,che,millions of us dollars (USD),874.0
2016,cep,mmf,millions of us dollars (USD),514.0
2016,cep,Tax,millions of us dollars (USD),14514.0
2016,cep,imports,millions of us dollars (USD),323783.0
2016,cep,Output,millions of us dollars (USD),282617.0
2016,cep,BasicSupply,millions of us dollars (USD),606399.0
2016,cep,Margins,millions of us dollars (USD),211459.0
2016,cep,TrnCost,millions of us dollars (USD),9293.0
2016,cep,TrdTrn,millions of us dollars (USD),220752.0
2016,cep,Duties,millions of us dollars (USD),1047.0
2016,cep,TaxLesSubsidies,millions of us dollars (USD),15561.0
2016,cep,Supply,millions of us dollars (USD),842712.0
2016,wst,slg,millions of us dollars (USD),13655.0
2016,wst,wst,millions of us dollars (USD),91833.0
2016,wst,adm,millions of us dollars (USD),151.0
2016,wst,trk,millions of us dollars (USD),1911.0
2016,wst,Tax,millions of us dollars (USD),1747.0
2016,wst,imports,millions of us dollars (USD),182.0
2016,wst,Output,millions of us dollars (USD),107550.0
2016,wst,BasicSupply,millions of us dollars (USD),107731.0
2016,wst,TaxLesSubsidies,millions of us dollars (USD),1747.0
2016,wst,Supply,millions of us dollars (USD),109478.0
2016,mot,eec,millions of us dollars (USD),268.0
2016,mot,tex,millions of us dollars (USD),22.0
2016,mot,ote,millions of us dollars (USD),72.0
2016,mot,mch,millions of us dollars (USD),1002.0
2016,mot,pla,millions of us dollars (USD),250.0
2016,mot,fpd,millions of us dollars (USD),1.0
2016,mot,fmt,millions of us dollars (USD),1518.0
2016,mot,cep,millions of us dollars (USD),16.0
2016,mot,mot,millions of us dollars (USD),677895.0
2016,mot,wht,millions of us dollars (USD),353.0
2016,mot,mmf,millions of us dollars (USD),45.0
2016,mot,Tax,millions of us dollars (USD),27870.0
2016,mot,imports,millions of us dollars (USD),323065.0
2016,mot,Output,millions of us dollars (USD),681441.0
2016,mot,BasicSupply,millions of us dollars (USD),1004507.0
2016,mot,Margins,millions of us dollars (USD),194649.0
2016,mot,TrnCost,millions of us dollars (USD),14641.0
2016,mot,TrdTrn,millions of us dollars (USD),209291.0
2016,mot,Duties,millions of us dollars (USD),3946.0
2016,mot,TaxLesSubsidies,millions of us dollars (USD),31816.0
2016,mot,Supply,millions of us dollars (USD),1245614.0
2016,adm,com,millions of us dollars (USD),4023.0
2016,adm,pub,millions of us dollars (USD),780.0
2016,adm,fbt,millions of us dollars (USD),197.0
2016,adm,dat,millions of us dollars (USD),540.0
2016,adm,tsv,millions of us dollars (USD),2581.0
2016,adm,slg,millions of us dollars (USD),8266.0
2016,adm,pri,millions of us dollars (USD),123.0
2016,adm,adm,millions of us dollars (USD),826750.0
2016,adm,gmt,millions of us dollars (USD),188.0
2016,adm,wht,millions of us dollars (USD),27.0
2016,adm,ott,millions of us dollars (USD),1920.0
2016,adm,otr,millions of us dollars (USD),102.0
2016,adm,Tax,millions of us dollars (USD),5988.0
2016,adm,imports,millions of us dollars (USD),1516.0
2016,adm,Output,millions of us dollars (USD),845497.0
2016,adm,BasicSupply,millions of us dollars (USD),847014.0
2016,adm,TaxLesSubsidies,millions of us dollars (USD),5988.0
2016,adm,Supply,millions of us dollars (USD),853001.0
2016,soc,rec,millions of us dollars (USD),805.0
2016,soc,nrs,millions of us dollars (USD),123.0
2016,soc,slg,millions of us dollars (USD),3381.0
2016,soc,osv,millions of us dollars (USD),321.0
2016,soc,adm,millions of us dollars (USD),48.0
2016,soc,soc,millions of us dollars (USD),192967.0
2016,soc,Tax,millions of us dollars (USD),727.0
2016,soc,Output,millions of us dollars (USD),197645.0
2016,soc,BasicSupply,millions of us dollars (USD),197645.0
2016,soc,TaxLesSubsidies,millions of us dollars (USD),727.0
2016,soc,Supply,millions of us dollars (USD),198372.0
2016,alt,fbp,millions of us dollars (USD),5.0
2016,alt,tex,millions of us dollars (USD),127.0
2016,alt,slg,millions of us dollars (USD),1209.0
2016,alt,pri,millions of us dollars (USD),26.0
2016,alt,alt,millions of us dollars (USD),17434.0
2016,alt,ott,millions of us dollars (USD),276.0
2016,alt,mmf,millions of us dollars (USD),4.0
2016,alt,Tax,millions of us dollars (USD),24606.0
2016,alt,imports,millions of us dollars (USD),127816.0
2016,alt,Output,millions of us dollars (USD),19081.0
2016,alt,BasicSupply,millions of us dollars (USD),146898.0
2016,alt,Margins,millions of us dollars (USD),228987.0
2016,alt,TrnCost,millions of us dollars (USD),6443.0
2016,alt,TrdTrn,millions of us dollars (USD),235430.0
2016,alt,Duties,millions of us dollars (USD),17952.0
2016,alt,TaxLesSubsidies,millions of us dollars (USD),42558.0
2016,alt,Supply,millions of us dollars (USD),424886.0
2016,pmt,ppd,millions of us dollars (USD),1.0
2016,pmt,eec,millions of us dollars (USD),938.0
2016,pmt,fnd,millions of us dollars (USD),1.0
2016,pmt,tex,millions of us dollars (USD),2.0
2016,pmt,mch,millions of us dollars (USD),25.0
2016,pmt,pla,millions of us dollars (USD),31.0
2016,pmt,fpd,millions of us dollars (USD),7.0
2016,pmt,fmt,millions of us dollars (USD),2984.0
2016,pmt,cep,millions of us dollars (USD),25.0
2016,pmt,mot,millions of us dollars (USD),23.0
2016,pmt,pmt,millions of us dollars (USD),198813.0
2016,pmt,che,millions of us dollars (USD),91.0
2016,pmt,mmf,millions of us dollars (USD),76.0
2016,pmt,Tax,millions of us dollars (USD),1249.0
2016,pmt,imports,millions of us dollars (USD),64163.0
2016,pmt,Output,millions of us dollars (USD),203017.0
2016,pmt,BasicSupply,millions of us dollars (USD),267180.0
2016,pmt,Margins,millions of us dollars (USD),28596.0
2016,pmt,TrnCost,millions of us dollars (USD),10636.0
2016,pmt,TrdTrn,millions of us dollars (USD),39232.0
2016,pmt,Duties,millions of us dollars (USD),295.0
2016,pmt,TaxLesSubsidies,millions of us dollars (USD),1544.0
2016,pmt,Supply,millions of us dollars (USD),307957.0
2016,trk,rnt,millions of us dollars (USD),794.0
2016,trk,mvt,millions of us dollars (USD),29.0
2016,trk,trk,millions of us dollars (USD),316843.0
2016,trk,wrh,millions of us dollars (USD),1698.0
2016,trk,otr,millions of us dollars (USD),1598.0
2016,trk,Tax,millions of us dollars (USD),392.0
2016,trk,Output,millions of us dollars (USD),320962.0
2016,trk,BasicSupply,millions of us dollars (USD),316681.0
2016,trk,TrnCost,millions of us dollars (USD),-282406.0
2016,trk,TrdTrn,millions of us dollars (USD),-282406.0
2016,trk,TaxLesSubsidies,millions of us dollars (USD),392.0
2016,trk,Supply,millions of us dollars (USD),34667.0
2016,trk,ciffob,millions of us dollars (USD),-4282.0
2016,fdd,fdd,millions of us dollars (USD),588303.0
2016,fdd,Output,millions of us dollars (USD),588303.0
2016,fdd,BasicSupply,millions of us dollars (USD),588303.0
2016,fdd,Supply,millions of us dollars (USD),588303.0
2016,gmt,fen,millions of us dollars (USD),3004.0
2016,gmt,amd,millions of us dollars (USD),373.0
2016,gmt,tsv,millions of us dollars (USD),408.0
2016,gmt,osv,millions of us dollars (USD),134.0
2016,gmt,soc,millions of us dollars (USD),48.0
2016,gmt,gmt,millions of us dollars (USD),173222.0
2016,gmt,Output,millions of us dollars (USD),177189.0
2016,gmt,BasicSupply,millions of us dollars (USD),177189.0
2016,gmt,Margins,millions of us dollars (USD),-177189.0
2016,gmt,TrdTrn,millions of us dollars (USD),-177189.0
2016,wtt,sle,millions of us dollars (USD),324.0
2016,wtt,wtt,millions of us dollars (USD),44241.0
2016,wtt,otr,millions of us dollars (USD),1509.0
2016,wtt,Subsidies,millions of us dollars (USD),-144.0
2016,wtt,Tax,millions of us dollars (USD),160.0
2016,wtt,Output,millions of us dollars (USD),46074.0
2016,wtt,BasicSupply,millions of us dollars (USD),38661.0
2016,wtt,TrnCost,millions of us dollars (USD),-10902.0
2016,wtt,TrdTrn,millions of us dollars (USD),-10902.0
2016,wtt,TaxLesSubsidies,millions of us dollars (USD),16.0
2016,wtt,Supply,millions of us dollars (USD),27775.0
2016,wtt,ciffob,millions of us dollars (USD),-7413.0
2016,wpd,ppd,millions of us dollars (USD),132.0
2016,wpd,agr,millions of us dollars (USD),12.0
2016,wpd,nmp,millions of us dollars (USD),1.0
2016,wpd,pla,millions of us dollars (USD),135.0
2016,wpd,fpd,millions of us dollars (USD),395.0
2016,wpd,slg,millions of us dollars (USD),197.0
2016,wpd,fmt,millions of us dollars (USD),217.0
2016,wpd,cep,millions of us dollars (USD),2.0
2016,wpd,wpd,millions of us dollars (USD),102081.0
2016,wpd,mmf,millions of us dollars (USD),43.0
2016,wpd,Tax,millions of us dollars (USD),3532.0
2016,wpd,imports,millions of us dollars (USD),20066.0
2016,wpd,Output,millions of us dollars (USD),103215.0
2016,wpd,BasicSupply,millions of us dollars (USD),123281.0
2016,wpd,Margins,millions of us dollars (USD),31605.0
2016,wpd,TrnCost,millions of us dollars (USD),6796.0
2016,wpd,TrdTrn,millions of us dollars (USD),38401.0
2016,wpd,Duties,millions of us dollars (USD),216.0
2016,wpd,TaxLesSubsidies,millions of us dollars (USD),3749.0
2016,wpd,Supply,millions of us dollars (USD),165431.0
2016,wht,ppd,millions of us dollars (USD),1401.0
2016,wht,com,millions of us dollars (USD),3279.0
2016,wht,fbp,millions of us dollars (USD),6451.0
2016,wht,eec,millions of us dollars (USD),1810.0
2016,wht,pub,millions of us dollars (USD),10397.0
2016,wht,tex,millions of us dollars (USD),725.0
2016,wht,nmp,millions of us dollars (USD),1284.0
2016,wht,brd,millions of us dollars (USD),4485.0
2016,wht,ote,millions of us dollars (USD),1642.0
2016,wht,mch,millions of us dollars (USD),7864.0
2016,wht,dat,millions of us dollars (USD),460.0
2016,wht,oil,millions of us dollars (USD),300.0
2016,wht,rnt,millions of us dollars (USD),343.0
2016,wht,pla,millions of us dollars (USD),2848.0
2016,wht,mov,millions of us dollars (USD),11.0
2016,wht,fpd,millions of us dollars (USD),1461.0
2016,wht,pri,millions of us dollars (USD),825.0
2016,wht,grd,millions of us dollars (USD),12.0
2016,wht,osv,millions of us dollars (USD),501.0
2016,wht,smn,millions of us dollars (USD),328.0
2016,wht,fmt,millions of us dollars (USD),4106.0
2016,wht,pet,millions of us dollars (USD),3074.0
2016,wht,cep,millions of us dollars (USD),3381.0
2016,wht,mot,millions of us dollars (USD),2840.0
2016,wht,alt,millions of us dollars (USD),529.0
2016,wht,pmt,millions of us dollars (USD),912.0
2016,wht,wpd,millions of us dollars (USD),986.0
2016,wht,wht,millions of us dollars (USD),1528569.0
2016,wht,che,millions of us dollars (USD),9247.0
2016,wht,air,millions of us dollars (USD),17.0
2016,wht,mmf,millions of us dollars (USD),5162.0
2016,wht,otr,millions of us dollars (USD),80.0
2016,wht,min,millions of us dollars (USD),232.0
2016,wht,Output,millions of us dollars (USD),1605559.0
2016,wht,BasicSupply,millions of us dollars (USD),1605559.0
2016,wht,Margins,millions of us dollars (USD),-1508369.0
2016,wht,TrdTrn,millions of us dollars (USD),-1508369.0
2016,wht,Supply,millions of us dollars (USD),97190.0
2016,oth,fnd,millions of us dollars (USD),3279.0
2016,oth,imports,millions of us dollars (USD),253053.0
2016,oth,Output,millions of us dollars (USD),3279.0
2016,oth,BasicSupply,millions of us dollars (USD),256332.0
2016,oth,Supply,millions of us dollars (USD),256332.0
2016,wrh,mvt,millions of us dollars (USD),303.0
2016,wrh,trk,millions of us dollars (USD),4172.0
2016,wrh,wht,millions of us dollars (USD),15.0
2016,wrh,wrh,millions of us dollars (USD),124112.0
2016,wrh,ott,millions of us dollars (USD),43.0
2016,wrh,otr,millions of us dollars (USD),1453.0
2016,wrh,Tax,millions of us dollars (USD),154.0
2016,wrh,Output,millions of us dollars (USD),130097.0
2016,wrh,BasicSupply,millions of us dollars (USD),130097.0
2016,wrh,TaxLesSubsidies,millions of us dollars (USD),154.0
2016,wrh,Supply,millions of us dollars (USD),130250.0
2016,ott,res,millions of us dollars (USD),1556.0
2016,ott,com,millions of us dollars (USD),242.0
2016,ott,amb,millions of us dollars (USD),9214.0
2016,ott,rec,millions of us dollars (USD),2012.0
2016,ott,pub,millions of us dollars (USD),116.0
2016,ott,fen,millions of us dollars (USD),34.0
2016,ott,uti,millions of us dollars (USD),17.0
2016,ott,brd,millions of us dollars (USD),705.0
2016,ott,edu,millions of us dollars (USD),1291.0
2016,ott,dat,millions of us dollars (USD),602.0
2016,ott,amd,millions of us dollars (USD),675.0
2016,ott,hos,millions of us dollars (USD),993.0
2016,ott,rnt,millions of us dollars (USD),882.0
2016,ott,tsv,millions of us dollars (USD),4416.0
2016,ott,nrs,millions of us dollars (USD),16.0
2016,ott,art,millions of us dollars (USD),1246.0
2016,ott,mov,millions of us dollars (USD),493.0
2016,ott,grd,millions of us dollars (USD),11.0
2016,ott,osv,millions of us dollars (USD),3238.0
2016,ott,wst,millions of us dollars (USD),116.0
2016,ott,adm,millions of us dollars (USD),819.0
2016,ott,soc,millions of us dollars (USD),126.0
2016,ott,ott,millions of us dollars (USD),790210.0
2016,ott,Output,millions of us dollars (USD),819030.0
2016,ott,BasicSupply,millions of us dollars (USD),819030.0
2016,ott,Margins,millions of us dollars (USD),-812577.0
2016,ott,TrdTrn,millions of us dollars (USD),-812577.0
2016,ott,Supply,millions of us dollars (USD),6453.0
2016,che,ppd,millions of us dollars (USD),158.0
2016,che,fbp,millions of us dollars (USD),3229.0
2016,che,eec,millions of us dollars (USD),196.0
2016,che,fnd,millions of us dollars (USD),11.0
2016,che,tex,millions of us dollars (USD),3050.0
2016,che,nmp,millions of us dollars (USD),124.0
2016,che,ote,millions of us dollars (USD),8.0
2016,che,mch,millions of us dollars (USD),146.0
2016,che,oil,millions of us dollars (USD),141.0
2016,che,pla,millions of us dollars (USD),849.0
2016,che,fpd,millions of us dollars (USD),14.0
2016,che,slg,millions of us dollars (USD),99.0
2016,che,fmt,millions of us dollars (USD),135.0
2016,che,pet,millions of us dollars (USD),13621.0
2016,che,cep,millions of us dollars (USD),265.0
2016,che,mot,millions of us dollars (USD),10.0
2016,che,pmt,millions of us dollars (USD),218.0
2016,che,wpd,millions of us dollars (USD),19.0
2016,che,che,millions of us dollars (USD),700570.0
2016,che,mmf,millions of us dollars (USD),310.0
2016,che,min,millions of us dollars (USD),2563.0
2016,che,Subsidies,millions of us dollars (USD),-15.0
2016,che,Tax,millions of us dollars (USD),26155.0
2016,che,imports,millions of us dollars (USD),199667.0
2016,che,Output,millions of us dollars (USD),725736.0
2016,che,BasicSupply,millions of us dollars (USD),925403.0
2016,che,Margins,millions of us dollars (USD),421172.0
