yr,ir_supply,jc_supply,uni_3,value
2008,ppd,ppd,millions of us dollars (USD),172163.0
2008,ppd,fbp,millions of us dollars (USD),574.0
2008,ppd,eec,millions of us dollars (USD),14.0
2008,ppd,tex,millions of us dollars (USD),35.0
2008,ppd,nmp,millions of us dollars (USD),100.0
2008,ppd,mch,millions of us dollars (USD),15.0
2008,ppd,pla,millions of us dollars (USD),1038.0
2008,ppd,fpd,millions of us dollars (USD),36.0
2008,ppd,slg,millions of us dollars (USD),515.0
2008,ppd,pri,millions of us dollars (USD),521.0
2008,ppd,fmt,millions of us dollars (USD),4.0
2008,ppd,pet,millions of us dollars (USD),24.0
2008,ppd,cep,millions of us dollars (USD),29.0
2008,ppd,pmt,millions of us dollars (USD),196.0
2008,ppd,wpd,millions of us dollars (USD),33.0
2008,ppd,che,millions of us dollars (USD),384.0
2008,ppd,mmf,millions of us dollars (USD),181.0
2008,ppd,Tax,millions of us dollars (USD),2700.0
2008,ppd,imports,millions of us dollars (USD),24969.0
2008,ppd,Output,millions of us dollars (USD),175862.0
2008,ppd,BasicSupply,millions of us dollars (USD),200830.0
2008,ppd,Margins,millions of us dollars (USD),34001.0
2008,ppd,TrnCost,millions of us dollars (USD),11004.0
2008,ppd,TrdTrn,millions of us dollars (USD),45006.0
2008,ppd,Duties,millions of us dollars (USD),83.0
2008,ppd,TaxLesSubsidies,millions of us dollars (USD),2783.0
2008,ppd,Supply,millions of us dollars (USD),248619.0
2008,res,res,millions of us dollars (USD),494290.0
2008,res,amb,millions of us dollars (USD),172.0
2008,res,rec,millions of us dollars (USD),12542.0
2008,res,fbt,millions of us dollars (USD),11933.0
2008,res,fen,millions of us dollars (USD),2252.0
2008,res,edu,millions of us dollars (USD),7662.0
2008,res,amd,millions of us dollars (USD),29697.0
2008,res,hos,millions of us dollars (USD),1313.0
2008,res,nrs,millions of us dollars (USD),396.0
2008,res,art,millions of us dollars (USD),2247.0
2008,res,slg,millions of us dollars (USD),15815.0
2008,res,osv,millions of us dollars (USD),3667.0
2008,res,gmt,millions of us dollars (USD),3239.0
2008,res,ott,millions of us dollars (USD),11197.0
2008,res,otr,millions of us dollars (USD),79.0
2008,res,Tax,millions of us dollars (USD),41050.0
2008,res,Output,millions of us dollars (USD),596500.0
2008,res,BasicSupply,millions of us dollars (USD),596500.0
2008,res,TaxLesSubsidies,millions of us dollars (USD),41050.0
2008,res,Supply,millions of us dollars (USD),637550.0
2008,com,ppd,millions of us dollars (USD),77.0
2008,com,res,millions of us dollars (USD),8.0
2008,com,com,millions of us dollars (USD),238889.0
2008,com,amb,millions of us dollars (USD),495.0
2008,com,fbp,millions of us dollars (USD),98.0
2008,com,rec,millions of us dollars (USD),29.0
2008,com,con,millions of us dollars (USD),201.0
2008,com,eec,millions of us dollars (USD),294.0
2008,com,fnd,millions of us dollars (USD),2517.0
2008,com,pub,millions of us dollars (USD),6939.0
2008,com,hou,millions of us dollars (USD),14.0
2008,com,fbt,millions of us dollars (USD),5.0
2008,com,ins,millions of us dollars (USD),1880.0
2008,com,tex,millions of us dollars (USD),17.0
2008,com,leg,millions of us dollars (USD),280.0
2008,com,fen,millions of us dollars (USD),640.0
2008,com,uti,millions of us dollars (USD),516.0
2008,com,nmp,millions of us dollars (USD),31.0
2008,com,brd,millions of us dollars (USD),1363.0
2008,com,bnk,millions of us dollars (USD),2654.0
2008,com,ore,millions of us dollars (USD),110.0
2008,com,edu,millions of us dollars (USD),3299.0
2008,com,ote,millions of us dollars (USD),498.0
2008,com,man,millions of us dollars (USD),7703.0
2008,com,mch,millions of us dollars (USD),647.0
2008,com,dat,millions of us dollars (USD),8380.0
2008,com,amd,millions of us dollars (USD),27.0
2008,com,oil,millions of us dollars (USD),65.0
2008,com,hos,millions of us dollars (USD),1586.0
2008,com,rnt,millions of us dollars (USD),127.0
2008,com,pla,millions of us dollars (USD),156.0
2008,com,fin,millions of us dollars (USD),87.0
2008,com,tsv,millions of us dollars (USD),7470.0
2008,com,nrs,millions of us dollars (USD),15.0
2008,com,sec,millions of us dollars (USD),976.0
2008,com,art,millions of us dollars (USD),21.0
2008,com,mov,millions of us dollars (USD),187.0
2008,com,fpd,millions of us dollars (USD),41.0
2008,com,slg,millions of us dollars (USD),7101.0
2008,com,pri,millions of us dollars (USD),215.0
2008,com,pip,millions of us dollars (USD),15.0
2008,com,osv,millions of us dollars (USD),489.0
2008,com,trn,millions of us dollars (USD),96.0
2008,com,smn,millions of us dollars (USD),52.0
2008,com,fmt,millions of us dollars (USD),275.0
2008,com,pet,millions of us dollars (USD),45.0
2008,com,mvt,millions of us dollars (USD),35.0
2008,com,cep,millions of us dollars (USD),1415.0
2008,com,wst,millions of us dollars (USD),40.0
2008,com,mot,millions of us dollars (USD),296.0
2008,com,adm,millions of us dollars (USD),5790.0
2008,com,soc,millions of us dollars (USD),40.0
2008,com,alt,millions of us dollars (USD),41.0
2008,com,pmt,millions of us dollars (USD),51.0
2008,com,trk,millions of us dollars (USD),89.0
2008,com,fdd,millions of us dollars (USD),2159.0
2008,com,wtt,millions of us dollars (USD),7.0
2008,com,wpd,millions of us dollars (USD),26.0
2008,com,wht,millions of us dollars (USD),11301.0
2008,com,wrh,millions of us dollars (USD),122.0
2008,com,ott,millions of us dollars (USD),1409.0
2008,com,che,millions of us dollars (USD),503.0
2008,com,air,millions of us dollars (USD),167.0
2008,com,mmf,millions of us dollars (USD),297.0
2008,com,otr,millions of us dollars (USD),153.0
2008,com,min,millions of us dollars (USD),10.0
2008,com,Tax,millions of us dollars (USD),2075.0
2008,com,imports,millions of us dollars (USD),15600.0
2008,com,Output,millions of us dollars (USD),320579.0
2008,com,BasicSupply,millions of us dollars (USD),336180.0
2008,com,TaxLesSubsidies,millions of us dollars (USD),2075.0
2008,com,Supply,millions of us dollars (USD),338255.0
2008,amb,amb,millions of us dollars (USD),732673.0
2008,amb,hos,millions of us dollars (USD),2784.0
2008,amb,nrs,millions of us dollars (USD),777.0
2008,amb,slg,millions of us dollars (USD),22378.0
2008,amb,adm,millions of us dollars (USD),6.0
2008,amb,soc,millions of us dollars (USD),119.0
2008,amb,gmt,millions of us dollars (USD),785.0
2008,amb,ott,millions of us dollars (USD),396.0
2008,amb,air,millions of us dollars (USD),66.0
2008,amb,otr,millions of us dollars (USD),5.0
2008,amb,Tax,millions of us dollars (USD),643.0
2008,amb,Output,millions of us dollars (USD),759991.0
2008,amb,BasicSupply,millions of us dollars (USD),759991.0
2008,amb,TaxLesSubsidies,millions of us dollars (USD),643.0
2008,amb,Supply,millions of us dollars (USD),760634.0
2008,fbp,fbp,millions of us dollars (USD),750370.0
2008,fbp,fbt,millions of us dollars (USD),8424.0
2008,fbp,mch,millions of us dollars (USD),68.0
2008,fbp,slg,millions of us dollars (USD),1567.0
2008,fbp,gmt,millions of us dollars (USD),2763.0
2008,fbp,wht,millions of us dollars (USD),3241.0
2008,fbp,ott,millions of us dollars (USD),4.0
2008,fbp,che,millions of us dollars (USD),8330.0
2008,fbp,Tax,millions of us dollars (USD),67042.0
2008,fbp,imports,millions of us dollars (USD),62671.0
2008,fbp,Output,millions of us dollars (USD),774766.0
2008,fbp,BasicSupply,millions of us dollars (USD),837437.0
2008,fbp,Margins,millions of us dollars (USD),320615.0
2008,fbp,TrnCost,millions of us dollars (USD),22084.0
2008,fbp,TrdTrn,millions of us dollars (USD),342699.0
2008,fbp,Duties,millions of us dollars (USD),825.0
2008,fbp,TaxLesSubsidies,millions of us dollars (USD),67867.0
2008,fbp,Supply,millions of us dollars (USD),1248003.0
2008,rec,res,millions of us dollars (USD),860.0
2008,rec,rec,millions of us dollars (USD),92086.0
2008,rec,agr,millions of us dollars (USD),2052.0
2008,rec,fbt,millions of us dollars (USD),22.0
2008,rec,amd,millions of us dollars (USD),29233.0
2008,rec,art,millions of us dollars (USD),2614.0
2008,rec,mov,millions of us dollars (USD),55.0
2008,rec,slg,millions of us dollars (USD),2206.0
2008,rec,sle,millions of us dollars (USD),25997.0
2008,rec,mvt,millions of us dollars (USD),230.0
2008,rec,wtt,millions of us dollars (USD),237.0
2008,rec,ott,millions of us dollars (USD),131.0
2008,rec,Tax,millions of us dollars (USD),5474.0
2008,rec,Output,millions of us dollars (USD),155723.0
2008,rec,BasicSupply,millions of us dollars (USD),155723.0
2008,rec,TaxLesSubsidies,millions of us dollars (USD),5474.0
2008,rec,Supply,millions of us dollars (USD),161197.0
2008,con,ppd,millions of us dollars (USD),68.0
2008,con,res,millions of us dollars (USD),477.0
2008,con,com,millions of us dollars (USD),2.0
2008,con,amb,millions of us dollars (USD),590.0
2008,con,fbp,millions of us dollars (USD),60.0
2008,con,rec,millions of us dollars (USD),337.0
2008,con,con,millions of us dollars (USD),1273879.0
2008,con,eec,millions of us dollars (USD),22.0
2008,con,fnd,millions of us dollars (USD),382.0
2008,con,pub,millions of us dollars (USD),4.0
2008,con,hou,millions of us dollars (USD),24122.0
2008,con,fbt,millions of us dollars (USD),2.0
2008,con,ins,millions of us dollars (USD),4.0
2008,con,tex,millions of us dollars (USD),30.0
2008,con,uti,millions of us dollars (USD),2399.0
2008,con,nmp,millions of us dollars (USD),367.0
2008,con,brd,millions of us dollars (USD),2245.0
2008,con,bnk,millions of us dollars (USD),2.0
2008,con,ore,millions of us dollars (USD),946.0
2008,con,edu,millions of us dollars (USD),886.0
2008,con,ote,millions of us dollars (USD),354.0
2008,con,man,millions of us dollars (USD),80.0
2008,con,mch,millions of us dollars (USD),473.0
2008,con,dat,millions of us dollars (USD),74.0
2008,con,amd,millions of us dollars (USD),1172.0
2008,con,oil,millions of us dollars (USD),447.0
2008,con,hos,millions of us dollars (USD),1612.0
2008,con,rnt,millions of us dollars (USD),62.0
2008,con,pla,millions of us dollars (USD),52.0
2008,con,fof,millions of us dollars (USD),488.0
2008,con,fin,millions of us dollars (USD),5.0
2008,con,tsv,millions of us dollars (USD),552.0
2008,con,nrs,millions of us dollars (USD),24.0
2008,con,sec,millions of us dollars (USD),5.0
2008,con,art,millions of us dollars (USD),469.0
2008,con,mov,millions of us dollars (USD),18.0
2008,con,fpd,millions of us dollars (USD),231.0
2008,con,slg,millions of us dollars (USD),16190.0
2008,con,pri,millions of us dollars (USD),3.0
2008,con,grd,millions of us dollars (USD),10.0
2008,con,pip,millions of us dollars (USD),36.0
2008,con,osv,millions of us dollars (USD),802.0
2008,con,trn,millions of us dollars (USD),1235.0
2008,con,smn,millions of us dollars (USD),3966.0
2008,con,fmt,millions of us dollars (USD),1395.0
2008,con,pet,millions of us dollars (USD),83.0
2008,con,mvt,millions of us dollars (USD),8.0
2008,con,cep,millions of us dollars (USD),15.0
2008,con,wst,millions of us dollars (USD),2.0
2008,con,mot,millions of us dollars (USD),259.0
2008,con,adm,millions of us dollars (USD),1985.0
2008,con,soc,millions of us dollars (USD),201.0
2008,con,pmt,millions of us dollars (USD),111.0
2008,con,trk,millions of us dollars (USD),211.0
2008,con,fdd,millions of us dollars (USD),4.0
2008,con,gmt,millions of us dollars (USD),1898.0
2008,con,wtt,millions of us dollars (USD),4.0
2008,con,wpd,millions of us dollars (USD),110.0
2008,con,wht,millions of us dollars (USD),3815.0
2008,con,wrh,millions of us dollars (USD),40.0
2008,con,ott,millions of us dollars (USD),3844.0
2008,con,che,millions of us dollars (USD),76.0
2008,con,air,millions of us dollars (USD),17.0
2008,con,mmf,millions of us dollars (USD),769.0
2008,con,otr,millions of us dollars (USD),210.0
2008,con,min,millions of us dollars (USD),11197.0
2008,con,Tax,millions of us dollars (USD),1469.0
2008,con,Output,millions of us dollars (USD),1361436.0
2008,con,BasicSupply,millions of us dollars (USD),1361436.0
2008,con,TaxLesSubsidies,millions of us dollars (USD),1469.0
2008,con,Supply,millions of us dollars (USD),1362905.0
2008,agr,agr,millions of us dollars (USD),334441.0
2008,agr,fof,millions of us dollars (USD),14.0
2008,agr,slg,millions of us dollars (USD),411.0
2008,agr,ott,millions of us dollars (USD),167.0
2008,agr,Subsidies,millions of us dollars (USD),-10346.0
2008,agr,Tax,millions of us dollars (USD),3979.0
2008,agr,imports,millions of us dollars (USD),24999.0
2008,agr,Output,millions of us dollars (USD),335034.0
2008,agr,BasicSupply,millions of us dollars (USD),360033.0
2008,agr,Margins,millions of us dollars (USD),62576.0
2008,agr,TrnCost,millions of us dollars (USD),36916.0
2008,agr,TrdTrn,millions of us dollars (USD),99492.0
2008,agr,Duties,millions of us dollars (USD),25.0
2008,agr,TaxLesSubsidies,millions of us dollars (USD),-6341.0
2008,agr,Supply,millions of us dollars (USD),453184.0
2008,eec,eec,millions of us dollars (USD),118856.0
2008,eec,nmp,millions of us dollars (USD),38.0
2008,eec,ote,millions of us dollars (USD),415.0
2008,eec,mch,millions of us dollars (USD),1054.0
2008,eec,pla,millions of us dollars (USD),156.0
2008,eec,fpd,millions of us dollars (USD),6.0
2008,eec,fmt,millions of us dollars (USD),188.0
2008,eec,pet,millions of us dollars (USD),1.0
2008,eec,cep,millions of us dollars (USD),624.0
2008,eec,mot,millions of us dollars (USD),594.0
2008,eec,pmt,millions of us dollars (USD),1130.0
2008,eec,che,millions of us dollars (USD),286.0
2008,eec,mmf,millions of us dollars (USD),78.0
2008,eec,Subsidies,millions of us dollars (USD),-120.0
2008,eec,Tax,millions of us dollars (USD),5660.0
2008,eec,imports,millions of us dollars (USD),66590.0
2008,eec,Output,millions of us dollars (USD),123427.0
2008,eec,BasicSupply,millions of us dollars (USD),190017.0
2008,eec,Margins,millions of us dollars (USD),63827.0
2008,eec,TrnCost,millions of us dollars (USD),6627.0
2008,eec,TrdTrn,millions of us dollars (USD),70454.0
2008,eec,Duties,millions of us dollars (USD),1324.0
2008,eec,TaxLesSubsidies,millions of us dollars (USD),6865.0
2008,eec,Supply,millions of us dollars (USD),267335.0
2008,use,ppd,millions of us dollars (USD),363.0
2008,use,res,millions of us dollars (USD),104.0
2008,use,fbp,millions of us dollars (USD),1.0
2008,use,tex,millions of us dollars (USD),5.0
2008,use,nmp,millions of us dollars (USD),21.0
2008,use,ote,millions of us dollars (USD),273.0
2008,use,mch,millions of us dollars (USD),246.0
2008,use,pla,millions of us dollars (USD),68.0
2008,use,slg,millions of us dollars (USD),3467.0
2008,use,pri,millions of us dollars (USD),180.0
2008,use,fmt,millions of us dollars (USD),1281.0
2008,use,wst,millions of us dollars (USD),1264.0
2008,use,mot,millions of us dollars (USD),917.0
2008,use,pmt,millions of us dollars (USD),1511.0
2008,use,wpd,millions of us dollars (USD),23.0
2008,use,Tax,millions of us dollars (USD),9272.0
2008,use,imports,millions of us dollars (USD),12240.0
2008,use,Output,millions of us dollars (USD),9723.0
2008,use,BasicSupply,millions of us dollars (USD),21963.0
2008,use,Margins,millions of us dollars (USD),68022.0
2008,use,TrnCost,millions of us dollars (USD),32156.0
2008,use,TrdTrn,millions of us dollars (USD),100178.0
2008,use,Duties,millions of us dollars (USD),17.0
2008,use,TaxLesSubsidies,millions of us dollars (USD),9289.0
2008,use,Supply,millions of us dollars (USD),131430.0
2008,fnd,fnd,millions of us dollars (USD),295695.0
2008,fnd,Output,millions of us dollars (USD),295695.0
2008,fnd,BasicSupply,millions of us dollars (USD),295695.0
2008,fnd,Supply,millions of us dollars (USD),295695.0
2008,pub,com,millions of us dollars (USD),1289.0
2008,pub,fnd,millions of us dollars (USD),240.0
2008,pub,pub,millions of us dollars (USD),204884.0
2008,pub,dat,millions of us dollars (USD),5315.0
2008,pub,slg,millions of us dollars (USD),404.0
2008,pub,Tax,millions of us dollars (USD),5130.0
2008,pub,imports,millions of us dollars (USD),4444.0
2008,pub,Output,millions of us dollars (USD),212133.0
2008,pub,BasicSupply,millions of us dollars (USD),216576.0
2008,pub,Margins,millions of us dollars (USD),53054.0
2008,pub,TrnCost,millions of us dollars (USD),4546.0
2008,pub,TrdTrn,millions of us dollars (USD),57600.0
2008,pub,TaxLesSubsidies,millions of us dollars (USD),5130.0
2008,pub,Supply,millions of us dollars (USD),279306.0
2008,hou,hou,millions of us dollars (USD),1549379.0
2008,hou,sle,millions of us dollars (USD),22174.0
2008,hou,Subsidies,millions of us dollars (USD),-33458.0
2008,hou,Tax,millions of us dollars (USD),14.0
2008,hou,Output,millions of us dollars (USD),1571554.0
2008,hou,BasicSupply,millions of us dollars (USD),1571554.0
2008,hou,TaxLesSubsidies,millions of us dollars (USD),-33444.0
2008,hou,Supply,millions of us dollars (USD),1538110.0
2008,fbt,res,millions of us dollars (USD),478.0
2008,fbt,fbt,millions of us dollars (USD),154670.0
2008,fbt,amd,millions of us dollars (USD),328.0
2008,fbt,rnt,millions of us dollars (USD),1383.0
2008,fbt,grd,millions of us dollars (USD),1.0
2008,fbt,sle,millions of us dollars (USD),2505.0
2008,fbt,otr,millions of us dollars (USD),7.0
2008,fbt,Output,millions of us dollars (USD),159371.0
2008,fbt,BasicSupply,millions of us dollars (USD),159371.0
2008,fbt,Margins,millions of us dollars (USD),-159371.0
2008,fbt,TrdTrn,millions of us dollars (USD),-159371.0
2008,ins,ins,millions of us dollars (USD),695430.0
2008,ins,fen,millions of us dollars (USD),6619.0
2008,ins,ore,millions of us dollars (USD),236.0
2008,ins,edu,millions of us dollars (USD),18.0
2008,ins,rnt,millions of us dollars (USD),607.0
2008,ins,sec,millions of us dollars (USD),2551.0
2008,ins,sle,millions of us dollars (USD),6.0
2008,ins,mvt,millions of us dollars (USD),217.0
2008,ins,adm,millions of us dollars (USD),48.0
2008,ins,ott,millions of us dollars (USD),1.0
2008,ins,otr,millions of us dollars (USD),38.0
2008,ins,Subsidies,millions of us dollars (USD),-4370.0
2008,ins,Tax,millions of us dollars (USD),16773.0
2008,ins,imports,millions of us dollars (USD),59043.0
2008,ins,Output,millions of us dollars (USD),705771.0
2008,ins,BasicSupply,millions of us dollars (USD),764113.0
2008,ins,TaxLesSubsidies,millions of us dollars (USD),12403.0
2008,ins,Supply,millions of us dollars (USD),776516.0
2008,ins,ciffob,millions of us dollars (USD),-702.0
2008,tex,ppd,millions of us dollars (USD),208.0
2008,tex,eec,millions of us dollars (USD),6.0
2008,tex,tex,millions of us dollars (USD),50872.0
2008,tex,nmp,millions of us dollars (USD),279.0
2008,tex,ote,millions of us dollars (USD),3.0
2008,tex,mch,millions of us dollars (USD),19.0
2008,tex,pla,millions of us dollars (USD),655.0
2008,tex,fpd,millions of us dollars (USD),88.0
2008,tex,pri,millions of us dollars (USD),214.0
2008,tex,fmt,millions of us dollars (USD),4.0
2008,tex,pet,millions of us dollars (USD),1.0
2008,tex,cep,millions of us dollars (USD),10.0
2008,tex,mot,millions of us dollars (USD),23.0
2008,tex,alt,millions of us dollars (USD),56.0
2008,tex,pmt,millions of us dollars (USD),50.0
2008,tex,wpd,millions of us dollars (USD),9.0
2008,tex,che,millions of us dollars (USD),8.0
2008,tex,mmf,millions of us dollars (USD),138.0
2008,tex,Subsidies,millions of us dollars (USD),-5.0
2008,tex,Tax,millions of us dollars (USD),5037.0
2008,tex,imports,millions of us dollars (USD),23011.0
2008,tex,Output,millions of us dollars (USD),52642.0
2008,tex,BasicSupply,millions of us dollars (USD),75652.0
2008,tex,Margins,millions of us dollars (USD),51314.0
2008,tex,TrnCost,millions of us dollars (USD),3584.0
2008,tex,TrdTrn,millions of us dollars (USD),54898.0
2008,tex,Duties,millions of us dollars (USD),1442.0
2008,tex,TaxLesSubsidies,millions of us dollars (USD),6474.0
2008,tex,Supply,millions of us dollars (USD),137025.0
2008,leg,ins,millions of us dollars (USD),181.0
2008,leg,leg,millions of us dollars (USD),276862.0
2008,leg,Tax,millions of us dollars (USD),14944.0
2008,leg,imports,millions of us dollars (USD),2219.0
2008,leg,Output,millions of us dollars (USD),277044.0
2008,leg,BasicSupply,millions of us dollars (USD),279263.0
2008,leg,TaxLesSubsidies,millions of us dollars (USD),14944.0
2008,leg,Supply,millions of us dollars (USD),294207.0
2008,fen,fnd,millions of us dollars (USD),596.0
2008,fen,fen,millions of us dollars (USD),77732.0
2008,fen,imports,millions of us dollars (USD),513.0
2008,fen,Output,millions of us dollars (USD),78328.0
2008,fen,BasicSupply,millions of us dollars (USD),78841.0
2008,fen,Supply,millions of us dollars (USD),78841.0
2008,uti,fnd,millions of us dollars (USD),70.0
2008,uti,fen,millions of us dollars (USD),13332.0
2008,uti,uti,millions of us dollars (USD),489724.0
2008,uti,slg,millions of us dollars (USD),880.0
2008,uti,pip,millions of us dollars (USD),601.0
2008,uti,sle,millions of us dollars (USD),92537.0
2008,uti,Tax,millions of us dollars (USD),29448.0
2008,uti,imports,millions of us dollars (USD),3924.0
2008,uti,Output,millions of us dollars (USD),597144.0
2008,uti,BasicSupply,millions of us dollars (USD),601068.0
2008,uti,TaxLesSubsidies,millions of us dollars (USD),29448.0
2008,uti,Supply,millions of us dollars (USD),630516.0
2008,nmp,ppd,millions of us dollars (USD),183.0
2008,nmp,eec,millions of us dollars (USD),345.0
2008,nmp,nmp,millions of us dollars (USD),110210.0
2008,nmp,mch,millions of us dollars (USD),91.0
2008,nmp,pla,millions of us dollars (USD),300.0
2008,nmp,fpd,millions of us dollars (USD),220.0
2008,nmp,fmt,millions of us dollars (USD),145.0
2008,nmp,pet,millions of us dollars (USD),207.0
2008,nmp,cep,millions of us dollars (USD),83.0
2008,nmp,mot,millions of us dollars (USD),35.0
2008,nmp,pmt,millions of us dollars (USD),224.0
2008,nmp,wpd,millions of us dollars (USD),12.0
2008,nmp,che,millions of us dollars (USD),104.0
2008,nmp,mmf,millions of us dollars (USD),10.0
2008,nmp,min,millions of us dollars (USD),298.0
2008,nmp,Tax,millions of us dollars (USD),3335.0
2008,nmp,imports,millions of us dollars (USD),20124.0
2008,nmp,Output,millions of us dollars (USD),112469.0
2008,nmp,BasicSupply,millions of us dollars (USD),132593.0
2008,nmp,Margins,millions of us dollars (USD),31194.0
2008,nmp,TrnCost,millions of us dollars (USD),16839.0
2008,nmp,TrdTrn,millions of us dollars (USD),48033.0
2008,nmp,Duties,millions of us dollars (USD),596.0
2008,nmp,TaxLesSubsidies,millions of us dollars (USD),3931.0
2008,nmp,Supply,millions of us dollars (USD),184557.0
2008,brd,com,millions of us dollars (USD),121.0
2008,brd,brd,millions of us dollars (USD),543428.0
2008,brd,dat,millions of us dollars (USD),97.0
2008,brd,amd,millions of us dollars (USD),237.0
2008,brd,ott,millions of us dollars (USD),22.0
2008,brd,Tax,millions of us dollars (USD),27711.0
2008,brd,imports,millions of us dollars (USD),166.0
2008,brd,Output,millions of us dollars (USD),543906.0
2008,brd,BasicSupply,millions of us dollars (USD),544072.0
2008,brd,TaxLesSubsidies,millions of us dollars (USD),27711.0
2008,brd,Supply,millions of us dollars (USD),571783.0
2008,bnk,fbt,millions of us dollars (USD),523.0
2008,bnk,bnk,millions of us dollars (USD),602134.0
2008,bnk,sec,millions of us dollars (USD),13694.0
2008,bnk,sle,millions of us dollars (USD),18.0
2008,bnk,mvt,millions of us dollars (USD),2888.0
2008,bnk,ott,millions of us dollars (USD),100.0
2008,bnk,Subsidies,millions of us dollars (USD),-84.0
2008,bnk,Tax,millions of us dollars (USD),38.0
2008,bnk,imports,millions of us dollars (USD),47.0
2008,bnk,Output,millions of us dollars (USD),619358.0
2008,bnk,BasicSupply,millions of us dollars (USD),619405.0
2008,bnk,TaxLesSubsidies,millions of us dollars (USD),-46.0
2008,bnk,Supply,millions of us dollars (USD),619359.0
2008,ore,rec,millions of us dollars (USD),28.0
2008,ore,fen,millions of us dollars (USD),726.0
2008,ore,ore,millions of us dollars (USD),814022.0
2008,ore,edu,millions of us dollars (USD),79.0
2008,ore,amd,millions of us dollars (USD),760.0
2008,ore,rnt,millions of us dollars (USD),1496.0
2008,ore,nrs,millions of us dollars (USD),89.0
2008,ore,art,millions of us dollars (USD),191.0
2008,ore,mov,millions of us dollars (USD),97.0
2008,ore,grd,millions of us dollars (USD),4.0
2008,ore,sle,millions of us dollars (USD),17600.0
2008,ore,osv,millions of us dollars (USD),351.0
2008,ore,adm,millions of us dollars (USD),461.0
2008,ore,Subsidies,millions of us dollars (USD),-1896.0
2008,ore,Tax,millions of us dollars (USD),868.0
2008,ore,Output,millions of us dollars (USD),835905.0
2008,ore,BasicSupply,millions of us dollars (USD),835905.0
2008,ore,TaxLesSubsidies,millions of us dollars (USD),-1028.0
2008,ore,Supply,millions of us dollars (USD),834877.0
2008,edu,com,millions of us dollars (USD),1063.0
2008,edu,rec,millions of us dollars (USD),1264.0
2008,edu,pub,millions of us dollars (USD),1697.0
2008,edu,edu,millions of us dollars (USD),207889.0
2008,edu,dat,millions of us dollars (USD),225.0
2008,edu,rnt,millions of us dollars (USD),3.0
2008,edu,art,millions of us dollars (USD),26.0
2008,edu,slg,millions of us dollars (USD),73776.0
2008,edu,osv,millions of us dollars (USD),8.0
2008,edu,mvt,millions of us dollars (USD),39.0
2008,edu,adm,millions of us dollars (USD),35.0
2008,edu,fdd,millions of us dollars (USD),236.0
2008,edu,ott,millions of us dollars (USD),173.0
2008,edu,Tax,millions of us dollars (USD),104.0
2008,edu,imports,millions of us dollars (USD),969.0
2008,edu,Output,millions of us dollars (USD),286435.0
2008,edu,BasicSupply,millions of us dollars (USD),287403.0
2008,edu,TaxLesSubsidies,millions of us dollars (USD),104.0
2008,edu,Supply,millions of us dollars (USD),287507.0
2008,ote,eec,millions of us dollars (USD),123.0
2008,ote,tex,millions of us dollars (USD),9.0
2008,ote,nmp,millions of us dollars (USD),51.0
2008,ote,ote,millions of us dollars (USD),232357.0
2008,ote,mch,millions of us dollars (USD),1503.0
2008,ote,pla,millions of us dollars (USD),659.0
2008,ote,fmt,millions of us dollars (USD),1236.0
2008,ote,cep,millions of us dollars (USD),5777.0
2008,ote,mot,millions of us dollars (USD),912.0
2008,ote,wht,millions of us dollars (USD),17.0
2008,ote,che,millions of us dollars (USD),16.0
2008,ote,mmf,millions of us dollars (USD),463.0
2008,ote,Tax,millions of us dollars (USD),1767.0
2008,ote,imports,millions of us dollars (USD),43155.0
2008,ote,Output,millions of us dollars (USD),243122.0
2008,ote,BasicSupply,millions of us dollars (USD),286277.0
2008,ote,Margins,millions of us dollars (USD),15948.0
2008,ote,TrnCost,millions of us dollars (USD),3574.0
2008,ote,TrdTrn,millions of us dollars (USD),19522.0
2008,ote,Duties,millions of us dollars (USD),226.0
2008,ote,TaxLesSubsidies,millions of us dollars (USD),1993.0
2008,ote,Supply,millions of us dollars (USD),307792.0
2008,man,man,millions of us dollars (USD),419222.0
2008,man,Tax,millions of us dollars (USD),931.0
2008,man,Output,millions of us dollars (USD),419222.0
2008,man,BasicSupply,millions of us dollars (USD),419222.0
2008,man,TaxLesSubsidies,millions of us dollars (USD),931.0
2008,man,Supply,millions of us dollars (USD),420153.0
2008,mch,eec,millions of us dollars (USD),734.0
2008,mch,tex,millions of us dollars (USD),13.0
2008,mch,nmp,millions of us dollars (USD),25.0
2008,mch,ote,millions of us dollars (USD),1825.0
2008,mch,mch,millions of us dollars (USD),329444.0
2008,mch,oil,millions of us dollars (USD),43.0
2008,mch,pla,millions of us dollars (USD),1183.0
2008,mch,fpd,millions of us dollars (USD),96.0
2008,mch,fmt,millions of us dollars (USD),5649.0
2008,mch,pet,millions of us dollars (USD),20.0
2008,mch,cep,millions of us dollars (USD),531.0
2008,mch,mot,millions of us dollars (USD),2748.0
2008,mch,pmt,millions of us dollars (USD),677.0
2008,mch,fdd,millions of us dollars (USD),2.0
2008,mch,wht,millions of us dollars (USD),374.0
2008,mch,che,millions of us dollars (USD),499.0
2008,mch,mmf,millions of us dollars (USD),351.0
2008,mch,Tax,millions of us dollars (USD),6858.0
2008,mch,imports,millions of us dollars (USD),121488.0
2008,mch,Output,millions of us dollars (USD),344214.0
2008,mch,BasicSupply,millions of us dollars (USD),465702.0
2008,mch,Margins,millions of us dollars (USD),109245.0
