uni_0,uni_1,uni_2,uni_3,value
ME,2012,11211,millions of us dollars (USD),1.423
ME,2012,11212,millions of us dollars (USD),13.091999999999999
ME,2012,1122,millions of us dollars (USD),0.038
ME,2012,1129,millions of us dollars (USD),0.48
ME,2017,1112,millions of us dollars (USD),231.08599999999998
ME,2017,1113,millions of us dollars (USD),50.519999999999996
ME,2017,1114,millions of us dollars (USD),72.05
ME,2017,1119,millions of us dollars (USD),39.555
ME,2017,11212,millions of us dollars (USD),7.729
ME,2017,1123,millions of us dollars (USD),0.13699999999999998
ME,2017,1124,millions of us dollars (USD),0.049999999999999996
ME,2017,1129,millions of us dollars (USD),0.721
MA,2012,1112,millions of us dollars (USD),79.378
MA,2012,1113,millions of us dollars (USD),122.384
MA,2012,1114,millions of us dollars (USD),146.054
MA,2012,1119,millions of us dollars (USD),22.863
MA,2012,11211,millions of us dollars (USD),0.285
MA,2012,11212,millions of us dollars (USD),8.232
MA,2012,1122,millions of us dollars (USD),0.06899999999999999
MA,2012,1123,millions of us dollars (USD),0.08199999999999999
MA,2012,1129,millions of us dollars (USD),0.376
MA,2017,11115,millions of us dollars (USD),1.528
MA,2017,1112,millions of us dollars (USD),106.871
MA,2017,1113,millions of us dollars (USD),85.10199999999999
MA,2017,1114,millions of us dollars (USD),134.161
MA,2017,1119,millions of us dollars (USD),29.212
MA,2017,11211,millions of us dollars (USD),0.648
MA,2017,11212,millions of us dollars (USD),4.603
MA,2017,1125,millions of us dollars (USD),0.287
MA,2017,1129,millions of us dollars (USD),0.423
MS,2012,11111,millions of us dollars (USD),980.8689999999999
MS,2012,11115,millions of us dollars (USD),628.098
MS,2012,11119,millions of us dollars (USD),718.636
MS,2012,1112,millions of us dollars (USD),84.255
MS,2012,1113,millions of us dollars (USD),21.009
MS,2012,1114,millions of us dollars (USD),62.41
MS,2012,1119,millions of us dollars (USD),378.728
MS,2012,11211,millions of us dollars (USD),16.486
MS,2012,11212,millions of us dollars (USD),3.8129999999999997
MS,2012,1122,millions of us dollars (USD),1.272
MS,2012,1123,millions of us dollars (USD),11.674999999999999
MS,2012,1124,millions of us dollars (USD),0.048999999999999995
MS,2012,1125,millions of us dollars (USD),5.164
MS,2012,1129,millions of us dollars (USD),1.304
MS,2012,11114,millions of us dollars (USD),18.012999999999998
MS,2012,11113,millions of us dollars (USD),0.081
MS,2012,11112,millions of us dollars (USD),0.012
MS,2012,11116,millions of us dollars (USD),41.701
MS,2017,11111,millions of us dollars (USD),1108.277
MS,2017,11115,millions of us dollars (USD),106.87299999999999
MS,2017,11119,millions of us dollars (USD),264.664
MS,2017,1112,millions of us dollars (USD),106.759
MS,2017,1113,millions of us dollars (USD),15.004999999999999
MS,2017,1114,millions of us dollars (USD),55.724
MS,2017,1119,millions of us dollars (USD),544.744
MS,2017,11211,millions of us dollars (USD),20.663
MS,2017,11212,millions of us dollars (USD),2.3939999999999997
MS,2017,1122,millions of us dollars (USD),0.238
MS,2017,1123,millions of us dollars (USD),12.152
MS,2017,1124,millions of us dollars (USD),0.051
MS,2017,1125,millions of us dollars (USD),7.895
MS,2017,1129,millions of us dollars (USD),0.572
MS,2017,11116,millions of us dollars (USD),42.946
WA,2012,11115,millions of us dollars (USD),102.238
WA,2012,11119,millions of us dollars (USD),102.76899999999999
WA,2012,1112,millions of us dollars (USD),1148.616
WA,2012,1113,millions of us dollars (USD),2880.249
WA,2012,1114,millions of us dollars (USD),350.746
WA,2012,1119,millions of us dollars (USD),814.973
WA,2012,11211,millions of us dollars (USD),32.234
WA,2012,11212,millions of us dollars (USD),26.703999999999997
WA,2012,1122,millions of us dollars (USD),0.034999999999999996
WA,2012,1123,millions of us dollars (USD),1.277
WA,2012,1124,millions of us dollars (USD),0.289
WA,2012,1125,millions of us dollars (USD),0.066
WA,2012,1129,millions of us dollars (USD),2.069
WA,2012,11114,millions of us dollars (USD),1003.102
WA,2012,11113,millions of us dollars (USD),18.698999999999998
WA,2012,11112,millions of us dollars (USD),7.976999999999999
WA,2017,11119,millions of us dollars (USD),122.371
WA,2017,1112,millions of us dollars (USD),1236.322
WA,2017,1113,millions of us dollars (USD),3607.836
WA,2017,1114,millions of us dollars (USD),378.34999999999997
WA,2017,1119,millions of us dollars (USD),914.8629999999999
WA,2017,11211,millions of us dollars (USD),24.468
WA,2017,11212,millions of us dollars (USD),24.798
WA,2017,1122,millions of us dollars (USD),0.16599999999999998
WA,2017,1123,millions of us dollars (USD),1.335
WA,2017,1124,millions of us dollars (USD),0.26899999999999996
WA,2017,1125,millions of us dollars (USD),0.004
WA,2017,1129,millions of us dollars (USD),1.698
WA,2017,11114,millions of us dollars (USD),588.472
TX,2012,11111,millions of us dollars (USD),10.24
TX,2012,11115,millions of us dollars (USD),1228.176
TX,2012,11119,millions of us dollars (USD),1175.585
TX,2012,1112,millions of us dollars (USD),445.883
TX,2012,1113,millions of us dollars (USD),227.399
TX,2012,1114,millions of us dollars (USD),1010.91
TX,2012,1119,millions of us dollars (USD),2444.1389999999997
TX,2012,11211,millions of us dollars (USD),347.707
TX,2012,11212,millions of us dollars (USD),18.358999999999998
TX,2012,1122,millions of us dollars (USD),1.4
TX,2012,1123,millions of us dollars (USD),9.071
TX,2012,1124,millions of us dollars (USD),3.311
TX,2012,1125,millions of us dollars (USD),0.717
TX,2012,1129,millions of us dollars (USD),20.843
TX,2012,11114,millions of us dollars (USD),286.34499999999997
TX,2012,11116,millions of us dollars (USD),126.443
TX,2017,11111,millions of us dollars (USD),18.922
TX,2017,11115,millions of us dollars (USD),939.3839999999999
TX,2017,11119,millions of us dollars (USD),619.217
TX,2017,1112,millions of us dollars (USD),350.579
TX,2017,1113,millions of us dollars (USD),189.731
TX,2017,1114,millions of us dollars (USD),835.41
TX,2017,1119,millions of us dollars (USD),3466.453
TX,2017,11211,millions of us dollars (USD),253.194
TX,2017,11212,millions of us dollars (USD),33.265
TX,2017,1122,millions of us dollars (USD),0.421
TX,2017,1123,millions of us dollars (USD),5.1209999999999996
TX,2017,1124,millions of us dollars (USD),2.092
TX,2017,1125,millions of us dollars (USD),1.061
TX,2017,1129,millions of us dollars (USD),10.561
TX,2017,11114,millions of us dollars (USD),60.245999999999995
TX,2017,11116,millions of us dollars (USD),107.208
AL,2012,11111,millions of us dollars (USD),101.975
AL,2012,11115,millions of us dollars (USD),72.383
AL,2012,11119,millions of us dollars (USD),219.11399999999998
AL,2012,1112,millions of us dollars (USD),45.128
AL,2012,1113,millions of us dollars (USD),21.66
AL,2012,1114,millions of us dollars (USD),251.10999999999999
AL,2012,1119,millions of us dollars (USD),527.228
AL,2012,11211,millions of us dollars (USD),21.27
AL,2012,11212,millions of us dollars (USD),2.116
AL,2012,1122,millions of us dollars (USD),0.6729999999999999
AL,2012,1123,millions of us dollars (USD),45.262
AL,2012,1124,millions of us dollars (USD),0.131
AL,2012,1125,millions of us dollars (USD),1.126
AL,2012,1129,millions of us dollars (USD),2.775
AL,2012,11114,millions of us dollars (USD),2.8779999999999997
AL,2012,11113,millions of us dollars (USD),0.142
AL,2017,11111,millions of us dollars (USD),60.334999999999994
AL,2017,11115,millions of us dollars (USD),55.964
AL,2017,11119,millions of us dollars (USD),186.327
AL,2017,1112,millions of us dollars (USD),52.199999999999996
AL,2017,1113,millions of us dollars (USD),15.607
AL,2017,1114,millions of us dollars (USD),295.47999999999996
AL,2017,1119,millions of us dollars (USD),464.823
AL,2017,11211,millions of us dollars (USD),32.99
AL,2017,11212,millions of us dollars (USD),0.583
AL,2017,1122,millions of us dollars (USD),0.358
AL,2017,1123,millions of us dollars (USD),42.552
AL,2017,1124,millions of us dollars (USD),0.143
AL,2017,1125,millions of us dollars (USD),1.073
AL,2017,1129,millions of us dollars (USD),3.2359999999999998
NV,2012,1112,millions of us dollars (USD),47.876
NV,2012,1119,millions of us dollars (USD),266.907
NV,2012,11211,millions of us dollars (USD),27.115
NV,2012,11212,millions of us dollars (USD),1.534
NV,2017,1112,millions of us dollars (USD),25.855
NV,2017,1119,millions of us dollars (USD),204.802
NV,2017,11211,millions of us dollars (USD),16.349
NV,2017,11212,millions of us dollars (USD),1.315
NV,2017,1124,millions of us dollars (USD),2.375
NV,2017,1129,millions of us dollars (USD),0.772
NV,2017,11113,millions of us dollars (USD),0.7
SD,2012,11111,millions of us dollars (USD),344.115
SD,2012,11115,millions of us dollars (USD),2641.313
SD,2012,11119,millions of us dollars (USD),1890.625
SD,2012,1112,millions of us dollars (USD),1.543
SD,2012,1113,millions of us dollars (USD),0.7829999999999999
SD,2012,1114,millions of us dollars (USD),14.190999999999999
SD,2012,1119,millions of us dollars (USD),160.612
SD,2012,11211,millions of us dollars (USD),511.24399999999997
SD,2012,11212,millions of us dollars (USD),28.064999999999998
SD,2012,1122,millions of us dollars (USD),56.282
SD,2012,1123,millions of us dollars (USD),21.073
SD,2012,1129,millions of us dollars (USD),79.207
SD,2012,11114,millions of us dollars (USD),289.484
SD,2017,11111,millions of us dollars (USD),968.269
SD,2017,11115,millions of us dollars (USD),1542.538
SD,2017,11119,millions of us dollars (USD),1792.539
SD,2017,1113,millions of us dollars (USD),1.302
SD,2017,1114,millions of us dollars (USD),20.601
SD,2017,1119,millions of us dollars (USD),95.84899999999999
SD,2017,11211,millions of us dollars (USD),487.09
SD,2017,11212,millions of us dollars (USD),30.718
SD,2017,1122,millions of us dollars (USD),71.51599999999999
SD,2017,1129,millions of us dollars (USD),66.78099999999999
SD,2017,11112,millions of us dollars (USD),56.187999999999995
MN,2012,11111,millions of us dollars (USD),811.4509999999999
MN,2012,11115,millions of us dollars (USD),7969.402999999999
MN,2012,11119,millions of us dollars (USD),2784.499
MN,2012,1112,millions of us dollars (USD),253.941
MN,2012,1113,millions of us dollars (USD),16.613
MN,2012,1114,millions of us dollars (USD),214.456
MN,2012,1119,millions of us dollars (USD),622.826
MN,2012,11211,millions of us dollars (USD),219.236
MN,2012,11212,millions of us dollars (USD),311.505
MN,2012,1122,millions of us dollars (USD),368.817
MN,2012,1123,millions of us dollars (USD),57.391
MN,2012,1129,millions of us dollars (USD),71.151
MN,2012,11114,millions of us dollars (USD),134.587
MN,2017,11111,millions of us dollars (USD),981.876
MN,2017,11115,millions of us dollars (USD),4527.856
MN,2017,11119,millions of us dollars (USD),2389.7889999999998
MN,2017,1112,millions of us dollars (USD),265.103
MN,2017,1113,millions of us dollars (USD),24.854
MN,2017,1114,millions of us dollars (USD),286.13
MN,2017,1119,millions of us dollars (USD),428.12
MN,2017,11211,millions of us dollars (USD),335.111
MN,2017,11212,millions of us dollars (USD),237.927
MN,2017,1122,millions of us dollars (USD),401.493
MN,2017,1123,millions of us dollars (USD),47.535
MN,2017,1124,millions of us dollars (USD),2.488
MN,2017,1125,millions of us dollars (USD),0.15
MN,2017,1129,millions of us dollars (USD),79.657
MN,2017,11114,millions of us dollars (USD),154.79999999999998
MN,2017,11113,millions of us dollars (USD),25.825
MN,2017,11112,millions of us dollars (USD),2.804
VT,2012,1112,millions of us dollars (USD),18.887999999999998
VT,2012,1113,millions of us dollars (USD),10.994
VT,2012,1114,millions of us dollars (USD),25.669999999999998
VT,2012,1119,millions of us dollars (USD),60.75
VT,2012,11211,millions of us dollars (USD),3.509
VT,2012,11212,millions of us dollars (USD),49.89
VT,2012,1122,millions of us dollars (USD),0.011
VT,2012,1123,millions of us dollars (USD),0.346
VT,2012,1124,millions of us dollars (USD),0.518
VT,2012,1129,millions of us dollars (USD),0.5489999999999999
VT,2017,11111,millions of us dollars (USD),0.961
VT,2017,1112,millions of us dollars (USD),23.387999999999998
VT,2017,1113,millions of us dollars (USD),17.794
VT,2017,1114,millions of us dollars (USD),24.432
VT,2017,1119,millions of us dollars (USD),76.282
VT,2017,11211,millions of us dollars (USD),2.6919999999999997
VT,2017,11212,millions of us dollars (USD),35.583999999999996
MO,2012,11111,millions of us dollars (USD),1406.104
MO,2012,11115,millions of us dollars (USD),1066.113
MO,2012,11119,millions of us dollars (USD),1153.7279999999998
MO,2012,1112,millions of us dollars (USD),55.021
MO,2012,1113,millions of us dollars (USD),24.047
MO,2012,1114,millions of us dollars (USD),86.065
MO,2012,1119,millions of us dollars (USD),374.954
MO,2012,11211,millions of us dollars (USD),178.482
MO,2012,11212,millions of us dollars (USD),18.195
MO,2012,1122,millions of us dollars (USD),38.028999999999996
MO,2012,1123,millions of us dollars (USD),11.308
MO,2012,1129,millions of us dollars (USD),9.953
MO,2012,11114,millions of us dollars (USD),40.659
MO,2012,11116,millions of us dollars (USD),103.312
MO,2017,11111,millions of us dollars (USD),2028.608
MO,2017,11115,millions of us dollars (USD),1264.0159999999998
MO,2017,11119,millions of us dollars (USD),1238.854
MO,2017,1113,millions of us dollars (USD),26.811
MO,2017,1114,millions of us dollars (USD),119.217
MO,2017,1119,millions of us dollars (USD),347.438
MO,2017,11211,millions of us dollars (USD),181.656
MO,2017,11212,millions of us dollars (USD),19.493
MO,2017,1122,millions of us dollars (USD),56.440999999999995
MO,2017,1123,millions of us dollars (USD),14.035
MO,2017,1124,millions of us dollars (USD),0.8039999999999999
MO,2017,1125,millions of us dollars (USD),0.372
MO,2017,1129,millions of us dollars (USD),12.331
MO,2017,11114,millions of us dollars (USD),4.8709999999999996
MO,2017,11116,millions of us dollars (USD),101.69699999999999
IN,2012,11111,millions of us dollars (USD),1645.008
IN,2012,11115,millions of us dollars (USD),4269.989
IN,2012,11119,millions of us dollars (USD),968.697
IN,2012,1112,millions of us dollars (USD),69.509
IN,2012,1113,millions of us dollars (USD),10.716999999999999
IN,2012,1114,millions of us dollars (USD),110.121
IN,2012,1119,millions of us dollars (USD),57.649
IN,2012,11211,millions of us dollars (USD),38.986
IN,2012,11212,millions of us dollars (USD),68.125
IN,2012,1122,millions of us dollars (USD),219.821
IN,2012,1123,millions of us dollars (USD),50.988
IN,2012,1129,millions of us dollars (USD),14.687999999999999
IN,2012,11114,millions of us dollars (USD),5.239999999999999
IN,2012,11112,millions of us dollars (USD),0.01
IN,2017,11115,millions of us dollars (USD),3849.591
IN,2017,11119,millions of us dollars (USD),920.5809999999999
IN,2017,1112,millions of us dollars (USD),125.238
IN,2017,1113,millions of us dollars (USD),14.202
IN,2017,1114,millions of us dollars (USD),129.107
IN,2017,1119,millions of us dollars (USD),69.00999999999999
IN,2017,11211,millions of us dollars (USD),45.708
IN,2017,11212,millions of us dollars (USD),74.90299999999999
IN,2017,1122,millions of us dollars (USD),228.572
IN,2017,1123,millions of us dollars (USD),55.421
IN,2017,1124,millions of us dollars (USD),0.625
IN,2017,1129,millions of us dollars (USD),21.366
LA,2012,11111,millions of us dollars (USD),431.798
LA,2012,11115,millions of us dollars (USD),523.6089999999999
LA,2012,11119,millions of us dollars (USD),537.605
LA,2012,1112,millions of us dollars (USD),47.736999999999995
LA,2012,1113,millions of us dollars (USD),17.919
LA,2012,1114,millions of us dollars (USD),93.362
LA,2012,1119,millions of us dollars (USD),732.8439999999999
LA,2012,11211,millions of us dollars (USD),14.305
LA,2012,11212,millions of us dollars (USD),0.38799999999999996
LA,2012,1122,millions of us dollars (USD),0.002
LA,2012,1123,millions of us dollars (USD),1.694
LA,2012,1124,millions of us dollars (USD),0.002
LA,2012,1125,millions of us dollars (USD),1.335
LA,2012,1129,millions of us dollars (USD),1.091
LA,2012,11116,millions of us dollars (USD),364.378
LA,2017,11111,millions of us dollars (USD),580.869
LA,2017,11115,millions of us dollars (USD),225.981
LA,2017,1112,millions of us dollars (USD),45.339
LA,2017,1114,millions of us dollars (USD),133.10399999999998
LA,2017,1119,millions of us dollars (USD),529.193
LA,2017,11211,millions of us dollars (USD),11.136
LA,2017,11212,millions of us dollars (USD),1.682
LA,2017,1123,millions of us dollars (USD),1.327
LA,2017,1124,millions of us dollars (USD),0.023
LA,2017,1125,millions of us dollars (USD),11.029
LA,2017,1129,millions of us dollars (USD),2.0989999999999998
LA,2017,11116,millions of us dollars (USD),305.125
KS,2012,11111,millions of us dollars (USD),353.745
KS,2012,11115,millions of us dollars (USD),1883.309
KS,2012,11119,millions of us dollars (USD),2225.49
KS,2012,1114,millions of us dollars (USD),70.29299999999999
KS,2012,1119,millions of us dollars (USD),263.12399999999997
KS,2012,11211,millions of us dollars (USD),488.371
KS,2012,11212,millions of us dollars (USD),21.369999999999997
KS,2012,1122,millions of us dollars (USD),29.078
KS,2012,1129,millions of us dollars (USD),13.293
KS,2012,11114,millions of us dollars (USD),1601.5919999999999
KS,2012,11112,millions of us dollars (USD),7.564
KS,2017,11111,millions of us dollars (USD),1017.01
KS,2017,11115,millions of us dollars (USD),1639.2569999999998
KS,2017,11119,millions of us dollars (USD),2608.5119999999997
KS,2017,1112,millions of us dollars (USD),19.909
KS,2017,1113,millions of us dollars (USD),4.47
KS,2017,1114,millions of us dollars (USD),57.108
KS,2017,1119,millions of us dollars (USD),196.575
KS,2017,11211,millions of us dollars (USD),502.46799999999996
KS,2017,11212,millions of us dollars (USD),28.299
KS,2017,1122,millions of us dollars (USD),30.689
KS,2017,1129,millions of us dollars (USD),7.471
AR,2012,11111,millions of us dollars (USD),1232.4569999999999
AR,2012,11115,millions of us dollars (USD),348.93399999999997
AR,2012,11119,millions of us dollars (USD),1660.165
AR,2012,1112,millions of us dollars (USD),35.424
AR,2012,1113,millions of us dollars (USD),13.017999999999999
AR,2012,1114,millions of us dollars (USD),42.338
AR,2012,1119,millions of us dollars (USD),417.462
AR,2012,11211,millions of us dollars (USD),20.688
AR,2012,11212,millions of us dollars (USD),0.39899999999999997
AR,2012,1122,millions of us dollars (USD),0.204
AR,2012,1123,millions of us dollars (USD),13.149
AR,2012,1124,millions of us dollars (USD),0.119
AR,2012,1125,millions of us dollars (USD),0.237
AR,2012,1129,millions of us dollars (USD),0.941
AR,2012,11114,millions of us dollars (USD),9.213
AR,2012,11116,millions of us dollars (USD),1040.132
AR,2017,11111,millions of us dollars (USD),1523.694
AR,2017,11115,millions of us dollars (USD),83.542
AR,2017,11119,millions of us dollars (USD),711.8299999999999
AR,2017,1112,millions of us dollars (USD),42.896
AR,2017,1113,millions of us dollars (USD),16.503999999999998
AR,2017,1114,millions of us dollars (USD),45.802
AR,2017,1119,millions of us dollars (USD),352.0
AR,2017,11211,millions of us dollars (USD),29.506
AR,2017,11212,millions of us dollars (USD),1.544
AR,2017,1122,millions of us dollars (USD),0.374
AR,2017,1123,millions of us dollars (USD),14.373
AR,2017,1124,millions of us dollars (USD),0.079
AR,2017,1125,millions of us dollars (USD),1.021
AR,2017,11114,millions of us dollars (USD),0.745
AR,2017,11116,millions of us dollars (USD),799.198
NY,2012,11111,millions of us dollars (USD),29.11
NY,2012,11115,millions of us dollars (USD),413.132
NY,2012,11119,millions of us dollars (USD),159.20499999999998
NY,2012,1112,millions of us dollars (USD),354.99899999999997
NY,2012,1113,millions of us dollars (USD),305.659
NY,2012,1114,millions of us dollars (USD),411.82399999999996
NY,2012,1119,millions of us dollars (USD),191.146
NY,2012,11211,millions of us dollars (USD),33.080999999999996
NY,2012,11212,millions of us dollars (USD),324.289
NY,2012,1122,millions of us dollars (USD),3.2329999999999997
NY,2012,1123,millions of us dollars (USD),13.202
NY,2012,1124,millions of us dollars (USD),1.153
NY,2012,1125,millions of us dollars (USD),0.02
NY,2012,1129,millions of us dollars (USD),5.117999999999999
NY,2012,11114,millions of us dollars (USD),0.383
NY,2012,11113,millions of us dollars (USD),3.674
NY,2017,11115,millions of us dollars (USD),223.487
NY,2017,11119,millions of us dollars (USD),128.926
NY,2017,1112,millions of us dollars (USD),361.276
NY,2017,1113,millions of us dollars (USD),399.796
NY,2017,1114,millions of us dollars (USD),382.913
NY,2017,1119,millions of us dollars (USD),280.315
NY,2017,11211,millions of us dollars (USD),35.201
NY,2017,11212,millions of us dollars (USD),250.706
NY,2017,1122,millions of us dollars (USD),1.2389999999999999
NY,2017,1123,millions of us dollars (USD),8.115
NY,2017,1124,millions of us dollars (USD),1.198
NY,2017,1125,millions of us dollars (USD),0.044
NY,2017,1129,millions of us dollars (USD),4.534
OR,2012,11115,millions of us dollars (USD),28.677
OR,2012,11119,millions of us dollars (USD),62.12
OR,2012,1112,millions of us dollars (USD),475.39099999999996
OR,2012,1113,millions of us dollars (USD),495.471
OR,2012,1114,millions of us dollars (USD),853.3589999999999
OR,2012,1119,millions of us dollars (USD),934.765
OR,2012,11211,millions of us dollars (USD),78.788
OR,2012,11212,millions of us dollars (USD),9.388
OR,2012,1123,millions of us dollars (USD),1.863
OR,2012,1124,millions of us dollars (USD),1.17
OR,2012,1129,millions of us dollars (USD),3.181
OR,2012,11114,millions of us dollars (USD),299.332
OR,2017,11119,millions of us dollars (USD),24.212999999999997
OR,2017,1112,millions of us dollars (USD),521.387
OR,2017,1113,millions of us dollars (USD),584.685
OR,2017,1114,millions of us dollars (USD),999.4159999999999
OR,2017,1119,millions of us dollars (USD),896.963
OR,2017,11211,millions of us dollars (USD),45.376999999999995
OR,2017,11212,millions of us dollars (USD),9.536
OR,2017,1122,millions of us dollars (USD),0.105
OR,2017,1123,millions of us dollars (USD),0.38699999999999996
OR,2017,1124,millions of us dollars (USD),0.852
OR,2017,1129,millions of us dollars (USD),1.71
OR,2017,11114,millions of us dollars (USD),178.006
ND,2012,11111,millions of us dollars (USD),837.761
ND,2012,11115,millions of us dollars (USD),1938.071
ND,2012,11119,millions of us dollars (USD),4120.804
ND,2012,1113,millions of us dollars (USD),0.163
ND,2012,11211,millions of us dollars (USD),188.07899999999998
ND,2012,11212,millions of us dollars (USD),10.094
ND,2012,1124,millions of us dollars (USD),0.383
ND,2012,1129,millions of us dollars (USD),12.258999999999999
ND,2012,11114,millions of us dollars (USD),1545.888
ND,2012,11113,millions of us dollars (USD),90.157
ND,2012,11112,millions of us dollars (USD),262.901
ND,2017,11111,millions of us dollars (USD),1281.176
ND,2017,11115,millions of us dollars (USD),731.6429999999999
ND,2017,11119,millions of us dollars (USD),3231.27
ND,2017,1113,millions of us dollars (USD),0.158
ND,2017,1119,millions of us dollars (USD),238.304
ND,2017,11211,millions of us dollars (USD),169.433
ND,2017,11212,millions of us dollars (USD),12.529
ND,2017,1124,millions of us dollars (USD),0.257
ND,2017,1129,millions of us dollars (USD),8.479
ND,2017,11114,millions of us dollars (USD),460.55199999999996
ND,2017,11113,millions of us dollars (USD),90.791
ND,2017,11112,millions of us dollars (USD),165.49599999999998
SC,2012,11111,millions of us dollars (USD),43.637
SC,2012,11115,millions of us dollars (USD),133.232
SC,2012,11119,millions of us dollars (USD),222.672
SC,2012,1112,millions of us dollars (USD),110.493
SC,2012,1113,millions of us dollars (USD),69.65299999999999
SC,2012,1114,millions of us dollars (USD),163.846
SC,2012,1119,millions of us dollars (USD),480.60999999999996
SC,2012,11211,millions of us dollars (USD),4.997
SC,2012,11212,millions of us dollars (USD),6.29
SC,2012,1123,millions of us dollars (USD),47.175999999999995
SC,2012,1124,millions of us dollars (USD),0.096
SC,2012,1129,millions of us dollars (USD),1.5819999999999999
SC,2017,11111,millions of us dollars (USD),52.321
SC,2017,11115,millions of us dollars (USD),99.89399999999999
SC,2017,11119,millions of us dollars (USD),111.193
SC,2017,1112,millions of us dollars (USD),146.225
SC,2017,1113,millions of us dollars (USD),45.184
SC,2017,1114,millions of us dollars (USD),208.5
SC,2017,1119,millions of us dollars (USD),370.893
SC,2017,11211,millions of us dollars (USD),7.516
SC,2017,11212,millions of us dollars (USD),4.733
SC,2017,1122,millions of us dollars (USD),0.751
SC,2017,1123,millions of us dollars (USD),45.524
SC,2017,1124,millions of us dollars (USD),0.103
SC,2017,1129,millions of us dollars (USD),1.9829999999999999
ID,2012,11115,millions of us dollars (USD),126.273
ID,2012,11119,millions of us dollars (USD),435.419
ID,2012,1112,millions of us dollars (USD),1006.276
ID,2012,1113,millions of us dollars (USD),24.59
ID,2012,1114,millions of us dollars (USD),52.695
ID,2012,1119,millions of us dollars (USD),1215.539
ID,2012,11211,millions of us dollars (USD),101.19399999999999
ID,2012,11212,millions of us dollars (USD),62.211999999999996
ID,2012,1123,millions of us dollars (USD),0.484
ID,2012,1124,millions of us dollars (USD),2.7569999999999997
ID,2012,1129,millions of us dollars (USD),4.827
ID,2012,11114,millions of us dollars (USD),394.267
ID,2012,11113,millions of us dollars (USD),16.044
ID,2017,11115,millions of us dollars (USD),120.261
ID,2017,11119,millions of us dollars (USD),337.34499999999997
ID,2017,1112,millions of us dollars (USD),1341.769
ID,2017,1113,millions of us dollars (USD),26.052999999999997
ID,2017,1114,millions of us dollars (USD),66.261
ID,2017,1119,millions of us dollars (USD),1011.233
ID,2017,11211,millions of us dollars (USD),70.419
ID,2017,11212,millions of us dollars (USD),67.569
ID,2017,1124,millions of us dollars (USD),2.714
ID,2017,1125,millions of us dollars (USD),0.752
ID,2017,1129,millions of us dollars (USD),4.2219999999999995
ID,2017,11114,millions of us dollars (USD),148.607
ID,2017,11113,millions of us dollars (USD),10.706999999999999
NJ,2012,11115,millions of us dollars (USD),51.528
NJ,2012,11119,millions of us dollars (USD),28.404999999999998
NJ,2012,1112,millions of us dollars (USD),191.888
NJ,2012,1113,millions of us dollars (USD),145.672
NJ,2012,1114,millions of us dollars (USD),410.794
NJ,2012,1119,millions of us dollars (USD),26.057
NJ,2012,11211,millions of us dollars (USD),0.833
NJ,2012,11212,millions of us dollars (USD),4.662999999999999
NJ,2012,1123,millions of us dollars (USD),0.215
NJ,2012,1124,millions of us dollars (USD),0.104
NJ,2012,1125,millions of us dollars (USD),0.009
NJ,2012,1129,millions of us dollars (USD),0.6739999999999999
NJ,2017,11111,millions of us dollars (USD),20.953
NJ,2017,11115,millions of us dollars (USD),31.205
NJ,2017,11119,millions of us dollars (USD),24.429
NJ,2017,1112,millions of us dollars (USD),224.771
NJ,2017,1113,millions of us dollars (USD),134.677
NJ,2017,1114,millions of us dollars (USD),500.513
NJ,2017,1119,millions of us dollars (USD),40.216
NJ,2017,11211,millions of us dollars (USD),1.071
NJ,2017,11212,millions of us dollars (USD),5.064
NJ,2017,1122,millions of us dollars (USD),0.08299999999999999
NJ,2017,1123,millions of us dollars (USD),0.567
NJ,2017,1124,millions of us dollars (USD),0.102
NJ,2017,1125,millions of us dollars (USD),0.005
NJ,2017,1129,millions of us dollars (USD),0.832
NJ,2017,11114,millions of us dollars (USD),0.040999999999999995
UT,2012,11115,millions of us dollars (USD),28.855
UT,2012,11119,millions of us dollars (USD),24.134
UT,2012,1112,millions of us dollars (USD),15.09
UT,2012,1113,millions of us dollars (USD),30.878
UT,2012,1114,millions of us dollars (USD),108.987
UT,2012,1119,millions of us dollars (USD),282.705
UT,2012,11211,millions of us dollars (USD),37.498999999999995
UT,2012,11212,millions of us dollars (USD),16.355
UT,2012,1123,millions of us dollars (USD),1.98
UT,2012,1124,millions of us dollars (USD),2.9819999999999998
UT,2012,1129,millions of us dollars (USD),2.891
UT,2017,11115,millions of us dollars (USD),21.695999999999998
UT,2017,1112,millions of us dollars (USD),35.211
UT,2017,1113,millions of us dollars (USD),25.608999999999998
UT,2017,1114,millions of us dollars (USD),137.798
UT,2017,1119,millions of us dollars (USD),244.03
UT,2017,11211,millions of us dollars (USD),28.073
UT,2017,11212,millions of us dollars (USD),22.933
UT,2017,1123,millions of us dollars (USD),2.206
UT,2017,1124,millions of us dollars (USD),3.045
UT,2017,1129,millions of us dollars (USD),2.151
MT,2012,11115,millions of us dollars (USD),19.656
MT,2012,11119,millions of us dollars (USD),271.275
MT,2012,1112,millions of us dollars (USD),38.306999999999995
MT,2012,1119,millions of us dollars (USD),271.17199999999997
MT,2012,11211,millions of us dollars (USD),250.29399999999998
MT,2012,11212,millions of us dollars (USD),4.566
MT,2012,1123,millions of us dollars (USD),0.006
MT,2012,1129,millions of us dollars (USD),37.231
MT,2012,11114,millions of us dollars (USD),1291.396
