uni_0,uni_1,uni_2,uni_3,value
2006,WA,npi,millions of us dollars (USD),19229.0
2006,WA,nps,millions of us dollars (USD),14012.9
2006,TX,rec,millions of us dollars (USD),22496.0
2006,TX,trn,millions of us dollars (USD),18512.1
2006,TX,pce,millions of us dollars (USD),658096.5
2006,TX,gds,millions of us dollars (USD),245924.2
2006,TX,dur,millions of us dollars (USD),90680.2
2006,TX,mvp,millions of us dollars (USD),36914.5
2006,TX,hdr,millions of us dollars (USD),19951.0
2006,TX,odg,millions of us dollars (USD),11318.6
2006,TX,ndr,millions of us dollars (USD),155244.0
2006,TX,foo,millions of us dollars (USD),51326.6
2006,TX,clo,millions of us dollars (USD),25802.4
2006,TX,enr,millions of us dollars (USD),25119.4
2006,TX,ong,millions of us dollars (USD),52995.7
2006,TX,ser,millions of us dollars (USD),412172.3
2006,TX,hce,millions of us dollars (USD),399101.0
2006,TX,utl,millions of us dollars (USD),117140.5
2006,TX,hea,millions of us dollars (USD),94905.8
2006,TX,rsr,millions of us dollars (USD),24748.8
2006,TX,htl,millions of us dollars (USD),42621.5
2006,TX,fsr,millions of us dollars (USD),48509.1
2006,TX,osr,millions of us dollars (USD),52663.2
2006,TX,npish,millions of us dollars (USD),13071.3
2006,TX,npi,millions of us dollars (USD),58709.1
2006,TX,nps,millions of us dollars (USD),45637.8
2006,AL,rec,millions of us dollars (USD),3489.1
2006,AL,trn,millions of us dollars (USD),2749.6
2006,AL,pce,millions of us dollars (USD),118931.8
2006,AL,gds,millions of us dollars (USD),47997.3
2006,AL,dur,millions of us dollars (USD),15615.9
2006,AL,mvp,millions of us dollars (USD),6670.1
2006,AL,hdr,millions of us dollars (USD),3624.7
2006,AL,odg,millions of us dollars (USD),1831.9
2006,AL,ndr,millions of us dollars (USD),32381.4
2006,AL,foo,millions of us dollars (USD),10257.1
2006,AL,clo,millions of us dollars (USD),4295.5
2006,AL,enr,millions of us dollars (USD),5281.9
2006,AL,ong,millions of us dollars (USD),12546.9
2006,AL,ser,millions of us dollars (USD),70934.5
2006,AL,hce,millions of us dollars (USD),69483.4
2006,AL,utl,millions of us dollars (USD),17990.2
2006,AL,hea,millions of us dollars (USD),20152.5
2006,AL,rsr,millions of us dollars (USD),4239.8
2006,AL,htl,millions of us dollars (USD),6696.9
2006,AL,fsr,millions of us dollars (USD),9646.7
2006,AL,osr,millions of us dollars (USD),8007.8
2006,AL,npish,millions of us dollars (USD),1451.1
2006,AL,npi,millions of us dollars (USD),10823.0
2006,AL,nps,millions of us dollars (USD),9372.0
2006,NV,rec,millions of us dollars (USD),3185.3
2006,NV,trn,millions of us dollars (USD),2285.5
2006,NV,pce,millions of us dollars (USD),80944.1
2006,NV,gds,millions of us dollars (USD),30281.1
2006,NV,dur,millions of us dollars (USD),11704.2
2006,NV,mvp,millions of us dollars (USD),3876.0
2006,NV,hdr,millions of us dollars (USD),3072.5
2006,NV,odg,millions of us dollars (USD),1570.3
2006,NV,ndr,millions of us dollars (USD),18576.9
2006,NV,foo,millions of us dollars (USD),6587.5
2006,NV,clo,millions of us dollars (USD),2470.8
2006,NV,enr,millions of us dollars (USD),2814.5
2006,NV,ong,millions of us dollars (USD),6704.1
2006,NV,ser,millions of us dollars (USD),50663.1
2006,NV,hce,millions of us dollars (USD),49152.1
2006,NV,utl,millions of us dollars (USD),13753.7
2006,NV,hea,millions of us dollars (USD),9513.5
2006,NV,rsr,millions of us dollars (USD),2832.4
2006,NV,htl,millions of us dollars (USD),4200.3
2006,NV,fsr,millions of us dollars (USD),11400.0
2006,NV,osr,millions of us dollars (USD),5166.8
2006,NV,npish,millions of us dollars (USD),1511.0
2006,NV,npi,millions of us dollars (USD),6178.0
2006,NV,nps,millions of us dollars (USD),4667.0
2006,SD,rec,millions of us dollars (USD),785.8
2006,SD,trn,millions of us dollars (USD),559.2
2006,SD,pce,millions of us dollars (USD),22928.8
2006,SD,gds,millions of us dollars (USD),8579.6
2006,SD,dur,millions of us dollars (USD),3115.7
2006,SD,mvp,millions of us dollars (USD),1213.2
2006,SD,hdr,millions of us dollars (USD),656.7
2006,SD,odg,millions of us dollars (USD),460.0
2006,SD,ndr,millions of us dollars (USD),5463.9
2006,SD,foo,millions of us dollars (USD),1756.9
2006,SD,clo,millions of us dollars (USD),653.5
2006,SD,enr,millions of us dollars (USD),1408.2
2006,SD,ong,millions of us dollars (USD),1645.3
2006,SD,ser,millions of us dollars (USD),14349.2
2006,SD,hce,millions of us dollars (USD),13662.2
2006,SD,utl,millions of us dollars (USD),3270.3
2006,SD,hea,millions of us dollars (USD),4119.9
2006,SD,rsr,millions of us dollars (USD),799.8
2006,SD,htl,millions of us dollars (USD),1494.4
2006,SD,fsr,millions of us dollars (USD),1856.5
2006,SD,osr,millions of us dollars (USD),1562.1
2006,SD,npish,millions of us dollars (USD),687.0
2006,SD,npi,millions of us dollars (USD),2132.0
2006,SD,nps,millions of us dollars (USD),1445.0
2006,MN,rec,millions of us dollars (USD),6717.8
2006,MN,trn,millions of us dollars (USD),6239.1
2006,MN,pce,millions of us dollars (USD),175003.9
2006,MN,gds,millions of us dollars (USD),58386.5
2006,MN,dur,millions of us dollars (USD),22163.9
2006,MN,mvp,millions of us dollars (USD),6229.3
2006,MN,hdr,millions of us dollars (USD),5116.3
2006,MN,odg,millions of us dollars (USD),4100.6
2006,MN,ndr,millions of us dollars (USD),36222.6
2006,MN,foo,millions of us dollars (USD),11868.6
2006,MN,clo,millions of us dollars (USD),5439.9
2006,MN,enr,millions of us dollars (USD),6808.7
2006,MN,ong,millions of us dollars (USD),12105.5
2006,MN,ser,millions of us dollars (USD),116617.4
2006,MN,hce,millions of us dollars (USD),110246.3
2006,MN,utl,millions of us dollars (USD),29892.4
2006,MN,hea,millions of us dollars (USD),28851.5
2006,MN,rsr,millions of us dollars (USD),8116.4
2006,MN,htl,millions of us dollars (USD),9764.1
2006,MN,fsr,millions of us dollars (USD),12261.2
2006,MN,osr,millions of us dollars (USD),15121.6
2006,MN,npish,millions of us dollars (USD),6371.1
2006,MN,npi,millions of us dollars (USD),21316.0
2006,MN,nps,millions of us dollars (USD),14944.9
2006,VT,rec,millions of us dollars (USD),610.3
2006,VT,trn,millions of us dollars (USD),529.9
2006,VT,pce,millions of us dollars (USD),21391.9
2006,VT,gds,millions of us dollars (USD),7531.8
2006,VT,dur,millions of us dollars (USD),2386.6
2006,VT,mvp,millions of us dollars (USD),960.5
2006,VT,hdr,millions of us dollars (USD),572.7
2006,VT,odg,millions of us dollars (USD),243.1
2006,VT,ndr,millions of us dollars (USD),5145.2
2006,VT,foo,millions of us dollars (USD),1844.8
2006,VT,clo,millions of us dollars (USD),565.0
2006,VT,enr,millions of us dollars (USD),1152.1
2006,VT,ong,millions of us dollars (USD),1583.4
2006,VT,ser,millions of us dollars (USD),13860.1
2006,VT,hce,millions of us dollars (USD),12866.1
2006,VT,utl,millions of us dollars (USD),3624.9
2006,VT,hea,millions of us dollars (USD),3394.5
2006,VT,rsr,millions of us dollars (USD),908.9
2006,VT,htl,millions of us dollars (USD),1337.4
2006,VT,fsr,millions of us dollars (USD),1309.7
2006,VT,osr,millions of us dollars (USD),1760.9
2006,VT,npish,millions of us dollars (USD),994.0
2006,VT,npi,millions of us dollars (USD),2577.0
2006,VT,nps,millions of us dollars (USD),1583.0
2006,MO,rec,millions of us dollars (USD),6344.8
2006,MO,trn,millions of us dollars (USD),5149.3
2006,MO,pce,millions of us dollars (USD),170433.6
2006,MO,gds,millions of us dollars (USD),63732.7
2006,MO,dur,millions of us dollars (USD),21416.4
2006,MO,mvp,millions of us dollars (USD),7847.3
2006,MO,hdr,millions of us dollars (USD),4760.8
2006,MO,odg,millions of us dollars (USD),2463.4
2006,MO,ndr,millions of us dollars (USD),42316.3
2006,MO,foo,millions of us dollars (USD),12562.1
2006,MO,clo,millions of us dollars (USD),5223.2
2006,MO,enr,millions of us dollars (USD),8128.0
2006,MO,ong,millions of us dollars (USD),16402.9
2006,MO,ser,millions of us dollars (USD),106701.0
2006,MO,hce,millions of us dollars (USD),102283.9
2006,MO,utl,millions of us dollars (USD),27140.2
2006,MO,hea,millions of us dollars (USD),26711.4
2006,MO,rsr,millions of us dollars (USD),7226.0
2006,MO,htl,millions of us dollars (USD),10605.0
2006,MO,fsr,millions of us dollars (USD),11860.2
2006,MO,osr,millions of us dollars (USD),13591.7
2006,MO,npish,millions of us dollars (USD),4417.1
2006,MO,npi,millions of us dollars (USD),16242.0
2006,MO,nps,millions of us dollars (USD),11825.0
2006,IN,rec,millions of us dollars (USD),6052.2
2006,IN,trn,millions of us dollars (USD),5456.5
2006,IN,pce,millions of us dollars (USD),176833.4
2006,IN,gds,millions of us dollars (USD),65298.1
2006,IN,dur,millions of us dollars (USD),21705.9
2006,IN,mvp,millions of us dollars (USD),7705.1
2006,IN,hdr,millions of us dollars (USD),5154.0
2006,IN,odg,millions of us dollars (USD),2794.7
2006,IN,ndr,millions of us dollars (USD),43592.2
2006,IN,foo,millions of us dollars (USD),14380.0
2006,IN,clo,millions of us dollars (USD),5681.9
2006,IN,enr,millions of us dollars (USD),8549.2
2006,IN,ong,millions of us dollars (USD),14981.1
2006,IN,ser,millions of us dollars (USD),111535.4
2006,IN,hce,millions of us dollars (USD),106021.3
2006,IN,utl,millions of us dollars (USD),29603.6
2006,IN,hea,millions of us dollars (USD),29614.6
2006,IN,rsr,millions of us dollars (USD),7145.9
2006,IN,htl,millions of us dollars (USD),10742.0
2006,IN,fsr,millions of us dollars (USD),10438.4
2006,IN,osr,millions of us dollars (USD),13020.2
2006,IN,npish,millions of us dollars (USD),5514.1
2006,IN,npi,millions of us dollars (USD),18227.0
2006,IN,nps,millions of us dollars (USD),12713.0
2006,LA,rec,millions of us dollars (USD),3984.4
2006,LA,trn,millions of us dollars (USD),2602.4
2006,LA,pce,millions of us dollars (USD),116018.7
2006,LA,gds,millions of us dollars (USD),46158.3
2006,LA,dur,millions of us dollars (USD),16656.0
2006,LA,mvp,millions of us dollars (USD),6689.0
2006,LA,hdr,millions of us dollars (USD),4277.8
2006,LA,odg,millions of us dollars (USD),1704.8
2006,LA,ndr,millions of us dollars (USD),29502.2
2006,LA,foo,millions of us dollars (USD),9909.6
2006,LA,clo,millions of us dollars (USD),4189.9
2006,LA,enr,millions of us dollars (USD),4936.1
2006,LA,ong,millions of us dollars (USD),10466.6
2006,LA,ser,millions of us dollars (USD),69860.4
2006,LA,hce,millions of us dollars (USD),67665.4
2006,LA,utl,millions of us dollars (USD),19424.8
2006,LA,hea,millions of us dollars (USD),19005.0
2006,LA,rsr,millions of us dollars (USD),3878.4
2006,LA,htl,millions of us dollars (USD),7890.9
2006,LA,fsr,millions of us dollars (USD),7988.0
2006,LA,osr,millions of us dollars (USD),6875.9
2006,LA,npish,millions of us dollars (USD),2195.0
2006,LA,npi,millions of us dollars (USD),8858.0
2006,LA,nps,millions of us dollars (USD),6663.0
2006,KS,rec,millions of us dollars (USD),2556.7
2006,KS,trn,millions of us dollars (USD),2187.5
2006,KS,pce,millions of us dollars (USD),77469.2
2006,KS,gds,millions of us dollars (USD),28327.9
2006,KS,dur,millions of us dollars (USD),9666.6
2006,KS,mvp,millions of us dollars (USD),3469.3
2006,KS,hdr,millions of us dollars (USD),2442.1
2006,KS,odg,millions of us dollars (USD),1198.6
2006,KS,ndr,millions of us dollars (USD),18661.3
2006,KS,foo,millions of us dollars (USD),6807.3
2006,KS,clo,millions of us dollars (USD),2301.9
2006,KS,enr,millions of us dollars (USD),3021.1
2006,KS,ong,millions of us dollars (USD),6531.0
2006,KS,ser,millions of us dollars (USD),49141.3
2006,KS,hce,millions of us dollars (USD),47212.2
2006,KS,utl,millions of us dollars (USD),13149.6
2006,KS,hea,millions of us dollars (USD),12563.0
2006,KS,rsr,millions of us dollars (USD),3123.5
2006,KS,htl,millions of us dollars (USD),4502.2
2006,KS,fsr,millions of us dollars (USD),5380.2
2006,KS,osr,millions of us dollars (USD),6306.2
2006,KS,npish,millions of us dollars (USD),1929.0
2006,KS,npi,millions of us dollars (USD),7917.0
2006,KS,nps,millions of us dollars (USD),5988.0
2006,AR,rec,millions of us dollars (USD),2342.6
2006,AR,trn,millions of us dollars (USD),1552.4
2006,AR,pce,millions of us dollars (USD),68325.4
2006,AR,gds,millions of us dollars (USD),26624.4
2006,AR,dur,millions of us dollars (USD),9165.5
2006,AR,mvp,millions of us dollars (USD),3485.6
2006,AR,hdr,millions of us dollars (USD),2141.3
2006,AR,odg,millions of us dollars (USD),1195.9
2006,AR,ndr,millions of us dollars (USD),17458.9
2006,AR,foo,millions of us dollars (USD),5176.2
2006,AR,clo,millions of us dollars (USD),2502.2
2006,AR,enr,millions of us dollars (USD),3617.1
2006,AR,ong,millions of us dollars (USD),6163.5
2006,AR,ser,millions of us dollars (USD),41701.0
2006,AR,hce,millions of us dollars (USD),40384.0
2006,AR,utl,millions of us dollars (USD),11022.9
2006,AR,hea,millions of us dollars (USD),11579.2
2006,AR,rsr,millions of us dollars (USD),2316.5
2006,AR,htl,millions of us dollars (USD),3744.4
2006,AR,fsr,millions of us dollars (USD),4675.9
2006,AR,osr,millions of us dollars (USD),5492.7
2006,AR,npish,millions of us dollars (USD),1317.0
2006,AR,npi,millions of us dollars (USD),6155.0
2006,AR,nps,millions of us dollars (USD),4838.0
2006,NY,rec,millions of us dollars (USD),16562.3
2006,NY,trn,millions of us dollars (USD),28773.5
2006,NY,pce,millions of us dollars (USD),673697.5
2006,NY,gds,millions of us dollars (USD),204805.3
2006,NY,dur,millions of us dollars (USD),60625.9
2006,NY,mvp,millions of us dollars (USD),17583.8
2006,NY,hdr,millions of us dollars (USD),16776.8
2006,NY,odg,millions of us dollars (USD),9703.0
2006,NY,ndr,millions of us dollars (USD),144179.4
2006,NY,foo,millions of us dollars (USD),40514.3
2006,NY,clo,millions of us dollars (USD),29075.4
2006,NY,enr,millions of us dollars (USD),14141.2
2006,NY,ong,millions of us dollars (USD),60448.5
2006,NY,ser,millions of us dollars (USD),468892.2
2006,NY,hce,millions of us dollars (USD),447067.9
2006,NY,utl,millions of us dollars (USD),122994.9
2006,NY,hea,millions of us dollars (USD),104976.4
2006,NY,rsr,millions of us dollars (USD),25851.0
2006,NY,htl,millions of us dollars (USD),39190.8
2006,NY,fsr,millions of us dollars (USD),52644.1
2006,NY,osr,millions of us dollars (USD),72637.2
2006,NY,npish,millions of us dollars (USD),21824.4
2006,NY,npi,millions of us dollars (USD),79303.1
2006,NY,nps,millions of us dollars (USD),57478.8
2006,OR,rec,millions of us dollars (USD),4772.2
2006,OR,trn,millions of us dollars (USD),3945.4
2006,OR,pce,millions of us dollars (USD),114154.9
2006,OR,gds,millions of us dollars (USD),41062.0
2006,OR,dur,millions of us dollars (USD),15127.2
2006,OR,mvp,millions of us dollars (USD),4824.7
2006,OR,hdr,millions of us dollars (USD),3889.8
2006,OR,odg,millions of us dollars (USD),1640.5
2006,OR,ndr,millions of us dollars (USD),25934.8
2006,OR,foo,millions of us dollars (USD),10417.8
2006,OR,clo,millions of us dollars (USD),3803.4
2006,OR,enr,millions of us dollars (USD),3795.7
2006,OR,ong,millions of us dollars (USD),7918.0
2006,OR,ser,millions of us dollars (USD),73092.8
2006,OR,hce,millions of us dollars (USD),70360.8
2006,OR,utl,millions of us dollars (USD),23104.5
2006,OR,hea,millions of us dollars (USD),16362.3
2006,OR,rsr,millions of us dollars (USD),4813.9
2006,OR,htl,millions of us dollars (USD),7320.1
2006,OR,fsr,millions of us dollars (USD),7110.6
2006,OR,osr,millions of us dollars (USD),7704.0
2006,OR,npish,millions of us dollars (USD),2732.0
2006,OR,npi,millions of us dollars (USD),10593.0
2006,OR,nps,millions of us dollars (USD),7861.0
2006,ND,rec,millions of us dollars (USD),935.1
2006,ND,trn,millions of us dollars (USD),488.0
2006,ND,pce,millions of us dollars (USD),19765.6
2006,ND,gds,millions of us dollars (USD),8142.3
2006,ND,dur,millions of us dollars (USD),2939.7
2006,ND,mvp,millions of us dollars (USD),971.3
2006,ND,hdr,millions of us dollars (USD),639.7
2006,ND,odg,millions of us dollars (USD),393.7
2006,ND,ndr,millions of us dollars (USD),5202.5
2006,ND,foo,millions of us dollars (USD),1513.2
2006,ND,clo,millions of us dollars (USD),659.0
2006,ND,enr,millions of us dollars (USD),1360.2
2006,ND,ong,millions of us dollars (USD),1670.1
2006,ND,ser,millions of us dollars (USD),11623.3
2006,ND,hce,millions of us dollars (USD),10973.3
2006,ND,utl,millions of us dollars (USD),2551.8
2006,ND,hea,millions of us dollars (USD),3247.3
2006,ND,rsr,millions of us dollars (USD),693.2
2006,ND,htl,millions of us dollars (USD),1124.9
2006,ND,fsr,millions of us dollars (USD),1529.3
2006,ND,osr,millions of us dollars (USD),1338.8
2006,ND,npish,millions of us dollars (USD),650.0
2006,ND,npi,millions of us dollars (USD),1788.0
2006,ND,nps,millions of us dollars (USD),1138.0
2006,SC,rec,millions of us dollars (USD),3678.9
2006,SC,trn,millions of us dollars (USD),2534.8
2006,SC,pce,millions of us dollars (USD),114139.8
2006,SC,gds,millions of us dollars (USD),45789.8
2006,SC,dur,millions of us dollars (USD),15066.3
2006,SC,mvp,millions of us dollars (USD),5552.0
2006,SC,hdr,millions of us dollars (USD),3847.7
2006,SC,odg,millions of us dollars (USD),1987.6
2006,SC,ndr,millions of us dollars (USD),30723.6
2006,SC,foo,millions of us dollars (USD),10097.9
2006,SC,clo,millions of us dollars (USD),4575.5
2006,SC,enr,millions of us dollars (USD),6042.1
2006,SC,ong,millions of us dollars (USD),10008.1
2006,SC,ser,millions of us dollars (USD),68350.0
2006,SC,hce,millions of us dollars (USD),66435.9
2006,SC,utl,millions of us dollars (USD),18132.9
2006,SC,hea,millions of us dollars (USD),18082.3
2006,SC,rsr,millions of us dollars (USD),3901.8
2006,SC,htl,millions of us dollars (USD),8382.8
2006,SC,fsr,millions of us dollars (USD),6680.4
2006,SC,osr,millions of us dollars (USD),8721.1
2006,SC,npish,millions of us dollars (USD),1914.1
2006,SC,npi,millions of us dollars (USD),11656.0
2006,SC,nps,millions of us dollars (USD),9742.0
2006,ID,rec,millions of us dollars (USD),1746.5
2006,ID,trn,millions of us dollars (USD),1137.1
2006,ID,pce,millions of us dollars (USD),38671.7
2006,ID,gds,millions of us dollars (USD),15847.4
2006,ID,dur,millions of us dollars (USD),6143.6
2006,ID,mvp,millions of us dollars (USD),2205.6
2006,ID,hdr,millions of us dollars (USD),1515.5
2006,ID,odg,millions of us dollars (USD),676.0
2006,ID,ndr,millions of us dollars (USD),9703.8
2006,ID,foo,millions of us dollars (USD),3666.7
2006,ID,clo,millions of us dollars (USD),1106.3
2006,ID,enr,millions of us dollars (USD),1896.0
2006,ID,ong,millions of us dollars (USD),3034.8
2006,ID,ser,millions of us dollars (USD),22824.4
2006,ID,hce,millions of us dollars (USD),22340.3
2006,ID,utl,millions of us dollars (USD),6708.4
2006,ID,hea,millions of us dollars (USD),5574.6
2006,ID,rsr,millions of us dollars (USD),1454.8
2006,ID,htl,millions of us dollars (USD),2317.6
2006,ID,fsr,millions of us dollars (USD),2848.0
2006,ID,osr,millions of us dollars (USD),2299.8
2006,ID,npish,millions of us dollars (USD),484.0
2006,ID,npi,millions of us dollars (USD),3354.0
2006,ID,nps,millions of us dollars (USD),2870.0
2006,NJ,rec,millions of us dollars (USD),11350.0
2006,NJ,trn,millions of us dollars (USD),13927.9
2006,NJ,pce,millions of us dollars (USD),339101.2
2006,NJ,gds,millions of us dollars (USD),110857.9
2006,NJ,dur,millions of us dollars (USD),41019.4
2006,NJ,mvp,millions of us dollars (USD),11573.3
2006,NJ,hdr,millions of us dollars (USD),10870.2
2006,NJ,odg,millions of us dollars (USD),7225.9
2006,NJ,ndr,millions of us dollars (USD),69838.5
2006,NJ,foo,millions of us dollars (USD),23586.7
2006,NJ,clo,millions of us dollars (USD),12352.2
2006,NJ,enr,millions of us dollars (USD),8215.3
2006,NJ,ong,millions of us dollars (USD),25684.3
2006,NJ,ser,millions of us dollars (USD),228243.4
2006,NJ,hce,millions of us dollars (USD),212666.2
2006,NJ,utl,millions of us dollars (USD),67429.3
2006,NJ,hea,millions of us dollars (USD),43673.9
2006,NJ,rsr,millions of us dollars (USD),13417.5
2006,NJ,htl,millions of us dollars (USD),16336.4
2006,NJ,fsr,millions of us dollars (USD),24088.8
2006,NJ,osr,millions of us dollars (USD),33792.4
2006,NJ,npish,millions of us dollars (USD),15577.2
2006,NJ,npi,millions of us dollars (USD),46002.1
2006,NJ,nps,millions of us dollars (USD),30424.9
2006,UT,rec,millions of us dollars (USD),3125.7
2006,UT,trn,millions of us dollars (USD),2245.6
2006,UT,pce,millions of us dollars (USD),68877.7
2006,UT,gds,millions of us dollars (USD),26576.8
2006,UT,dur,millions of us dollars (USD),10291.5
2006,UT,mvp,millions of us dollars (USD),3318.6
2006,UT,hdr,millions of us dollars (USD),2624.1
2006,UT,odg,millions of us dollars (USD),1223.1
2006,UT,ndr,millions of us dollars (USD),16285.3
2006,UT,foo,millions of us dollars (USD),5598.9
2006,UT,clo,millions of us dollars (USD),2411.1
2006,UT,enr,millions of us dollars (USD),2816.7
2006,UT,ong,millions of us dollars (USD),5458.5
2006,UT,ser,millions of us dollars (USD),42300.9
2006,UT,hce,millions of us dollars (USD),40850.9
2006,UT,utl,millions of us dollars (USD),13158.3
2006,UT,hea,millions of us dollars (USD),8874.3
2006,UT,rsr,millions of us dollars (USD),2916.3
2006,UT,htl,millions of us dollars (USD),3950.4
2006,UT,fsr,millions of us dollars (USD),5033.6
2006,UT,osr,millions of us dollars (USD),4672.4
2006,UT,npish,millions of us dollars (USD),1450.0
2006,UT,npi,millions of us dollars (USD),5716.0
2006,UT,nps,millions of us dollars (USD),4266.0
2006,MT,rec,millions of us dollars (USD),1376.1
2006,MT,trn,millions of us dollars (USD),700.6
2006,MT,pce,millions of us dollars (USD),27703.0
2006,MT,gds,millions of us dollars (USD),11194.9
2006,MT,dur,millions of us dollars (USD),4389.9
2006,MT,mvp,millions of us dollars (USD),1388.1
2006,MT,hdr,millions of us dollars (USD),1065.5
2006,MT,odg,millions of us dollars (USD),560.2
2006,MT,ndr,millions of us dollars (USD),6805.0
2006,MT,foo,millions of us dollars (USD),2508.7
2006,MT,clo,millions of us dollars (USD),788.7
2006,MT,enr,millions of us dollars (USD),1425.8
2006,MT,ong,millions of us dollars (USD),2081.8
2006,MT,ser,millions of us dollars (USD),16508.1
2006,MT,hce,millions of us dollars (USD),15703.0
2006,MT,utl,millions of us dollars (USD),4498.1
2006,MT,hea,millions of us dollars (USD),4148.6
2006,MT,rsr,millions of us dollars (USD),850.2
2006,MT,htl,millions of us dollars (USD),1920.5
2006,MT,fsr,millions of us dollars (USD),1718.4
2006,MT,osr,millions of us dollars (USD),1866.6
2006,MT,npish,millions of us dollars (USD),805.0
2006,MT,npi,millions of us dollars (USD),2625.0
2006,MT,nps,millions of us dollars (USD),1820.0
2006,DC,rec,millions of us dollars (USD),684.4
2006,DC,trn,millions of us dollars (USD),826.2
2006,DC,pce,millions of us dollars (USD),27653.4
2006,DC,gds,millions of us dollars (USD),7225.2
2006,DC,dur,millions of us dollars (USD),2541.3
2006,DC,mvp,millions of us dollars (USD),799.5
2006,DC,hdr,millions of us dollars (USD),632.9
2006,DC,odg,millions of us dollars (USD),424.5
2006,DC,ndr,millions of us dollars (USD),4683.9
2006,DC,foo,millions of us dollars (USD),1708.2
2006,DC,clo,millions of us dollars (USD),855.9
2006,DC,enr,millions of us dollars (USD),662.4
2006,DC,ong,millions of us dollars (USD),1457.4
2006,DC,ser,millions of us dollars (USD),20428.2
2006,DC,hce,millions of us dollars (USD),19789.2
2006,DC,utl,millions of us dollars (USD),4005.6
2006,DC,hea,millions of us dollars (USD),4452.3
2006,DC,rsr,millions of us dollars (USD),962.0
2006,DC,htl,millions of us dollars (USD),1642.5
2006,DC,fsr,millions of us dollars (USD),1868.0
2006,DC,osr,millions of us dollars (USD),6032.7
2006,DC,npish,millions of us dollars (USD),639.0
2006,DC,npi,millions of us dollars (USD),3004.0
2006,DC,nps,millions of us dollars (USD),2365.0
2006,PA,rec,millions of us dollars (USD),12286.0
2006,PA,trn,millions of us dollars (USD),13593.4
2006,PA,pce,millions of us dollars (USD),403357.1
2006,PA,gds,millions of us dollars (USD),132192.9
2006,PA,dur,millions of us dollars (USD),44501.4
2006,PA,mvp,millions of us dollars (USD),15682.0
2006,PA,hdr,millions of us dollars (USD),10682.2
2006,PA,odg,millions of us dollars (USD),5851.2
2006,PA,ndr,millions of us dollars (USD),87691.5
2006,PA,foo,millions of us dollars (USD),29405.7
2006,PA,clo,millions of us dollars (USD),12630.8
2006,PA,enr,millions of us dollars (USD),13637.1
2006,PA,ong,millions of us dollars (USD),32018.0
2006,PA,ser,millions of us dollars (USD),271164.2
2006,PA,hce,millions of us dollars (USD),254736.0
2006,PA,utl,millions of us dollars (USD),62489.3
2006,PA,hea,millions of us dollars (USD),65677.2
2006,PA,rsr,millions of us dollars (USD),17395.2
2006,PA,htl,millions of us dollars (USD),20817.9
2006,PA,fsr,millions of us dollars (USD),36672.8
2006,PA,osr,millions of us dollars (USD),38090.2
2006,PA,npish,millions of us dollars (USD),16428.2
2006,PA,npi,millions of us dollars (USD),48586.1
2006,PA,nps,millions of us dollars (USD),32157.9
2006,WY,rec,millions of us dollars (USD),567.2
2006,WY,trn,millions of us dollars (USD),388.0
2006,WY,pce,millions of us dollars (USD),16659.4
2006,WY,gds,millions of us dollars (USD),6555.4
2006,WY,dur,millions of us dollars (USD),2075.7
2006,WY,mvp,millions of us dollars (USD),857.3
2006,WY,hdr,millions of us dollars (USD),424.0
2006,WY,odg,millions of us dollars (USD),227.1
2006,WY,ndr,millions of us dollars (USD),4479.7
2006,WY,foo,millions of us dollars (USD),1396.3
2006,WY,clo,millions of us dollars (USD),416.0
2006,WY,enr,millions of us dollars (USD),1486.8
2006,WY,ong,millions of us dollars (USD),1180.6
2006,WY,ser,millions of us dollars (USD),10104.0
2006,WY,hce,millions of us dollars (USD),9829.0
2006,WY,utl,millions of us dollars (USD),2620.5
2006,WY,hea,millions of us dollars (USD),2314.6
2006,WY,rsr,millions of us dollars (USD),486.8
2006,WY,htl,millions of us dollars (USD),1383.0
2006,WY,fsr,millions of us dollars (USD),1654.5
2006,WY,osr,millions of us dollars (USD),981.6
2006,WY,npish,millions of us dollars (USD),275.0
2006,WY,npi,millions of us dollars (USD),1384.0
2006,WY,nps,millions of us dollars (USD),1109.0
2006,CO,rec,millions of us dollars (USD),5982.9
2006,CO,trn,millions of us dollars (USD),5877.8
2006,CO,pce,millions of us dollars (USD),157235.5
2006,CO,gds,millions of us dollars (USD),52676.4
2006,CO,dur,millions of us dollars (USD),20191.7
2006,CO,mvp,millions of us dollars (USD),6159.0
2006,CO,hdr,millions of us dollars (USD),5231.9
2006,CO,odg,millions of us dollars (USD),2817.9
2006,CO,ndr,millions of us dollars (USD),32484.7
2006,CO,foo,millions of us dollars (USD),11682.6
2006,CO,clo,millions of us dollars (USD),5195.1
2006,CO,enr,millions of us dollars (USD),4741.2
2006,CO,ong,millions of us dollars (USD),10865.8
2006,CO,ser,millions of us dollars (USD),104559.1
2006,CO,hce,millions of us dollars (USD),101605.0
2006,CO,utl,millions of us dollars (USD),32362.2
2006,CO,hea,millions of us dollars (USD),20300.9
2006,CO,rsr,millions of us dollars (USD),7229.5
2006,CO,htl,millions of us dollars (USD),10937.2
2006,CO,fsr,millions of us dollars (USD),10788.1
2006,CO,osr,millions of us dollars (USD),14109.4
2006,CO,npish,millions of us dollars (USD),2954.1
2006,CO,npi,millions of us dollars (USD),14203.0
2006,CO,nps,millions of us dollars (USD),11249.0
2006,US,rec,millions of us dollars (USD),326319.7
