year,state,windc_label,units,value
2006,MN,dur,us dollars (USD),4271.0
2006,MS,dur,us dollars (USD),2868.0
2006,MO,dur,us dollars (USD),3675.0
2006,MT,dur,us dollars (USD),4280.0
2006,NE,dur,us dollars (USD),3885.0
2006,NV,dur,us dollars (USD),4387.0
2006,NH,dur,us dollars (USD),4348.0
2006,NJ,dur,us dollars (USD),4600.0
2006,NM,dur,us dollars (USD),3446.0
2006,NY,dur,us dollars (USD),3284.0
2006,NC,dur,us dollars (USD),3765.0
2006,ND,dur,us dollars (USD),3948.0
2006,OH,dur,us dollars (USD),3480.0
2006,OK,dur,us dollars (USD),3500.0
2006,OR,dur,us dollars (USD),4085.0
2006,PA,dur,us dollars (USD),3790.0
2006,RI,dur,us dollars (USD),3453.0
2006,SC,dur,us dollars (USD),3443.0
2006,SD,dur,us dollars (USD),3250.0
2006,TN,dur,us dollars (USD),3525.0
2006,TX,dur,us dollars (USD),3861.0
2006,UT,dur,us dollars (USD),4121.0
2006,VT,dur,us dollars (USD),3965.0
2006,VA,dur,us dollars (USD),4337.0
2006,WA,dur,us dollars (USD),4126.0
2006,WV,dur,us dollars (USD),2738.0
2006,WI,dur,us dollars (USD),3576.0
2006,WY,dur,us dollars (USD),4342.0
2007,US,dur,us dollars (USD),3944.0
2007,AL,dur,us dollars (USD),3395.0
2007,AK,dur,us dollars (USD),4741.0
2007,AZ,dur,us dollars (USD),4341.0
2007,AR,dur,us dollars (USD),3239.0
2007,CA,dur,us dollars (USD),4153.0
2007,CO,dur,us dollars (USD),4779.0
2007,CT,dur,us dollars (USD),4715.0
2007,DE,dur,us dollars (USD),5006.0
2007,DC,dur,us dollars (USD),5231.0
2007,FL,dur,us dollars (USD),4566.0
2007,GA,dur,us dollars (USD),3701.0
2007,HI,dur,us dollars (USD),3329.0
2007,ID,dur,us dollars (USD),3869.0
2007,IL,dur,us dollars (USD),3920.0
2007,IN,dur,us dollars (USD),3545.0
2007,IA,dur,us dollars (USD),3504.0
2007,KS,dur,us dollars (USD),3644.0
2007,KY,dur,us dollars (USD),3107.0
2007,LA,dur,us dollars (USD),3821.0
2007,ME,dur,us dollars (USD),3773.0
2007,MD,dur,us dollars (USD),4462.0
2007,MA,dur,us dollars (USD),4483.0
2007,MI,dur,us dollars (USD),3068.0
2007,MN,dur,us dollars (USD),4339.0
2007,MS,dur,us dollars (USD),2878.0
2007,MO,dur,us dollars (USD),3673.0
2007,MT,dur,us dollars (USD),4583.0
2007,NE,dur,us dollars (USD),4072.0
2007,NV,dur,us dollars (USD),4216.0
2007,NH,dur,us dollars (USD),4380.0
2007,NJ,dur,us dollars (USD),4601.0
2007,NM,dur,us dollars (USD),3576.0
2007,NY,dur,us dollars (USD),3481.0
2007,NC,dur,us dollars (USD),3873.0
2007,ND,dur,us dollars (USD),4171.0
2007,OH,dur,us dollars (USD),3535.0
2007,OK,dur,us dollars (USD),3710.0
2007,OR,dur,us dollars (USD),4173.0
2007,PA,dur,us dollars (USD),3862.0
2007,RI,dur,us dollars (USD),3464.0
2007,SC,dur,us dollars (USD),3523.0
2007,SD,dur,us dollars (USD),3460.0
2007,TN,dur,us dollars (USD),3598.0
2007,TX,dur,us dollars (USD),4024.0
2007,UT,dur,us dollars (USD),4416.0
2007,VT,dur,us dollars (USD),4045.0
2007,VA,dur,us dollars (USD),4315.0
2007,WA,dur,us dollars (USD),4302.0
2007,WV,dur,us dollars (USD),2792.0
2007,WI,dur,us dollars (USD),3592.0
2007,WY,dur,us dollars (USD),4568.0
2008,US,dur,us dollars (USD),3613.0
2008,AL,dur,us dollars (USD),3044.0
2008,AK,dur,us dollars (USD),4480.0
2008,AZ,dur,us dollars (USD),3675.0
2008,AR,dur,us dollars (USD),3041.0
2008,CA,dur,us dollars (USD),3703.0
2008,CO,dur,us dollars (USD),4349.0
2008,CT,dur,us dollars (USD),4433.0
2008,DE,dur,us dollars (USD),4513.0
2008,DC,dur,us dollars (USD),4726.0
2008,FL,dur,us dollars (USD),4044.0
2008,GA,dur,us dollars (USD),3239.0
2008,HI,dur,us dollars (USD),3013.0
2008,ID,dur,us dollars (USD),3433.0
2008,IL,dur,us dollars (USD),3640.0
2008,IN,dur,us dollars (USD),3263.0
2008,IA,dur,us dollars (USD),3342.0
2008,KS,dur,us dollars (USD),3429.0
2008,KY,dur,us dollars (USD),2821.0
2008,LA,dur,us dollars (USD),3469.0
2008,ME,dur,us dollars (USD),3548.0
2008,MD,dur,us dollars (USD),3998.0
2008,MA,dur,us dollars (USD),4230.0
2008,MI,dur,us dollars (USD),2942.0
2008,MN,dur,us dollars (USD),4111.0
2008,MS,dur,us dollars (USD),2575.0
2008,MO,dur,us dollars (USD),3425.0
2008,MT,dur,us dollars (USD),4352.0
2008,NE,dur,us dollars (USD),3847.0
2008,NV,dur,us dollars (USD),3682.0
2008,NH,dur,us dollars (USD),4090.0
2008,NJ,dur,us dollars (USD),4290.0
2008,NM,dur,us dollars (USD),3302.0
2008,NY,dur,us dollars (USD),3330.0
2008,NC,dur,us dollars (USD),3500.0
2008,ND,dur,us dollars (USD),4031.0
2008,OH,dur,us dollars (USD),3285.0
2008,OK,dur,us dollars (USD),3463.0
2008,OR,dur,us dollars (USD),3725.0
2008,PA,dur,us dollars (USD),3681.0
2008,RI,dur,us dollars (USD),3180.0
2008,SC,dur,us dollars (USD),3130.0
2008,SD,dur,us dollars (USD),3298.0
2008,TN,dur,us dollars (USD),3217.0
2008,TX,dur,us dollars (USD),3703.0
2008,UT,dur,us dollars (USD),3964.0
2008,VT,dur,us dollars (USD),3819.0
2008,VA,dur,us dollars (USD),3980.0
2008,WA,dur,us dollars (USD),3950.0
2008,WV,dur,us dollars (USD),2662.0
2008,WI,dur,us dollars (USD),3390.0
2008,WY,dur,us dollars (USD),4221.0
2009,US,dur,us dollars (USD),3299.0
2009,AL,dur,us dollars (USD),2793.0
2009,AK,dur,us dollars (USD),4204.0
2009,AZ,dur,us dollars (USD),3175.0
2009,AR,dur,us dollars (USD),2853.0
2009,CA,dur,us dollars (USD),3237.0
2009,CO,dur,us dollars (USD),3903.0
2009,CT,dur,us dollars (USD),4038.0
2009,DE,dur,us dollars (USD),4162.0
2009,DC,dur,us dollars (USD),4318.0
2009,FL,dur,us dollars (USD),3624.0
2009,GA,dur,us dollars (USD),2900.0
2009,HI,dur,us dollars (USD),2708.0
2009,ID,dur,us dollars (USD),3024.0
2009,IL,dur,us dollars (USD),3354.0
2009,IN,dur,us dollars (USD),3042.0
2009,IA,dur,us dollars (USD),3312.0
2009,KS,dur,us dollars (USD),3203.0
2009,KY,dur,us dollars (USD),2686.0
2009,LA,dur,us dollars (USD),3206.0
2009,ME,dur,us dollars (USD),3420.0
2009,MD,dur,us dollars (USD),3668.0
2009,MA,dur,us dollars (USD),3935.0
2009,MI,dur,us dollars (USD),2788.0
2009,MN,dur,us dollars (USD),3927.0
2009,MS,dur,us dollars (USD),2358.0
2009,MO,dur,us dollars (USD),3213.0
2009,MT,dur,us dollars (USD),3958.0
2009,NE,dur,us dollars (USD),3695.0
2009,NV,dur,us dollars (USD),3123.0
2009,NH,dur,us dollars (USD),3790.0
2009,NJ,dur,us dollars (USD),3950.0
2009,NM,dur,us dollars (USD),2956.0
2009,NY,dur,us dollars (USD),3079.0
2009,NC,dur,us dollars (USD),3139.0
2009,ND,dur,us dollars (USD),4047.0
2009,OH,dur,us dollars (USD),3055.0
2009,OK,dur,us dollars (USD),3247.0
2009,OR,dur,us dollars (USD),3327.0
2009,PA,dur,us dollars (USD),3529.0
2009,RI,dur,us dollars (USD),3000.0
2009,SC,dur,us dollars (USD),2805.0
2009,SD,dur,us dollars (USD),3131.0
2009,TN,dur,us dollars (USD),2873.0
2009,TX,dur,us dollars (USD),3359.0
2009,UT,dur,us dollars (USD),3466.0
2009,VT,dur,us dollars (USD),3628.0
2009,VA,dur,us dollars (USD),3664.0
2009,WA,dur,us dollars (USD),3538.0
2009,WV,dur,us dollars (USD),2606.0
2009,WI,dur,us dollars (USD),3227.0
2009,WY,dur,us dollars (USD),3776.0
2010,US,dur,us dollars (USD),3391.0
2010,AL,dur,us dollars (USD),2899.0
2010,AK,dur,us dollars (USD),4128.0
2010,AZ,dur,us dollars (USD),3216.0
2010,AR,dur,us dollars (USD),2945.0
2010,CA,dur,us dollars (USD),3322.0
2010,CO,dur,us dollars (USD),3900.0
2010,CT,dur,us dollars (USD),4110.0
2010,DE,dur,us dollars (USD),4282.0
2010,DC,dur,us dollars (USD),4386.0
2010,FL,dur,us dollars (USD),3732.0
2010,GA,dur,us dollars (USD),3021.0
2010,HI,dur,us dollars (USD),2726.0
2010,ID,dur,us dollars (USD),3017.0
2010,IL,dur,us dollars (USD),3437.0
2010,IN,dur,us dollars (USD),3145.0
2010,IA,dur,us dollars (USD),3449.0
2010,KS,dur,us dollars (USD),3256.0
2010,KY,dur,us dollars (USD),2794.0
2010,LA,dur,us dollars (USD),3247.0
2010,ME,dur,us dollars (USD),3482.0
2010,MD,dur,us dollars (USD),3762.0
2010,MA,dur,us dollars (USD),4078.0
2010,MI,dur,us dollars (USD),2896.0
2010,MN,dur,us dollars (USD),4047.0
2010,MS,dur,us dollars (USD),2461.0
2010,MO,dur,us dollars (USD),3260.0
2010,MT,dur,us dollars (USD),4050.0
2010,NE,dur,us dollars (USD),3897.0
2010,NV,dur,us dollars (USD),3132.0
2010,NH,dur,us dollars (USD),3937.0
2010,NJ,dur,us dollars (USD),4064.0
2010,NM,dur,us dollars (USD),2963.0
2010,NY,dur,us dollars (USD),3168.0
2010,NC,dur,us dollars (USD),3204.0
2010,ND,dur,us dollars (USD),4329.0
2010,OH,dur,us dollars (USD),3119.0
2010,OK,dur,us dollars (USD),3342.0
2010,OR,dur,us dollars (USD),3398.0
2010,PA,dur,us dollars (USD),3693.0
2010,RI,dur,us dollars (USD),3094.0
2010,SC,dur,us dollars (USD),2941.0
2010,SD,dur,us dollars (USD),3245.0
2010,TN,dur,us dollars (USD),3043.0
2010,TX,dur,us dollars (USD),3455.0
2010,UT,dur,us dollars (USD),3476.0
2010,VT,dur,us dollars (USD),3718.0
2010,VA,dur,us dollars (USD),3758.0
2010,WA,dur,us dollars (USD),3544.0
2010,WV,dur,us dollars (USD),2757.0
2010,WI,dur,us dollars (USD),3313.0
2010,WY,dur,us dollars (USD),3803.0
2011,US,dur,us dollars (USD),3509.0
2011,AL,dur,us dollars (USD),3009.0
2011,AK,dur,us dollars (USD),4178.0
2011,AZ,dur,us dollars (USD),3333.0
2011,AR,dur,us dollars (USD),3010.0
2011,CA,dur,us dollars (USD),3437.0
2011,CO,dur,us dollars (USD),3902.0
2011,CT,dur,us dollars (USD),4223.0
2011,DE,dur,us dollars (USD),4433.0
2011,DC,dur,us dollars (USD),4506.0
2011,FL,dur,us dollars (USD),3917.0
2011,GA,dur,us dollars (USD),3090.0
2011,HI,dur,us dollars (USD),2808.0
2011,ID,dur,us dollars (USD),3070.0
2011,IL,dur,us dollars (USD),3579.0
2011,IN,dur,us dollars (USD),3227.0
2011,IA,dur,us dollars (USD),3554.0
2011,KS,dur,us dollars (USD),3294.0
2011,KY,dur,us dollars (USD),2889.0
2011,LA,dur,us dollars (USD),3394.0
2011,ME,dur,us dollars (USD),3517.0
2011,MD,dur,us dollars (USD),3850.0
2011,MA,dur,us dollars (USD),4153.0
2011,MI,dur,us dollars (USD),3049.0
2011,MN,dur,us dollars (USD),4210.0
2011,MS,dur,us dollars (USD),2551.0
2011,MO,dur,us dollars (USD),3365.0
2011,MT,dur,us dollars (USD),4106.0
2011,NE,dur,us dollars (USD),4011.0
2011,NV,dur,us dollars (USD),3272.0
2011,NH,dur,us dollars (USD),3990.0
2011,NJ,dur,us dollars (USD),4186.0
2011,NM,dur,us dollars (USD),3023.0
2011,NY,dur,us dollars (USD),3310.0
2011,NC,dur,us dollars (USD),3293.0
2011,ND,dur,us dollars (USD),4664.0
2011,OH,dur,us dollars (USD),3274.0
2011,OK,dur,us dollars (USD),3434.0
2011,OR,dur,us dollars (USD),3446.0
2011,PA,dur,us dollars (USD),3863.0
2011,RI,dur,us dollars (USD),3169.0
2011,SC,dur,us dollars (USD),2997.0
2011,SD,dur,us dollars (USD),3265.0
2011,TN,dur,us dollars (USD),3144.0
2011,TX,dur,us dollars (USD),3608.0
2011,UT,dur,us dollars (USD),3527.0
2011,VT,dur,us dollars (USD),3833.0
2011,VA,dur,us dollars (USD),3874.0
2011,WA,dur,us dollars (USD),3641.0
2011,WV,dur,us dollars (USD),2853.0
2011,WI,dur,us dollars (USD),3383.0
2011,WY,dur,us dollars (USD),3968.0
2012,US,dur,us dollars (USD),3645.0
2012,AL,dur,us dollars (USD),3129.0
2012,AK,dur,us dollars (USD),4316.0
2012,AZ,dur,us dollars (USD),3437.0
2012,AR,dur,us dollars (USD),3129.0
2012,CA,dur,us dollars (USD),3607.0
2012,CO,dur,us dollars (USD),3983.0
2012,CT,dur,us dollars (USD),4306.0
2012,DE,dur,us dollars (USD),4542.0
2012,DC,dur,us dollars (USD),4484.0
2012,FL,dur,us dollars (USD),4090.0
2012,GA,dur,us dollars (USD),3220.0
2012,HI,dur,us dollars (USD),2914.0
2012,ID,dur,us dollars (USD),3201.0
2012,IL,dur,us dollars (USD),3667.0
2012,IN,dur,us dollars (USD),3341.0
2012,IA,dur,us dollars (USD),3707.0
2012,KS,dur,us dollars (USD),3471.0
2012,KY,dur,us dollars (USD),3054.0
2012,LA,dur,us dollars (USD),3558.0
2012,ME,dur,us dollars (USD),3536.0
2012,MD,dur,us dollars (USD),4032.0
2012,MA,dur,us dollars (USD),4244.0
2012,MI,dur,us dollars (USD),3182.0
2012,MN,dur,us dollars (USD),4303.0
2012,MS,dur,us dollars (USD),2674.0
2012,MO,dur,us dollars (USD),3488.0
2012,MT,dur,us dollars (USD),4255.0
2012,NE,dur,us dollars (USD),4182.0
2012,NV,dur,us dollars (USD),3439.0
2012,NH,dur,us dollars (USD),4161.0
2012,NJ,dur,us dollars (USD),4259.0
2012,NM,dur,us dollars (USD),3151.0
2012,NY,dur,us dollars (USD),3396.0
2012,NC,dur,us dollars (USD),3473.0
2012,ND,dur,us dollars (USD),5123.0
2012,OH,dur,us dollars (USD),3405.0
2012,OK,dur,us dollars (USD),3601.0
2012,OR,dur,us dollars (USD),3558.0
2012,PA,dur,us dollars (USD),3959.0
2012,RI,dur,us dollars (USD),3224.0
2012,SC,dur,us dollars (USD),3103.0
2012,SD,dur,us dollars (USD),3351.0
2012,TN,dur,us dollars (USD),3255.0
2012,TX,dur,us dollars (USD),3813.0
2012,UT,dur,us dollars (USD),3755.0
2012,VT,dur,us dollars (USD),3936.0
2012,VA,dur,us dollars (USD),3987.0
2012,WA,dur,us dollars (USD),3745.0
2012,WV,dur,us dollars (USD),2982.0
2012,WI,dur,us dollars (USD),3485.0
2012,WY,dur,us dollars (USD),4083.0
2013,US,dur,us dollars (USD),3763.0
2013,AL,dur,us dollars (USD),3216.0
2013,AK,dur,us dollars (USD),4374.0
2013,AZ,dur,us dollars (USD),3550.0
2013,AR,dur,us dollars (USD),3240.0
2013,CA,dur,us dollars (USD),3672.0
2013,CO,dur,us dollars (USD),4180.0
2013,CT,dur,us dollars (USD),4459.0
2013,DE,dur,us dollars (USD),4602.0
2013,DC,dur,us dollars (USD),4593.0
2013,FL,dur,us dollars (USD),4306.0
2013,GA,dur,us dollars (USD),3342.0
2013,HI,dur,us dollars (USD),3009.0
2013,ID,dur,us dollars (USD),3444.0
2013,IL,dur,us dollars (USD),3774.0
2013,IN,dur,us dollars (USD),3411.0
2013,IA,dur,us dollars (USD),3829.0
2013,KS,dur,us dollars (USD),3452.0
2013,KY,dur,us dollars (USD),3089.0
2013,LA,dur,us dollars (USD),3672.0
2013,ME,dur,us dollars (USD),3650.0
2013,MD,dur,us dollars (USD),3997.0
2013,MA,dur,us dollars (USD),4326.0
2013,MI,dur,us dollars (USD),3302.0
2013,MN,dur,us dollars (USD),4424.0
2013,MS,dur,us dollars (USD),2809.0
2013,MO,dur,us dollars (USD),3520.0
2013,MT,dur,us dollars (USD),4469.0
2013,NE,dur,us dollars (USD),4302.0
2013,NV,dur,us dollars (USD),3647.0
2013,NH,dur,us dollars (USD),4393.0
2013,NJ,dur,us dollars (USD),4403.0
2013,NM,dur,us dollars (USD),3284.0
2013,NY,dur,us dollars (USD),3515.0
2013,NC,dur,us dollars (USD),3649.0
2013,ND,dur,us dollars (USD),5236.0
2013,OH,dur,us dollars (USD),3547.0
2013,OK,dur,us dollars (USD),3728.0
2013,OR,dur,us dollars (USD),3788.0
2013,PA,dur,us dollars (USD),4003.0
2013,RI,dur,us dollars (USD),3307.0
2013,SC,dur,us dollars (USD),3269.0
2013,SD,dur,us dollars (USD),3492.0
2013,TN,dur,us dollars (USD),3340.0
2013,TX,dur,us dollars (USD),3930.0
2013,UT,dur,us dollars (USD),4007.0
2013,VT,dur,us dollars (USD),4072.0
2013,VA,dur,us dollars (USD),4075.0
2013,WA,dur,us dollars (USD),3976.0
2013,WV,dur,us dollars (USD),3043.0
2013,WI,dur,us dollars (USD),3666.0
2013,WY,dur,us dollars (USD),4152.0
2014,US,dur,us dollars (USD),3901.0
2014,AL,dur,us dollars (USD),3314.0
2014,AK,dur,us dollars (USD),4551.0
2014,AZ,dur,us dollars (USD),3687.0
2014,AR,dur,us dollars (USD),3350.0
2014,CA,dur,us dollars (USD),3817.0
2014,CO,dur,us dollars (USD),4397.0
2014,CT,dur,us dollars (USD),4564.0
2014,DE,dur,us dollars (USD),4718.0
2014,DC,dur,us dollars (USD),4694.0
2014,FL,dur,us dollars (USD),4537.0
2014,GA,dur,us dollars (USD),3478.0
2014,HI,dur,us dollars (USD),3130.0
2014,ID,dur,us dollars (USD),3650.0
2014,IL,dur,us dollars (USD),3871.0
2014,IN,dur,us dollars (USD),3552.0
2014,IA,dur,us dollars (USD),3948.0
2014,KS,dur,us dollars (USD),3576.0
2014,KY,dur,us dollars (USD),3166.0
2014,LA,dur,us dollars (USD),3737.0
2014,ME,dur,us dollars (USD),3820.0
2014,MD,dur,us dollars (USD),4027.0
2014,MA,dur,us dollars (USD),4434.0
2014,MI,dur,us dollars (USD),3499.0
2014,MN,dur,us dollars (USD),4544.0
2014,MS,dur,us dollars (USD),2905.0
2014,MO,dur,us dollars (USD),3632.0
2014,MT,dur,us dollars (USD),4660.0
2014,NE,dur,us dollars (USD),4408.0
2014,NV,dur,us dollars (USD),3821.0
2014,NH,dur,us dollars (USD),4585.0
2014,NJ,dur,us dollars (USD),4464.0
2014,NM,dur,us dollars (USD),3425.0
2014,NY,dur,us dollars (USD),3642.0
2014,NC,dur,us dollars (USD),3823.0
2014,ND,dur,us dollars (USD),5343.0
2014,OH,dur,us dollars (USD),3682.0
2014,OK,dur,us dollars (USD),3828.0
2014,OR,dur,us dollars (USD),4030.0
2014,PA,dur,us dollars (USD),4048.0
2014,RI,dur,us dollars (USD),3457.0
2014,SC,dur,us dollars (USD),3396.0
2014,SD,dur,us dollars (USD),3633.0
2014,TN,dur,us dollars (USD),3473.0
2014,TX,dur,us dollars (USD),4101.0
2014,UT,dur,us dollars (USD),4250.0
2014,VT,dur,us dollars (USD),4255.0
2014,VA,dur,us dollars (USD),4127.0
2014,WA,dur,us dollars (USD),4120.0
2014,WV,dur,us dollars (USD),3057.0
2014,WI,dur,us dollars (USD),3886.0
2014,WY,dur,us dollars (USD),4281.0
2015,US,dur,us dollars (USD),4077.0
2015,AL,dur,us dollars (USD),3468.0
2015,AK,dur,us dollars (USD),4703.0
2015,AZ,dur,us dollars (USD),3874.0
2015,AR,dur,us dollars (USD),3469.0
2015,CA,dur,us dollars (USD),4014.0
2015,CO,dur,us dollars (USD),4611.0
2015,CT,dur,us dollars (USD),4646.0
2015,DE,dur,us dollars (USD),4927.0
2015,DC,dur,us dollars (USD),4829.0
2015,FL,dur,us dollars (USD),4759.0
2015,GA,dur,us dollars (USD),3695.0
2015,HI,dur,us dollars (USD),3268.0
2015,ID,dur,us dollars (USD),3972.0
2015,IL,dur,us dollars (USD),4034.0
2015,IN,dur,us dollars (USD),3750.0
2015,IA,dur,us dollars (USD),4110.0
2015,KS,dur,us dollars (USD),3757.0
2015,KY,dur,us dollars (USD),3403.0
2015,LA,dur,us dollars (USD),3897.0
2015,ME,dur,us dollars (USD),3996.0
2015,MD,dur,us dollars (USD),4174.0
2015,MA,dur,us dollars (USD),4565.0
2015,MI,dur,us dollars (USD),3706.0
2015,MN,dur,us dollars (USD),4741.0
2015,MS,dur,us dollars (USD),3062.0
2015,MO,dur,us dollars (USD),3795.0
2015,MT,dur,us dollars (USD),4872.0
2015,NE,dur,us dollars (USD),4551.0
2015,NV,dur,us dollars (USD),3969.0
2015,NH,dur,us dollars (USD),4832.0
2015,NJ,dur,us dollars (USD),4567.0
2015,NM,dur,us dollars (USD),3592.0
2015,NY,dur,us dollars (USD),3728.0
2015,NC,dur,us dollars (USD),4007.0
2015,ND,dur,us dollars (USD),5341.0
2015,OH,dur,us dollars (USD),3862.0
2015,OK,dur,us dollars (USD),3956.0
2015,OR,dur,us dollars (USD),4274.0
2015,PA,dur,us dollars (USD),4127.0
2015,RI,dur,us dollars (USD),3617.0
2015,SC,dur,us dollars (USD),3595.0
2015,SD,dur,us dollars (USD),3834.0
2015,TN,dur,us dollars (USD),3639.0
2015,TX,dur,us dollars (USD),4325.0
2015,UT,dur,us dollars (USD),4651.0
2015,VT,dur,us dollars (USD),4395.0
2015,VA,dur,us dollars (USD),4268.0
2015,WA,dur,us dollars (USD),4233.0
2015,WV,dur,us dollars (USD),3177.0
2015,WI,dur,us dollars (USD),4081.0
2015,WY,dur,us dollars (USD),4334.0
2016,US,dur,us dollars (USD),4164.0
2016,AL,dur,us dollars (USD),3559.0
2016,AK,dur,us dollars (USD),4821.0
2016,AZ,dur,us dollars (USD),3977.0
2016,AR,dur,us dollars (USD),3539.0
2016,CA,dur,us dollars (USD),4059.0
2016,CO,dur,us dollars (USD),4770.0
2016,CT,dur,us dollars (USD),4710.0
2016,DE,dur,us dollars (USD),4990.0
2016,DC,dur,us dollars (USD),5109.0
2016,FL,dur,us dollars (USD),4838.0
2016,GA,dur,us dollars (USD),3812.0
2016,HI,dur,us dollars (USD),3363.0
2016,ID,dur,us dollars (USD),4181.0
2016,IL,dur,us dollars (USD),4120.0
2016,IN,dur,us dollars (USD),3863.0
2016,IA,dur,us dollars (USD),4235.0
2016,KS,dur,us dollars (USD),3817.0
2016,KY,dur,us dollars (USD),3521.0
2016,LA,dur,us dollars (USD),3870.0
2016,ME,dur,us dollars (USD),4121.0
2016,MD,dur,us dollars (USD),4206.0
2016,MA,dur,us dollars (USD),4654.0
2016,MI,dur,us dollars (USD),3854.0
2016,MN,dur,us dollars (USD),4879.0
2016,MS,dur,us dollars (USD),3171.0
2016,MO,dur,us dollars (USD),3888.0
2016,MT,dur,us dollars (USD),4900.0
2016,NE,dur,us dollars (USD),4618.0
2016,NV,dur,us dollars (USD),4086.0
2016,NH,dur,us dollars (USD),4919.0
2016,NJ,dur,us dollars (USD),4582.0
2016,NM,dur,us dollars (USD),3609.0
2016,NY,dur,us dollars (USD),3783.0
2016,NC,dur,us dollars (USD),4113.0
2016,ND,dur,us dollars (USD),5124.0
2016,OH,dur,us dollars (USD),3974.0
2016,OK,dur,us dollars (USD),3942.0
2016,OR,dur,us dollars (USD),4445.0
2016,PA,dur,us dollars (USD),4177.0
2016,RI,dur,us dollars (USD),3675.0
2016,SC,dur,us dollars (USD),3732.0
2016,SD,dur,us dollars (USD),3879.0
2016,TN,dur,us dollars (USD),3762.0
2016,TX,dur,us dollars (USD),4385.0
2016,UT,dur,us dollars (USD),4963.0
2016,VT,dur,us dollars (USD),4468.0
2016,VA,dur,us dollars (USD),4324.0
2016,WA,dur,us dollars (USD),4492.0
2016,WV,dur,us dollars (USD),3186.0
2016,WI,dur,us dollars (USD),4248.0
2016,WY,dur,us dollars (USD),4192.0
2017,US,dur,us dollars (USD),4296.0
2017,AL,dur,us dollars (USD),3660.0
2017,AK,dur,us dollars (USD),5051.0
2017,AZ,dur,us dollars (USD),4179.0
2017,AR,dur,us dollars (USD),3580.0
2017,CA,dur,us dollars (USD),4184.0
2017,CO,dur,us dollars (USD),5063.0
2017,CT,dur,us dollars (USD),4786.0
2017,DE,dur,us dollars (USD),4997.0
2017,DC,dur,us dollars (USD),5320.0
2017,FL,dur,us dollars (USD),4973.0
2017,GA,dur,us dollars (USD),3981.0
2017,HI,dur,us dollars (USD),3491.0
2017,ID,dur,us dollars (USD),4410.0
2017,IL,dur,us dollars (USD),4265.0
2017,IN,dur,us dollars (USD),4043.0
2017,IA,dur,us dollars (USD),4360.0
2017,KS,dur,us dollars (USD),3872.0
2017,KY,dur,us dollars (USD),3568.0
2017,LA,dur,us dollars (USD),3928.0
2017,ME,dur,us dollars (USD),4273.0
2017,MD,dur,us dollars (USD),4257.0
2017,MA,dur,us dollars (USD),4766.0
2017,MI,dur,us dollars (USD),4011.0
2017,MN,dur,us dollars (USD),5114.0
2017,MS,dur,us dollars (USD),3231.0
2017,MO,dur,us dollars (USD),3980.0
2017,MT,dur,us dollars (USD),4967.0
2017,NE,dur,us dollars (USD),4686.0
2017,NV,dur,us dollars (USD),4231.0
2017,NH,dur,us dollars (USD),5003.0
2017,NJ,dur,us dollars (USD),4670.0
2017,NM,dur,us dollars (USD),3690.0
2017,NY,dur,us dollars (USD),3901.0
2017,NC,dur,us dollars (USD),4229.0
2017,ND,dur,us dollars (USD),5069.0
2017,OH,dur,us dollars (USD),4128.0
2017,OK,dur,us dollars (USD),3969.0
2017,OR,dur,us dollars (USD),4752.0
2017,PA,dur,us dollars (USD),4278.0
2017,RI,dur,us dollars (USD),3802.0
2017,SC,dur,us dollars (USD),3845.0
2017,SD,dur,us dollars (USD),3904.0
2017,TN,dur,us dollars (USD),3859.0
2017,TX,dur,us dollars (USD),4514.0
2017,UT,dur,us dollars (USD),5314.0
2017,VT,dur,us dollars (USD),4560.0
2017,VA,dur,us dollars (USD),4408.0
2017,WA,dur,us dollars (USD),4711.0
2017,WV,dur,us dollars (USD),3196.0
2017,WI,dur,us dollars (USD),4411.0
2017,WY,dur,us dollars (USD),4251.0
2018,US,dur,us dollars (USD),4495.0
2018,AL,dur,us dollars (USD),3825.0
2018,AK,dur,us dollars (USD),5215.0
2018,AZ,dur,us dollars (USD),4370.0
2018,AR,dur,us dollars (USD),3673.0
2018,CA,dur,us dollars (USD),4395.0
2018,CO,dur,us dollars (USD),5343.0
2018,CT,dur,us dollars (USD),4994.0
2018,DE,dur,us dollars (USD),5182.0
2018,DC,dur,us dollars (USD),5667.0
2018,FL,dur,us dollars (USD),5218.0
2018,GA,dur,us dollars (USD),4186.0
2018,HI,dur,us dollars (USD),3687.0
2018,ID,dur,us dollars (USD),4598.0
2018,IL,dur,us dollars (USD),4409.0
2018,IN,dur,us dollars (USD),4183.0
2018,IA,dur,us dollars (USD),4508.0
2018,KS,dur,us dollars (USD),3989.0
2018,KY,dur,us dollars (USD),3714.0
2018,LA,dur,us dollars (USD),4055.0
2018,ME,dur,us dollars (USD),4455.0
2018,MD,dur,us dollars (USD),4355.0
2018,MA,dur,us dollars (USD),4927.0
2018,MI,dur,us dollars (USD),4182.0
2018,MN,dur,us dollars (USD),5362.0
2018,MS,dur,us dollars (USD),3358.0
2018,MO,dur,us dollars (USD),4125.0
2018,MT,dur,us dollars (USD),5169.0
2018,NE,dur,us dollars (USD),4845.0
2018,NV,dur,us dollars (USD),4457.0
2018,NH,dur,us dollars (USD),5184.0
2018,NJ,dur,us dollars (USD),4853.0
2018,NM,dur,us dollars (USD),3890.0
2018,NY,dur,us dollars (USD),4115.0
2018,NC,dur,us dollars (USD),4438.0
