windc_label,state,year,units,value
oil,KS,2006,million metric tons of carbon dioxide,24.06133295600553
oil,KY,2006,million metric tons of carbon dioxide,49.86827681630523
oil,LA,2006,million metric tons of carbon dioxide,115.1967562859527
oil,ME,2006,million metric tons of carbon dioxide,17.0505971338664
oil,MD,2006,million metric tons of carbon dioxide,37.20941049041863
oil,MA,2006,million metric tons of carbon dioxide,45.89978518591616
oil,MI,2006,million metric tons of carbon dioxide,62.67335332835431
oil,MN,2006,million metric tons of carbon dioxide,44.94943488429311
oil,MS,2006,million metric tons of carbon dioxide,31.5214461336647
oil,MO,2006,million metric tons of carbon dioxide,50.43866801785286
oil,MT,2006,million metric tons of carbon dioxide,13.55086592198944
oil,NE,2006,million metric tons of carbon dioxide,15.72732546508916
oil,NV,2006,million metric tons of carbon dioxide,20.01752325536205
oil,NH,2006,million metric tons of carbon dioxide,11.70105974863475
oil,NJ,2006,million metric tons of carbon dioxide,82.0794069719344
oil,NM,2006,million metric tons of carbon dioxide,18.32750866715287
oil,NY,2006,million metric tons of carbon dioxide,110.0834036900462
oil,NC,2006,million metric tons of carbon dioxide,62.3138090427613
oil,ND,2006,million metric tons of carbon dioxide,8.858615411314549
oil,OH,2006,million metric tons of carbon dioxide,86.67676237391575
oil,OK,2006,million metric tons of carbon dioxide,38.72539168918372
oil,OR,2006,million metric tons of carbon dioxide,25.67053596309871
oil,PA,2006,million metric tons of carbon dioxide,97.20339101365984
oil,RI,2006,million metric tons of carbon dioxide,6.369742994920019
oil,SC,2006,million metric tons of carbon dioxide,38.50316295977392
oil,SD,2006,million metric tons of carbon dioxide,7.467498141967207
oil,TN,2006,million metric tons of carbon dioxide,53.32702276010517
oil,TX,2006,million metric tons of carbon dioxide,309.5579312098177
oil,UT,2006,million metric tons of carbon dioxide,21.84634866536002
oil,VT,2006,million metric tons of carbon dioxide,6.253550890684172
oil,VA,2006,million metric tons of carbon dioxide,66.86644815844383
oil,WA,2006,million metric tons of carbon dioxide,56.16949910722393
oil,WV,2006,million metric tons of carbon dioxide,16.80048002675677
oil,WI,2006,million metric tons of carbon dioxide,39.25932831047189
oil,WY,2006,million metric tons of carbon dioxide,11.95741104146498
oil,US,2006,million metric tons of carbon dioxide,2600.431594141322
oil,AL,2007,million metric tons of carbon dioxide,40.13746408998719
oil,AK,2007,million metric tons of carbon dioxide,23.15030593287491
oil,AZ,2007,million metric tons of carbon dioxide,39.23414139904473
oil,AR,2007,million metric tons of carbon dioxide,25.12369936963972
oil,CA,2007,million metric tons of carbon dioxide,266.9106631872184
oil,CO,2007,million metric tons of carbon dioxide,35.00699445017074
oil,CT,2007,million metric tons of carbon dioxide,26.62379209757119
oil,DE,2007,million metric tons of carbon dioxide,8.407564145130149
oil,DC,2007,million metric tons of carbon dioxide,1.538120332005178
oil,FL,2007,million metric tons of carbon dioxide,137.9984782785678
oil,GA,2007,million metric tons of carbon dioxide,72.54180356778345
oil,HI,2007,million metric tons of carbon dioxide,22.20800787004914
oil,ID,2007,million metric tons of carbon dioxide,10.93365319936904
oil,IL,2007,million metric tons of carbon dioxide,88.42776700210081
oil,IN,2007,million metric tons of carbon dioxide,58.02681918968964
oil,IA,2007,million metric tons of carbon dioxide,27.24711354465156
oil,KS,2007,million metric tons of carbon dioxide,26.01961858332125
oil,KY,2007,million metric tons of carbon dioxide,48.87104201507667
oil,LA,2007,million metric tons of carbon dioxide,112.9064384506083
oil,ME,2007,million metric tons of carbon dioxide,16.75298187352452
oil,MD,2007,million metric tons of carbon dioxide,36.18082389725333
oil,MA,2007,million metric tons of carbon dioxide,46.28288095352657
oil,MI,2007,million metric tons of carbon dioxide,62.75887583407475
oil,MN,2007,million metric tons of carbon dioxide,44.92702280896921
oil,MS,2007,million metric tons of carbon dioxide,30.98510254961025
oil,MO,2007,million metric tons of carbon dioxide,50.39854142688084
oil,MT,2007,million metric tons of carbon dioxide,14.77418170640992
oil,NE,2007,million metric tons of carbon dioxide,15.90508533735202
oil,NV,2007,million metric tons of carbon dioxide,20.03370038764556
oil,NH,2007,million metric tons of carbon dioxide,11.47006860993634
oil,NJ,2007,million metric tons of carbon dioxide,86.25965102513902
oil,NM,2007,million metric tons of carbon dioxide,18.24160083142637
oil,NY,2007,million metric tons of carbon dioxide,111.0295527495801
oil,NC,2007,million metric tons of carbon dioxide,62.63425983910186
oil,ND,2007,million metric tons of carbon dioxide,9.70554330708343
oil,OH,2007,million metric tons of carbon dioxide,88.05771885674437
oil,OK,2007,million metric tons of carbon dioxide,38.35332813382288
oil,OR,2007,million metric tons of carbon dioxide,25.66712553714436
oil,PA,2007,million metric tons of carbon dioxide,95.8515112638317
oil,RI,2007,million metric tons of carbon dioxide,6.2885756245292
oil,SC,2007,million metric tons of carbon dioxide,37.51712776127808
oil,SD,2007,million metric tons of carbon dioxide,7.861273264883086
oil,TN,2007,million metric tons of carbon dioxide,52.91221629367955
oil,TX,2007,million metric tons of carbon dioxide,303.2850031663992
oil,UT,2007,million metric tons of carbon dioxide,21.21369589262143
oil,VT,2007,million metric tons of carbon dioxide,6.042866702550964
oil,VA,2007,million metric tons of carbon dioxide,67.1754165868686
oil,WA,2007,million metric tons of carbon dioxide,58.31613517068494
oil,WV,2007,million metric tons of carbon dioxide,16.78119232054355
oil,WI,2007,million metric tons of carbon dioxide,39.24958930635947
oil,WY,2007,million metric tons of carbon dioxide,12.06677661695282
oil,US,2007,million metric tons of carbon dioxide,2586.292912341268
oil,AL,2008,million metric tons of carbon dioxide,37.4052736652628
oil,AK,2008,million metric tons of carbon dioxide,19.95940645974201
oil,AZ,2008,million metric tons of carbon dioxide,37.12850629855557
oil,AR,2008,million metric tons of carbon dioxide,25.08805015870686
oil,CA,2008,million metric tons of carbon dioxide,248.4985261747981
oil,CO,2008,million metric tons of carbon dioxide,33.66593936299891
oil,CT,2008,million metric tons of carbon dioxide,24.37966378707969
oil,DE,2008,million metric tons of carbon dioxide,7.766924629812206
oil,DC,2008,million metric tons of carbon dioxide,1.306164483193342
oil,FL,2008,million metric tons of carbon dioxide,121.0764668274966
oil,GA,2008,million metric tons of carbon dioxide,65.25690622883481
oil,HI,2008,million metric tons of carbon dioxide,17.39075459292401
oil,ID,2008,million metric tons of carbon dioxide,9.939052089516148
oil,IL,2008,million metric tons of carbon dioxide,83.78904038223332
oil,IN,2008,million metric tons of carbon dioxide,54.44077895609918
oil,IA,2008,million metric tons of carbon dioxide,26.92536246901719
oil,KS,2008,million metric tons of carbon dioxide,24.26237958035952
oil,KY,2008,million metric tons of carbon dioxide,45.93094403906296
oil,LA,2008,million metric tons of carbon dioxide,108.3977508766225
oil,ME,2008,million metric tons of carbon dioxide,14.56059419449123
oil,MD,2008,million metric tons of carbon dioxide,34.33761186776338
oil,MA,2008,million metric tons of carbon dioxide,44.53165178767803
oil,MI,2008,million metric tons of carbon dioxide,57.27873523730109
oil,MN,2008,million metric tons of carbon dioxide,42.93649751068998
oil,MS,2008,million metric tons of carbon dioxide,28.74984455676594
oil,MO,2008,million metric tons of carbon dioxide,46.98002892612265
oil,MT,2008,million metric tons of carbon dioxide,13.77232019462983
oil,NE,2008,million metric tons of carbon dioxide,15.23608713646153
oil,NV,2008,million metric tons of carbon dioxide,17.9516325700633
oil,NH,2008,million metric tons of carbon dioxide,10.97757475588857
oil,NJ,2008,million metric tons of carbon dioxide,85.39835919868435
oil,NM,2008,million metric tons of carbon dioxide,16.45124399593201
oil,NY,2008,million metric tons of carbon dioxide,104.5080384168034
oil,NC,2008,million metric tons of carbon dioxide,60.14180816574712
oil,ND,2008,million metric tons of carbon dioxide,9.537820131177018
oil,OH,2008,million metric tons of carbon dioxide,84.56772626649925
oil,OK,2008,million metric tons of carbon dioxide,37.42062459945202
oil,OR,2008,million metric tons of carbon dioxide,24.21048440569751
oil,PA,2008,million metric tons of carbon dioxide,93.9987216344819
oil,RI,2008,million metric tons of carbon dioxide,5.822983958582994
oil,SC,2008,million metric tons of carbon dioxide,35.26596430103481
oil,SD,2008,million metric tons of carbon dioxide,7.421042119936099
oil,TN,2008,million metric tons of carbon dioxide,48.64320232567708
oil,TX,2008,million metric tons of carbon dioxide,279.8898544207907
oil,UT,2008,million metric tons of carbon dioxide,19.5297334587806
oil,VT,2008,million metric tons of carbon dioxide,5.473904106459605
oil,VA,2008,million metric tons of carbon dioxide,60.93615317909962
oil,WA,2008,million metric tons of carbon dioxide,54.04631438179631
oil,WV,2008,million metric tons of carbon dioxide,15.39125829710753
oil,WI,2008,million metric tons of carbon dioxide,37.66026390259626
oil,WY,2008,million metric tons of carbon dioxide,11.92212864797449
oil,US,2008,million metric tons of carbon dioxide,2418.158099714482
oil,AL,2009,million metric tons of carbon dioxide,35.26260456219202
oil,AK,2009,million metric tons of carbon dioxide,18.25018384168725
oil,AZ,2009,million metric tons of carbon dioxide,34.42415536529455
oil,AR,2009,million metric tons of carbon dioxide,23.35482561866738
oil,CA,2009,million metric tons of carbon dioxide,240.2415175480344
oil,CO,2009,million metric tons of carbon dioxide,32.02965110947731
oil,CT,2009,million metric tons of carbon dioxide,23.5013488153415
oil,DE,2009,million metric tons of carbon dioxide,5.981124756250932
oil,DC,2009,million metric tons of carbon dioxide,1.325607516826748
oil,FL,2009,million metric tons of carbon dioxide,111.9493644496034
oil,GA,2009,million metric tons of carbon dioxide,69.08826588508691
oil,HI,2009,million metric tons of carbon dioxide,17.04191436429215
oil,ID,2009,million metric tons of carbon dioxide,9.805965283709156
oil,IL,2009,million metric tons of carbon dioxide,79.54461481109026
oil,IN,2009,million metric tons of carbon dioxide,52.4429567671889
oil,IA,2009,million metric tons of carbon dioxide,26.5501454275131
oil,KS,2009,million metric tons of carbon dioxide,23.98570430509357
oil,KY,2009,million metric tons of carbon dioxide,45.47924594901994
oil,LA,2009,million metric tons of carbon dioxide,101.7307445420987
oil,ME,2009,million metric tons of carbon dioxide,14.32891603274611
oil,MD,2009,million metric tons of carbon dioxide,35.16908226821759
oil,MA,2009,million metric tons of carbon dioxide,40.02097594384261
oil,MI,2009,million metric tons of carbon dioxide,55.08159362763956
oil,MN,2009,million metric tons of carbon dioxide,39.61744224133276
oil,MS,2009,million metric tons of carbon dioxide,27.68576417656218
oil,MO,2009,million metric tons of carbon dioxide,44.98298780404683
oil,MT,2009,million metric tons of carbon dioxide,12.62695463511412
oil,NE,2009,million metric tons of carbon dioxide,14.88470835004023
oil,NV,2009,million metric tons of carbon dioxide,16.46536644575393
oil,NH,2009,million metric tons of carbon dioxide,10.6645288410385
oil,NJ,2009,million metric tons of carbon dioxide,72.03844603048105
oil,NM,2009,million metric tons of carbon dioxide,15.57899660220068
oil,NY,2009,million metric tons of carbon dioxide,97.47362914873587
oil,NC,2009,million metric tons of carbon dioxide,54.99042986870095
oil,ND,2009,million metric tons of carbon dioxide,8.639242138887962
oil,OH,2009,million metric tons of carbon dioxide,78.50782355884314
oil,OK,2009,million metric tons of carbon dioxide,35.01462363466597
oil,OR,2009,million metric tons of carbon dioxide,24.24106635588893
oil,PA,2009,million metric tons of carbon dioxide,84.64535505290814
oil,RI,2009,million metric tons of carbon dioxide,6.222459365307176
oil,SC,2009,million metric tons of carbon dioxide,36.26626010765446
oil,SD,2009,million metric tons of carbon dioxide,7.679929181117911
oil,TN,2009,million metric tons of carbon dioxide,44.73820487659994
oil,TX,2009,million metric tons of carbon dioxide,266.1481844253969
oil,UT,2009,million metric tons of carbon dioxide,18.49837176880467
oil,VT,2009,million metric tons of carbon dioxide,5.735155685981246
oil,VA,2009,million metric tons of carbon dioxide,56.6681217906826
oil,WA,2009,million metric tons of carbon dioxide,52.07287134420925
oil,WV,2009,million metric tons of carbon dioxide,13.10616595568616
oil,WI,2009,million metric tons of carbon dioxide,35.21281891057622
oil,WY,2009,million metric tons of carbon dioxide,11.24160010165301
oil,US,2009,million metric tons of carbon dioxide,2288.238017189785
oil,AL,2010,million metric tons of carbon dioxide,35.45078988452047
oil,AK,2010,million metric tons of carbon dioxide,18.51631368133987
oil,AZ,2010,million metric tons of carbon dioxide,37.94713739014691
oil,AR,2010,million metric tons of carbon dioxide,23.64142063948976
oil,CA,2010,million metric tons of carbon dioxide,229.5653180817118
oil,CO,2010,million metric tons of carbon dioxide,32.67091067253745
oil,CT,2010,million metric tons of carbon dioxide,22.92992465688621
oil,DE,2010,million metric tons of carbon dioxide,7.229030766829413
oil,DC,2010,million metric tons of carbon dioxide,1.425640384767256
oil,FL,2010,million metric tons of carbon dioxide,122.0936253544249
oil,GA,2010,million metric tons of carbon dioxide,73.43314022873956
oil,HI,2010,million metric tons of carbon dioxide,18.63984073970334
oil,ID,2010,million metric tons of carbon dioxide,10.98387909752444
oil,IL,2010,million metric tons of carbon dioxide,80.21718614529395
oil,IN,2010,million metric tons of carbon dioxide,50.40980644328179
oil,IA,2010,million metric tons of carbon dioxide,26.91202449044071
oil,KS,2010,million metric tons of carbon dioxide,23.62716598566412
oil,KY,2010,million metric tons of carbon dioxide,44.13022550902902
oil,LA,2010,million metric tons of carbon dioxide,102.2807980828842
oil,ME,2010,million metric tons of carbon dioxide,13.29849762046016
oil,MD,2010,million metric tons of carbon dioxide,34.49336059444908
oil,MA,2010,million metric tons of carbon dioxide,41.12493480462882
oil,MI,2010,million metric tons of carbon dioxide,56.18332928928395
oil,MN,2010,million metric tons of carbon dioxide,39.43033798068875
oil,MS,2010,million metric tons of carbon dioxide,26.15599342984795
oil,MO,2010,million metric tons of carbon dioxide,45.51328292960216
oil,MT,2010,million metric tons of carbon dioxide,11.71173169933364
oil,NE,2010,million metric tons of carbon dioxide,16.87833937153764
oil,NV,2010,million metric tons of carbon dioxide,19.53720584099429
oil,NH,2010,million metric tons of carbon dioxide,10.20903550450004
oil,NJ,2010,million metric tons of carbon dioxide,63.14607590207207
oil,NM,2010,million metric tons of carbon dioxide,15.50824633676675
oil,NY,2010,million metric tons of carbon dioxide,104.2385473213897
oil,NC,2010,million metric tons of carbon dioxide,59.44595724714772
oil,ND,2010,million metric tons of carbon dioxide,10.11406170914919
oil,OH,2010,million metric tons of carbon dioxide,75.63084685238726
oil,OK,2010,million metric tons of carbon dioxide,36.31493475459548
oil,OR,2010,million metric tons of carbon dioxide,23.77260869335943
oil,PA,2010,million metric tons of carbon dioxide,83.70297142942044
oil,RI,2010,million metric tons of carbon dioxide,5.935593739393633
oil,SC,2010,million metric tons of carbon dioxide,35.36264187596482
oil,SD,2010,million metric tons of carbon dioxide,7.565377557433639
oil,TN,2010,million metric tons of carbon dioxide,46.30439240674621
oil,TX,2010,million metric tons of carbon dioxide,273.5976255243717
oil,UT,2010,million metric tons of carbon dioxide,17.95987774112773
oil,VT,2010,million metric tons of carbon dioxide,5.431996820374232
oil,VA,2010,million metric tons of carbon dioxide,58.64105643498898
oil,WA,2010,million metric tons of carbon dioxide,48.78455875634491
oil,WV,2010,million metric tons of carbon dioxide,13.36714619419533
oil,WI,2010,million metric tons of carbon dioxide,35.52825506117443
oil,WY,2010,million metric tons of carbon dioxide,11.4051155643357
oil,US,2010,million metric tons of carbon dioxide,2308.398115223281
oil,AL,2011,million metric tons of carbon dioxide,35.5386691982892
oil,AK,2011,million metric tons of carbon dioxide,18.1138895696637
oil,AZ,2011,million metric tons of carbon dioxide,38.22211870276765
oil,AR,2011,million metric tons of carbon dioxide,23.10842989913118
oil,CA,2011,million metric tons of carbon dioxide,222.424160144071
oil,CO,2011,million metric tons of carbon dioxide,32.10540342788547
oil,CT,2011,million metric tons of carbon dioxide,21.980871551919
oil,DE,2011,million metric tons of carbon dioxide,7.862977816503242
oil,DC,2011,million metric tons of carbon dioxide,1.313394155647652
oil,FL,2011,million metric tons of carbon dioxide,114.2158713039252
oil,GA,2011,million metric tons of carbon dioxide,71.46556628409843
oil,HI,2011,million metric tons of carbon dioxide,18.94561090431854
oil,ID,2011,million metric tons of carbon dioxide,10.8118782024716
oil,IL,2011,million metric tons of carbon dioxide,79.42705907660441
oil,IN,2011,million metric tons of carbon dioxide,49.90908671603259
oil,IA,2011,million metric tons of carbon dioxide,26.98692637237622
oil,KS,2011,million metric tons of carbon dioxide,22.73797210290506
oil,KY,2011,million metric tons of carbon dioxide,42.81507920243628
oil,LA,2011,million metric tons of carbon dioxide,102.9708276463662
oil,ME,2011,million metric tons of carbon dioxide,13.23718305554708
oil,MD,2011,million metric tons of carbon dioxide,33.33027592354087
oil,MA,2011,million metric tons of carbon dioxide,40.13185796289625
oil,MI,2011,million metric tons of carbon dioxide,55.2072265058104
oil,MN,2011,million metric tons of carbon dioxide,39.04777112207886
oil,MS,2011,million metric tons of carbon dioxide,25.29185173558811
oil,MO,2011,million metric tons of carbon dioxide,43.43004064969349
oil,MT,2011,million metric tons of carbon dioxide,12.05576085897876
oil,NE,2011,million metric tons of carbon dioxide,16.16444544128998
oil,NV,2011,million metric tons of carbon dioxide,18.35617819080047
oil,NH,2011,million metric tons of carbon dioxide,10.17197104390799
oil,NJ,2011,million metric tons of carbon dioxide,64.40345714108119
oil,NM,2011,million metric tons of carbon dioxide,15.94231555364489
oil,NY,2011,million metric tons of carbon dioxide,97.31156237809044
oil,NC,2011,million metric tons of carbon dioxide,56.67560211837933
oil,ND,2011,million metric tons of carbon dioxide,12.61831489486504
oil,OH,2011,million metric tons of carbon dioxide,74.19048756805115
oil,OK,2011,million metric tons of carbon dioxide,35.4431987464628
oil,OR,2011,million metric tons of carbon dioxide,23.00766237282737
oil,PA,2011,million metric tons of carbon dioxide,81.8904643816346
oil,RI,2011,million metric tons of carbon dioxide,5.582932078017453
oil,SC,2011,million metric tons of carbon dioxide,33.8752942654023
oil,SD,2011,million metric tons of carbon dioxide,7.707170884473091
oil,TN,2011,million metric tons of carbon dioxide,45.59620861837281
oil,TX,2011,million metric tons of carbon dioxide,275.1425498491685
oil,UT,2011,million metric tons of carbon dioxide,19.28485254719468
oil,VT,2011,million metric tons of carbon dioxide,5.357676347020938
oil,VA,2011,million metric tons of carbon dioxide,54.93840721128893
oil,WA,2011,million metric tons of carbon dioxide,49.16914736953573
oil,WV,2011,million metric tons of carbon dioxide,12.95966270423705
oil,WI,2011,million metric tons of carbon dioxide,34.57066147628163
oil,WY,2011,million metric tons of carbon dioxide,11.48200927302475
oil,US,2011,million metric tons of carbon dioxide,2264.529992546599
oil,AL,2012,million metric tons of carbon dioxide,35.04096691308929
oil,AK,2012,million metric tons of carbon dioxide,16.8456257919816
oil,AZ,2012,million metric tons of carbon dioxide,37.33436100551731
oil,AR,2012,million metric tons of carbon dioxide,22.15901907810905
oil,CA,2012,million metric tons of carbon dioxide,216.0638316259153
oil,CO,2012,million metric tons of carbon dioxide,31.80438333004689
oil,CT,2012,million metric tons of carbon dioxide,20.90803514613255
oil,DE,2012,million metric tons of carbon dioxide,7.451394292877541
oil,DC,2012,million metric tons of carbon dioxide,1.083233665621467
oil,FL,2012,million metric tons of carbon dioxide,109.5278777071763
oil,GA,2012,million metric tons of carbon dioxide,67.20824628079487
oil,HI,2012,million metric tons of carbon dioxide,18.56261988080377
oil,ID,2012,million metric tons of carbon dioxide,10.55217148644869
oil,IL,2012,million metric tons of carbon dioxide,76.81281883138443
oil,IN,2012,million metric tons of carbon dioxide,48.00889181402568
oil,IA,2012,million metric tons of carbon dioxide,25.55027842107767
oil,KS,2012,million metric tons of carbon dioxide,22.7651450345129
oil,KY,2012,million metric tons of carbon dioxide,41.63132427520389
oil,LA,2012,million metric tons of carbon dioxide,92.7291670137298
oil,ME,2012,million metric tons of carbon dioxide,11.82972981996302
oil,MD,2012,million metric tons of carbon dioxide,32.54246846782397
oil,MA,2012,million metric tons of carbon dioxide,37.43063195679267
oil,MI,2012,million metric tons of carbon dioxide,53.9245472884467
oil,MN,2012,million metric tons of carbon dioxide,39.35176330709779
oil,MS,2012,million metric tons of carbon dioxide,25.99277393340143
oil,MO,2012,million metric tons of carbon dioxide,42.0592257782184
oil,MT,2012,million metric tons of carbon dioxide,11.79300986168877
oil,NE,2012,million metric tons of carbon dioxide,16.19769321248055
oil,NV,2012,million metric tons of carbon dioxide,17.97218084418373
oil,NH,2012,million metric tons of carbon dioxide,9.44684011207654
oil,NJ,2012,million metric tons of carbon dioxide,61.05628400291289
oil,NM,2012,million metric tons of carbon dioxide,16.00385241917808
oil,NY,2012,million metric tons of carbon dioxide,94.22595283556088
oil,NC,2012,million metric tons of carbon dioxide,54.12267810273627
oil,ND,2012,million metric tons of carbon dioxide,13.8787906661242
oil,OH,2012,million metric tons of carbon dioxide,72.43494180326398
oil,OK,2012,million metric tons of carbon dioxide,36.29189302595452
oil,OR,2012,million metric tons of carbon dioxide,22.46066267296468
oil,PA,2012,million metric tons of carbon dioxide,79.33534352904614
oil,RI,2012,million metric tons of carbon dioxide,5.282817375355544
oil,SC,2012,million metric tons of carbon dioxide,32.84203933688518
oil,SD,2012,million metric tons of carbon dioxide,7.793790342394065
oil,TN,2012,million metric tons of carbon dioxide,43.96009714718093
oil,TX,2012,million metric tons of carbon dioxide,277.8263272639181
oil,UT,2012,million metric tons of carbon dioxide,18.6860589841384
oil,VT,2012,million metric tons of carbon dioxide,5.01987081918218
oil,VA,2012,million metric tons of carbon dioxide,55.15660482157434
oil,WA,2012,million metric tons of carbon dioxide,49.55619185292076
oil,WV,2012,million metric tons of carbon dioxide,12.6481277711871
oil,WI,2012,million metric tons of carbon dioxide,33.72720793804255
oil,WY,2012,million metric tons of carbon dioxide,11.78463313764441
oil,US,2012,million metric tons of carbon dioxide,2204.674422024788
oil,AL,2013,million metric tons of carbon dioxide,33.93954985786367
oil,AK,2013,million metric tons of carbon dioxide,15.58977524247859
oil,AZ,2013,million metric tons of carbon dioxide,37.86765002825847
oil,AR,2013,million metric tons of carbon dioxide,22.21624715170145
oil,CA,2013,million metric tons of carbon dioxide,216.4639644130791
oil,CO,2013,million metric tons of carbon dioxide,32.10581018482296
oil,CT,2013,million metric tons of carbon dioxide,21.25468778366961
oil,DE,2013,million metric tons of carbon dioxide,7.029872066417238
oil,DC,2013,million metric tons of carbon dioxide,1.034995389444906
oil,FL,2013,million metric tons of carbon dioxide,112.9500058482321
oil,GA,2013,million metric tons of carbon dioxide,68.88831955238726
oil,HI,2013,million metric tons of carbon dioxide,18.53430269007485
oil,ID,2013,million metric tons of carbon dioxide,10.87168227242039
oil,IL,2013,million metric tons of carbon dioxide,79.5012761860099
oil,IN,2013,million metric tons of carbon dioxide,50.84970722054311
oil,IA,2013,million metric tons of carbon dioxide,26.5793659135861
oil,KS,2013,million metric tons of carbon dioxide,23.57514760296747
oil,KY,2013,million metric tons of carbon dioxide,40.1019341512195
oil,LA,2013,million metric tons of carbon dioxide,89.93407911057307
oil,ME,2013,million metric tons of carbon dioxide,12.79110423602892
oil,MD,2013,million metric tons of carbon dioxide,33.2329423280135
oil,MA,2013,million metric tons of carbon dioxide,39.51294444160543
oil,MI,2013,million metric tons of carbon dioxide,57.64623154469936
oil,MN,2013,million metric tons of carbon dioxide,40.25708582466192
oil,MS,2013,million metric tons of carbon dioxide,25.37734624780764
oil,MO,2013,million metric tons of carbon dioxide,42.13356011087594
oil,MT,2013,million metric tons of carbon dioxide,11.9573001871174
oil,NE,2013,million metric tons of carbon dioxide,16.17455323201725
oil,NV,2013,million metric tons of carbon dioxide,18.61314676794058
oil,NH,2013,million metric tons of carbon dioxide,9.913614796474596
oil,NJ,2013,million metric tons of carbon dioxide,60.3284686350408
oil,NM,2013,million metric tons of carbon dioxide,16.09039392878483
oil,NY,2013,million metric tons of carbon dioxide,93.01159899656825
oil,NC,2013,million metric tons of carbon dioxide,55.68963974231298
oil,ND,2013,million metric tons of carbon dioxide,15.20073264342157
oil,OH,2013,million metric tons of carbon dioxide,73.45413866731592
oil,OK,2013,million metric tons of carbon dioxide,35.34598438867413
oil,OR,2013,million metric tons of carbon dioxide,22.49092893703073
oil,PA,2013,million metric tons of carbon dioxide,81.18896754998528
oil,RI,2013,million metric tons of carbon dioxide,5.413900033653732
oil,SC,2013,million metric tons of carbon dioxide,33.29347102477516
oil,SD,2013,million metric tons of carbon dioxide,7.715311227045857
oil,TN,2013,million metric tons of carbon dioxide,44.27067357340581
oil,TX,2013,million metric tons of carbon dioxide,290.5916033320016
oil,UT,2013,million metric tons of carbon dioxide,19.01152381923849
oil,VT,2013,million metric tons of carbon dioxide,5.215808759012807
oil,VA,2013,million metric tons of carbon dioxide,55.36871762716586
oil,WA,2013,million metric tons of carbon dioxide,49.47838214342437
oil,WV,2013,million metric tons of carbon dioxide,12.77307335111087
oil,WI,2013,million metric tons of carbon dioxide,34.13190371069471
oil,WY,2013,million metric tons of carbon dioxide,11.20517809078914
oil,US,2013,million metric tons of carbon dioxide,2238.168602564445
oil,AL,2014,million metric tons of carbon dioxide,33.81715686855767
oil,AK,2014,million metric tons of carbon dioxide,15.32769348775714
oil,AZ,2014,million metric tons of carbon dioxide,37.8484892198956
oil,AR,2014,million metric tons of carbon dioxide,22.28189445117482
oil,CA,2014,million metric tons of carbon dioxide,215.8850780525201
oil,CO,2014,million metric tons of carbon dioxide,33.16606457020274
oil,CT,2014,million metric tons of carbon dioxide,21.34273289965176
oil,DE,2014,million metric tons of carbon dioxide,7.200307756545131
oil,DC,2014,million metric tons of carbon dioxide,1.137843891542541
oil,FL,2014,million metric tons of carbon dioxide,114.2234751453297
oil,GA,2014,million metric tons of carbon dioxide,67.12673921177957
oil,HI,2014,million metric tons of carbon dioxide,17.7849668672217
oil,ID,2014,million metric tons of carbon dioxide,11.24260252197969
oil,IL,2014,million metric tons of carbon dioxide,81.11221372648876
oil,IN,2014,million metric tons of carbon dioxide,52.00496786644191
oil,IA,2014,million metric tons of carbon dioxide,27.41091325323746
oil,KS,2014,million metric tons of carbon dioxide,24.98631879054858
oil,KY,2014,million metric tons of carbon dioxide,39.53487848095386
oil,LA,2014,million metric tons of carbon dioxide,86.87421102473004
oil,ME,2014,million metric tons of carbon dioxide,12.98823900582773
oil,MD,2014,million metric tons of carbon dioxide,33.50367316340947
oil,MA,2014,million metric tons of carbon dioxide,39.27122190681771
oil,MI,2014,million metric tons of carbon dioxide,58.94833069234581
oil,MN,2014,million metric tons of carbon dioxide,40.43440683715938
oil,MS,2014,million metric tons of carbon dioxide,25.64279275916967
oil,MO,2014,million metric tons of carbon dioxide,43.09664173489805
oil,MT,2014,million metric tons of carbon dioxide,11.65228917847643
oil,NE,2014,million metric tons of carbon dioxide,16.41876193172155
oil,NV,2014,million metric tons of carbon dioxide,19.15528861584733
oil,NH,2014,million metric tons of carbon dioxide,10.64022708729221
oil,NJ,2014,million metric tons of carbon dioxide,59.39852856409773
oil,NM,2014,million metric tons of carbon dioxide,16.70554194859871
oil,NY,2014,million metric tons of carbon dioxide,96.47832864834524
oil,NC,2014,million metric tons of carbon dioxide,57.12684291786319
oil,ND,2014,million metric tons of carbon dioxide,16.30084579763437
oil,OH,2014,million metric tons of carbon dioxide,73.74817172567737
oil,OK,2014,million metric tons of carbon dioxide,37.64586188533585
oil,OR,2014,million metric tons of carbon dioxide,22.71238477674255
oil,PA,2014,million metric tons of carbon dioxide,82.68918525175569
oil,RI,2014,million metric tons of carbon dioxide,5.713295031923348
oil,SC,2014,million metric tons of carbon dioxide,33.21321478436747
oil,SD,2014,million metric tons of carbon dioxide,7.883640086771848
oil,TN,2014,million metric tons of carbon dioxide,45.36335230807384
oil,TX,2014,million metric tons of carbon dioxide,299.9538701128368
oil,UT,2014,million metric tons of carbon dioxide,19.26018360733634
oil,VT,2014,million metric tons of carbon dioxide,5.31971891526462
oil,VA,2014,million metric tons of carbon dioxide,57.94813877144321
oil,WA,2014,million metric tons of carbon dioxide,48.38464599939478
oil,WV,2014,million metric tons of carbon dioxide,12.65369158840241
oil,WI,2014,million metric tons of carbon dioxide,36.33281875804331
