year,windc_label,windc_label_col,units,value
2007,ric_eec,TaxLesSubsidies,millions of us dollars (USD),194.0
2012,ric_eec,TaxLesSubsidies,millions of us dollars (USD),316.0
2007,mlt_ote,TaxLesSubsidies,millions of us dollars (USD),5.0
2012,mlt_ote,TaxLesSubsidies,millions of us dollars (USD),4.0
2007,omm_mmf,TaxLesSubsidies,millions of us dollars (USD),2819.0
2012,omm_mmf,TaxLesSubsidies,millions of us dollars (USD),3061.0
2007,oti_mch,TaxLesSubsidies,millions of us dollars (USD),315.0
2012,oti_mch,TaxLesSubsidies,millions of us dollars (USD),351.0
2007,hea_mch,TaxLesSubsidies,millions of us dollars (USD),344.0
2012,hea_mch,TaxLesSubsidies,millions of us dollars (USD),377.0
2007,elb_eec,TaxLesSubsidies,millions of us dollars (USD),342.0
2012,elb_eec,TaxLesSubsidies,millions of us dollars (USD),355.0
2007,ltf_eec,TaxLesSubsidies,millions of us dollars (USD),795.0
2012,ltf_eec,TaxLesSubsidies,millions of us dollars (USD),831.0
2007,omv_mot,TaxLesSubsidies,millions of us dollars (USD),1511.0
2012,omv_mot,TaxLesSubsidies,millions of us dollars (USD),1828.0
2007,orb_pla,TaxLesSubsidies,millions of us dollars (USD),243.0
2012,orb_pla,TaxLesSubsidies,millions of us dollars (USD),347.0
2007,cmt_nmp,TaxLesSubsidies,millions of us dollars (USD),65.0
2012,cmt_nmp,TaxLesSubsidies,millions of us dollars (USD),51.0
2007,mnm_nmp,TaxLesSubsidies,millions of us dollars (USD),21.0
2012,mnm_nmp,TaxLesSubsidies,millions of us dollars (USD),35.0
2007,och_che,TaxLesSubsidies,millions of us dollars (USD),613.0
2012,och_che,TaxLesSubsidies,millions of us dollars (USD),870.0
2007,shn_pet,TaxLesSubsidies,millions of us dollars (USD),154.0
2012,shn_pet,TaxLesSubsidies,millions of us dollars (USD),109.0
2007,pbm_ppd,TaxLesSubsidies,millions of us dollars (USD),76.0
2012,pbm_ppd,TaxLesSubsidies,millions of us dollars (USD),120.0
2007,opp_ppd,TaxLesSubsidies,millions of us dollars (USD),73.0
2012,opp_ppd,TaxLesSubsidies,millions of us dollars (USD),95.0
2007,abr_nmp,TaxLesSubsidies,millions of us dollars (USD),47.0
2012,abr_nmp,TaxLesSubsidies,millions of us dollars (USD),70.0
2007,fml_tex,TaxLesSubsidies,millions of us dollars (USD),642.0
2012,fml_tex,TaxLesSubsidies,millions of us dollars (USD),654.0
2007,txf_tex,TaxLesSubsidies,millions of us dollars (USD),96.0
2012,txf_tex,TaxLesSubsidies,millions of us dollars (USD),113.0
2007,otp_tex,TaxLesSubsidies,millions of us dollars (USD),1076.0
2012,otp_tex,TaxLesSubsidies,millions of us dollars (USD),1238.0
2007,ppb_ppd,TaxLesSubsidies,millions of us dollars (USD),388.0
2012,ppb_ppd,TaxLesSubsidies,millions of us dollars (USD),487.0
2007,sop_che,TaxLesSubsidies,millions of us dollars (USD),1844.0
2012,sop_che,TaxLesSubsidies,millions of us dollars (USD),1872.0
2007,wol_nmp,TaxLesSubsidies,millions of us dollars (USD),41.0
2012,wol_nmp,TaxLesSubsidies,millions of us dollars (USD),51.0
2007,adh_che,TaxLesSubsidies,millions of us dollars (USD),148.0
2012,adh_che,TaxLesSubsidies,millions of us dollars (USD),124.0
2007,irn_pmt,TaxLesSubsidies,millions of us dollars (USD),318.0
2012,irn_pmt,TaxLesSubsidies,millions of us dollars (USD),518.0
2007,stl_pmt,TaxLesSubsidies,millions of us dollars (USD),165.0
2012,stl_pmt,TaxLesSubsidies,millions of us dollars (USD),212.0
2007,nms_pmt,TaxLesSubsidies,millions of us dollars (USD),187.0
2012,nms_pmt,TaxLesSubsidies,millions of us dollars (USD),256.0
2007,fss_fmt,TaxLesSubsidies,millions of us dollars (USD),32.0
2012,fss_fmt,TaxLesSubsidies,millions of us dollars (USD),53.0
2007,spr_fmt,TaxLesSubsidies,millions of us dollars (USD),60.0
2012,spr_fmt,TaxLesSubsidies,millions of us dollars (USD),76.0
2007,ogp_mch,TaxLesSubsidies,millions of us dollars (USD),215.0
2012,ogp_mch,TaxLesSubsidies,millions of us dollars (USD),328.0
2007,wdv_eec,TaxLesSubsidies,millions of us dollars (USD),625.0
2012,wdv_eec,TaxLesSubsidies,millions of us dollars (USD),714.0
2007,ala_pmt,TaxLesSubsidies,millions of us dollars (USD),46.0
2012,ala_pmt,TaxLesSubsidies,millions of us dollars (USD),51.0
2007,nfm_pmt,TaxLesSubsidies,millions of us dollars (USD),99.0
2012,nfm_pmt,TaxLesSubsidies,millions of us dollars (USD),117.0
2007,agc_mch,TaxLesSubsidies,millions of us dollars (USD),61.0
2012,agc_mch,TaxLesSubsidies,millions of us dollars (USD),96.0
2007,alu_pmt,TaxLesSubsidies,millions of us dollars (USD),138.0
2012,alu_pmt,TaxLesSubsidies,millions of us dollars (USD),156.0
2007,cop_pmt,TaxLesSubsidies,millions of us dollars (USD),104.0
2012,cop_pmt,TaxLesSubsidies,millions of us dollars (USD),103.0
2007,cme_eec,TaxLesSubsidies,millions of us dollars (USD),250.0
2012,cme_eec,TaxLesSubsidies,millions of us dollars (USD),297.0
2007,ofp_fpd,TaxLesSubsidies,millions of us dollars (USD),1527.0
2012,ofp_fpd,TaxLesSubsidies,millions of us dollars (USD),1778.0
2007,plm_pla,TaxLesSubsidies,millions of us dollars (USD),502.0
2012,plm_pla,TaxLesSubsidies,millions of us dollars (USD),606.0
2007,sdp_che,TaxLesSubsidies,millions of us dollars (USD),109.0
2012,sdp_che,TaxLesSubsidies,millions of us dollars (USD),130.0
2007,nff_pmt,TaxLesSubsidies,millions of us dollars (USD),39.0
2012,nff_pmt,TaxLesSubsidies,millions of us dollars (USD),41.0
2007,brd_cep,TaxLesSubsidies,millions of us dollars (USD),2801.0
2012,brd_cep,TaxLesSubsidies,millions of us dollars (USD),2852.0
2007,oec_cep,TaxLesSubsidies,millions of us dollars (USD),248.0
2012,oec_cep,TaxLesSubsidies,millions of us dollars (USD),395.0
2007,oee_eec,TaxLesSubsidies,millions of us dollars (USD),148.0
2012,oee_eec,TaxLesSubsidies,millions of us dollars (USD),261.0
2007,fom_pla,TaxLesSubsidies,millions of us dollars (USD),172.0
2012,fom_pla,TaxLesSubsidies,millions of us dollars (USD),182.0
2007,fmf_pmt,TaxLesSubsidies,millions of us dollars (USD),42.0
2012,fmf_pmt,TaxLesSubsidies,millions of us dollars (USD),62.0
2007,frm_mch,TaxLesSubsidies,millions of us dollars (USD),296.0
2012,frm_mch,TaxLesSubsidies,millions of us dollars (USD),706.0
2007,imm_mch,TaxLesSubsidies,millions of us dollars (USD),54.0
2012,imm_mch,TaxLesSubsidies,millions of us dollars (USD),82.0
2007,cut_mch,TaxLesSubsidies,millions of us dollars (USD),110.0
2012,cut_mch,TaxLesSubsidies,millions of us dollars (USD),167.0
2007,tps_fmt,TaxLesSubsidies,millions of us dollars (USD),341.0
2012,tps_fmt,TaxLesSubsidies,millions of us dollars (USD),549.0
2007,oee_mch,TaxLesSubsidies,millions of us dollars (USD),283.0
2012,oee_mch,TaxLesSubsidies,millions of us dollars (USD),382.0
2007,rol_fmt,TaxLesSubsidies,millions of us dollars (USD),20.0
2012,rol_fmt,TaxLesSubsidies,millions of us dollars (USD),34.0
2007,fab_fmt,TaxLesSubsidies,millions of us dollars (USD),50.0
2012,fab_fmt,TaxLesSubsidies,millions of us dollars (USD),98.0
2007,spt_mch,TaxLesSubsidies,millions of us dollars (USD),65.0
2012,spt_mch,TaxLesSubsidies,millions of us dollars (USD),91.0
2007,mch_mch,TaxLesSubsidies,millions of us dollars (USD),65.0
2012,mch_mch,TaxLesSubsidies,millions of us dollars (USD),107.0
2007,trl_mot,TaxLesSubsidies,millions of us dollars (USD),-4.0
2012,trl_mot,TaxLesSubsidies,millions of us dollars (USD),228.0
2007,brk_mot,TaxLesSubsidies,millions of us dollars (USD),762.0
2012,brk_mot,TaxLesSubsidies,millions of us dollars (USD),896.0
2007,opt_mch,TaxLesSubsidies,millions of us dollars (USD),124.0
2012,opt_mch,TaxLesSubsidies,millions of us dollars (USD),207.0
2007,pkg_mch,TaxLesSubsidies,millions of us dollars (USD),25.0
2012,pkg_mch,TaxLesSubsidies,millions of us dollars (USD),44.0
2007,stm_mot,TaxLesSubsidies,millions of us dollars (USD),55.0
2012,stm_mot,TaxLesSubsidies,millions of us dollars (USD),76.0
2007,jwl_mmf,TaxLesSubsidies,millions of us dollars (USD),2972.0
2012,jwl_mmf,TaxLesSubsidies,millions of us dollars (USD),3206.0
2007,min_mch,TaxLesSubsidies,millions of us dollars (USD),214.0
2012,min_mch,TaxLesSubsidies,millions of us dollars (USD),369.0
2007,oci_mch,TaxLesSubsidies,millions of us dollars (USD),432.0
2012,oci_mch,TaxLesSubsidies,millions of us dollars (USD),576.0
2007,mct_mch,TaxLesSubsidies,millions of us dollars (USD),284.0
2012,mct_mch,TaxLesSubsidies,millions of us dollars (USD),397.0
2007,pwr_mch,TaxLesSubsidies,millions of us dollars (USD),809.0
2012,pwr_mch,TaxLesSubsidies,millions of us dollars (USD),990.0
2007,prc_cep,TaxLesSubsidies,millions of us dollars (USD),85.0
2012,prc_cep,TaxLesSubsidies,millions of us dollars (USD),114.0
2007,ofm_mmf,TaxLesSubsidies,millions of us dollars (USD),412.0
2012,ofm_mmf,TaxLesSubsidies,millions of us dollars (USD),260.0
2007,pri_pri,TaxLesSubsidies,millions of us dollars (USD),727.0
2012,pri_pri,TaxLesSubsidies,millions of us dollars (USD),1076.0
2007,adv_tsv,TaxLesSubsidies,millions of us dollars (USD),1433.0
2012,adv_tsv,TaxLesSubsidies,millions of us dollars (USD),1066.0
2007,pwr_fmt,TaxLesSubsidies,millions of us dollars (USD),101.0
2012,pwr_fmt,TaxLesSubsidies,millions of us dollars (USD),177.0
2007,mtt_fmt,TaxLesSubsidies,millions of us dollars (USD),11.0
2012,mtt_fmt,TaxLesSubsidies,millions of us dollars (USD),18.0
2007,con_mch,TaxLesSubsidies,millions of us dollars (USD),314.0
2012,con_mch,TaxLesSubsidies,millions of us dollars (USD),511.0
2007,mat_mch,TaxLesSubsidies,millions of us dollars (USD),124.0
2012,mat_mch,TaxLesSubsidies,millions of us dollars (USD),198.0
2007,aec_cep,TaxLesSubsidies,millions of us dollars (USD),18.0
2012,aec_cep,TaxLesSubsidies,millions of us dollars (USD),25.0
2007,cam_mot,TaxLesSubsidies,millions of us dollars (USD),377.0
2012,cam_mot,TaxLesSubsidies,millions of us dollars (USD),399.0
2007,sgn_mmf,TaxLesSubsidies,millions of us dollars (USD),26.0
2012,sgn_mmf,TaxLesSubsidies,millions of us dollars (USD),42.0
2007,plb_fmt,TaxLesSubsidies,millions of us dollars (USD),426.0
2012,plb_fmt,TaxLesSubsidies,millions of us dollars (USD),454.0
2007,acn_mch,TaxLesSubsidies,millions of us dollars (USD),1284.0
2012,acn_mch,TaxLesSubsidies,millions of us dollars (USD),1693.0
2007,air_mch,TaxLesSubsidies,millions of us dollars (USD),82.0
2012,air_mch,TaxLesSubsidies,millions of us dollars (USD),147.0
2007,csd_cep,TaxLesSubsidies,millions of us dollars (USD),396.0
2012,csd_cep,TaxLesSubsidies,millions of us dollars (USD),411.0
2007,ppp_pla,TaxLesSubsidies,millions of us dollars (USD),350.0
2012,ppp_pla,TaxLesSubsidies,millions of us dollars (USD),554.0
2007,ure_pla,TaxLesSubsidies,millions of us dollars (USD),274.0
2012,ure_pla,TaxLesSubsidies,millions of us dollars (USD),294.0
2007,shp_ote,TaxLesSubsidies,millions of us dollars (USD),36.0
2012,shp_ote,TaxLesSubsidies,millions of us dollars (USD),39.0
2007,bot_ote,TaxLesSubsidies,millions of us dollars (USD),586.0
2012,bot_ote,TaxLesSubsidies,millions of us dollars (USD),390.0
2007,ipf_mch,TaxLesSubsidies,millions of us dollars (USD),18.0
2012,ipf_mch,TaxLesSubsidies,millions of us dollars (USD),27.0
2007,trm_mot,TaxLesSubsidies,millions of us dollars (USD),42.0
2012,trm_mot,TaxLesSubsidies,millions of us dollars (USD),99.0
2007,mcl_ote,TaxLesSubsidies,millions of us dollars (USD),795.0
2012,mcl_ote,TaxLesSubsidies,millions of us dollars (USD),690.0
2007,ppe_mch,TaxLesSubsidies,millions of us dollars (USD),61.0
2012,ppe_mch,TaxLesSubsidies,millions of us dollars (USD),119.0
2007,tpw_mot,TaxLesSubsidies,millions of us dollars (USD),739.0
2012,tpw_mot,TaxLesSubsidies,millions of us dollars (USD),963.0
2007,oar_ote,TaxLesSubsidies,millions of us dollars (USD),52.0
2012,oar_ote,TaxLesSubsidies,millions of us dollars (USD),89.0
2007,hgr_osv,TaxLesSubsidies,millions of us dollars (USD),1584.0
2012,hgr_osv,TaxLesSubsidies,millions of us dollars (USD),1229.0
2007,fld_mch,TaxLesSubsidies,millions of us dollars (USD),47.0
2012,fld_mch,TaxLesSubsidies,millions of us dollars (USD),96.0
2007,pnt_che,TaxLesSubsidies,millions of us dollars (USD),344.0
2012,pnt_che,TaxLesSubsidies,millions of us dollars (USD),699.0
2007,sas_mmf,TaxLesSubsidies,millions of us dollars (USD),914.0
2012,sas_mmf,TaxLesSubsidies,millions of us dollars (USD),1475.0
2007,tbn_mch,TaxLesSubsidies,millions of us dollars (USD),172.0
2012,tbn_mch,TaxLesSubsidies,millions of us dollars (USD),257.0
2007,ctm_cep,TaxLesSubsidies,millions of us dollars (USD),1353.0
2012,ctm_cep,TaxLesSubsidies,millions of us dollars (USD),1140.0
2007,sdn_cep,TaxLesSubsidies,millions of us dollars (USD),97.0
2012,sdn_cep,TaxLesSubsidies,millions of us dollars (USD),190.0
2007,ipv_cep,TaxLesSubsidies,millions of us dollars (USD),69.0
2012,ipv_cep,TaxLesSubsidies,millions of us dollars (USD),105.0
2007,wcm_cep,TaxLesSubsidies,millions of us dollars (USD),704.0
2012,wcm_cep,TaxLesSubsidies,millions of us dollars (USD),1053.0
2007,pro_ote,TaxLesSubsidies,millions of us dollars (USD),5.0
2012,pro_ote,TaxLesSubsidies,millions of us dollars (USD),7.0
2007,rbr_pla,TaxLesSubsidies,millions of us dollars (USD),209.0
2012,rbr_pla,TaxLesSubsidies,millions of us dollars (USD),257.0
2007,bbr_fmt,TaxLesSubsidies,millions of us dollars (USD),183.0
2012,bbr_fmt,TaxLesSubsidies,millions of us dollars (USD),291.0
2007,gas_mot,TaxLesSubsidies,millions of us dollars (USD),676.0
2012,gas_mot,TaxLesSubsidies,millions of us dollars (USD),838.0
2007,amn_fmt,TaxLesSubsidies,millions of us dollars (USD),353.0
2012,amn_fmt,TaxLesSubsidies,millions of us dollars (USD),910.0
2007,htr_mot,TaxLesSubsidies,millions of us dollars (USD),-40.0
2012,htr_mot,TaxLesSubsidies,millions of us dollars (USD),357.0
2007,otm_ote,TaxLesSubsidies,millions of us dollars (USD),417.0
2012,otm_ote,TaxLesSubsidies,millions of us dollars (USD),234.0
2007,lam_pla,TaxLesSubsidies,millions of us dollars (USD),21.0
2012,lam_pla,TaxLesSubsidies,millions of us dollars (USD),21.0
2007,lwn_mch,TaxLesSubsidies,millions of us dollars (USD),1717.0
2012,lwn_mch,TaxLesSubsidies,millions of us dollars (USD),1809.0
2007,sea_eec,TaxLesSubsidies,millions of us dollars (USD),1199.0
2012,sea_eec,TaxLesSubsidies,millions of us dollars (USD),1288.0
2007,ltr_mot,TaxLesSubsidies,millions of us dollars (USD),7353.0
2012,ltr_mot,TaxLesSubsidies,millions of us dollars (USD),6971.0
2007,mbd_mot,TaxLesSubsidies,millions of us dollars (USD),15.0
2012,mbd_mot,TaxLesSubsidies,millions of us dollars (USD),237.0
2007,hle_eec,TaxLesSubsidies,millions of us dollars (USD),501.0
2012,hle_eec,TaxLesSubsidies,millions of us dollars (USD),588.0
2007,mtg_eec,TaxLesSubsidies,millions of us dollars (USD),370.0
2012,mtg_eec,TaxLesSubsidies,millions of us dollars (USD),485.0
2007,com_rnt,TaxLesSubsidies,millions of us dollars (USD),2818.0
2012,com_rnt,TaxLesSubsidies,millions of us dollars (USD),3723.0
2007,smc_mch,TaxLesSubsidies,millions of us dollars (USD),68.0
2012,smc_mch,TaxLesSubsidies,millions of us dollars (USD),89.0
2007,sem_cep,TaxLesSubsidies,millions of us dollars (USD),217.0
2012,sem_cep,TaxLesSubsidies,millions of us dollars (USD),375.0
2007,oce_cep,TaxLesSubsidies,millions of us dollars (USD),72.0
2012,oce_cep,TaxLesSubsidies,millions of us dollars (USD),97.0
2007,els_cep,TaxLesSubsidies,millions of us dollars (USD),90.0
2012,els_cep,TaxLesSubsidies,millions of us dollars (USD),141.0
2007,pop_fbp,TaxLesSubsidies,millions of us dollars (USD),2211.0
2012,pop_fbp,TaxLesSubsidies,millions of us dollars (USD),2095.0
2007,ali_cep,TaxLesSubsidies,millions of us dollars (USD),62.0
2012,ali_cep,TaxLesSubsidies,millions of us dollars (USD),120.0
2007,pce_wht,TaxLesSubsidies,millions of us dollars (USD),14.0
2007,pht_mch,TaxLesSubsidies,millions of us dollars (USD),181.0
2012,pht_mch,TaxLesSubsidies,millions of us dollars (USD),268.0
2007,dnt_mmf,TaxLesSubsidies,millions of us dollars (USD),41.0
2012,dnt_mmf,TaxLesSubsidies,millions of us dollars (USD),75.0
2007,aud_cep,TaxLesSubsidies,millions of us dollars (USD),3712.0
2012,aud_cep,TaxLesSubsidies,millions of us dollars (USD),3631.0
2007,spc_fbp,TaxLesSubsidies,millions of us dollars (USD),543.0
2012,spc_fbp,TaxLesSubsidies,millions of us dollars (USD),631.0
2007,toi_che,TaxLesSubsidies,millions of us dollars (USD),2943.0
2012,toi_che,TaxLesSubsidies,millions of us dollars (USD),3186.0
2007,hca_eec,TaxLesSubsidies,millions of us dollars (USD),676.0
2012,hca_eec,TaxLesSubsidies,millions of us dollars (USD),795.0
2007,tel_cep,TaxLesSubsidies,millions of us dollars (USD),801.0
2012,tel_cep,TaxLesSubsidies,millions of us dollars (USD),711.0
2007,hrf_eec,TaxLesSubsidies,millions of us dollars (USD),636.0
2012,hrf_eec,TaxLesSubsidies,millions of us dollars (USD),709.0
2007,omh_eec,TaxLesSubsidies,millions of us dollars (USD),200.0
2012,omh_eec,TaxLesSubsidies,millions of us dollars (USD),268.0
2007,swt_eec,TaxLesSubsidies,millions of us dollars (USD),173.0
2012,swt_eec,TaxLesSubsidies,millions of us dollars (USD),212.0
2007,aen_ote,TaxLesSubsidies,millions of us dollars (USD),57.0
2012,aen_ote,TaxLesSubsidies,millions of us dollars (USD),99.0
2007,spd_mch,TaxLesSubsidies,millions of us dollars (USD),104.0
2012,spd_mch,TaxLesSubsidies,millions of us dollars (USD),145.0
2007,eee_mot,TaxLesSubsidies,millions of us dollars (USD),860.0
2012,eee_mot,TaxLesSubsidies,millions of us dollars (USD),981.0
2007,pwr_eec,TaxLesSubsidies,millions of us dollars (USD),80.0
2012,pwr_eec,TaxLesSubsidies,millions of us dollars (USD),92.0
2007,smi_mmf,TaxLesSubsidies,millions of us dollars (USD),306.0
2012,smi_mmf,TaxLesSubsidies,millions of us dollars (USD),654.0
2007,ecm_cep,TaxLesSubsidies,millions of us dollars (USD),2232.0
2012,ecm_cep,TaxLesSubsidies,millions of us dollars (USD),2097.0
2007,mmo_cep,TaxLesSubsidies,millions of us dollars (USD),74.0
2012,mmo_cep,TaxLesSubsidies,millions of us dollars (USD),28.0
2007,srf_che,TaxLesSubsidies,millions of us dollars (USD),187.0
2012,srf_che,TaxLesSubsidies,millions of us dollars (USD),177.0
2007,pri_che,TaxLesSubsidies,millions of us dollars (USD),29.0
2012,pri_che,TaxLesSubsidies,millions of us dollars (USD),40.0
2007,hha_wht,TaxLesSubsidies,millions of us dollars (USD),9.0
2007,eea_cep,TaxLesSubsidies,millions of us dollars (USD),299.0
2012,eea_cep,TaxLesSubsidies,millions of us dollars (USD),587.0
2007,air_ote,TaxLesSubsidies,millions of us dollars (USD),161.0
2012,air_ote,TaxLesSubsidies,millions of us dollars (USD),175.0
2007,mis_ote,TaxLesSubsidies,millions of us dollars (USD),4.0
2012,mis_ote,TaxLesSubsidies,millions of us dollars (USD),14.0
2007,irr_cep,TaxLesSubsidies,millions of us dollars (USD),67.0
2012,irr_cep,TaxLesSubsidies,millions of us dollars (USD),139.0
2007,sta_ppd,TaxLesSubsidies,millions of us dollars (USD),134.0
2012,sta_ppd,TaxLesSubsidies,millions of us dollars (USD),108.0
2007,inv_che,TaxLesSubsidies,millions of us dollars (USD),33.0
2012,inv_che,TaxLesSubsidies,millions of us dollars (USD),47.0
2007,sbt_eec,TaxLesSubsidies,millions of us dollars (USD),334.0
2012,sbt_eec,TaxLesSubsidies,millions of us dollars (USD),507.0
2007,mtv_wht,TaxLesSubsidies,millions of us dollars (USD),1.0
2007,rrd_ote,TaxLesSubsidies,millions of us dollars (USD),30.0
2012,rrd_ote,TaxLesSubsidies,millions of us dollars (USD),48.0
2007,pbt_eec,TaxLesSubsidies,millions of us dollars (USD),378.0
2012,pbt_eec,TaxLesSubsidies,millions of us dollars (USD),-219.0
2007,cbn_eec,TaxLesSubsidies,millions of us dollars (USD),9.0
2012,cbn_eec,TaxLesSubsidies,millions of us dollars (USD),17.0
2007,atm_mot,TaxLesSubsidies,millions of us dollars (USD),8990.0
2012,atm_mot,TaxLesSubsidies,millions of us dollars (USD),10288.0
2007,hom_mot,TaxLesSubsidies,millions of us dollars (USD),302.0
2012,hom_mot,TaxLesSubsidies,millions of us dollars (USD),153.0
2007,tir_pla,TaxLesSubsidies,millions of us dollars (USD),1788.0
2012,tir_pla,TaxLesSubsidies,millions of us dollars (USD),2754.0
2007,lea_alt,TaxLesSubsidies,millions of us dollars (USD),7567.0
2012,lea_alt,TaxLesSubsidies,millions of us dollars (USD),9365.0
2007,phm_che,TaxLesSubsidies,millions of us dollars (USD),7978.0
2012,phm_che,TaxLesSubsidies,millions of us dollars (USD),12532.0
2007,oph_mmf,TaxLesSubsidies,millions of us dollars (USD),309.0
2012,oph_mmf,TaxLesSubsidies,millions of us dollars (USD),609.0
2007,app_alt,TaxLesSubsidies,millions of us dollars (USD),25218.0
2012,app_alt,TaxLesSubsidies,millions of us dollars (USD),28425.0
2007,dlb_mmf,TaxLesSubsidies,millions of us dollars (USD),34.0
2012,dlb_mmf,TaxLesSubsidies,millions of us dollars (USD),61.0
2007,toy_mmf,TaxLesSubsidies,millions of us dollars (USD),2683.0
2012,toy_mmf,TaxLesSubsidies,millions of us dollars (USD),2896.0
2007,rug_tex,TaxLesSubsidies,millions of us dollars (USD),1777.0
2012,rug_tex,TaxLesSubsidies,millions of us dollars (USD),1470.0
2007,dog_fbp,TaxLesSubsidies,millions of us dollars (USD),1064.0
2012,dog_fbp,TaxLesSubsidies,millions of us dollars (USD),1185.0
2007,oaf_fbp,TaxLesSubsidies,millions of us dollars (USD),349.0
2012,oaf_fbp,TaxLesSubsidies,millions of us dollars (USD),548.0
2007,ndg_wht,TaxLesSubsidies,millions of us dollars (USD),17.0
2007,flr_fbp,TaxLesSubsidies,millions of us dollars (USD),196.0
2012,flr_fbp,TaxLesSubsidies,millions of us dollars (USD),274.0
2007,can_fbp,TaxLesSubsidies,millions of us dollars (USD),1561.0
2012,can_fbp,TaxLesSubsidies,millions of us dollars (USD),1551.0
2007,asp_fbp,TaxLesSubsidies,millions of us dollars (USD),3063.0
2012,asp_fbp,TaxLesSubsidies,millions of us dollars (USD),3402.0
2007,cok_fbp,TaxLesSubsidies,millions of us dollars (USD),1000.0
2012,cok_fbp,TaxLesSubsidies,millions of us dollars (USD),1187.0
2007,ofm_fbp,TaxLesSubsidies,millions of us dollars (USD),916.0
2012,ofm_fbp,TaxLesSubsidies,millions of us dollars (USD),1119.0
2007,wet_fbp,TaxLesSubsidies,millions of us dollars (USD),75.0
2012,wet_fbp,TaxLesSubsidies,millions of us dollars (USD),106.0
2007,fat_fbp,TaxLesSubsidies,millions of us dollars (USD),248.0
2012,fat_fbp,TaxLesSubsidies,millions of us dollars (USD),308.0
2007,soy_fbp,TaxLesSubsidies,millions of us dollars (USD),143.0
2012,soy_fbp,TaxLesSubsidies,millions of us dollars (USD),265.0
2007,mlk_fbp,TaxLesSubsidies,millions of us dollars (USD),1122.0
2012,mlk_fbp,TaxLesSubsidies,millions of us dollars (USD),1220.0
2007,snk_fbp,TaxLesSubsidies,millions of us dollars (USD),1121.0
2012,snk_fbp,TaxLesSubsidies,millions of us dollars (USD),1333.0
2007,brk_fbp,TaxLesSubsidies,millions of us dollars (USD),436.0
2012,brk_fbp,TaxLesSubsidies,millions of us dollars (USD),455.0
2007,sug_fbp,TaxLesSubsidies,millions of us dollars (USD),1191.0
2012,sug_fbp,TaxLesSubsidies,millions of us dollars (USD),1256.0
2007,dry_fbp,TaxLesSubsidies,millions of us dollars (USD),409.0
2012,dry_fbp,TaxLesSubsidies,millions of us dollars (USD),473.0
2007,brd_fbp,TaxLesSubsidies,millions of us dollars (USD),2065.0
2012,brd_fbp,TaxLesSubsidies,millions of us dollars (USD),2135.0
2007,gro_wht,TaxLesSubsidies,millions of us dollars (USD),3.0
2007,syr_fbp,TaxLesSubsidies,millions of us dollars (USD),89.0
2012,syr_fbp,TaxLesSubsidies,millions of us dollars (USD),79.0
2007,fzn_fbp,TaxLesSubsidies,millions of us dollars (USD),1250.0
2012,fzn_fbp,TaxLesSubsidies,millions of us dollars (USD),1325.0
2007,sea_fbp,TaxLesSubsidies,millions of us dollars (USD),327.0
2012,sea_fbp,TaxLesSubsidies,millions of us dollars (USD),419.0
2007,chs_fbp,TaxLesSubsidies,millions of us dollars (USD),868.0
2012,chs_fbp,TaxLesSubsidies,millions of us dollars (USD),919.0
2007,ice_fbp,TaxLesSubsidies,millions of us dollars (USD),180.0
2012,ice_fbp,TaxLesSubsidies,millions of us dollars (USD),136.0
2007,tea_fbp,TaxLesSubsidies,millions of us dollars (USD),260.0
2012,tea_fbp,TaxLesSubsidies,millions of us dollars (USD),365.0
2007,mbm_che,TaxLesSubsidies,millions of us dollars (USD),42.0
2012,mbm_che,TaxLesSubsidies,millions of us dollars (USD),53.0
2007,chk_fbp,TaxLesSubsidies,millions of us dollars (USD),1485.0
2012,chk_fbp,TaxLesSubsidies,millions of us dollars (USD),1600.0
2007,ber_fbp,TaxLesSubsidies,millions of us dollars (USD),6845.0
2012,ber_fbp,TaxLesSubsidies,millions of us dollars (USD),6980.0
2007,why_fbp,TaxLesSubsidies,millions of us dollars (USD),8175.0
2012,why_fbp,TaxLesSubsidies,millions of us dollars (USD),9496.0
2007,wne_fbp,TaxLesSubsidies,millions of us dollars (USD),2983.0
2012,wne_fbp,TaxLesSubsidies,millions of us dollars (USD),3441.0
2007,cig_fbp,TaxLesSubsidies,millions of us dollars (USD),26995.0
2012,cig_fbp,TaxLesSubsidies,millions of us dollars (USD),37535.0
2007,fyt_tex,TaxLesSubsidies,millions of us dollars (USD),70.0
2012,fyt_tex,TaxLesSubsidies,millions of us dollars (USD),75.0
2007,bot_pla,TaxLesSubsidies,millions of us dollars (USD),67.0
2012,bot_pla,TaxLesSubsidies,millions of us dollars (USD),102.0
2007,bsp_adm,TaxLesSubsidies,millions of us dollars (USD),741.0
2012,bsp_adm,TaxLesSubsidies,millions of us dollars (USD),512.0
2007,ptr_che,TaxLesSubsidies,millions of us dollars (USD),359.0
2012,ptr_che,TaxLesSubsidies,millions of us dollars (USD),380.0
2007,pag_che,TaxLesSubsidies,millions of us dollars (USD),323.0
2012,pag_che,TaxLesSubsidies,millions of us dollars (USD),357.0
2007,dru_wht,TaxLesSubsidies,millions of us dollars (USD),8.0
2007,bio_che,TaxLesSubsidies,millions of us dollars (USD),51.0
2012,bio_che,TaxLesSubsidies,millions of us dollars (USD),170.0
2007,aut_rnt,TaxLesSubsidies,millions of us dollars (USD),4942.0
