year,windc_label,windc_label_col,units,value
2007,oil_agr,oil_agr,millions of us dollars (USD),24160.0
2012,oil_agr,oil_agr,millions of us dollars (USD),42263.0
2007,saf_fof,oil_agr,millions of us dollars (USD),222.0
2012,saf_fof,oil_agr,millions of us dollars (USD),238.0
2007,ori_rec,oil_agr,millions of us dollars (USD),130.0
2012,ori_rec,oil_agr,millions of us dollars (USD),154.0
2007,TotalBasic,oil_agr,millions of us dollars (USD),24513.0
2012,TotalBasic,oil_agr,millions of us dollars (USD),42655.0
2007,oil_agr,Output,millions of us dollars (USD),24160.0
2012,oil_agr,Output,millions of us dollars (USD),42263.0
2007,saf_fof,Output,millions of us dollars (USD),23374.0
2012,saf_fof,Output,millions of us dollars (USD),27707.0
2007,ori_rec,Output,millions of us dollars (USD),57686.0
2012,ori_rec,Output,millions of us dollars (USD),63099.0
2007,TotalBasic,Output,millions of us dollars (USD),25720477.0
2012,TotalBasic,Output,millions of us dollars (USD),28614016.0
2007,grn_agr,Output,millions of us dollars (USD),60998.0
2012,grn_agr,Output,millions of us dollars (USD),99521.0
2007,veg_agr,Output,millions of us dollars (USD),18453.0
2012,veg_agr,Output,millions of us dollars (USD),14338.0
2007,nut_agr,Output,millions of us dollars (USD),18684.0
2012,nut_agr,Output,millions of us dollars (USD),25461.0
2007,flo_agr,Output,millions of us dollars (USD),18520.0
2012,flo_agr,Output,millions of us dollars (USD),18550.0
2007,oth_agr,Output,millions of us dollars (USD),20776.0
2012,oth_agr,Output,millions of us dollars (USD),18168.0
2007,log_fof,Output,millions of us dollars (USD),20945.0
2012,log_fof,Output,millions of us dollars (USD),17648.0
2007,fht_fof,Output,millions of us dollars (USD),6684.0
2012,fht_fof,Output,millions of us dollars (USD),8036.0
2007,owp_wpd,Output,millions of us dollars (USD),25468.0
2012,owp_wpd,Output,millions of us dollars (USD),18952.0
2007,dry_agr,Output,millions of us dollars (USD),35638.0
2012,dry_agr,Output,millions of us dollars (USD),36405.0
2007,bef_agr,Output,millions of us dollars (USD),55279.0
2012,bef_agr,Output,millions of us dollars (USD),77602.0
2007,egg_agr,Output,millions of us dollars (USD),32995.0
2012,egg_agr,Output,millions of us dollars (USD),37163.0
2007,ota_agr,Output,millions of us dollars (USD),23123.0
2012,ota_agr,Output,millions of us dollars (USD),39723.0
2007,ons_con,Output,millions of us dollars (USD),127078.0
2012,ons_con,Output,millions of us dollars (USD),93707.0
2007,oil_oil,Output,millions of us dollars (USD),225170.0
2012,oil_oil,Output,millions of us dollars (USD),276018.0
2007,oth_min,Output,millions of us dollars (USD),11753.0
2012,oth_min,Output,millions of us dollars (USD),13930.0
2007,drl_smn,Output,millions of us dollars (USD),52687.0
2012,drl_smn,Output,millions of us dollars (USD),47556.0
2007,oth_smn,Output,millions of us dollars (USD),63047.0
2012,oth_smn,Output,millions of us dollars (USD),126976.0
2007,pwr_con,Output,millions of us dollars (USD),93684.0
2012,pwr_con,Output,millions of us dollars (USD),113571.0
2007,ref_pet,Output,millions of us dollars (USD),551146.0
2012,ref_pet,Output,millions of us dollars (USD),754198.0
2007,igm_che,Output,millions of us dollars (USD),9094.0
2012,igm_che,Output,millions of us dollars (USD),7262.0
2007,obo_che,Output,millions of us dollars (USD),100683.0
2012,obo_che,Output,millions of us dollars (USD),131261.0
2007,fmf_che,Output,millions of us dollars (USD),18018.0
2012,fmf_che,Output,millions of us dollars (USD),26538.0
2007,pet_wht,Output,millions of us dollars (USD),49880.0
2012,pet_wht,Output,millions of us dollars (USD),72640.0
2007,cus_com,Output,millions of us dollars (USD),152420.0
2012,cus_com,Output,millions of us dollars (USD),200996.0
2007,sci_tsv,Output,millions of us dollars (USD),430587.0
2012,sci_tsv,Output,millions of us dollars (USD),475760.0
2007,col_min,Output,millions of us dollars (USD),33769.0
2012,col_min,Output,millions of us dollars (USD),42050.0
2007,odg_wht,Output,millions of us dollars (USD),199160.0
2012,odg_wht,Output,millions of us dollars (USD),225038.0
2007,led_min,Output,millions of us dollars (USD),11095.0
2012,led_min,Output,millions of us dollars (USD),10809.0
2007,ore_min,Output,millions of us dollars (USD),12487.0
2012,ore_min,Output,millions of us dollars (USD),21101.0
2007,stn_min,Output,millions of us dollars (USD),14872.0
2012,stn_min,Output,millions of us dollars (USD),12376.0
2007,cnc_nmp,Output,millions of us dollars (USD),33750.0
2012,cnc_nmp,Output,millions of us dollars (USD),19916.0
2007,lme_nmp,Output,millions of us dollars (USD),7373.0
2012,lme_nmp,Output,millions of us dollars (USD),5913.0
2007,cut_nmp,Output,millions of us dollars (USD),4348.0
2012,cut_nmp,Output,millions of us dollars (USD),3544.0
2007,pav_pet,Output,millions of us dollars (USD),11834.0
2012,pav_pet,Output,millions of us dollars (USD),13064.0
2007,tmn_nmp,Output,millions of us dollars (USD),3003.0
2012,tmn_nmp,Output,millions of us dollars (USD),3230.0
2007,oth_pet,Output,millions of us dollars (USD),21737.0
2012,oth_pet,Output,millions of us dollars (USD),34898.0
2007,obi_che,Output,millions of us dollars (USD),31701.0
2012,obi_che,Output,millions of us dollars (USD),37793.0
2007,mch_fmt,Output,millions of us dollars (USD),36197.0
2012,mch_fmt,Output,millions of us dollars (USD),39901.0
2007,ele_uti,Output,millions of us dollars (USD),311148.0
2012,ele_uti,Output,millions of us dollars (USD),401348.0
2007,gas_uti,Output,millions of us dollars (USD),148349.0
2012,gas_uti,Output,millions of us dollars (USD),90863.0
2007,wat_uti,Output,millions of us dollars (USD),54972.0
2012,wat_uti,Output,millions of us dollars (USD),69003.0
2007,bui_ott,Output,millions of us dollars (USD),103803.0
2012,bui_ott,Output,millions of us dollars (USD),92639.0
2007,oth_ott,Output,millions of us dollars (USD),173543.0
2012,oth_ott,Output,millions of us dollars (USD),158063.0
2007,pip_pip,Output,millions of us dollars (USD),25820.0
2012,pip_pip,Output,millions of us dollars (USD),39674.0
2007,ent_sle,Output,millions of us dollars (USD),68019.0
2012,ent_sle,Output,millions of us dollars (USD),85041.0
2007,hcs_con,Output,millions of us dollars (USD),47403.0
2012,hcs_con,Output,millions of us dollars (USD),46152.0
2007,edu_con,Output,millions of us dollars (USD),89223.0
2012,edu_con,Output,millions of us dollars (USD),81565.0
2007,nmr_con,Output,millions of us dollars (USD),145150.0
2012,nmr_con,Output,millions of us dollars (USD),175694.0
2007,rmr_con,Output,millions of us dollars (USD),70778.0
2012,rmr_con,Output,millions of us dollars (USD),72894.0
2007,off_con,Output,millions of us dollars (USD),153508.0
2012,off_con,Output,millions of us dollars (USD),80889.0
2007,mrs_con,Output,millions of us dollars (USD),54592.0
2012,mrs_con,Output,millions of us dollars (USD),27741.0
2007,ors_con,Output,millions of us dollars (USD),191485.0
2012,ors_con,Output,millions of us dollars (USD),168399.0
2007,mfs_con,Output,millions of us dollars (USD),41822.0
2012,mfs_con,Output,millions of us dollars (USD),48817.0
2007,srs_con,Output,millions of us dollars (USD),307909.0
2012,srs_con,Output,millions of us dollars (USD),132995.0
2007,trn_con,Output,millions of us dollars (USD),111927.0
2012,trn_con,Output,millions of us dollars (USD),122037.0
2007,saw_wpd,Output,millions of us dollars (USD),30840.0
2012,saw_wpd,Output,millions of us dollars (USD),25903.0
2007,ven_wpd,Output,millions of us dollars (USD),21321.0
2012,ven_wpd,Output,millions of us dollars (USD),16901.0
2007,mil_wpd,Output,millions of us dollars (USD),25009.0
2012,mil_wpd,Output,millions of us dollars (USD),17286.0
2007,plt_fmt,Output,millions of us dollars (USD),42957.0
2012,plt_fmt,Output,millions of us dollars (USD),37908.0
2007,shv_fpd,Output,millions of us dollars (USD),8336.0
2012,shv_fpd,Output,millions of us dollars (USD),6650.0
2007,ppm_ppd,Output,millions of us dollars (USD),47495.0
2012,ppm_ppd,Output,millions of us dollars (USD),47742.0
2007,toi_ppd,Output,millions of us dollars (USD),11358.0
2012,toi_ppd,Output,millions of us dollars (USD),10382.0
2007,srp_use,Output,millions of us dollars (USD),9769.0
2012,srp_use,Output,millions of us dollars (USD),8542.0
2007,cab_fpd,Output,millions of us dollars (USD),18605.0
2012,cab_fpd,Output,millions of us dollars (USD),10952.0
2007,pmr_che,Output,millions of us dollars (USD),84663.0
2012,pmr_che,Output,millions of us dollars (USD),86684.0
2007,opm_pla,Output,millions of us dollars (USD),86024.0
2012,opm_pla,Output,millions of us dollars (USD),83483.0
2007,orn_fmt,Output,millions of us dollars (USD),42609.0
2012,orn_fmt,Output,millions of us dollars (USD),35213.0
2007,hdw_fmt,Output,millions of us dollars (USD),8789.0
2012,hdw_fmt,Output,millions of us dollars (USD),7257.0
2007,off_fpd,Output,millions of us dollars (USD),18006.0
2012,off_fpd,Output,millions of us dollars (USD),15720.0
2007,ocp_nmp,Output,millions of us dollars (USD),11956.0
2012,ocp_nmp,Output,millions of us dollars (USD),8410.0
2007,crn_fmt,Output,millions of us dollars (USD),12682.0
2012,crn_fmt,Output,millions of us dollars (USD),11488.0
2007,cut_fmt,Output,millions of us dollars (USD),10713.0
2012,cut_fmt,Output,millions of us dollars (USD),9095.0
2007,mtc_fmt,Output,millions of us dollars (USD),16462.0
2012,mtc_fmt,Output,millions of us dollars (USD),18171.0
2007,omf_fmt,Output,millions of us dollars (USD),18546.0
2012,omf_fmt,Output,millions of us dollars (USD),14463.0
2007,uph_fpd,Output,millions of us dollars (USD),12534.0
2012,uph_fpd,Output,millions of us dollars (USD),8856.0
2007,nup_fpd,Output,millions of us dollars (USD),6938.0
2012,nup_fpd,Output,millions of us dollars (USD),4108.0
2007,ifm_fpd,Output,millions of us dollars (USD),5812.0
2012,ifm_fpd,Output,millions of us dollars (USD),4554.0
2007,ohn_fpd,Output,millions of us dollars (USD),3360.0
2012,ohn_fpd,Output,millions of us dollars (USD),2585.0
2007,ath_mmf,Output,millions of us dollars (USD),12810.0
2012,ath_mmf,Output,millions of us dollars (USD),9615.0
2007,lin_tex,Output,millions of us dollars (USD),4329.0
2012,lin_tex,Output,millions of us dollars (USD),3727.0
2007,pbc_ppd,Output,millions of us dollars (USD),48718.0
2012,pbc_ppd,Output,millions of us dollars (USD),51579.0
2007,mch_wht,Output,millions of us dollars (USD),96457.0
2012,mch_wht,Output,millions of us dollars (USD),153101.0
2007,cly_nmp,Output,millions of us dollars (USD),9402.0
2012,cly_nmp,Output,millions of us dollars (USD),7138.0
2007,gla_nmp,Output,millions of us dollars (USD),23574.0
2012,gla_nmp,Output,millions of us dollars (USD),22930.0
2007,cpb_nmp,Output,millions of us dollars (USD),8737.0
2012,cpb_nmp,Output,millions of us dollars (USD),5340.0
2007,vlv_fmt,Output,millions of us dollars (USD),22888.0
2012,vlv_fmt,Output,millions of us dollars (USD),25768.0
2007,tfl_cep,Output,millions of us dollars (USD),5409.0
2012,tfl_cep,Output,millions of us dollars (USD),6604.0
2007,ric_eec,Output,millions of us dollars (USD),10316.0
2012,ric_eec,Output,millions of us dollars (USD),9719.0
2007,mlt_ote,Output,millions of us dollars (USD),11165.0
2012,mlt_ote,Output,millions of us dollars (USD),5793.0
2007,omm_mmf,Output,millions of us dollars (USD),29233.0
2012,omm_mmf,Output,millions of us dollars (USD),25450.0
2007,oti_mch,Output,millions of us dollars (USD),24142.0
2012,oti_mch,Output,millions of us dollars (USD),20927.0
2007,hea_mch,Output,millions of us dollars (USD),4746.0
2012,hea_mch,Output,millions of us dollars (USD),4757.0
2007,elb_eec,Output,millions of us dollars (USD),1973.0
2012,elb_eec,Output,millions of us dollars (USD),1800.0
2007,ltf_eec,Output,millions of us dollars (USD),11215.0
2012,ltf_eec,Output,millions of us dollars (USD),10151.0
2007,omv_mot,Output,millions of us dollars (USD),47490.0
2012,omv_mot,Output,millions of us dollars (USD),53462.0
2007,orb_pla,Output,millions of us dollars (USD),15518.0
2012,orb_pla,Output,millions of us dollars (USD),17104.0
2007,cmt_nmp,Output,millions of us dollars (USD),10181.0
2012,cmt_nmp,Output,millions of us dollars (USD),5703.0
2007,mnm_nmp,Output,millions of us dollars (USD),3209.0
2012,mnm_nmp,Output,millions of us dollars (USD),3954.0
2007,och_che,Output,millions of us dollars (USD),37058.0
2012,och_che,Output,millions of us dollars (USD),38674.0
2007,shn_pet,Output,millions of us dollars (USD),7994.0
2012,shn_pet,Output,millions of us dollars (USD),10346.0
2007,pbm_ppd,Output,millions of us dollars (USD),25286.0
2012,pbm_ppd,Output,millions of us dollars (USD),27970.0
2007,opp_ppd,Output,millions of us dollars (USD),4847.0
2012,opp_ppd,Output,millions of us dollars (USD),5135.0
2007,abr_nmp,Output,millions of us dollars (USD),4123.0
2012,abr_nmp,Output,millions of us dollars (USD),4742.0
2007,fml_tex,Output,millions of us dollars (USD),13706.0
2012,fml_tex,Output,millions of us dollars (USD),11807.0
2007,txf_tex,Output,millions of us dollars (USD),10732.0
2012,txf_tex,Output,millions of us dollars (USD),9012.0
2007,otp_tex,Output,millions of us dollars (USD),10561.0
2012,otp_tex,Output,millions of us dollars (USD),10463.0
2007,ppb_ppd,Output,millions of us dollars (USD),19924.0
2012,ppb_ppd,Output,millions of us dollars (USD),19237.0
2007,sop_che,Output,millions of us dollars (USD),45528.0
2012,sop_che,Output,millions of us dollars (USD),45724.0
2007,wol_nmp,Output,millions of us dollars (USD),5844.0
2012,wol_nmp,Output,millions of us dollars (USD),4858.0
2007,adh_che,Output,millions of us dollars (USD),10112.0
2012,adh_che,Output,millions of us dollars (USD),11768.0
2007,irn_pmt,Output,millions of us dollars (USD),114305.0
2012,irn_pmt,Output,millions of us dollars (USD),126881.0
2007,stl_pmt,Output,millions of us dollars (USD),8776.0
2012,stl_pmt,Output,millions of us dollars (USD),9522.0
2007,nms_pmt,Output,millions of us dollars (USD),19060.0
2012,nms_pmt,Output,millions of us dollars (USD),26484.0
2007,fss_fmt,Output,millions of us dollars (USD),12990.0
2012,fss_fmt,Output,millions of us dollars (USD),15189.0
2007,spr_fmt,Output,millions of us dollars (USD),6722.0
2012,spr_fmt,Output,millions of us dollars (USD),5832.0
2007,ogp_mch,Output,millions of us dollars (USD),16952.0
2012,ogp_mch,Output,millions of us dollars (USD),20420.0
2007,ceh_fmt,Output,millions of us dollars (USD),26666.0
2012,ceh_fmt,Output,millions of us dollars (USD),27316.0
2007,wdv_eec,Output,millions of us dollars (USD),12248.0
2012,wdv_eec,Output,millions of us dollars (USD),11824.0
2007,ala_pmt,Output,millions of us dollars (USD),15832.0
2012,ala_pmt,Output,millions of us dollars (USD),12380.0
2007,nfm_pmt,Output,millions of us dollars (USD),14144.0
2012,nfm_pmt,Output,millions of us dollars (USD),12656.0
2007,agc_mch,Output,millions of us dollars (USD),9204.0
2012,agc_mch,Output,millions of us dollars (USD),9757.0
2007,alu_pmt,Output,millions of us dollars (USD),25169.0
2012,alu_pmt,Output,millions of us dollars (USD),24665.0
2007,cop_pmt,Output,millions of us dollars (USD),24384.0
2012,cop_pmt,Output,millions of us dollars (USD),21737.0
2007,cme_eec,Output,millions of us dollars (USD),15422.0
2012,cme_eec,Output,millions of us dollars (USD),14794.0
2007,ofp_fpd,Output,millions of us dollars (USD),9161.0
2012,ofp_fpd,Output,millions of us dollars (USD),9564.0
2007,plm_pla,Output,millions of us dollars (USD),35516.0
2012,plm_pla,Output,millions of us dollars (USD),40293.0
2007,sdp_che,Output,millions of us dollars (USD),7713.0
2012,sdp_che,Output,millions of us dollars (USD),8854.0
2007,nff_pmt,Output,millions of us dollars (USD),13605.0
2012,nff_pmt,Output,millions of us dollars (USD),12555.0
2007,brd_cep,Output,millions of us dollars (USD),38237.0
2012,brd_cep,Output,millions of us dollars (USD),28607.0
2007,oec_cep,Output,millions of us dollars (USD),26007.0
2012,oec_cep,Output,millions of us dollars (USD),24757.0
2007,oee_eec,Output,millions of us dollars (USD),8920.0
2012,oee_eec,Output,millions of us dollars (USD),9813.0
2007,fom_pla,Output,millions of us dollars (USD),7560.0
2012,fom_pla,Output,millions of us dollars (USD),7771.0
2007,fmf_pmt,Output,millions of us dollars (USD),18560.0
2012,fmf_pmt,Output,millions of us dollars (USD),18816.0
2007,frm_mch,Output,millions of us dollars (USD),19861.0
2012,frm_mch,Output,millions of us dollars (USD),34297.0
2007,imm_mch,Output,millions of us dollars (USD),6042.0
2012,imm_mch,Output,millions of us dollars (USD),6501.0
2007,cut_mch,Output,millions of us dollars (USD),7939.0
2012,cut_mch,Output,millions of us dollars (USD),8337.0
2007,tps_fmt,Output,millions of us dollars (USD),24143.0
2012,tps_fmt,Output,millions of us dollars (USD),27538.0
2007,oee_mch,Output,millions of us dollars (USD),25902.0
2012,oee_mch,Output,millions of us dollars (USD),28674.0
2007,rol_fmt,Output,millions of us dollars (USD),7781.0
2012,rol_fmt,Output,millions of us dollars (USD),8218.0
2007,fab_fmt,Output,millions of us dollars (USD),7269.0
2012,fab_fmt,Output,millions of us dollars (USD),8103.0
2007,spt_mch,Output,millions of us dollars (USD),8436.0
2012,spt_mch,Output,millions of us dollars (USD),8318.0
2007,mch_mch,Output,millions of us dollars (USD),4021.0
2012,mch_mch,Output,millions of us dollars (USD),4318.0
2007,trl_mot,Output,millions of us dollars (USD),7059.0
2012,trl_mot,Output,millions of us dollars (USD),7895.0
2007,brk_mot,Output,millions of us dollars (USD),21004.0
2012,brk_mot,Output,millions of us dollars (USD),21797.0
2007,opt_mch,Output,millions of us dollars (USD),4179.0
2012,opt_mch,Output,millions of us dollars (USD),5059.0
2007,pkg_mch,Output,millions of us dollars (USD),4154.0
2012,pkg_mch,Output,millions of us dollars (USD),5382.0
2007,stm_mot,Output,millions of us dollars (USD),27894.0
2012,stm_mot,Output,millions of us dollars (USD),27960.0
2007,jwl_mmf,Output,millions of us dollars (USD),15836.0
2012,jwl_mmf,Output,millions of us dollars (USD),11351.0
2007,min_mch,Output,millions of us dollars (USD),21427.0
2012,min_mch,Output,millions of us dollars (USD),31214.0
2007,oci_mch,Output,millions of us dollars (USD),16799.0
2012,oci_mch,Output,millions of us dollars (USD),17292.0
2007,mct_mch,Output,millions of us dollars (USD),6114.0
2012,mct_mch,Output,millions of us dollars (USD),7516.0
2007,pwr_mch,Output,millions of us dollars (USD),2609.0
2012,pwr_mch,Output,millions of us dollars (USD),3706.0
2007,prc_cep,Output,millions of us dollars (USD),23402.0
2012,prc_cep,Output,millions of us dollars (USD),16720.0
2007,ofm_mmf,Output,millions of us dollars (USD),4961.0
2012,ofm_mmf,Output,millions of us dollars (USD),3088.0
2007,pri_pri,Output,millions of us dollars (USD),70081.0
2012,pri_pri,Output,millions of us dollars (USD),63004.0
2007,sap_pri,Output,millions of us dollars (USD),6670.0
2012,sap_pri,Output,millions of us dollars (USD),4610.0
2007,adv_tsv,Output,millions of us dollars (USD),336830.0
2012,adv_tsv,Output,millions of us dollars (USD),320953.0
2007,pwr_fmt,Output,millions of us dollars (USD),5633.0
2012,pwr_fmt,Output,millions of us dollars (USD),6842.0
2007,mtt_fmt,Output,millions of us dollars (USD),8510.0
2012,mtt_fmt,Output,millions of us dollars (USD),9014.0
2007,con_mch,Output,millions of us dollars (USD),30736.0
2012,con_mch,Output,millions of us dollars (USD),38711.0
2007,mat_mch,Output,millions of us dollars (USD),26666.0
2012,mat_mch,Output,millions of us dollars (USD),29216.0
2007,aec_cep,Output,millions of us dollars (USD),2942.0
2012,aec_cep,Output,millions of us dollars (USD),2594.0
2007,cam_mot,Output,millions of us dollars (USD),10400.0
2012,cam_mot,Output,millions of us dollars (USD),9986.0
2007,sgn_mmf,Output,millions of us dollars (USD),9213.0
2012,sgn_mmf,Output,millions of us dollars (USD),7932.0
2007,plb_fmt,Output,millions of us dollars (USD),4249.0
2012,plb_fmt,Output,millions of us dollars (USD),3235.0
2007,acn_mch,Output,millions of us dollars (USD),29478.0
2012,acn_mch,Output,millions of us dollars (USD),29411.0
2007,air_mch,Output,millions of us dollars (USD),5329.0
2012,air_mch,Output,millions of us dollars (USD),5932.0
2007,csd_cep,Output,millions of us dollars (USD),10081.0
2012,csd_cep,Output,millions of us dollars (USD),8674.0
2007,ppp_pla,Output,millions of us dollars (USD),13968.0
2012,ppp_pla,Output,millions of us dollars (USD),15180.0
2007,ure_pla,Output,millions of us dollars (USD),9365.0
2012,ure_pla,Output,millions of us dollars (USD),9176.0
2007,shp_ote,Output,millions of us dollars (USD),17387.0
2012,shp_ote,Output,millions of us dollars (USD),21686.0
2007,bot_ote,Output,millions of us dollars (USD),10294.0
2012,bot_ote,Output,millions of us dollars (USD),6729.0
2007,ipf_mch,Output,millions of us dollars (USD),2345.0
2012,ipf_mch,Output,millions of us dollars (USD),2601.0
2007,trm_mot,Output,millions of us dollars (USD),19342.0
2012,trm_mot,Output,millions of us dollars (USD),22258.0
2007,mcl_ote,Output,millions of us dollars (USD),6311.0
2012,mcl_ote,Output,millions of us dollars (USD),5876.0
2007,ppe_mch,Output,millions of us dollars (USD),13078.0
2012,ppe_mch,Output,millions of us dollars (USD),15780.0
2007,tpw_mot,Output,millions of us dollars (USD),36665.0
2012,tpw_mot,Output,millions of us dollars (USD),36012.0
2007,oar_ote,Output,millions of us dollars (USD),30430.0
2012,oar_ote,Output,millions of us dollars (USD),34123.0
2007,hgr_osv,Output,millions of us dollars (USD),32151.0
2012,hgr_osv,Output,millions of us dollars (USD),30966.0
2007,fld_mch,Output,millions of us dollars (USD),8717.0
2012,fld_mch,Output,millions of us dollars (USD),10667.0
2007,pnt_che,Output,millions of us dollars (USD),22254.0
2012,pnt_che,Output,millions of us dollars (USD),23355.0
2007,sas_mmf,Output,millions of us dollars (USD),30708.0
2012,sas_mmf,Output,millions of us dollars (USD),31909.0
2007,tbn_mch,Output,millions of us dollars (USD),11307.0
2012,tbn_mch,Output,millions of us dollars (USD),17944.0
2007,ctm_cep,Output,millions of us dollars (USD),14023.0
2012,ctm_cep,Output,millions of us dollars (USD),11454.0
2007,sdn_cep,Output,millions of us dollars (USD),45278.0
2012,sdn_cep,Output,millions of us dollars (USD),45632.0
2007,ipv_cep,Output,millions of us dollars (USD),9269.0
2012,ipv_cep,Output,millions of us dollars (USD),10458.0
2007,wcm_cep,Output,millions of us dollars (USD),9003.0
2012,wcm_cep,Output,millions of us dollars (USD),11591.0
2007,pro_ote,Output,millions of us dollars (USD),4714.0
2012,pro_ote,Output,millions of us dollars (USD),5294.0
2007,rbr_pla,Output,millions of us dollars (USD),4406.0
2012,rbr_pla,Output,millions of us dollars (USD),5247.0
2007,bbr_fmt,Output,millions of us dollars (USD),7264.0
2012,bbr_fmt,Output,millions of us dollars (USD),6789.0
2007,gas_mot,Output,millions of us dollars (USD),29109.0
2012,gas_mot,Output,millions of us dollars (USD),27398.0
2007,amn_fmt,Output,millions of us dollars (USD),8580.0
2012,amn_fmt,Output,millions of us dollars (USD),13522.0
2007,htr_mot,Output,millions of us dollars (USD),24839.0
2012,htr_mot,Output,millions of us dollars (USD),34515.0
2007,otm_ote,Output,millions of us dollars (USD),8329.0
2012,otm_ote,Output,millions of us dollars (USD),6890.0
2007,lam_pla,Output,millions of us dollars (USD),3589.0
2012,lam_pla,Output,millions of us dollars (USD),3613.0
2007,lwn_mch,Output,millions of us dollars (USD),6597.0
2012,lwn_mch,Output,millions of us dollars (USD),7162.0
2007,sea_eec,Output,millions of us dollars (USD),3235.0
2012,sea_eec,Output,millions of us dollars (USD),3171.0
2007,ltr_mot,Output,millions of us dollars (USD),162233.0
2012,ltr_mot,Output,millions of us dollars (USD),174069.0
2007,mbd_mot,Output,millions of us dollars (USD),6896.0
2012,mbd_mot,Output,millions of us dollars (USD),6992.0
2007,hle_eec,Output,millions of us dollars (USD),3944.0
2012,hle_eec,Output,millions of us dollars (USD),3612.0
2007,mtg_eec,Output,millions of us dollars (USD),12062.0
2012,mtg_eec,Output,millions of us dollars (USD),10935.0
2007,com_rnt,Output,millions of us dollars (USD),77074.0
2012,com_rnt,Output,millions of us dollars (USD),79812.0
2007,smc_mch,Output,millions of us dollars (USD),13602.0
2012,smc_mch,Output,millions of us dollars (USD),9956.0
2007,sem_cep,Output,millions of us dollars (USD),70547.0
2012,sem_cep,Output,millions of us dollars (USD),47164.0
2007,oce_cep,Output,millions of us dollars (USD),4332.0
2012,oce_cep,Output,millions of us dollars (USD),4733.0
2007,els_cep,Output,millions of us dollars (USD),12210.0
2012,els_cep,Output,millions of us dollars (USD),12411.0
2007,pop_fbp,Output,millions of us dollars (USD),42696.0
2012,pop_fbp,Output,millions of us dollars (USD),45052.0
2007,ali_cep,Output,millions of us dollars (USD),12665.0
2012,ali_cep,Output,millions of us dollars (USD),13654.0
2007,pce_wht,Output,millions of us dollars (USD),123982.0
2012,pce_wht,Output,millions of us dollars (USD),183939.0
2007,pht_mch,Output,millions of us dollars (USD),2114.0
2012,pht_mch,Output,millions of us dollars (USD),1842.0
2007,dnt_mmf,Output,millions of us dollars (USD),4363.0
2012,dnt_mmf,Output,millions of us dollars (USD),4261.0
2007,aud_cep,Output,millions of us dollars (USD),14188.0
2012,aud_cep,Output,millions of us dollars (USD),2929.0
2007,spc_fbp,Output,millions of us dollars (USD),14044.0
2012,spc_fbp,Output,millions of us dollars (USD),19352.0
2007,toi_che,Output,millions of us dollars (USD),36304.0
2012,toi_che,Output,millions of us dollars (USD),30629.0
2007,hca_eec,Output,millions of us dollars (USD),4129.0
2012,hca_eec,Output,millions of us dollars (USD),4408.0
2007,tel_cep,Output,millions of us dollars (USD),21133.0
2012,tel_cep,Output,millions of us dollars (USD),9541.0
2007,hrf_eec,Output,millions of us dollars (USD),5492.0
2012,hrf_eec,Output,millions of us dollars (USD),3507.0
2007,omh_eec,Output,millions of us dollars (USD),4312.0
2012,omh_eec,Output,millions of us dollars (USD),4411.0
2007,swt_eec,Output,millions of us dollars (USD),10404.0
2012,swt_eec,Output,millions of us dollars (USD),10706.0
2007,aen_ote,Output,millions of us dollars (USD),32323.0
2012,aen_ote,Output,millions of us dollars (USD),39816.0
2007,spd_mch,Output,millions of us dollars (USD),3298.0
2012,spd_mch,Output,millions of us dollars (USD),4527.0
2007,eee_mot,Output,millions of us dollars (USD),18203.0
2012,eee_mot,Output,millions of us dollars (USD),18517.0
2007,pwr_eec,Output,millions of us dollars (USD),7155.0
2012,pwr_eec,Output,millions of us dollars (USD),5730.0
2007,smi_mmf,Output,millions of us dollars (USD),29398.0
2012,smi_mmf,Output,millions of us dollars (USD),36933.0
2007,ecm_cep,Output,millions of us dollars (USD),40720.0
2012,ecm_cep,Output,millions of us dollars (USD),8274.0
2007,mmo_cep,Output,millions of us dollars (USD),6513.0
2012,mmo_cep,Output,millions of us dollars (USD),3053.0
2007,srf_che,Output,millions of us dollars (USD),23142.0
2012,srf_che,Output,millions of us dollars (USD),23147.0
2007,pri_che,Output,millions of us dollars (USD),4699.0
2012,pri_che,Output,millions of us dollars (USD),5102.0
2007,hha_wht,Output,millions of us dollars (USD),108613.0
2012,hha_wht,Output,millions of us dollars (USD),139882.0
2007,eea_cep,Output,millions of us dollars (USD),24397.0
2012,eea_cep,Output,millions of us dollars (USD),27671.0
2007,air_ote,Output,millions of us dollars (USD),86130.0
2012,air_ote,Output,millions of us dollars (USD),104985.0
2007,mis_ote,Output,millions of us dollars (USD),12131.0
2012,mis_ote,Output,millions of us dollars (USD),17922.0
2007,irr_cep,Output,millions of us dollars (USD),6605.0
2012,irr_cep,Output,millions of us dollars (USD),8613.0
2007,sta_ppd,Output,millions of us dollars (USD),8214.0
2012,sta_ppd,Output,millions of us dollars (USD),7154.0
2007,inv_che,Output,millions of us dollars (USD),9719.0
2012,inv_che,Output,millions of us dollars (USD),11809.0
2007,sbt_eec,Output,millions of us dollars (USD),5447.0
2012,sbt_eec,Output,millions of us dollars (USD),6274.0
2007,mtv_wht,Output,millions of us dollars (USD),67164.0
2012,mtv_wht,Output,millions of us dollars (USD),100858.0
2007,rrd_ote,Output,millions of us dollars (USD),12326.0
