year,state,windc_label,units,value
2006,ID,totrev,millions of us dollars (USD),7785.621
2006,IL,totrev,millions of us dollars (USD),62515.779
2006,IN,totrev,millions of us dollars (USD),32854.548
2006,IA,totrev,millions of us dollars (USD),16808.578
2006,KS,totrev,millions of us dollars (USD),13550.648000000001
2006,KY,totrev,millions of us dollars (USD),23327.921000000002
2006,LA,totrev,millions of us dollars (USD),27769.117000000002
2006,ME,totrev,millions of us dollars (USD),8639.11
2006,MD,totrev,millions of us dollars (USD),30929.277000000002
2006,MA,totrev,millions of us dollars (USD),45452.875
2006,MI,totrev,millions of us dollars (USD),57414.71
2006,MN,totrev,millions of us dollars (USD),34708.256
2006,MS,totrev,millions of us dollars (USD),17743.579
2006,MO,totrev,millions of us dollars (USD),28760.837
2006,MT,totrev,millions of us dollars (USD),6130.467000000001
2006,NE,totrev,millions of us dollars (USD),9109.719000000001
2006,NV,totrev,millions of us dollars (USD),12341.503
2006,NH,totrev,millions of us dollars (USD),6373.151
2006,NJ,totrev,millions of us dollars (USD),57590.975
2006,NM,totrev,millions of us dollars (USD),14746.043
2006,NY,totrev,millions of us dollars (USD),166473.2
2006,NC,totrev,millions of us dollars (USD),45474.328
2006,ND,totrev,millions of us dollars (USD),4369.763
2006,OH,totrev,millions of us dollars (USD),76180.842
2006,OK,totrev,millions of us dollars (USD),19651.006
2006,OR,totrev,millions of us dollars (USD),25742.544
2006,PA,totrev,millions of us dollars (USD),73134.243
2006,RI,totrev,millions of us dollars (USD),7532.871
2006,SC,totrev,millions of us dollars (USD),23719.97
2006,SD,totrev,millions of us dollars (USD),4182.133
2006,TN,totrev,millions of us dollars (USD),26325.884000000002
2006,TX,totrev,millions of us dollars (USD),103964.436
2006,US,totrev,millions of us dollars (USD),1774648.692
2006,UT,totrev,millions of us dollars (USD),14096.285
2006,VT,totrev,millions of us dollars (USD),4880.877
2006,VA,totrev,millions of us dollars (USD),40369.112
2006,WA,totrev,millions of us dollars (USD),40832.013
2006,WV,totrev,millions of us dollars (USD),11435.036
2006,WI,totrev,millions of us dollars (USD),33410.533
2006,WY,totrev,millions of us dollars (USD),5831.362
2007,AL,totrev,millions of us dollars (USD),27147.36
2007,AK,totrev,millions of us dollars (USD),12819.862000000001
2007,AZ,totrev,millions of us dollars (USD),31885.916
2007,AR,totrev,millions of us dollars (USD),18175.873
2007,CA,totrev,millions of us dollars (USD),297608.865
2007,CO,totrev,millions of us dollars (USD),26572.818
2007,CT,totrev,millions of us dollars (USD),25699.412
2007,DE,totrev,millions of us dollars (USD),7454.860000000001
2007,FL,totrev,millions of us dollars (USD),98192.639
2007,GA,totrev,millions of us dollars (USD),45157.349
2007,HI,totrev,millions of us dollars (USD),11100.927
2007,ID,totrev,millions of us dollars (USD),9132.519
2007,IL,totrev,millions of us dollars (USD),71322.681
2007,IN,totrev,millions of us dollars (USD),32657.045000000002
2007,IA,totrev,millions of us dollars (USD),19053.312
2007,KS,totrev,millions of us dollars (USD),15605.130000000001
2007,KY,totrev,millions of us dollars (USD),25425.505
2007,LA,totrev,millions of us dollars (USD),33938.301
2007,ME,totrev,millions of us dollars (USD),9358.257
2007,MD,totrev,millions of us dollars (USD),35166.78
2007,MA,totrev,millions of us dollars (USD),49976.395000000004
2007,MI,totrev,millions of us dollars (USD),61918.85
2007,MN,totrev,millions of us dollars (USD),38733.292
