yr,i,value
1997,ppd,177.64161505656804
1997,res,363.719582430826
1997,com,139.26022528379934
1997,amb,400.3661350150859
1997,fbp,768.5067727221567
1997,rec,76.95241594726996
1997,con,761.3657342002505
1997,agr,264.2203509562563
1997,eec,155.08105492958222
1997,fnd,146.28054454154238
1997,pub,147.4395342542037
1997,hou,838.2474529681248
1997,ins,353.64885316363575
1997,tex,129.0465431076555
1997,leg,151.63996227054284
1997,fen,60.841633053475356
1997,uti,320.5952096231934
1997,nmp,120.76709265818101
1997,brd,341.019063967345
1997,bnk,313.85232520806136
1997,ore,402.20907047071995
1997,edu,133.3249429518664
1997,ote,116.76435691100885
1997,man,186.7936381879432
1997,mch,328.8509301906414
1997,dat,46.76448824646102
1997,amd,88.29586959916799
1997,oil,176.08720839951172
1997,hos,342.67311658749344
1997,rnt,201.416687728892
1997,pla,205.66162536075444
1997,fof,57.4186257848748
1997,fin,67.54300130672654
1997,tsv,786.8502520414567
1997,nrs,94.53423003561207
1997,sec,211.97766083762068
1997,art,53.486824004802614
1997,mov,89.78897800635568
1997,fpd,114.67208973722516
1997,slg,781.30451539546
1997,pri,86.28333911559562
1997,grd,31.595509478403933
1997,pip,0.4065357290237418
1997,sle,43.07632092325491
1997,osv,464.1930967198357
1997,trn,3.4322662945302245
1997,smn,25.478978000105382
1997,fmt,281.0416381644574
1997,pet,333.4518955876784
1997,cep,542.824731853969
1997,wst,47.5510162559936
1997,mot,591.0971926848877
1997,adm,309.417091502088
1997,soc,62.5135314041364
1997,alt,282.3955365035727
1997,pmt,226.8252777440646
1997,trk,30.076913055432676
1997,fdd,291.2781980159881
1997,wtt,8.836787379778935
1997,wpd,120.73813374824437
1997,wht,66.49731830722193
1997,wrh,27.284143952100028
1997,ott,0.6450080021735317
1997,che,555.1595924693573
1997,air,99.14638034579183
1997,mmf,220.75562581036183
1997,otr,86.35308162142307
1997,min,66.66741842971416
1998,ppd,183.45802489176583
1998,res,386.1041090728736
1998,com,168.85776787833677
1998,amb,420.80438456795616
1998,fbp,780.2777394430716
1998,rec,80.98097645483038
1998,con,834.1131810348145
1998,agr,255.3868193527233
1998,eec,164.4269059286996
1998,fnd,148.05265223791102
1998,pub,166.2880058851158
1998,hou,893.1365775929081
1998,ins,377.4225972182377
1998,tex,130.75256961304896
1998,leg,166.24077983775504
1998,fen,63.03567670934736
1998,uti,328.8601196579087
1998,nmp,130.68475491108865
1998,brd,377.75896350982254
1998,bnk,345.79939417672284
1998,ore,420.4833778153375
1998,edu,143.4974913361954
1998,ote,141.93185834255806
1998,man,212.43762824948445
1998,mch,352.05585877942167
1998,dat,50.59244215650454
1998,amd,93.10132909043942
1998,oil,134.86462347277285
1998,hos,364.49637633253826
1998,rnt,223.02030681087626
1998,pla,210.95051606809653
1998,fof,63.43316040286313
1998,fin,77.04753165593007
1998,tsv,850.9733503560013
1998,nrs,101.19856595659644
1998,sec,252.41727091603494
1998,art,58.349453023676936
1998,mov,96.92620125145466
1998,fpd,123.89054217800052
1998,slg,830.1268977503292
1998,pri,88.05185531238834
1998,grd,33.99030853503843
1998,pip,0.3927276072560234
1998,sle,44.43264458446813
1998,osv,499.408827335844
1998,trn,3.621535017005759
1998,smn,25.37748516538727
1998,fmt,291.2620535585851
1998,pet,288.90580882794757
1998,cep,568.0211696018229
