yr,va,j,value
1999,compen,mov,19.466006178133778
1999,compen,fpd,22.555049043790916
1999,compen,slg,686.655226171042
1999,compen,pri,34.221366170007435
1999,compen,grd,10.231450292453134
1999,compen,pip,3.8766836665186495
1999,compen,sle,51.109828245153885
1999,compen,osv,159.75494282776523
1999,compen,trn,16.418376726020718
1999,compen,smn,8.996770329059595
1999,compen,fmt,76.33082026164033
1999,compen,pet,11.012993493580314
1999,compen,mvt,73.37698257260496
1999,compen,cep,128.18749754835267
1999,compen,wst,13.659644911522642
1999,compen,mot,76.99340326915814
1999,compen,adm,178.42328506763752
1999,compen,soc,38.78117302225697
1999,compen,alt,16.42081004737675
1999,compen,pmt,37.04030579663908
1999,compen,trk,56.2308111138285
1999,compen,fdd,115.12900521675961
1999,compen,gmt,50.726500588028856
1999,compen,wtt,3.292691837956964
1999,compen,wpd,21.581584517148944
1999,compen,wht,299.6154042741311
1999,compen,wrh,17.328487167707625
1999,compen,ott,189.89572484073727
1999,compen,che,69.83103067791434
1999,compen,air,39.3524037867472
1999,compen,mmf,35.3939704234214
1999,compen,otr,45.17540333132396
1999,compen,min,13.555415990284295
2000,surplus,ppd,27.741442090268826
2000,surplus,res,44.472813879195165
2000,surplus,com,16.334013090995203
2000,surplus,amb,63.990139618111264
2000,surplus,fbp,73.74323851830182
2000,surplus,rec,15.558419783062059
2000,surplus,con,148.42783764806134
2000,surplus,agr,71.42547238616213
2000,surplus,eec,13.52601885021556
2000,surplus,fnd,57.567707990119985
2000,surplus,pub,37.65554798161657
2000,surplus,hou,799.349869600767
2000,surplus,fbt,23.17392962390453
2000,surplus,ins,127.33298306089404
2000,surplus,tex,6.822395283103638
2000,surplus,leg,48.93026050899649
2000,surplus,fen,10.583997269876814
2000,surplus,uti,94.87610286765421
2000,surplus,nmp,15.499402703903122
2000,surplus,brd,136.18743265884387
2000,surplus,bnk,176.06255051966568
2000,surplus,ore,121.74071815534438
2000,surplus,edu,16.569257134391094
2000,surplus,ote,19.588335980757943
2000,surplus,man,17.65684014517196
2000,surplus,mch,30.33571102110728
2000,surplus,dat,10.275425548219616
2000,surplus,amd,29.992939028568312
2000,surplus,oil,44.3339811614907
2000,surplus,hos,22.588503549756336
2000,surplus,rnt,101.22370772932669
2000,surplus,pla,23.70834082509805
2000,surplus,fof,10.800754621895942
2000,surplus,fin,12.177004864568389
2000,surplus,tsv,128.7965014374274
2000,surplus,nrs,3.3760696516408464
2000,surplus,sec,3.7338569542649798
2000,surplus,art,19.160494732596554
2000,surplus,mov,31.510837115812418
2000,surplus,fpd,9.212448288862074
2000,surplus,slg,91.24548902358465
2000,surplus,pri,7.681801793102111
2000,surplus,grd,7.042466590612886
