yr,i,m,value
2001,wtt,trd,5.3404551458951845e-12
2001,wpd,trn,5.283107948659708e-12
2001,wpd,trd,5.330695984958196e-12
2001,wht,trn,5.282399792438202e-12
2001,wht,trd,650.7021495344492
2001,wrh,trn,5.3062256161268146e-12
2001,wrh,trd,5.354024410621435e-12
2001,ott,trn,5.283739597811468e-12
2001,ott,trd,440.7614791614444
2001,che,trn,5.289757007503172e-12
2001,che,trd,5.33737692557813e-12
2001,air,trn,1.694244831374519
2001,air,trd,5.3510732409757346e-12
2001,mmf,trn,5.269616260078105e-12
2001,mmf,trd,5.317033473555085e-12
2001,otr,trn,1.3485837784889947
2001,otr,trd,5.342547453105404e-12
2001,min,trn,5.275904089884464e-12
2001,min,trd,5.323430022382593e-12
2002,ppd,trn,1.6209554610623412e-11
2002,ppd,trd,1.634368109314505e-11
2002,res,trn,1.6198812886986358e-11
2002,res,trd,1.633285242725042e-11
2002,com,trn,1.6172655823977248e-11
2002,com,trd,1.6306294206960085e-11
2002,amb,trn,1.6215972443303976e-11
2002,amb,trd,1.635023831200115e-11
2002,fbp,trn,1.6220736929352703e-11
2002,fbp,trd,1.63550464290764e-11
2002,rec,trn,1.615037951578194e-11
2002,rec,trd,1.6284012375963964e-11
2002,con,trn,1.6229846074769095e-11
2002,con,trd,1.636423589652366e-11
2002,agr,trn,1.6213534647292274e-11
2002,agr,trd,1.6347872621774257e-11
2002,eec,trn,1.6175493036648488e-11
2002,eec,trd,1.6309227086341907e-11
2002,fnd,trn,1.620613198791169e-11
2002,fnd,trd,1.6340251022483378e-11
2002,pub,trn,1.6201254079719292e-11
2002,pub,trd,1.633531881703681e-11
2002,hou,trn,1.621863621551171e-11
2002,hou,trd,1.6352859324944698e-11
2002,fbt,trn,1.6178273084091822e-11
2002,fbt,trd,127.79540107436996
2002,ins,trn,1.6236500158488693e-11
2002,ins,trd,1.6370883396316956e-11
2002,tex,trn,1.6194383752818137e-11
2002,tex,trd,1.6328331522915908e-11
2002,leg,trn,1.6267766785876178e-11
2002,leg,trd,1.6402502592671522e-11
2002,fen,trn,1.632215621795478e-11
2002,fen,trd,1.6457454072590014e-11
2002,uti,trn,1.6253404360231207e-11
2002,uti,trd,1.6388126448509062e-11
2002,nmp,trn,1.6189052362869782e-11
2002,nmp,trd,1.632303219776125e-11
2002,brd,trn,1.625322780520522e-11
2002,brd,trd,1.638787117606803e-11
2002,bnk,trn,1.6225012023077352e-11
2002,bnk,trd,1.6359179783951798e-11
2002,ore,trn,1.6260652595194287e-11
2002,ore,trd,1.6395336767708613e-11
2002,edu,trn,1.6218056720863953e-11
2002,edu,trd,1.6352445373446698e-11
2002,ote,trn,1.617980969787313e-11
2002,ote,trd,1.6313602536207132e-11
2002,man,trn,1.62595058036323e-11
2002,man,trd,1.6394063950709808e-11
2002,mch,trn,1.61948851756496e-11
2002,mch,trd,1.6328857690445114e-11
2002,dat,trn,1.6269717836928468e-11
2002,dat,trd,1.6404492402021666e-11
2002,amd,trn,1.6169871977854602e-11
2002,amd,trd,1.630345639453451e-11
2002,oil,trn,1.6128803533091113e-11
2002,oil,trd,1.6261962675375637e-11
2002,hos,trn,1.6236158562423575e-11
2002,hos,trd,1.6370736011270984e-11
2002,rnt,trn,1.6253867060500673e-11
2002,rnt,trd,1.6388456549092593e-11
2002,pla,trn,1.621661247114435e-11
2002,pla,trd,1.635082009669719e-11
2002,fof,trn,1.6090075609004402e-11
2002,fof,trd,1.622286392330823e-11
2002,fin,trn,1.6195149385034756e-11
2002,fin,trd,1.632924479125263e-11
2002,tsv,trn,1.6238815315162154e-11
2002,tsv,trd,1.6373731993173873e-11
2002,nrs,trn,1.615856855768168e-11
2002,nrs,trd,1.6292118875560543e-11
2002,sec,trn,1.624935516422507e-11
2002,sec,trd,1.6383971235271825e-11
2002,art,trn,1.6237020256457732e-11
2002,art,trd,1.6371410531136695e-11
2002,mov,trn,1.6158742402925605e-11
2002,mov,trd,1.6292274252672564e-11
2002,fpd,trn,1.612277912309851e-11
2002,fpd,trd,1.6255937270634656e-11
2002,slg,trn,1.6221796077413093e-11
2002,slg,trd,1.6356155657587978e-11
2002,pri,trn,1.6202595254375498e-11
2002,pri,trd,1.6336612444032467e-11
2002,grd,trn,1.6112168830564112e-11
2002,grd,trd,1.6245193685157972e-11
2002,pip,trn,20.553574552624312
2002,pip,trd,1.6318005794223572e-11
2002,sle,trn,1.6209983091689492e-11
2002,sle,trd,1.6344080226395555e-11
2002,osv,trn,1.6232304693724266e-11
2002,osv,trd,1.6366742943633022e-11
2002,trn,trn,32.42821629173499
2002,trn,trd,1.6374532123338855e-11
2002,smn,trn,1.6051740564772512e-11
2002,smn,trd,1.6184087832752116e-11
2002,fmt,trn,1.621450239884991e-11
2002,fmt,trd,1.63486507630057e-11
2002,pet,trn,1.620845712675966e-11
2002,pet,trd,1.634259599832888e-11
2002,mvt,trn,1.6179509716086725e-11
2002,mvt,trd,108.77005726390928
2002,cep,trn,1.6190661540331655e-11
2002,cep,trd,1.6324454017847818e-11
2002,wst,trn,1.61908997427216e-11
2002,wst,trd,1.6324843271268388e-11
2002,mot,trn,1.6209750078124946e-11
2002,mot,trd,1.6343850736084405e-11
2002,adm,trn,1.62310199776335e-11
2002,adm,trd,1.636525048214802e-11
2002,soc,trn,1.612587772128727e-11
2002,soc,trd,1.6259112906173422e-11
2002,alt,trn,1.6113025836706002e-11
2002,alt,trd,1.62459213978172e-11
2002,pmt,trn,1.613343163509102e-11
2002,pmt,trd,1.6266689265755948e-11
2002,trk,trn,151.80015293982285
2002,trk,trd,1.6399544524798392e-11
2002,fdd,trn,1.621028454585656e-11
2002,fdd,trd,1.634446542458964e-11
2002,gmt,trn,1.6171064360540216e-11
2002,gmt,trd,108.59330502630928
2002,wtt,trn,7.776110667045136
2002,wtt,trd,1.6385586553969893e-11
2002,wpd,trn,1.6185198825235864e-11
2002,wpd,trd,1.631910108070312e-11
2002,wht,trn,1.618025368095364e-11
2002,wht,trd,682.1621286467602
2002,wrh,trn,1.623758441558349e-11
2002,wrh,trd,1.6371991967546684e-11
2002,ott,trn,1.6185899561888813e-11
2002,ott,trd,461.94431867011053
2002,che,trn,1.620309979348088e-11
2002,che,trd,1.6337095135195177e-11
2002,air,trn,1.6243311191109113
2002,air,trd,1.6355938169824267e-11
2002,mmf,trn,1.615836433190662e-11
2002,mmf,trd,1.629191190256192e-11
2002,otr,trn,1.6569890266027167
2002,otr,trd,1.6348612453826388e-11
2002,min,trn,1.618218087203286e-11
2002,min,trd,1.63160364890827e-11
2003,ppd,trn,1.8889833513231267e-11
2003,ppd,trd,1.903521217358201e-11
2003,res,trn,1.887973644111034e-11
2003,res,trd,1.9025041709018752e-11
2003,com,trn,1.8841725217630434e-11
2003,com,trd,1.8986490501493582e-11
2003,amb,trn,1.8899048977989933e-11
2003,amb,trd,1.9044585550718677e-11
2003,fbp,trn,1.890636591700677e-11
2003,fbp,trd,1.9051980230812737e-11
2003,rec,trn,1.8828570233637645e-11
2003,rec,trd,1.8973438621707004e-11
2003,con,trn,1.8918078581511706e-11
2003,con,trd,1.906379830336954e-11
2003,agr,trn,1.8910063016174464e-11
2003,agr,trd,1.905583260590014e-11
2003,eec,trn,1.885093711900876e-11
2003,eec,trd,1.8995863782200426e-11
2003,fnd,trn,1.889092667830191e-11
2003,fnd,trd,1.9036344453743284e-11
2003,pub,trn,1.888349945488107e-11
2003,pub,trd,1.9028837315544025e-11
2003,hou,trn,1.8897620835782622e-11
2003,hou,trd,1.9043079163890012e-11
2003,fbt,trn,1.8854462153396194e-11
2003,fbt,trd,131.10909300451615
2003,ins,trn,1.891615896521528e-11
2003,ins,trd,1.9061742986070758e-11
2003,tex,trn,1.8866751275256653e-11
2003,tex,trd,1.9011859511163072e-11
2003,leg,trn,1.8954711915373842e-11
2003,leg,trd,1.9100760528474258e-11
2003,fen,trn,1.9011775460829833e-11
2003,fen,trd,1.9158398934200188e-11
2003,uti,trn,1.8938106195168942e-11
2003,uti,trd,1.9084091027363823e-11
2003,nmp,trn,1.886576841708519e-11
2003,nmp,trd,1.9010958215142405e-11
2003,brd,trn,1.894371964214178e-11
2003,brd,trd,1.9089707661219128e-11
2003,bnk,trn,1.8904485276150142e-11
2003,bnk,trd,1.904986276533184e-11
2003,ore,trn,1.8944887197981516e-11
2003,ore,trd,1.9090832115409736e-11
2003,edu,trn,1.8907920342595182e-11
2003,edu,trd,1.9053656855620987e-11
2003,ote,trn,1.8853782380675514e-11
2003,ote,trd,1.8998721715758005e-11
2003,man,trn,1.8939518792479954e-11
2003,man,trd,1.9085311784537303e-11
2003,mch,trn,1.8876568852491693e-11
2003,mch,trd,1.9021803345242017e-11
2003,dat,trn,1.8959552581555797e-11
2003,dat,trd,1.9105690997958647e-11
2003,amd,trn,1.883111493452672e-11
2003,amd,trd,1.8975722239195114e-11
2003,oil,trn,1.8779483403715428e-11
2003,oil,trd,1.892349182083733e-11
2003,hos,trn,1.8921559764022012e-11
2003,hos,trd,1.9067434375298588e-11
2003,rnt,trn,1.893221790918315e-11
2003,rnt,trd,1.907801517729236e-11
2003,pla,trn,1.889933720972661e-11
2003,pla,trd,1.9044819130236062e-11
2003,fof,trn,1.8747800630194874e-11
2003,fof,trd,1.889158977644035e-11
2003,fin,trn,1.887959138350825e-11
2003,fin,trd,1.9024976415603954e-11
2003,tsv,trn,1.8928909609839543e-11
2003,tsv,trd,1.9075216012896914e-11
2003,nrs,trn,1.883678439315503e-11
2003,nrs,trd,1.8981566839529444e-11
2003,sec,trn,1.8932507316234702e-11
2003,sec,trd,1.9078375942496827e-11
2003,art,trn,1.892118522575163e-11
2003,art,trd,1.9066863449809363e-11
2003,mov,trn,1.883003618012563e-11
2003,mov,trd,1.897470515659993e-11
2003,fpd,trn,1.8786379066603708e-11
2003,fpd,trd,1.8930600819312306e-11
2003,slg,trn,1.8904537363611158e-11
2003,slg,trd,1.9050144870002338e-11
2003,pri,trn,1.8880704243357605e-11
2003,pri,trd,1.902595146019178e-11
2003,grd,trn,1.879916920431036e-11
2003,grd,trd,1.8943527780159235e-11
2003,pip,trn,20.801434793809012
2003,pip,trd,1.8997210209575117e-11
2003,sle,trn,1.8894862489552112e-11
2003,sle,trd,1.9040238258295743e-11
2003,osv,trn,1.891827788805607e-11
2003,osv,trd,1.9064025308177072e-11
2003,trn,trn,33.72213654874391
2003,trn,trd,1.9070430822969095e-11
2003,smn,trn,1.873968043105178e-11
2003,smn,trd,1.888344591979153e-11
2003,fmt,trn,1.8900126276971698e-11
2003,fmt,trd,1.9045574521870257e-11
2003,pet,trn,1.8888339374732285e-11
2003,pet,trd,1.9033650652666608e-11
2003,mvt,trn,1.885547276092825e-11
2003,mvt,trd,109.20348981949938
2003,cep,trn,1.887242710265166e-11
2003,cep,trd,1.9017478473425095e-11
2003,wst,trn,1.8877950043600286e-11
2003,wst,trd,1.9023211090101037e-11
2003,mot,trn,1.8893600177100645e-11
2003,mot,trd,1.903899490522758e-11
2003,adm,trn,1.890643112268707e-11
2003,adm,trd,1.9051829382843787e-11
2003,soc,trn,1.880849916480959e-11
2003,soc,trd,1.89529966489883e-11
2003,alt,trn,1.8774085063632345e-11
2003,alt,trd,1.891802506202238e-11
2003,pmt,trn,1.8817553101076736e-11
2003,pmt,trd,1.896211501657682e-11
2003,trk,trn,158.4053105037546
2003,trk,trd,1.909532070435329e-11
2003,fdd,trn,1.8896831348812442e-11
2003,fdd,trd,1.9042346547775665e-11
2003,gmt,trn,1.8846990453150037e-11
2003,gmt,trd,123.27587061055418
2003,wtt,trn,10.29451369632957
2003,wtt,trd,1.904526280088425e-11
2003,wpd,trn,1.8858077194461653e-11
2003,wpd,trd,1.9003137654728273e-11
2003,wht,trn,1.8858095881633052e-11
2003,wht,trd,710.7748731047657
2003,wrh,trn,1.8914740351598404e-11
2003,wrh,trd,1.9060332748306506e-11
2003,ott,trn,1.886356627044699e-11
2003,ott,trd,494.8016246633184
2003,che,trn,1.8883685137826506e-11
2003,che,trd,1.9028935483110698e-11
2003,air,trn,1.7186072618793298
2003,air,trd,1.9039658328283806e-11
2003,mmf,trn,1.8829140314268167e-11
2003,mmf,trd,1.897383086345609e-11
2003,otr,trn,1.6055885620753387
2003,otr,trd,1.903332818654778e-11
2003,min,trn,1.8860145230257097e-11
2003,min,trd,1.9005204320196876e-11
2004,ppd,trn,2.411083722559802e-11
2004,ppd,trd,2.439463178967009e-11
2004,res,trn,2.4139196694711626e-11
2004,res,trd,2.4423377142246873e-11
2004,com,trn,2.4066424783417644e-11
2004,com,trd,2.434896838213645e-11
2004,amb,trn,2.4179336059884973e-11
2004,amb,trd,2.446407088705967e-11
2004,fbp,trn,2.417621716547489e-11
2004,fbp,trd,2.4460778113957786e-11
2004,rec,trn,2.4112394525594807e-11
2004,rec,trd,2.4396028394033736e-11
2004,con,trn,2.420924603151791e-11
2004,con,trd,2.449418718892144e-11
2004,agr,trn,2.4197467316438818e-11
2004,agr,trd,2.448282485460354e-11
2004,eec,trn,2.406773831838086e-11
2004,eec,trd,2.4350570101147314e-11
2004,fnd,trn,2.4149841159320796e-11
2004,fnd,trd,2.4434165710563792e-11
2004,pub,trn,2.413080533786044e-11
2004,pub,trd,2.441490199673607e-11
2004,hou,trn,2.4215234334898104e-11
2004,hou,trd,2.4499774660612757e-11
2004,fbt,trn,2.4084976587092537e-11
2004,fbt,trd,138.19957957515436
2004,ins,trn,2.4156607617278992e-11
2004,ins,trd,2.444080469794563e-11
2004,tex,trn,2.411213091587134e-11
2004,tex,trd,2.439537555685283e-11
2004,leg,trn,2.4193991405814013e-11
2004,leg,trd,2.4478996348942643e-11
2004,fen,trn,2.4208443931939702e-11
2004,fen,trd,2.4494246137865074e-11
2004,uti,trn,2.4201401579012113e-11
2004,uti,trd,2.4486520639630636e-11
2004,nmp,trn,2.4134946543182364e-11
2004,nmp,trd,2.4418802503837906e-11
2004,brd,trn,2.420662140362634e-11
2004,brd,trd,2.449167759244515e-11
2004,bnk,trn,2.4137157553870225e-11
2004,bnk,trd,2.4420743928066688e-11
2004,ore,trn,2.4204263146482897e-11
2004,ore,trd,2.4488999269699894e-11
2004,edu,trn,2.4192863342678233e-11
2004,edu,trd,2.4477792498540586e-11
2004,ote,trn,2.4069659337212886e-11
2004,ote,trd,2.4352356563989747e-11
2004,man,trn,2.4174210366587286e-11
2004,man,trd,2.4458570372502772e-11
2004,mch,trn,2.413605175361159e-11
2004,mch,trd,2.4420112609259846e-11
2004,dat,trn,2.415286237301707e-11
2004,dat,trd,2.443807672742379e-11
2004,amd,trn,2.4043059813705107e-11
2004,amd,trd,2.4325493606210955e-11
2004,oil,trn,2.392521667892996e-11
2004,oil,trd,2.4205790829582253e-11
2004,hos,trn,2.4200512499470126e-11
2004,hos,trd,2.4485749859317335e-11
2004,rnt,trn,2.419682688849656e-11
2004,rnt,trd,2.4481719233539524e-11
2004,pla,trn,2.4157752953835243e-11
2004,pla,trd,2.444199912587129e-11
2004,fof,trn,2.3962559611574407e-11
2004,fof,trd,2.4242940113850428e-11
2004,fin,trn,2.412141994128117e-11
2004,fin,trd,2.4405145825528014e-11
2004,tsv,trn,2.4220573025287773e-11
2004,tsv,trd,2.450664187755469e-11
2004,nrs,trn,2.4093865301345018e-11
2004,nrs,trd,2.437694625296378e-11
2004,sec,trn,2.417863708968987e-11
2004,sec,trd,2.4463348647183713e-11
2004,art,trn,2.4161578625920296e-11
2004,art,trd,2.4445931017123738e-11
2004,mov,trn,2.4082129680992793e-11
2004,mov,trd,2.436473461963982e-11
2004,fpd,trn,2.4027932688888773e-11
2004,fpd,trd,2.430971701931493e-11
2004,slg,trn,2.4150820929844167e-11
2004,slg,trd,2.4434751534738037e-11
2004,pri,trn,2.408681012172389e-11
2004,pri,trd,2.4370184140309418e-11
2004,grd,trn,2.395247486106847e-11
2004,grd,trd,2.4233391205064048e-11
2004,pip,trn,21.363630597894268
2004,pip,trd,2.4484884970200868e-11
2004,sle,trn,2.4127589601654028e-11
2004,sle,trd,2.4411561412117497e-11
2004,osv,trn,2.419509352124937e-11
2004,osv,trd,2.4480150259235042e-11
2004,trn,trn,37.25933621848359
2004,trn,trd,2.4511846922630167e-11
2004,smn,trn,2.391376225626372e-11
2004,smn,trd,2.4193200663453738e-11
2004,fmt,trn,2.4163934234433073e-11
2004,fmt,trd,2.4448297471746993e-11
2004,pet,trn,2.4091250957933933e-11
2004,pet,trd,2.4374375105233647e-11
2004,mvt,trn,2.4077327683079595e-11
2004,mvt,trd,113.8593789296942
2004,cep,trn,2.4091978356742638e-11
2004,cep,trd,2.437505726843061e-11
2004,wst,trn,2.4068035494239108e-11
2004,wst,trd,2.43509773705943e-11
2004,mot,trn,2.4135072682323017e-11
2004,mot,trd,2.441925505192574e-11
2004,adm,trn,2.4155664289808028e-11
2004,adm,trd,2.4439446161418117e-11
2004,soc,trn,2.408440647868074e-11
2004,soc,trd,2.436682653778812e-11
2004,alt,trn,2.3951269025632293e-11
2004,alt,trd,2.4231494234325404e-11
2004,pmt,trn,2.4055964180585924e-11
2004,pmt,trd,2.4338729453221072e-11
2004,trk,trn,176.85240008725847
2004,trk,trd,2.4541621513539702e-11
2004,fdd,trn,2.415819996835692e-11
2004,fdd,trd,2.444278917004067e-11
2004,gmt,trn,2.4065199692294624e-11
2004,gmt,trd,136.45408191057888
2004,wtt,trn,13.65944425843085
2004,wtt,trd,2.4569547125909997e-11
2004,wpd,trn,2.4136262215206398e-11
2004,wpd,trd,2.4420055317264857e-11
2004,wht,trn,2.4083023048782178e-11
2004,wht,trd,784.88357556746
2004,wrh,trn,2.412791899018022e-11
2004,wrh,trd,2.4412140260739676e-11
2004,ott,trn,2.4092322448232165e-11
2004,ott,trd,539.0581594655439
2004,che,trn,2.4136374794799614e-11
2004,che,trd,2.442020475931173e-11
2004,air,trn,2.200359420846782
2004,air,trd,2.4368899558009327e-11
2004,mmf,trn,2.408110126981501e-11
2004,mmf,trd,2.4363895617636932e-11
2004,otr,trn,1.7148340382653506
2004,otr,trd,2.4397836398082898e-11
2004,min,trn,2.4150138287954474e-11
2004,min,trd,2.4433758650950195e-11
2005,ppd,trn,2.78737558918162e-11
2005,ppd,trd,2.8304254211270493e-11
2005,res,trn,2.7888613978686846e-11
2005,res,trd,2.8319454466334826e-11
2005,com,trn,2.7852347413983996e-11
2005,com,trd,2.82813507580935e-11
2005,amb,trn,2.7968302935622773e-11
2005,amb,trd,2.8400282481091884e-11
2005,fbp,trn,2.7969122430715793e-11
2005,fbp,trd,2.8400948556691342e-11
2005,rec,trn,2.7871392713710773e-11
2005,rec,trd,2.8301808605549256e-11
2005,con,trn,2.802821624690691e-11
2005,con,trd,2.8460543086100074e-11
2005,agr,trn,2.79323690794571e-11
2005,agr,trd,2.8364720832264908e-11
2005,eec,trn,2.7819709737611448e-11
2005,eec,trd,2.8248642246196878e-11
2005,fnd,trn,2.7951617179284613e-11
2005,fnd,trd,2.8383565898499213e-11
2005,pub,trn,2.791604888948193e-11
2005,pub,trd,2.8347291982963206e-11
2005,hou,trn,2.807006181375329e-11
2005,hou,trd,2.8501939053009734e-11
2005,fbt,trn,2.7872335166216555e-11
2005,fbt,trd,142.90825852753824
2005,ins,trn,2.7979433535498032e-11
2005,ins,trd,2.8411067381945566e-11
2005,tex,trn,2.7877280699108644e-11
2005,tex,trd,2.8306474761344323e-11
2005,leg,trn,2.802028464039357e-11
2005,leg,trd,2.8452947371535944e-11
2005,fen,trn,2.7979238840415686e-11
2005,fen,trd,2.8412626938886455e-11
2005,uti,trn,2.8003472307188973e-11
2005,uti,trd,2.8435971389238253e-11
2005,nmp,trn,2.7892398287157864e-11
2005,nmp,trd,2.8322768611668637e-11
2005,brd,trn,2.803293399931691e-11
2005,brd,trd,2.846538294213017e-11
2005,bnk,trn,2.7964807489953206e-11
2005,bnk,trd,2.8395330239477168e-11
2005,ore,trn,2.8032445763434755e-11
2005,ore,trd,2.8464024655045588e-11
2005,edu,trn,2.8006550108797335e-11
2005,edu,trd,2.843906305400656e-11
2005,ote,trn,2.7877858762294707e-11
2005,ote,trd,2.830771198338122e-11
2005,man,trn,2.801205106072929e-11
2005,man,trd,2.844357364490182e-11
2005,mch,trn,2.791573017613844e-11
2005,mch,trd,2.8346954869311245e-11
2005,dat,trn,2.787078075680821e-11
2005,dat,trd,2.8302564980891038e-11
2005,amd,trn,2.78102272483346e-11
2005,amd,trd,2.8239360914368283e-11
2005,oil,trn,2.762946793945024e-11
2005,oil,trd,2.8054889701299072e-11
2005,hos,trn,2.7995903694899e-11
2005,hos,trd,2.8428781573479523e-11
2005,rnt,trn,2.8020006698449946e-11
2005,rnt,trd,2.845247070875511e-11
2005,pla,trn,2.794980466598359e-11
2005,pla,trd,2.838100849691523e-11
2005,fof,trn,2.7709741119860874e-11
2005,fof,trd,2.813493764991998e-11
2005,fin,trn,2.7886384167324343e-11
2005,fin,trd,2.8316605581115303e-11
2005,tsv,trn,2.8018113788512155e-11
2005,tsv,trd,2.8451314790539677e-11
2005,nrs,trn,2.788280846863476e-11
2005,nrs,trd,2.8312903882199296e-11
2005,sec,trn,2.800944834135069e-11
2005,sec,trd,2.8441821816102537e-11
2005,art,trn,2.7957956004118748e-11
2005,art,trd,2.8389322774733537e-11
2005,mov,trn,2.7858336557501758e-11
2005,mov,trd,2.8287202090750334e-11
2005,fpd,trn,2.7779232294034638e-11
2005,fpd,trd,2.820674787825779e-11
2005,slg,trn,2.7977823065786482e-11
2005,slg,trd,2.8408964884710615e-11
2005,pri,trn,2.783958393532745e-11
2005,pri,trd,2.8269265976592468e-11
2005,grd,trn,2.7592607978552717e-11
2005,grd,trd,2.8017106326746314e-11
2005,pip,trn,21.348437458145984
2005,pip,trd,2.862863299650647e-11
2005,sle,trn,2.7917366541084827e-11
2005,sle,trd,2.8348582772760794e-11
2005,osv,trn,2.7975362580173768e-11
2005,osv,trd,2.840755354329552e-11
2005,trn,trn,42.70145287206131
2005,trn,trd,2.8504556186960937e-11
2005,smn,trn,2.769048109064798e-11
2005,smn,trd,2.8116051751088504e-11
2005,fmt,trn,2.7977315210715444e-11
2005,fmt,trd,2.840895209659347e-11
2005,pet,trn,2.783768290884616e-11
2005,pet,trd,2.8266218059298275e-11
2005,mvt,trn,2.784653001901245e-11
2005,mvt,trd,107.79819322002533
2005,cep,trn,2.7875175804943334e-11
2005,cep,trd,2.8304731188052396e-11
2005,wst,trn,2.7771192343312022e-11
2005,wst,trd,2.819966557128487e-11
2005,mot,trn,2.7907979667791297e-11
2005,mot,trd,2.8339194581570852e-11
2005,adm,trn,2.8004452288166117e-11
2005,adm,trd,2.843536205389108e-11
2005,soc,trn,2.7878938085599602e-11
2005,soc,trd,2.8307815921699816e-11
2005,alt,trn,2.771085236509214e-11
2005,alt,trd,2.8136077024854034e-11
2005,pmt,trn,2.781281837568516e-11
2005,pmt,trd,2.8242007555956283e-11
2005,trk,trn,199.00738225715907
2005,trk,trd,2.856519733937951e-11
2005,fdd,trn,2.7948768314553526e-11
2005,fdd,trd,2.8380851955757014e-11
2005,gmt,trn,2.7834731414156324e-11
2005,gmt,trd,142.535394971502
2005,wtt,trn,16.069411133929943
2005,wtt,trd,2.8763462850114823e-11
2005,wpd,trn,2.7912026745869718e-11
2005,wpd,trd,2.8342450291295254e-11
2005,wht,trn,2.7855472466725615e-11
2005,wht,trd,863.9430162651568
2005,wrh,trn,2.786799097256233e-11
2005,wrh,trd,2.8299233915740752e-11
2005,ott,trn,2.7877310428414956e-11
2005,ott,trd,570.8759826915873
2005,che,trn,2.7927050012853783e-11
2005,che,trd,2.8357680203294213e-11
2005,air,trn,2.788952847998872
2005,air,trd,2.8271295556939906e-11
2005,mmf,trn,2.7853910420375573e-11
2005,mmf,trd,2.8283233967397216e-11
2005,otr,trn,1.8999648133074207
2005,otr,trd,2.834265366091315e-11
2005,min,trn,2.7954232466474862e-11
2005,min,trd,2.8384885353960516e-11
2006,ppd,trn,6.685193535262303e-11
2006,ppd,trd,6.789445651161669e-11
2006,res,trn,6.67611478463466e-11
2006,res,trd,6.780241597267322e-11
2006,com,trn,6.677603545279191e-11
2006,com,trd,6.781468013155166e-11
2006,amb,trn,6.698551576543734e-11
2006,amb,trd,6.803011555743166e-11
2006,fbp,trn,6.703846609539092e-11
2006,fbp,trd,6.808395122363552e-11
2006,rec,trn,6.673841088344282e-11
2006,rec,trd,6.777863644603596e-11
2006,con,trn,6.710538124452537e-11
2006,con,trd,6.815027849877764e-11
2006,agr,trn,6.689652608270702e-11
2006,agr,trd,6.794204470105443e-11
2006,eec,trn,6.673882449522932e-11
2006,eec,trd,6.777792452817794e-11
2006,fnd,trn,6.699717742044153e-11
2006,fnd,trd,6.804274341432933e-11
2006,pub,trn,6.690174459893658e-11
2006,pub,trd,6.79452980809626e-11
2006,hou,trn,6.725871442342719e-11
2006,hou,trd,6.830337440109777e-11
2006,fbt,trn,6.682072220498587e-11
2006,fbt,trd,150.25328694456184
2006,ins,trn,6.705575999343064e-11
2006,ins,trd,6.809965490174544e-11
2006,tex,trn,6.67346536992134e-11
2006,tex,trd,6.777125533599825e-11
2006,leg,trn,6.718534408387545e-11
2006,leg,trd,6.823257333868578e-11
2006,fen,trn,6.710754701124283e-11
2006,fen,trd,6.815647028821794e-11
2006,uti,trn,6.710903111375176e-11
2006,uti,trd,6.815546621379559e-11
2006,nmp,trn,6.681085935016175e-11
2006,nmp,trd,6.785200040145075e-11
2006,brd,trn,6.722530205996317e-11
2006,brd,trd,6.827228447041535e-11
2006,bnk,trn,6.706801123048067e-11
2006,bnk,trd,6.81104323169074e-11
2006,ore,trn,6.718454199792421e-11
2006,ore,trd,6.822866372899814e-11
2006,edu,trn,6.713093285019283e-11
2006,edu,trd,6.817768740787395e-11
2006,ote,trn,6.691290088192531e-11
2006,ote,trd,6.795495159493231e-11
2006,man,trn,6.717703636754327e-11
2006,man,trd,6.822157217309876e-11
2006,mch,trn,6.690778813514655e-11
2006,mch,trd,6.795138851663246e-11
2006,dat,trn,6.679691013360901e-11
2006,dat,trd,6.784087948413567e-11
2006,amd,trn,6.667585086156314e-11
2006,amd,trd,6.771449974767285e-11
2006,oil,trn,6.62210271243753e-11
2006,oil,trd,6.724971797723046e-11
2006,hos,trn,6.707607393391694e-11
2006,hos,trd,6.812335912829354e-11
2006,rnt,trn,6.710954464528689e-11
2006,rnt,trd,6.815467347413824e-11
2006,pla,trn,6.699643661438753e-11
2006,pla,trd,6.804002418967331e-11
2006,fof,trn,6.643529552441044e-11
2006,fof,trd,6.746599099557939e-11
2006,fin,trn,6.677823598060829e-11
2006,fin,trd,6.781781928152135e-11
2006,tsv,trn,6.712177880422537e-11
2006,tsv,trd,6.81689421797082e-11
2006,nrs,trn,6.682508139195045e-11
2006,nrs,trd,6.78660104173088e-11
2006,sec,trn,6.711574535497013e-11
2006,sec,trd,6.816145312325899e-11
2006,art,trn,6.700983598821608e-11
2006,art,trd,6.80536323768086e-11
2006,mov,trn,6.680718642841423e-11
2006,mov,trd,6.784573882173e-11
2006,fpd,trn,6.655202074987629e-11
2006,fpd,trd,6.758603552243734e-11
2006,slg,trn,6.71255382626605e-11
2006,slg,trd,6.816950006241288e-11
2006,pri,trn,6.673370914434868e-11
2006,pri,trd,6.777340088615354e-11
2006,grd,trn,6.616853167013789e-11
2006,grd,trd,6.71965611098666e-11
2006,pip,trn,22.590566050963524
2006,pip,trd,6.867934013305714e-11
2006,sle,trn,6.692465361861558e-11
2006,sle,trd,6.796827132297082e-11
2006,osv,trn,6.698912924299992e-11
2006,osv,trd,6.803397549660103e-11
2006,trn,trn,48.48360309233344
2006,trn,trd,6.835712048491845e-11
2006,smn,trn,6.640947220932404e-11
2006,smn,trd,6.744203023076816e-11
