yr,i,j,value
1997,res,ppd,0.1840084472549633
1997,res,res,1.1579534194968255
1997,res,com,1.6255905013014431
1997,res,amb,4.4313974138706955
1997,res,fbp,0.688855540394579
1997,res,rec,0.3580331016657537
1997,res,con,0.24891907770686705
1997,res,agr,0.2216341916501413
1997,res,eec,0.07697830537368806
1997,res,fnd,0.041259581424669636
1997,res,pub,0.3345169541064911
1997,res,hou,2.826689689603927
1997,res,fbt,0.4364353820541427
1997,res,ins,1.311056132826069
1997,res,tex,0.08626127295199423
1997,res,leg,1.7367358348933783
1997,res,fen,0.3420813364117935
1997,res,uti,1.6843978970855937
1997,res,nmp,0.09678878071909264
1997,res,brd,0.4581574863784553
1997,res,bnk,3.186013808694282
1997,res,ore,6.249401566060676
1997,res,edu,0.42334726897193853
1997,res,ote,0.03399867131436332
1997,res,man,1.8906215067599004
1997,res,mch,0.3740676003285578
1997,res,dat,0.3161074149107167
1997,res,amd,5.9343874700709085
1997,res,oil,0.0179293199943813
1997,res,hos,1.376176883870551
1997,res,rnt,0.9402618373227015
1997,res,pla,0.3393133036008116
1997,res,fof,0.042764353427376244
1997,res,fin,0.33860557681609066
1997,res,tsv,7.748288474284745
1997,res,nrs,2.1306922452370785
1997,res,sec,0.6869507532952563
1997,res,art,0.21346793615209814
1997,res,mov,0.38210115662186656
1997,res,fpd,0.05763019529457902
1997,res,slg,4.266020741165957
1997,res,pri,0.3361862099763005
1997,res,grd,0.029964272612908252
1997,res,pip,0.023510088050407517
1997,res,sle,0.2806393983049759
1997,res,osv,1.0234852386725282
1997,res,trn,0.004874112878406737
1997,res,smn,0.09193289767560392
1997,res,fmt,0.2803876631404793
1997,res,pet,0.13108387442066616
1997,res,mvt,0.40728564761286606
1997,res,cep,1.1077589474417948
1997,res,wst,0.16321532964215266
1997,res,mot,0.1943048312511978
1997,res,adm,5.4125975338274595
1997,res,soc,0.26546568694468836
1997,res,alt,0.14244624974378117
1997,res,pmt,0.12039371808654196
1997,res,trk,0.4386334706426454
1997,res,fdd,0.10428203577094612
1997,res,gmt,0.13340617666423704
1997,res,wtt,0.020735405351716165
1997,res,wpd,0.15204954459735043
1997,res,wht,1.6801588347482217
1997,res,wrh,0.008968448388964824
1997,res,ott,1.351984500448434
1997,res,che,0.4297667237461035
1997,res,air,5.749315825742824
1997,res,mmf,0.13917625195420474
1997,res,otr,0.39338359417974494
1997,res,min,0.01886316958191753
1997,com,ppd,0.14915106894941682
1997,com,res,0.6145530699173091
1997,com,com,1.7275700166499046
1997,com,amb,1.1721809740815345
1997,com,fbp,0.6863953135551254
1997,com,rec,0.22148782545003015
1997,com,con,1.3420400361407319
1997,com,agr,0.10031207185873334
1997,com,eec,0.04096030462520835
1997,com,fnd,3.6303772045497436
1997,com,pub,2.433808771907441
1997,com,hou,0.22374244098529047
1997,com,fbt,0.21707925386404253
1997,com,ins,0.6270750630432479
1997,com,tex,0.10502717239733296
1997,com,leg,1.193686427602041
1997,com,fen,0.10826833755022615
1997,com,uti,0.4425375877080507
1997,com,nmp,0.08575369563325998
1997,com,brd,1.5735348334069468
1997,com,bnk,2.9092435282380733
1997,com,ore,0.5093357873032234
1997,com,edu,0.2215538468772089
1997,com,ote,0.1418969523269359
1997,com,man,3.504314434052234
1997,com,mch,1.1523321338923136
1997,com,dat,0.5124456742532378
1997,com,amd,0.15703488360537973
1997,com,oil,0.5444764543334797
1997,com,hos,1.0700667277173541
1997,com,rnt,0.1649326919664413
1997,com,pla,0.2794171792670406
1997,com,fof,0.03677183481296563
1997,com,fin,0.24399091367912423
1997,com,tsv,3.4223149321357456
1997,com,nrs,0.2635331386482005
1997,com,sec,1.5022773401662382
1997,com,art,0.07210875118644072
1997,com,mov,0.36484608542914565
1997,com,fpd,0.08241381546316365
1997,com,slg,4.354741027020085
1997,com,pri,0.5353346009998823
1997,com,grd,0.021958698340659
1997,com,pip,0.012257897284578633
1997,com,sle,0.6497176752383982
1997,com,osv,0.72913189288466
1997,com,trn,0.6205234218513958
1997,com,smn,0.004038270161485039
1997,com,fmt,0.48033504739826366
1997,com,pet,0.3820636605538866
1997,com,mvt,1.0675176912974451
1997,com,cep,2.9785348370311238
1997,com,wst,0.07334643928271126
1997,com,mot,0.23400090614987637
1997,com,adm,2.4153952005636734
1997,com,soc,0.1266577130241795
1997,com,alt,0.11466873562308189
1997,com,pmt,0.11148814641739704
1997,com,trk,0.09957500111674027
1997,com,fdd,5.949279774572815
1997,com,gmt,0.220214149563111
1997,com,wtt,0.001036115483314929
1997,com,wpd,0.13804109232455375
1997,com,wht,1.9281723701160047
1997,com,wrh,0.013941304349812713
1997,com,ott,1.0253728536523314
1997,com,che,0.6123926335675304
1997,com,air,0.0853691197019821
1997,com,mmf,0.17186331862342397
1997,com,otr,0.03008529698076679
1997,com,min,0.08730582902320763
1997,amb,amb,9.669132744021729
1997,amb,rec,0.0040172512289166455
1997,amb,fnd,0.16224733038587422
1997,amb,hos,5.130760499795392
1997,amb,tsv,0.07318156176612373
1997,amb,nrs,0.14304780785685176
1997,amb,art,0.2639502483232935
1997,amb,slg,4.21617134597163
1997,amb,osv,0.21419549840325947
1997,amb,adm,0.13931502786593639
1997,fbp,ppd,0.9036725621181901
1997,fbp,res,37.37545751506861
1997,fbp,amb,0.01207718446059562
1997,fbp,fbp,118.6897585909133
1997,fbp,rec,3.5558210330042876
1997,fbp,agr,22.451250285583104
1997,fbp,pub,0.11979758140275698
1997,fbp,fbt,1.9353582116907178
1997,fbp,tex,0.04898300700509888
1997,fbp,fen,1.0133379732347045
1997,fbp,nmp,0.21427091323459765
1997,fbp,edu,6.39670557037324
1997,fbp,man,0.011110703496556368
1997,fbp,dat,0.0010116957885227416
1997,fbp,amd,3.8233015758478057
1997,fbp,hos,2.9217058384773633
1997,fbp,pla,0.09630700601982767
1997,fbp,fof,0.44217483356891124
1997,fbp,tsv,0.8699434470184824
1997,fbp,nrs,3.9416420097246743
1997,fbp,art,0.2606680174044264
1997,fbp,mov,0.043361594586888055
1997,fbp,slg,35.11154347510419
1997,fbp,pri,0.5933803825568479
1997,fbp,osv,1.706944827944325
1997,fbp,trn,0.0009830051393033292
1997,fbp,pet,0.08510233554216191
1997,fbp,mvt,0.003996439213925966
1997,fbp,soc,3.479216799900349
1997,fbp,alt,1.2806029480522074
1997,fbp,pmt,0.005563374717367107
1997,fbp,trk,0.005910346172379749
1997,fbp,fdd,1.3695572812658177
1997,fbp,gmt,0.3885718806630472
1997,fbp,wtt,0.20793795652548264
1997,fbp,wpd,0.010019326987152216
1997,fbp,wht,1.4824887420873398
1997,fbp,ott,0.8782207425995571
1997,fbp,che,2.196514478643354
1997,fbp,air,0.41943921223884284
1997,fbp,mmf,0.0040090526437531505
1997,fbp,otr,0.023268503035847515
1997,rec,ppd,0.009202208355356206
1997,rec,res,0.10201607848975902
1997,rec,com,0.06812199207034221
1997,rec,amb,0.08586972616561503
1997,rec,fbp,0.026805201442328376
1997,rec,rec,0.004012377655802435
1997,rec,con,0.04015615555288575
1997,rec,agr,0.010934810012827003
1997,rec,eec,0.0009999540238981373
1997,rec,fnd,0.01509793954694289
1997,rec,pub,0.023970146227060885
1997,rec,hou,0.0009997725895967773
1997,rec,fbt,0.017776952467965127
1997,rec,ins,0.022022093589824532
1997,rec,tex,0.0009917457676794435
1997,rec,leg,0.05903668406345358
1997,rec,uti,0.01499761255770158
1997,rec,nmp,0.004990110781507255
1997,rec,brd,0.024385638476206863
1997,rec,bnk,0.13440669730180177
1997,rec,ore,0.13721153285619572
1997,rec,edu,0.013044080380539759
1997,rec,ote,0.00200033898237119
1997,rec,man,0.10822864058499315
1997,rec,mch,0.014965676548081387
1997,rec,dat,0.019070559759593063
1997,rec,amd,0.039043157599148455
1997,rec,hos,0.0029944671141551703
1997,rec,rnt,0.019009055961245275
1997,rec,pla,0.01691928051326834
1997,rec,fin,0.010049627040755387
1997,rec,tsv,0.1441826938073065
1997,rec,nrs,0.009991164650459686
1997,rec,sec,0.03800011570012697
1997,rec,art,0.027064661448972637
1997,rec,mov,0.013006019308298304
1997,rec,fpd,0.003975298842878193
1997,rec,slg,0.276214590412719
1997,rec,pri,0.009977835951619793
1997,rec,sle,0.12186757674255164
1997,rec,osv,0.011996346991259078
1997,rec,smn,0.0020209187129705004
1997,rec,fmt,0.01702690460188897
1997,rec,pet,0.003973041833471138
1997,rec,mvt,0.002973497178886542
1997,rec,cep,0.01594214802624358
1997,rec,wst,0.009659696366103665
1997,rec,mot,0.010962967093276202
1997,rec,adm,0.14214881326021211
1997,rec,soc,0.008983707923859734
1997,rec,alt,0.000989447331520832
1997,rec,pmt,0.0055236426685434424
1997,rec,fdd,1.29457449933855
1997,rec,wpd,0.006957907007480413
1997,rec,wht,0.07818556612714121
1997,rec,ott,0.09285025955045222
1997,rec,che,0.02089559717632099
1997,rec,mmf,0.007954517773214419
1997,rec,otr,0.0010037646450776858
1997,con,ppd,1.055798199432507
1997,con,res,1.079741370952394
1997,con,com,0.032044704482190545
1997,con,amb,0.4012314071707426
1997,con,fbp,1.7545419595249454
1997,con,rec,0.408096700137239
1997,con,con,0.1896627694142145
1997,con,agr,0.821770088318546
1997,con,eec,0.24588166509041084
1997,con,fnd,2.246692533730679
1997,con,pub,0.13877187889585188
1997,con,hou,8.505360770196779
1997,con,fbt,0.36033205928733636
1997,con,ins,0.07004249131716894
1997,con,tex,0.3816541960641482
1997,con,leg,0.19704425272061957
1997,con,fen,0.5596582785744152
1997,con,uti,1.2083270980868381
1997,con,nmp,0.6504503276058445
1997,con,brd,2.1420501571817665
1997,con,bnk,6.14316278723734
1997,con,ore,12.804669395201632
1997,con,edu,0.18053880188280547
1997,con,ote,0.2949296556664792
1997,con,man,0.24041278786479134
1997,con,mch,0.8477171985874253
1997,con,dat,0.02407959705972981
1997,con,amd,0.4493185300148298
1997,con,oil,0.26689418408885046
1997,con,hos,0.3981036613001091
1997,con,rnt,0.26602109649958455
1997,con,pla,0.9192454894450519
1997,con,fof,0.05071034969898589
1997,con,fin,0.2541549650333283
1997,con,tsv,0.7846833480467712
1997,con,nrs,0.24368739508693044
1997,con,sec,0.3151763232009878
1997,con,art,0.1012017635822685
1997,con,mov,0.17101121274189032
1997,con,fpd,0.1678887832285032
1997,con,slg,11.441894219649823
1997,con,pri,0.3580615545665373
1997,con,grd,0.02296802749857375
1997,con,pip,0.2646923865634156
1997,con,sle,13.583831614611967
1997,con,osv,2.6731223001905526
1997,con,trn,0.4064171018621712
1997,con,smn,0.27675434365562934
1997,con,fmt,1.113318007650561
1997,con,pet,0.12311469092219447
1997,con,mvt,0.6439962086145813
1997,con,cep,1.7848084475126862
1997,con,wst,0.008690154060456732
1997,con,mot,0.5678543920655794
1997,con,adm,0.2671737894172254
1997,con,soc,0.17960257146747768
1997,con,alt,0.2680219292100897
1997,con,pmt,1.2920663994582073
1997,con,trk,0.24320146732856893
1997,con,fdd,6.18721693697171
1997,con,gmt,0.36160603730859686
1997,con,wtt,0.042499407598919146
1997,con,wpd,0.5206404326139839
1997,con,wht,0.8745355334530652
1997,con,wrh,0.09464796532725059
1997,con,ott,1.2273029094925783
1997,con,che,2.458728151321136
1997,con,air,0.0562176701627139
1997,con,mmf,0.39856064585474643
1997,con,otr,0.26788919911563863
1997,con,min,1.4055200427534469
1997,agr,res,0.863141525967191
1997,agr,fbp,140.56076792697533
1997,agr,rec,0.16218215047654216
1997,agr,con,1.424288555652192
1997,agr,agr,32.6039334697788
1997,agr,fbt,0.5789298727043956
1997,agr,tex,4.7607037924101085
1997,agr,leg,0.004044684811628745
1997,agr,bnk,0.0010136178649709617
1997,agr,edu,0.13688151996352366
1997,agr,man,0.007088653292174384
1997,agr,amd,0.016186456836663005
1997,agr,fof,0.6695060475408896
1997,agr,tsv,0.14873687387760334
1997,agr,slg,2.1595254056507702
1997,agr,osv,0.034348228781305605
1997,agr,smn,0.005104988605003471
1997,agr,mvt,0.6951848187402593
1997,agr,adm,0.6383162715802466
1997,agr,gmt,0.033963912524931084
1997,agr,wht,3.0957348232110964
1997,agr,ott,0.25357212431670323
1997,agr,che,6.682045628053218
1997,agr,mmf,0.3446672055386791
1997,agr,otr,0.04057097075147252
1997,agr,min,0.03713108558193864
1997,eec,ppd,0.3563274946009707
1997,eec,res,0.5223769312835568
1997,eec,com,0.28676910037485237
1997,eec,amb,0.015043483411498115
1997,eec,fbp,0.67211177480227
1997,eec,rec,0.11787809747277825
1997,eec,con,24.756203774270702
1997,eec,agr,0.43733710332121567
1997,eec,eec,11.511624119468275
1997,eec,fnd,0.8653666882426733
1997,eec,pub,0.0010032065102795237
1997,eec,fbt,0.0436489552367631
1997,eec,ins,0.00904876301541417
1997,eec,tex,0.1524063759430962
1997,eec,leg,0.0020100912231062066
1997,eec,fen,0.005038920402471724
1997,eec,uti,0.0010042909732700881
1997,eec,nmp,0.1172847448418741
1997,eec,brd,2.3562917835544126
1997,eec,bnk,0.14708747672652114
1997,eec,ore,0.15692936229378074
1997,eec,edu,0.582510610279122
1997,eec,ote,2.251245919372409
1997,eec,man,0.12179018521339462
1997,eec,mch,11.271900216405722
1997,eec,dat,0.14012963369895803
1997,eec,amd,0.2292585412951277
1997,eec,oil,0.03902669234983019
1997,eec,hos,0.2095358832859819
1997,eec,rnt,0.09847920307222761
1997,eec,pla,1.2315871775100247
1997,eec,fof,0.33570801464371275
1997,eec,tsv,1.5336652144880774
1997,eec,nrs,0.11339881558973974
1997,eec,sec,0.04435207278481359
1997,eec,art,0.01510212651476073
1997,eec,fpd,0.056899412142216686
1997,eec,slg,1.3501271436479079
1997,eec,pri,0.20745466370276866
1997,eec,grd,0.02107182829096854
1997,eec,pip,0.0020535958823074403
1997,eec,sle,1.740774007876558
1997,eec,osv,1.8907363954225442
1997,eec,trn,0.19294807373726858
1997,eec,smn,0.03754992877042538
1997,eec,fmt,2.2775743769287855
1997,eec,pet,0.046890535605189396
1997,eec,mvt,0.18617231926386363
1997,eec,cep,9.15329254391349
1997,eec,wst,0.15040927629368475
1997,eec,mot,4.425625536143685
1997,eec,adm,0.8918442456615155
1997,eec,soc,0.10727847495476903
1997,eec,alt,0.20273954597379704
1997,eec,pmt,2.321431583496321
1997,eec,trk,0.015704376570147185
1997,eec,fdd,0.36149840962825946
1997,eec,gmt,0.5361147684156465
1997,eec,wtt,0.0385311123872958
1997,eec,wpd,1.7941231847203263
1997,eec,wht,0.25349654241545416
1997,eec,wrh,0.10411490512684203
1997,eec,ott,0.27185789712963404
1997,eec,che,0.9514684236098684
1997,eec,air,0.0032577682817733016
1997,eec,mmf,0.8768825792738609
1997,eec,otr,0.004032573970505058
1997,eec,min,0.019948192455907433
1997,pub,res,0.1176025079367396
1997,pub,com,0.22149291303510818
1997,pub,amb,0.3010431499071716
1997,pub,fbp,0.011973330321156467
1997,pub,rec,0.04032335136397509
1997,pub,con,0.0655782303380448
1997,pub,agr,0.029971958565313754
1997,pub,eec,0.027132521777227924
1997,pub,fnd,0.10317514384949361
1997,pub,pub,17.660944423525468
1997,pub,hou,0.007033092581871105
1997,pub,fbt,0.09528962297625328
1997,pub,ins,0.03319787416309714
1997,pub,leg,0.25140342896548606
1997,pub,fen,0.0070585332320072715
1997,pub,uti,0.02512081739155732
1997,pub,nmp,0.0030090514903875517
1997,pub,brd,0.1837908194442247
1997,pub,bnk,0.2741833589207915
1997,pub,ore,0.192248383964149
1997,pub,edu,0.24604531175760058
1997,pub,ote,0.005025762159025206
1997,pub,man,0.4048578305596431
1997,pub,mch,0.012032446619158341
1997,pub,dat,0.17854086479646794
1997,pub,amd,0.07243909608512937
1997,pub,oil,0.0020025471601814488
1997,pub,hos,0.11034569134579457
1997,pub,rnt,0.40822016765914226
1997,pub,pla,0.009002197660260084
1997,pub,fin,0.039388216490698146
1997,pub,tsv,1.6653614636432081
1997,pub,nrs,0.08133274431184058
1997,pub,sec,0.16409150926522442
1997,pub,art,0.0030221744128648446
1997,pub,mov,0.05228364560808578
1997,pub,fpd,0.000998851550434746
1997,pub,slg,5.04986707937182
1997,pub,pri,0.03108603042074216
1997,pub,sle,0.012046883934830598
1997,pub,osv,0.7052903753428074
1997,pub,trn,0.014700161536576177
1997,pub,fmt,0.01912491732457521
1997,pub,mvt,0.049807628508583085
1997,pub,cep,0.11215410885080622
1997,pub,wst,0.00485481536226541
1997,pub,mot,0.012019503740950146
1997,pub,adm,0.8169044615818584
1997,pub,soc,0.6430391103896412
1997,pub,pmt,0.003329166936035188
1997,pub,trk,0.01865993940336973
1997,pub,fdd,0.13255559220183763
1997,pub,gmt,0.009933843025171162
1997,pub,wpd,0.0009990154441894786
1997,pub,wht,0.36504854353965593
1997,pub,wrh,0.005008426303649223
1997,pub,ott,0.28293679989183396
1997,pub,che,0.061001237310088975
1997,pub,air,0.01847047081353051
1997,pub,mmf,0.016988205280199054
1997,pub,otr,0.057497010592500786
1997,ins,ppd,0.18707877036834292
1997,ins,res,1.2659733971338212
1997,ins,com,0.4917931285805125
1997,ins,amb,5.033461533461531
1997,ins,fbp,1.160356933923449
1997,ins,rec,0.4553225258554922
1997,ins,con,0.14052152548197927
1997,ins,agr,1.6339625600806171
1997,ins,eec,0.41089207851761395
1997,ins,fnd,8.444285857485168
1997,ins,pub,0.3674764401186714
1997,ins,hou,5.747446292377601
1997,ins,fbt,0.417682711730126
1997,ins,ins,83.01746770227588
1997,ins,tex,0.4144587281720533
1997,ins,leg,1.6887479186872165
1997,ins,fen,0.08527117750012274
1997,ins,uti,0.16894286028722227
1997,ins,nmp,0.3682035734729176
1997,ins,brd,0.3057827312081671
1997,ins,bnk,2.860146508220374
1997,ins,ore,11.42057239608421
1997,ins,edu,0.346108068737935
1997,ins,ote,0.16999660191146435
1997,ins,man,0.08115701400331633
1997,ins,mch,0.7451570088797588
1997,ins,amd,0.42139063725308934
1997,ins,oil,0.7460731130052586
1997,ins,hos,7.312140780404795
1997,ins,rnt,1.4664365184233252
1997,ins,pla,0.31842332429860687
1997,ins,fof,0.43361898716250435
1997,ins,fin,3.792053041827277
1997,ins,tsv,2.71795955171779
1997,ins,nrs,1.651243328459982
1997,ins,sec,2.937821933654069
1997,ins,art,0.5502166319013456
1997,ins,mov,0.9312644195234391
1997,ins,fpd,0.13414183428864523
1997,ins,slg,0.6330860896282648
1997,ins,pri,0.06683949873802814
1997,ins,grd,0.2976507899898292
1997,ins,pip,0.18399542212482417
1997,ins,sle,1.0376866268365166
1997,ins,osv,0.8875706656329194
1997,ins,trn,0.01169808308571076
1997,ins,smn,0.16669468437804366
1997,ins,fmt,0.3264576131848741
1997,ins,pet,0.16087877531985045
1997,ins,mvt,1.1108906594472499
1997,ins,cep,3.023483130526121
1997,ins,wst,0.3592740219783687
1997,ins,mot,0.9805109647024703
1997,ins,adm,2.2249325599378325
1997,ins,soc,0.5199634765317007
1997,ins,alt,0.9526277782826147
1997,ins,pmt,0.1734141500198914
1997,ins,trk,3.34989698070416
1997,ins,gmt,0.26879396272187206
1997,ins,wtt,0.4572240756383538
1997,ins,wpd,0.08944263958975035
1997,ins,wht,4.7852802587387675
1997,ins,wrh,0.05879425896411233
1997,ins,ott,1.795438740849178
1997,ins,che,2.143900860972898
1997,ins,air,1.5279156670430785
1997,ins,mmf,0.2733872030431195
1997,ins,otr,0.3683024055947544
1997,ins,min,0.30678056531914677
1997,tex,ppd,1.5439051532909158
1997,tex,res,0.41224447132478154
1997,tex,amb,0.04135796139304464
1997,tex,fbp,0.19559096353672298
1997,tex,rec,0.22901420369550168
1997,tex,con,4.003861390366481
1997,tex,agr,0.2972783154237678
1997,tex,eec,0.0010101978520412342
1997,tex,fnd,0.20742199704284628
1997,tex,pub,0.028252043922897235
1997,tex,fbt,0.17163083908359703
1997,tex,tex,22.392629283606354
1997,tex,nmp,0.24097552448966433
1997,tex,brd,0.012315768063390296
1997,tex,ore,0.03743621696447044
1997,tex,edu,0.03953180497131047
1997,tex,ote,0.6840435923661791
1997,tex,man,0.0020247454920824855
1997,tex,mch,0.5160739518408072
1997,tex,dat,0.007097719087367675
1997,tex,amd,1.7536843726291989
1997,tex,hos,0.39730807189648043
1997,tex,rnt,0.1576726169644629
1997,tex,pla,2.1869559956979963
1997,tex,fof,0.1999876558999047
1997,tex,tsv,0.149704104332656
1997,tex,nrs,2.2619789175141474
1997,tex,mov,0.08287807107230438
1997,tex,fpd,2.96199860224909
1997,tex,slg,2.527591921960877
1997,tex,pri,0.6663068567246136
1997,tex,pip,0.001032653221952624
1997,tex,sle,0.015137405672246758
1997,tex,osv,0.6655508832861613
1997,tex,pet,0.017059555371161574
1997,tex,mvt,0.06108576889557221
1997,tex,cep,0.01711270539168757
1997,tex,wst,0.04197722842174873
1997,tex,mot,6.684665416930806
1997,tex,adm,0.09506158990090278
1997,tex,soc,0.39328950927373246
1997,tex,alt,24.75841541739403
1997,tex,trk,0.020734466322084144
1997,tex,fdd,0.4627016621286218
1997,tex,gmt,0.07589643230560791
1997,tex,wtt,0.2586617141060424
1997,tex,wpd,0.9972015764454115
1997,tex,wht,1.1769248767591447
1997,tex,wrh,0.0010069733715644988
1997,tex,ott,1.9351495197870971
1997,tex,che,0.005026377690527383
1997,tex,mmf,3.5028986395395374
1997,tex,otr,0.04055892073335303
1997,tex,min,0.0030097387700496595
1997,leg,ppd,0.2402152592783136
1997,leg,res,1.2358556612525406
1997,leg,com,2.6490192494900473
1997,leg,amb,2.880836271782894
1997,leg,fbp,0.8247763747720774
1997,leg,rec,0.690941109695199
1997,leg,con,3.743537648745033
1997,leg,agr,0.18484656703761096
1997,leg,eec,0.16694015763901693
1997,leg,fnd,0.0986129532669184
1997,leg,pub,1.8881285415841076
1997,leg,hou,1.5631556148703927
1997,leg,fbt,0.16685941621952669
1997,leg,ins,7.173230158369331
1997,leg,tex,0.15466343954030842
1997,leg,leg,1.4425008272250521
1997,leg,fen,0.692135216902455
1997,leg,uti,2.1740562998989623
1997,leg,nmp,0.1636303287991479
1997,leg,brd,2.5719896513798752
1997,leg,bnk,2.9541328862355507
1997,leg,ore,7.36333689794723
1997,leg,edu,0.18958893055024795
1997,leg,ote,1.6068139599028175
1997,leg,man,3.227936964896221
1997,leg,mch,0.8488189242808184
1997,leg,dat,0.4214443996727493
1997,leg,amd,0.7115916315219225
1997,leg,oil,0.44720243283202127
1997,leg,hos,3.2949872978751187
1997,leg,rnt,0.28505757045244284
1997,leg,pla,0.4925136743894109
1997,leg,fof,0.12529984491119867
1997,leg,fin,1.3241784739625886
1997,leg,tsv,5.266231057436636
1997,leg,nrs,0.4964242350872761
1997,leg,sec,2.5155513714759445
1997,leg,art,0.5080750031564882
1997,leg,mov,0.9051703672168656
1997,leg,fpd,0.14307083258576483
1997,leg,slg,3.9775918995984374
1997,leg,pri,0.26234477255116145
1997,leg,grd,0.040948031964819824
1997,leg,pip,0.35466905268782634
1997,leg,sle,0.31457165185086405
1997,leg,osv,1.5630940515214982
1997,leg,trn,0.5205133166492055
1997,leg,smn,0.24143183519796865
1997,leg,fmt,0.484633049363505
1997,leg,pet,0.16781414265832956
1997,leg,mvt,0.39239089257242654
1997,leg,cep,1.1206232436344195
1997,leg,wst,0.21341851130556816
1997,leg,mot,1.5314029626854573
1997,leg,adm,2.610017501993145
1997,leg,soc,0.16964550862873842
1997,leg,alt,0.14243522582750487
1997,leg,pmt,0.18554809709743866
1997,leg,trk,0.07521633012417166
1997,leg,fdd,0.5121704551258623
1997,leg,gmt,0.4495933844876223
1997,leg,wtt,0.047687905400481644
1997,leg,wpd,0.23252844660435684
1997,leg,wht,4.069469165236999
1997,leg,wrh,0.02192117930497999
1997,leg,ott,1.53851612092292
1997,leg,che,1.354854705800527
1997,leg,air,0.3113947224082588
1997,leg,mmf,0.5815131153018567
1997,leg,otr,0.20269751199131283
1997,leg,min,0.44871016105060235
1997,fen,res,3.700511061676734
1997,fen,com,0.32357315500711187
1997,fen,amb,1.113289223333834
1997,fen,rec,0.13039938691307815
1997,fen,con,0.007027196491638485
1997,fen,agr,0.019881077387263912
1997,fen,eec,0.5489432083334499
1997,fen,fnd,0.9420928901040784
1997,fen,pub,1.8296851168077355
1997,fen,fbt,0.5945284066973704
1997,fen,ins,0.1451427634201595
1997,fen,tex,0.005950130494725168
1997,fen,leg,0.6473896361157632
1997,fen,fen,0.006020103645486346
1997,fen,uti,0.28294935001967997
1997,fen,brd,0.28855780551497623
1997,fen,bnk,2.1494623411335136
1997,fen,ore,0.30346193711289204
1997,fen,edu,0.41338882338479255
1997,fen,man,0.17135868116635522
1997,fen,mch,0.814116629580628
1997,fen,dat,0.40448866228060365
1997,fen,amd,0.8238946139073641
1997,fen,hos,0.9142881159367372
1997,fen,rnt,0.6593010979103195
1997,fen,fof,0.01293107976899379
1997,fen,tsv,2.5501817453754576
1997,fen,nrs,0.2827442887519732
1997,fen,sec,2.841738236139711
1997,fen,art,0.17641804147935347
1997,fen,mov,0.7993540811707623
1997,fen,slg,2.3851710905460184
1997,fen,pri,0.15664887781561437
1997,fen,grd,0.20379340848956176
1997,fen,pip,0.47539550233762545
1997,fen,sle,0.09489503417609209
1997,fen,osv,1.522506019901972
1997,fen,fmt,0.05608752381065411
