yr,j,value
1997,ppd,0.010630720227935543
1997,res,0.009647958407654764
1997,com,0.006438379579511139
1997,amb,0.010584384937367986
1997,fbp,0.006516024493786108
1997,rec,0.02065652767759856
1997,con,0.0050983752104914746
1997,agr,0.019646757066852136
1997,eec,0.006250394027000982
1997,pub,0.004392517464859861
1997,hou,0.12851480043184713
1997,fbt,0.004746714951729039
1997,ins,0.013973855556501892
1997,tex,0.007529528112111303
1997,leg,0.003838796740298194
1997,uti,0.06032677684398713
1997,nmp,0.009303084707034438
1997,brd,0.015505961319978577
1997,bnk,0.017963706137281495
1997,ore,0.02560657373264381
1997,edu,0.02576473822848578
1997,ote,0.006976684370940984
1997,man,0.02371013867709954
1997,mch,0.006885896169302424
1997,dat,0.006297668337328394
1997,amd,0.024339983551567683
1997,oil,0.05565016871701028
1997,hos,0.00825669399159897
1997,rnt,0.019403919302807073
1997,pla,0.005945100808231096
1997,fof,0.013147556440207427
1997,fin,0.027517543547180563
1997,tsv,0.005474086365916723
1997,nrs,0.0070072930890307285
1997,sec,0.014410217004347867
1997,art,0.012385521151330136
1997,mov,0.0070093722089697354
1997,fpd,0.0036034051391795564
1997,pri,0.005986012277433343
1997,grd,0.025545480892642736
1997,pip,0.03868703550784476
1997,osv,0.014052914940604204
1997,trn,0.01229602684632528
1997,smn,0.029354473386183466
1997,fmt,0.006857048666913917
1997,pet,0.008724274210999874
1997,mvt,0.0030038658447393164
1997,cep,0.0071102798547133545
1997,wst,0.02848866498740554
1997,mot,0.0034178257048393624
1997,adm,0.004660833009664373
1997,soc,0.007401007449912785
1997,alt,0.0030748755134353705
1997,pmt,0.011392011851993454
1997,trk,0.010891481018764767
1997,gmt,0.004886891258719019
1997,wtt,0.024540125328481908
1997,wpd,0.0052891555395164205
1997,wht,0.010996463385262839
1997,wrh,0.011897069443916528
1997,ott,0.003893154536606466
1997,che,0.008216885495890358
1997,air,0.019631343255848522
1997,mmf,0.0064631015656072596
1997,otr,0.019850825160039935
1997,min,0.027529476281875513
1998,ppd,0.010653125593021812
1998,res,0.009865728253815017
1998,com,0.006124699673086771
1998,amb,0.01074952214803964
1998,fbp,0.006657681226361162
1998,rec,0.021462940756819107
1998,con,0.005234230868481765
1998,agr,0.019271723051417215
1998,eec,0.006235664512528017
1998,pub,0.004156825254002175
1998,hou,0.12338419265747651
1998,fbt,0.004638735903488067
1998,ins,0.010485360063307832
1998,tex,0.00790441596417883
1998,leg,0.0038580525561855233
1998,uti,0.060359397920785755
1998,nmp,0.009207379009797177
1998,brd,0.014156325437537722
1998,bnk,0.018116727382059477
1998,ore,0.02495990256743441
1998,edu,0.026566903439524038
1998,ote,0.0064754303361134365
1998,man,0.02234467669607985
1998,mch,0.0073667745493076545
1998,dat,0.006650736758263639
1998,amd,0.024674816200461126
1998,oil,0.0793785027305173
1998,hos,0.008384465871412785
1998,rnt,0.019128027848958087
1998,pla,0.006190811854485273
1998,fof,0.01226095928209804
1998,fin,0.02610450979492591
1998,tsv,0.005606435336155477
1998,nrs,0.007090937820968634
1998,sec,0.013452951639206213
1998,art,0.012446131086383224
1998,mov,0.006936379900191457
1998,fpd,0.003669429703375584
1998,pri,0.006202871552996898
1998,grd,0.02522953183094317
1998,pip,0.04066221318617485
1998,osv,0.013871160802715974
1998,trn,0.013910036388035821
1998,smn,0.028708338681384504
1998,fmt,0.006932641383688969
1998,pet,0.01143041369304943
1998,mvt,0.003077063788642956
1998,cep,0.007713211512538814
1998,wst,0.025915976251213405
1998,mot,0.0035854326690659077
1998,adm,0.004625090400793527
1998,soc,0.007629196815113075
1998,alt,0.0035940723117224974
1998,pmt,0.011784562524488382
1998,trk,0.01035532761171263
1998,gmt,0.0046814696005212765
1998,wtt,0.025646211722826745
1998,wpd,0.0053441525155689335
1998,wht,0.011316002987743809
1998,wrh,0.011609203440800055
1998,ott,0.003822336057043652
1998,che,0.008589236309496996
1998,air,0.02242165029322775
1998,mmf,0.006495964758315696
1998,otr,0.018463958060288336
1998,min,0.02873563218390805
1999,ppd,0.010431768245929422
1999,res,0.00994428839677835
1999,com,0.006227088375921205
1999,amb,0.010854386187634886
1999,fbp,0.006721893761010735
1999,rec,0.022120039413369128
1999,con,0.005301614031081873
1999,agr,0.021709484628549984
1999,eec,0.006333013829932904
1999,pub,0.0041190835459424925
1999,hou,0.12041409018840961
1999,fbt,0.0047207106646202516
1999,ins,0.01077022211117394
1999,tex,0.00811898593634345
1999,leg,0.0038522547020167688
1999,uti,0.05271543433812657
1999,nmp,0.009204635789297517
1999,brd,0.012195756134800234
1999,bnk,0.01772387278346889
1999,ore,0.02433344636244619
1999,edu,0.026985094903244234
1999,ote,0.007138934651290497
1999,man,0.02228888768353284
1999,mch,0.008004123666433138
1999,dat,0.007388037365510939
1999,amd,0.02436139828633493
1999,oil,0.06596701649175414
1999,hos,0.008639616399707267
1999,rnt,0.021322532686169054
1999,pla,0.006269811265885365
1999,fof,0.011627906976744186
1999,fin,0.024583791319267585
1999,tsv,0.005821973552028646
1999,nrs,0.007366447449819645
1999,sec,0.012035974304068522
1999,art,0.012892064685972168
1999,mov,0.00716679256977938
1999,fpd,0.003827737679910734
1999,pri,0.006478169916998448
1999,grd,0.02777353883717381
1999,pip,0.04385528171935939
1999,osv,0.014094178294006124
1999,trn,0.014704391035391945
1999,smn,0.039360465116279074
1999,fmt,0.007136419148545989
1999,pet,0.009820732657833202
1999,mvt,0.0030471515884525286
1999,cep,0.007921097558467203
1999,wst,0.02435971104908882
1999,mot,0.003428202841307256
1999,adm,0.0047853145755975095
1999,soc,0.00736154578854266
1999,alt,0.0038706619621886353
1999,pmt,0.012619490601141977
1999,trk,0.009973138868811963
1999,gmt,0.0048011358329130005
1999,wtt,0.025474738845093395
1999,wpd,0.005196157497677552
1999,wht,0.01099203469548072
1999,wrh,0.011205203335801913
1999,ott,0.003991886259091985
1999,che,0.00877017489171044
1999,air,0.023792119807452307
1999,mmf,0.006858555351500962
1999,otr,0.01715234931181775
1999,min,0.030559054355198137
2000,ppd,0.010065366684432682
2000,res,0.009783078385619221
2000,com,0.006410655380593763
2000,amb,0.010881347083781285
2000,fbp,0.007042719825191932
2000,rec,0.022834415719868172
2000,con,0.005226352997869812
2000,agr,0.020626646988268764
2000,eec,0.006366726654669067
2000,pub,0.004100895162412456
2000,hou,0.11738878303371715
2000,fbt,0.004850227138212258
2000,ins,0.00926652786784532
2000,tex,0.008342157900929521
2000,leg,0.003850727056539145
2000,uti,0.04691798583863257
2000,nmp,0.009464788732394364
2000,brd,0.011467752895406927
2000,bnk,0.017184223246467054
2000,ore,0.022727318332955413
2000,edu,0.027023774976465666
2000,ote,0.008343737252623641
2000,man,0.020888603101139342
2000,mch,0.008088800070692036
2000,dat,0.00817791961703401
2000,amd,0.022562081423410305
2000,oil,0.04383387596283649
2000,hos,0.008786425881386388
2000,rnt,0.022620916279138
2000,pla,0.006471132027901501
2000,fof,0.013963397417798198
2000,fin,0.021886607798216152
2000,tsv,0.005832497678737233
2000,nrs,0.007439503674989481
2000,sec,0.010434285041106035
2000,art,0.013016164132324159
2000,mov,0.006573801467680275
2000,fpd,0.0038224788116045178
2000,pri,0.0067339752869644805
2000,grd,0.030099560083352628
2000,pip,0.04870367973771623
2000,osv,0.014329155586295718
2000,trn,0.014492753623188406
2000,smn,0.035106696823679805
2000,fmt,0.007249644972399166
2000,pet,0.006960576770309554
2000,mvt,0.0031762494328126008
2000,cep,0.007819067364693484
2000,wst,0.024673723756041245
2000,mot,0.0037300575802989857
2000,adm,0.004824367337034869
2000,soc,0.00688281108494838
2000,alt,0.004049819417888251
2000,pmt,0.012941601507057884
2000,trk,0.009741029924645815
2000,gmt,0.004845295345249977
2000,wtt,0.024968834787709903
2000,wpd,0.005553799135841501
2000,wht,0.010929150558883055
2000,wrh,0.010953551022824831
2000,ott,0.003832772021835446
2000,che,0.008665404429571574
2000,air,0.024473529860759596
2000,mmf,0.0063390827339525
2000,otr,0.016072539478281623
2000,min,0.030521997666629035
2001,ppd,0.009463681585603305
2001,res,0.007979010171440896
2001,com,0.006274629271120982
2001,amb,0.008540319006631403
